,what,trading,company,helped,settle,huguenots,near,the,cape,?
on,0.34226128458976746,0.2483535259962082,0.23664942383766174,0.21279196441173553,0.18805578351020813,0.17342323064804077,0.3508072793483734,0.5107308030128479,0.22667036950588226,0.2714994251728058
31,0.04987277463078499,0.11957430839538574,0.03153667226433754,-0.0688810646533966,0.07103091478347778,0.058290138840675354,0.2330794483423233,0.12550820410251617,0.06896332651376724,-0.017570214346051216
december,0.19304980337619781,0.17204327881336212,0.16693733632564545,0.16868242621421814,0.13363586366176605,0.19919365644454956,0.19843822717666626,0.23266014456748962,0.1989230364561081,0.2480352818965912
1687,0.09899122267961502,-0.06378829479217529,-0.05946215242147446,0.022244716063141823,-0.06147182360291481,-0.08378325402736664,-0.0024947766214609146,0.06662874668836594,-0.08409375697374344,0.09731560945510864
the,0.42745697498321533,0.27514398097991943,0.26591673493385315,0.3108886480331421,0.2943725883960724,0.30745792388916016,0.2879819869995117,1.0,0.2352786809206009,0.22068053483963013
first,0.28086137771606445,0.25205034017562866,0.23999588191509247,0.31449973583221436,0.264683336019516,0.17457492649555206,0.14128509163856506,0.49448907375335693,0.21616853773593903,0.18701928853988647
organised,0.17656099796295166,0.18812116980552673,0.11632757633924484,0.31187400221824646,0.14185954630374908,0.24342361092567444,0.10172272473573685,0.2934150993824005,0.0831504613161087,0.12453324347734451
group,0.2114069163799286,0.15797670185565948,0.3087855577468872,0.19060257077217102,0.15551629662513733,0.16665033996105194,0.0943974107503891,0.30795547366142273,0.13234667479991913,0.13827809691429138
of,0.33290785551071167,0.23944026231765747,0.20467796921730042,0.26548290252685547,0.2614152729511261,0.27577435970306396,0.2651676535606384,0.733189046382904,0.23413194715976715,0.1826142966747284
huguenots,0.22128188610076904,0.2673639953136444,0.1038639172911644,0.22376997768878937,0.2901375889778137,1.0,0.23730847239494324,0.30745792388916016,0.26289889216423035,0.16010338068008423
set,0.28954121470451355,0.21612221002578735,0.13645103573799133,0.21299272775650024,0.284843385219574,0.16425301134586334,0.08887476474046707,0.2927955985069275,0.11375746130943298,0.1698019951581955
sail,0.16474883258342743,0.3963923752307892,0.15034204721450806,0.20958223938941956,0.2531502842903137,0.27860701084136963,0.1305953711271286,0.21861271560192108,0.35709530115127563,0.1215064600110054
from,0.2737620174884796,0.1681356430053711,0.1728876233100891,0.19967898726463318,0.19305722415447235,0.17123448848724365,0.2486431896686554,0.40150508284568787,0.22556398808956146,0.19969791173934937
the,0.42745697498321533,0.27514398097991943,0.26591673493385315,0.3108886480331421,0.2943725883960724,0.30745792388916016,0.2879819869995117,1.0,0.2352786809206009,0.22068053483963013
netherlands,0.14059674739837646,0.2435450255870819,0.21791549026966095,0.1468697190284729,0.11719073355197906,0.36877575516700745,0.157412588596344,0.2279868870973587,0.2509620487689972,0.09310898929834366
to,0.455847829580307,0.24461090564727783,0.24903783202171326,0.42226478457450867,0.3679795563220978,0.2685132324695587,0.2456841915845871,0.535392165184021,0.1834135204553604,0.29463258385658264
the,0.42745697498321533,0.27514398097991943,0.26591673493385315,0.3108886480331421,0.2943725883960724,0.30745792388916016,0.2879819869995117,1.0,0.2352786809206009,0.22068053483963013
dutch,0.1643560230731964,0.24673351645469666,0.24173882603645325,0.18771377205848694,0.12441397458314896,0.37400156259536743,0.11576088517904282,0.1705695390701294,0.25479501485824585,0.1081366017460823
east,0.19840149581432343,0.2210814356803894,0.16379325091838837,0.11317390948534012,0.21226456761360168,0.2555006742477417,0.3364033102989197,0.3383176326751709,0.24461130797863007,0.10070597380399704
india,0.23203566670417786,0.2608002722263336,0.25443094968795776,0.18296076357364655,0.2138616144657135,0.186406210064888,0.15824203193187714,0.3108653426170349,0.22731442749500275,0.10473668575286865
company,0.2333769053220749,0.35280394554138184,1.0,0.1967994123697281,0.12371121346950531,0.1038639172911644,0.12554390728473663,0.26591673493385315,0.0685819610953331,0.12195809185504913
post,0.2384328991174698,0.29461580514907837,0.14657913148403168,0.16961196064949036,0.1580134928226471,0.1651071459054947,0.1630537211894989,0.26656362414360046,0.12285628169775009,0.23729883134365082
at,0.2838611304759979,0.12737160921096802,0.17487694323062897,0.15598946809768677,0.20941193401813507,0.23423780500888824,0.4118472635746002,0.457212895154953,0.24326983094215393,0.21978627145290375
the,0.42745697498321533,0.27514398097991943,0.26591673493385315,0.3108886480331421,0.2943725883960724,0.30745792388916016,0.2879819869995117,1.0,0.2352786809206009,0.22068053483963013
cape,0.17391739785671234,0.21104387938976288,0.0685819610953331,0.12838783860206604,0.24721680581569672,0.26289889216423035,0.22368931770324707,0.2352786809206009,1.0,0.10433043539524078
of,0.33290785551071167,0.23944026231765747,0.20467796921730042,0.26548290252685547,0.2614152729511261,0.27577435970306396,0.2651676535606384,0.733189046382904,0.23413194715976715,0.1826142966747284
good,0.3916934132575989,0.1988345831632614,0.13793030381202698,0.27248021960258484,0.18409930169582367,0.2058991938829422,0.12436380237340927,0.2735973596572876,0.22112393379211426,0.3187684714794159
hope,0.32692182064056396,0.21078768372535706,0.14811663329601288,0.24001164734363556,0.21443021297454834,0.2635059952735901,0.20104634761810303,0.2378109097480774,0.3455519378185272,0.3014601767063141
.,0.3567904531955719,0.21561670303344727,0.266353577375412,0.25779226422309875,0.2460833340883255,0.2170230895280838,0.2532462477684021,0.5934505462646484,0.22850903868675232,0.4130953550338745
