,how,long,would,the,invasion,of,the,middle,east,have,to,last,in,order,to,develop,renewable,resources,?
although,0.26196205615997314,0.226155623793602,0.3708789050579071,0.3265823423862457,0.14644762873649597,0.3024747669696808,0.3265823423862457,0.12026046961545944,0.1777118444442749,0.4518011808395386,0.4176313281059265,0.18739870190620422,0.28763338923454285,0.1885443776845932,0.4176313281059265,0.25953415036201477,0.25873878598213196,0.21828852593898773,0.15541206300258636
the,0.33890387415885925,0.3075225353240967,0.4133751392364502,1.0,0.32296645641326904,0.733189046382904,1.0,0.3405749201774597,0.3383176326751709,0.40389683842658997,0.535392165184021,0.3698786795139313,0.6662389636039734,0.3284194767475128,0.535392165184021,0.26276466250419617,0.21781468391418457,0.25734785199165344,0.22068053483963013
soviet,0.1359790861606598,0.17404590547084808,0.20060111582279205,0.2312941700220108,0.3263411521911621,0.17437179386615753,0.2312941700220108,0.17166531085968018,0.24477124214172363,0.1874462515115738,0.19090956449508667,0.16728316247463226,0.22826138138771057,0.11926357448101044,0.19090956449508667,0.2139473408460617,0.20366080105304718,0.15912531316280365,0.08693568408489227
response,0.34960323572158813,0.18708579242229462,0.2696913182735443,0.28909924626350403,0.3010100722312927,0.21864040195941925,0.28909924626350403,0.07531443238258362,0.15448373556137085,0.29600051045417786,0.277526319026947,0.20101575553417206,0.20744606852531433,0.19659452140331268,0.277526319026947,0.22249430418014526,0.1948484629392624,0.250387966632843,0.2007838636636734
to,0.44169697165489197,0.30218687653541565,0.5965728163719177,0.535392165184021,0.2535645365715027,0.41548454761505127,0.535392165184021,0.2015334814786911,0.24717837572097778,0.4544740617275238,1.0,0.30156898498535156,0.45010748505592346,0.35544881224632263,1.0,0.3375980854034424,0.3290753662586212,0.3263809382915497,0.29463258385658264
such,0.307365357875824,0.227485790848732,0.29505011439323425,0.3575236201286316,0.10271403938531876,0.3209529519081116,0.3575236201286316,0.180887833237648,0.1130840852856636,0.42997312545776367,0.2871878743171692,0.12246362119913101,0.2704046070575714,0.21846400201320648,0.2871878743171692,0.26004883646965027,0.29998674988746643,0.32684165239334106,0.17851735651493073
an,0.2520636022090912,0.22368325293064117,0.2650099992752075,0.4207492768764496,0.18169794976711273,0.32280945777893066,0.4207492768764496,0.15690059959888458,0.19809120893478394,0.22897054255008698,0.3138085603713989,0.1592187136411667,0.2605783939361572,0.14927062392234802,0.3138085603713989,0.1762493997812271,0.11825093626976013,0.15037932991981506,0.19793890416622162
act,0.21768730878829956,0.13472792506217957,0.24421697854995728,0.28682878613471985,0.19791068136692047,0.2802577316761017,0.28682878613471985,0.02971063368022442,0.06780391931533813,0.24975994229316711,0.24833928048610687,0.09496752917766571,0.22050046920776367,0.23834820091724396,0.24833928048610687,0.17130470275878906,0.1676107496023178,0.23000451922416687,0.1482519507408142
would,0.43239715695381165,0.26973652839660645,1.0000001192092896,0.4133751392364502,0.21511690318584442,0.3353942930698395,0.4133751392364502,0.12523891031742096,0.16678321361541748,0.484149694442749,0.5965728163719177,0.2556133568286896,0.30461156368255615,0.26961007714271545,0.5965728163719177,0.2577497363090515,0.2836500406265259,0.3046133816242218,0.37178951501846313
likely,0.3949867784976959,0.2614092230796814,0.4775884747505188,0.28129076957702637,0.14032411575317383,0.2704482078552246,0.28129076957702637,0.1706540882587433,0.11779667437076569,0.44345638155937195,0.41562584042549133,0.1822778880596161,0.21680790185928345,0.22496359050273895,0.41562584042549133,0.26197507977485657,0.22870714962482452,0.22487430274486542,0.35971182584762573
not,0.4869767427444458,0.2856379747390747,0.5854519605636597,0.4310511648654938,0.18839742243289948,0.3307090103626251,0.4310511648654938,0.18364036083221436,0.17058958113193512,0.5619372129440308,0.5149973034858704,0.24076122045516968,0.3403114080429077,0.24432697892189026,0.5149973034858704,0.28790590167045593,0.25655657052993774,0.2661054730415344,0.41942933201789856
involve,0.3313171863555908,0.18543927371501923,0.2953587472438812,0.23203566670417786,0.10029769688844681,0.29347991943359375,0.23203566670417786,0.07141805440187454,0.09474804252386093,0.4094439446926117,0.2812997102737427,0.028736690059304237,0.24140796065330505,0.2352568805217743,0.2812997102737427,0.3197553753852844,0.2486906349658966,0.25394076108932495,0.21596334874629974
force,0.16030928492546082,0.1275634765625,0.2111431211233139,0.2800885736942291,0.3253566324710846,0.27094775438308716,0.2800885736942291,0.15528751909732819,0.19985491037368774,0.17953111231327057,0.24496492743492126,0.13072480261325836,0.21744468808174133,0.2133701890707016,0.24496492743492126,0.13932591676712036,0.20527827739715576,0.14006175100803375,0.1650998443365097
",",0.22659391164779663,0.3431144952774048,0.32586824893951416,0.4933079481124878,0.19455376267433167,0.4946078956127167,0.4933079481124878,0.24847112596035004,0.319791704416275,0.3541618287563324,0.44245919585227966,0.29026782512664795,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.17652153968811035,0.2232004553079605,0.2789028584957123,0.31091248989105225
intelligence,0.18784241378307343,0.1101403757929802,0.19787774980068207,0.25918135046958923,0.23473146557807922,0.26626935601234436,0.25918135046958923,0.09562749415636063,0.12476015836000443,0.22471921145915985,0.23205207288265228,0.09063155204057693,0.18166935443878174,0.16111141443252563,0.23205207288265228,0.22603203356266022,0.17963550984859467,0.29224663972854614,0.13662627339363098
warned,0.2732665538787842,0.1962973177433014,0.4173193573951721,0.21100614964962006,0.2220822423696518,0.2130305916070938,0.21100614964962006,0.02717411331832409,0.14960375428199768,0.34243935346603394,0.3152705729007721,0.20959453284740448,0.10955683887004852,0.08997102826833725,0.3152705729007721,0.14039663970470428,0.13728876411914825,0.1754424124956131,0.2909487187862396
``,-0.01591024175286293,0.1858668327331543,0.08063928782939911,0.029072100296616554,0.09347009658813477,0.06780257821083069,0.029072100296616554,0.07438047230243683,0.05997444689273834,0.1022237241268158,0.06720756739377975,0.05021507292985916,0.04765888676047325,0.15392346680164337,0.06720756739377975,0.03366021066904068,-0.057713061571121216,-0.032478127628564835,0.0685480609536171
the,0.33890387415885925,0.3075225353240967,0.4133751392364502,1.0,0.32296645641326904,0.733189046382904,1.0,0.3405749201774597,0.3383176326751709,0.40389683842658997,0.535392165184021,0.3698786795139313,0.6662389636039734,0.3284194767475128,0.535392165184021,0.26276466250419617,0.21781468391418457,0.25734785199165344,0.22068053483963013
american,0.22688741981983185,0.13445866107940674,0.16025279462337494,0.24562937021255493,0.09713499248027802,0.22180068492889404,0.24562937021255493,0.18199525773525238,0.22165393829345703,0.2099626362323761,0.16338081657886505,0.19681258499622345,0.22871561348438263,0.08424680680036545,0.16338081657886505,0.16795329749584198,0.1059381291270256,0.1703057438135147,0.18877598643302917
occupation,0.11919458955526352,0.10023025423288345,0.18343009054660797,0.23079249262809753,0.2134777307510376,0.24415746331214905,0.23079249262809753,0.08825894445180893,0.19774799048900604,0.10924284160137177,0.1859113872051239,0.12929727137088776,0.1896161586046219,0.10777396708726883,0.1859113872051239,0.15577729046344757,0.1302899867296219,0.15705721080303192,0.13284437358379364
would,0.43239715695381165,0.26973652839660645,1.0000001192092896,0.4133751392364502,0.21511690318584442,0.3353942930698395,0.4133751392364502,0.12523891031742096,0.16678321361541748,0.484149694442749,0.5965728163719177,0.2556133568286896,0.30461156368255615,0.26961007714271545,0.5965728163719177,0.2577497363090515,0.2836500406265259,0.3046133816242218,0.37178951501846313
need,0.49246230721473694,0.24894681572914124,0.5093578696250916,0.2594960331916809,0.09912116080522537,0.24285943806171417,0.2594960331916809,0.14992448687553406,0.0771372988820076,0.5611997842788696,0.42094892263412476,0.21644555032253265,0.2129468470811844,0.2933746576309204,0.42094892263412476,0.32689595222473145,0.3472878038883209,0.31178510189056396,0.40413710474967957
to,0.44169697165489197,0.30218687653541565,0.5965728163719177,0.535392165184021,0.2535645365715027,0.41548454761505127,0.535392165184021,0.2015334814786911,0.24717837572097778,0.4544740617275238,1.0,0.30156898498535156,0.45010748505592346,0.35544881224632263,1.0,0.3375980854034424,0.3290753662586212,0.3263809382915497,0.29463258385658264
last,0.24577783048152924,0.25578317046165466,0.2556133568286896,0.3698786795139313,0.21296091377735138,0.3052992522716522,0.3698786795139313,0.22498966753482819,0.1896558254957199,0.27193668484687805,0.30156898498535156,1.0,0.30714505910873413,0.24516816437244415,0.30156898498535156,0.055350519716739655,0.11827581375837326,0.11655306071043015,0.22371746599674225
10,0.09177426248788834,0.027470748871564865,0.08641136437654495,0.2880653440952301,0.12284880131483078,0.2777891755104065,0.2880653440952301,0.2512034773826599,0.3828833997249603,0.2006417065858841,0.18753696978092194,0.03762996196746826,0.22690178453922272,0.09853298962116241,0.18753696978092194,0.09682760387659073,0.08336891233921051,0.060021936893463135,0.022911956533789635
years,0.21949264407157898,0.34739476442337036,0.24754531681537628,0.2912273406982422,0.17435744404792786,0.2904134690761566,0.2912273406982422,0.24505294859409332,0.23363542556762695,0.31441381573677063,0.23891852796077728,0.36042001843452454,0.33554986119270325,0.07525435835123062,0.23891852796077728,0.23688578605651855,0.20599529147148132,0.14145289361476898,0.1914375126361847
as,0.33782753348350525,0.23432248830795288,0.3824005722999573,0.48381632566452026,0.16633999347686768,0.3886612355709076,0.48381632566452026,0.2141454964876175,0.19617025554180145,0.37788212299346924,0.42092081904411316,0.2661714553833008,0.3887844979763031,0.21579164266586304,0.42092081904411316,0.17358502745628357,0.2666436433792114,0.25327977538108826,0.27043893933296204
