,other,than,for,its,resort,feel,",",what,is,palm,springs,popular,for,?
many,0.6324484348297119,0.39069414138793945,0.40972793102264404,0.3319723308086395,0.17049574851989746,0.2913459539413452,0.40610817074775696,0.36131182312965393,0.2649032473564148,0.20877130329608917,0.2192389816045761,0.41885265707969666,0.40972793102264404,0.2124512493610382
locals,0.3114693760871887,0.16604773700237274,0.17231222987174988,0.19694004952907562,0.2704634666442871,0.17729584872722626,0.24849440157413483,0.24813959002494812,0.2034311294555664,0.1982392519712448,0.20202653110027313,0.2246515154838562,0.17231222987174988,0.19693240523338318
and,0.5504306554794312,0.39361441135406494,0.5064792633056641,0.3841775357723236,0.24595408141613007,0.2860409915447235,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.21356837451457977,0.30992886424064636,0.3164171278476715,0.5064792633056641,0.20544172823429108
tourists,0.2943006157875061,0.17557038366794586,0.20635972917079926,0.251553475856781,0.41679999232292175,0.1870429664850235,0.19027641415596008,0.1792978197336197,0.24758118391036987,0.1868164986371994,0.2940997779369354,0.39663761854171753,0.20635972917079926,0.10706513375043869
frequent,0.24896880984306335,0.2731079161167145,0.22613394260406494,0.18105481564998627,0.2058316022157669,0.17574921250343323,0.1712440401315689,0.22018176317214966,0.19669964909553528,0.10700921714305878,0.17694853246212006,0.25410276651382446,0.22613394260406494,0.13923750817775726
the,0.44152235984802246,0.3227543234825134,0.4739971458911896,0.559237003326416,0.2548282742500305,0.264497846364975,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.23239637911319733,0.2626856863498688,0.2724021077156067,0.4739971458911896,0.22068053483963013
southern,0.22025135159492493,0.16775213181972504,0.14496514201164246,0.27002355456352234,0.20865482091903687,0.11977201700210571,0.2795628309249878,0.18679563701152802,0.2419366091489792,0.24601362645626068,0.24729172885417938,0.1939951330423355,0.14496514201164246,0.11225555837154388
california,0.19346874952316284,0.17079950869083405,0.23038740456104279,0.16180482506752014,0.21332412958145142,0.19865767657756805,0.2704589068889618,0.1811584085226059,0.20727038383483887,0.3128533661365509,0.3477928042411804,0.19769582152366638,0.23038740456104279,0.1409905105829239
coast,0.16443121433258057,0.1233530044555664,0.2135225236415863,0.2385297566652298,0.30176877975463867,0.10775835067033768,0.2553968131542206,0.2200622260570526,0.25204822421073914,0.2680363655090332,0.2088080644607544,0.18608298897743225,0.2135225236415863,0.15869849920272827
for,0.3273986279964447,0.30793827772140503,0.9999999403953552,0.2992613911628723,0.16600552201271057,0.2635006904602051,0.4464869201183319,0.3017193675041199,0.43268078565597534,0.17659316956996918,0.19647254049777985,0.30736467242240906,0.9999999403953552,0.264628142118454
its,0.29483991861343384,0.3136501908302307,0.2992613911628723,1.0,0.2285841703414917,0.19154919683933258,0.33157986402511597,0.30393704771995544,0.4447362422943115,0.1175142154097557,0.20209136605262756,0.24229539930820465,0.2992613911628723,0.15103481709957123
popular,0.2623973786830902,0.23986786603927612,0.30736467242240906,0.24229539930820465,0.23915496468544006,0.11912555992603302,0.2819201350212097,0.186283677816391,0.30144429206848145,0.13754232227802277,0.22914814949035645,1.0,0.30736467242240906,0.13108457624912262
beaches,0.23287177085876465,0.19880609214305878,0.20609596371650696,0.3025548756122589,0.4673864543437958,0.1621972769498825,0.2568913400173187,0.15222468972206116,0.2566693127155304,0.25515249371528625,0.42471134662628174,0.3263251781463623,0.20609596371650696,0.13028982281684875
",",0.4446498453617096,0.3371901512145996,0.4464869201183319,0.33157986402511597,0.24753835797309875,0.23670589923858643,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.2923817038536072,0.3291926681995392,0.2819201350212097,0.4464869201183319,0.31091248989105225
and,0.5504306554794312,0.39361441135406494,0.5064792633056641,0.3841775357723236,0.24595408141613007,0.2860409915447235,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.21356837451457977,0.30992886424064636,0.3164171278476715,0.5064792633056641,0.20544172823429108
the,0.44152235984802246,0.3227543234825134,0.4739971458911896,0.559237003326416,0.2548282742500305,0.264497846364975,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.23239637911319733,0.2626856863498688,0.2724021077156067,0.4739971458911896,0.22068053483963013
desert,0.16797059774398804,0.16823725402355194,0.1676986664533615,0.1109466552734375,0.11334598064422607,0.12934058904647827,0.21947160363197327,0.25473538041114807,0.18520480394363403,0.32150140404701233,0.41149014234542847,0.12720856070518494,0.1676986664533615,0.16409924626350403
city,0.20028837025165558,0.12447118014097214,0.18687109649181366,0.3465842306613922,0.29064464569091797,0.13093121349811554,0.35839709639549255,0.17493832111358643,0.3186660706996918,0.2562462091445923,0.27796900272369385,0.19899040460586548,0.18687109649181366,0.13423943519592285
of,0.38583824038505554,0.33036211133003235,0.4185989499092102,0.48690423369407654,0.2024797797203064,0.19935615360736847,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.19353315234184265,0.2518058717250824,0.25281813740730286,0.4185989499092102,0.1826142966747284
palm,0.24017935991287231,0.15361353754997253,0.17659316956996918,0.1175142154097557,0.20619605481624603,0.17252998054027557,0.2923817038536072,0.1965850293636322,0.19197453558444977,0.9999999403953552,0.40630611777305603,0.13754232227802277,0.17659316956996918,0.14437739551067352
springs,0.2247680276632309,0.19470253586769104,0.19647254049777985,0.20209136605262756,0.2869108319282532,0.0895671397447586,0.3291926681995392,0.1694866269826889,0.21047627925872803,0.40630611777305603,1.0000001192092896,0.22914814949035645,0.19647254049777985,0.0950024425983429
is,0.25895947217941284,0.2839990258216858,0.43268078565597534,0.4447362422943115,0.25521621108055115,0.2400403469800949,0.4691906273365021,0.28837618231773376,1.0,0.19197453558444977,0.21047627925872803,0.30144429206848145,0.43268078565597534,0.22961433231830597
popular,0.2623973786830902,0.23986786603927612,0.30736467242240906,0.24229539930820465,0.23915496468544006,0.11912555992603302,0.2819201350212097,0.186283677816391,0.30144429206848145,0.13754232227802277,0.22914814949035645,1.0,0.30736467242240906,0.13108457624912262
for,0.3273986279964447,0.30793827772140503,0.9999999403953552,0.2992613911628723,0.16600552201271057,0.2635006904602051,0.4464869201183319,0.3017193675041199,0.43268078565597534,0.17659316956996918,0.19647254049777985,0.30736467242240906,0.9999999403953552,0.264628142118454
its,0.29483991861343384,0.3136501908302307,0.2992613911628723,1.0,0.2285841703414917,0.19154919683933258,0.33157986402511597,0.30393704771995544,0.4447362422943115,0.1175142154097557,0.20209136605262756,0.24229539930820465,0.2992613911628723,0.15103481709957123
resort,0.16579358279705048,0.11235101521015167,0.16600552201271057,0.2285841703414917,0.9999999403953552,0.19600312411785126,0.24753835797309875,0.16167303919792175,0.25521621108055115,0.20619605481624603,0.2869108319282532,0.23915496468544006,0.16600552201271057,0.12942275404930115
feel,0.3215474486351013,0.2761862277984619,0.2635006904602051,0.19154919683933258,0.19600312411785126,1.0,0.23670589923858643,0.413962185382843,0.2400403469800949,0.17252998054027557,0.0895671397447586,0.11912555992603302,0.2635006904602051,0.39212626218795776
and,0.5504306554794312,0.39361441135406494,0.5064792633056641,0.3841775357723236,0.24595408141613007,0.2860409915447235,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.21356837451457977,0.30992886424064636,0.3164171278476715,0.5064792633056641,0.20544172823429108
nearby,0.34322935342788696,0.18954655528068542,0.1691284328699112,0.2651444375514984,0.33662885427474976,0.10830390453338623,0.227713942527771,0.13611137866973877,0.19478072226047516,0.23239968717098236,0.33031755685806274,0.14332810044288635,0.1691284328699112,0.07977716624736786
open,0.23571881651878357,0.1975470632314682,0.2403246909379959,0.1666460931301117,0.17287416756153107,0.293777197599411,0.28863707184791565,0.2022915631532669,0.1846783459186554,0.22957730293273926,0.2008340209722519,0.18218109011650085,0.2403246909379959,0.20715104043483734
spaces,0.29882699251174927,0.2412385493516922,0.26129046082496643,0.17193977534770966,0.19980546832084656,0.2777371108531952,0.23565249145030975,0.161638543009758,0.20217014849185944,0.10342101752758026,0.2003292292356491,0.07769275456666946,0.26129046082496643,0.18342448770999908
.,0.41511186957359314,0.3594527542591095,0.4726039469242096,0.3566088080406189,0.21615709364414215,0.25462567806243896,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.21442322432994843,0.27708810567855835,0.2864297032356262,0.4726039469242096,0.4130953550338745
