,which,team,did,not,get,a,chance,to,defend,their,super,bowl,xlix,win,in,super,bowl,50,?
the,0.6521818041801453,0.22564226388931274,0.34736719727516174,0.4310511648654938,0.29667025804519653,0.5829201340675354,0.26683303713798523,0.535392165184021,0.2784505784511566,0.516537070274353,0.21959073841571808,0.21576224267482758,0.28379157185554504,0.28308698534965515,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
broncos,0.22873279452323914,0.32797038555145264,0.1738176792860031,0.14980052411556244,0.18106791377067566,0.19771797955036163,0.17331574857234955,0.23674264550209045,0.18776969611644745,0.2565864324569702,0.36141330003738403,0.4351775348186493,0.4259836971759796,0.29460665583610535,0.20316283404827118,0.36141330003738403,0.4351775348186493,0.055216576904058456,0.18377114832401276
finished,0.2314423769712448,0.2718241810798645,0.34182655811309814,0.21164409816265106,0.18080508708953857,0.2583567202091217,0.2182523012161255,0.24378257989883423,0.16672028601169586,0.1927250623703003,0.2583681046962738,0.26552706956863403,0.2533191740512848,0.3160487711429596,0.2933714687824249,0.2583681046962738,0.26552706956863403,0.055074095726013184,0.14789283275604248
the,0.6521818041801453,0.22564226388931274,0.34736719727516174,0.4310511648654938,0.29667025804519653,0.5829201340675354,0.26683303713798523,0.535392165184021,0.2784505784511566,0.516537070274353,0.21959073841571808,0.21576224267482758,0.28379157185554504,0.28308698534965515,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
regular,0.35800397396087646,0.2476644068956375,0.26963475346565247,0.32403507828712463,0.2553113102912903,0.313107967376709,0.27819177508354187,0.30861178040504456,0.19575318694114685,0.3364572525024414,0.21446830034255981,0.2318909466266632,0.27123332023620605,0.19661571085453033,0.23172755539417267,0.21446830034255981,0.2318909466266632,0.11978074163198471,0.18334713578224182
season,0.20103639364242554,0.3451383709907532,0.19368280470371246,0.19720205664634705,0.1768633872270584,0.1855505406856537,0.22473536431789398,0.22382742166519165,0.12198713421821594,0.21295444667339325,0.2755677402019501,0.3117852509021759,0.37149786949157715,0.2685241401195526,0.2184021919965744,0.2755677402019501,0.3117852509021759,0.06724537163972855,0.16793298721313477
with,0.46403205394744873,0.21111343801021576,0.25472134351730347,0.3409014642238617,0.3307689428329468,0.3783375024795532,0.2906399965286255,0.4239959120750427,0.2570253908634186,0.4258328378200531,0.1518537551164627,0.18353787064552307,0.20396924018859863,0.20612569153308868,0.4080928862094879,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
a,0.56894451379776,0.19125498831272125,0.2552328109741211,0.3791346549987793,0.27948489785194397,1.0,0.31142324209213257,0.45503583550453186,0.21126195788383484,0.29698723554611206,0.26005712151527405,0.19533146917819977,0.25951075553894043,0.2358047515153885,0.539380669593811,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
12–4,0.14958555996418,0.056498587131500244,0.023742003366351128,0.18401947617530823,0.17655128240585327,0.0882924348115921,0.06536335498094559,0.13714060187339783,0.04927966743707657,0.048646681010723114,0.07920704782009125,0.060973159968853,0.2148517668247223,0.014308798126876354,0.019164228811860085,0.07920704782009125,0.060973159968853,-0.045751314610242844,0.4863562285900116
record,0.2531338036060333,0.19106104969978333,0.20556741952896118,0.19449226558208466,0.1620212346315384,0.2588478624820709,0.21975207328796387,0.22007153928279877,0.13736863434314728,0.20434267818927765,0.2505435347557068,0.24389338493347168,0.21762491762638092,0.3108607828617096,0.23162534832954407,0.2505435347557068,0.24389338493347168,0.06952042132616043,0.14407116174697876
",",0.3658004403114319,0.21287471055984497,0.3015086054801941,0.3769696354866028,0.2926318049430847,0.427140474319458,0.24915555119514465,0.44245919585227966,0.24847333133220673,0.3045167922973633,0.22322475910186768,0.1810409277677536,0.2762286961078644,0.2999197840690613,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
and,0.506277859210968,0.22394508123397827,0.34479495882987976,0.39099299907684326,0.37609121203422546,0.3739250600337982,0.27940231561660767,0.48971283435821533,0.267635315656662,0.45114588737487793,0.18368244171142578,0.1698254644870758,0.15299278497695923,0.25380003452301025,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
denied,0.24227996170520782,0.2084856480360031,0.3636285364627838,0.39775100350379944,0.20117194950580597,0.21833007037639618,0.24086685478687286,0.31743186712265015,0.20439733564853668,0.2619832158088684,0.13265404105186462,0.10480634868144989,0.10765813291072845,0.15092161297798157,0.2281353622674942,0.13265404105186462,0.10480634868144989,0.028884371742606163,0.2030181586742401
the,0.6521818041801453,0.22564226388931274,0.34736719727516174,0.4310511648654938,0.29667025804519653,0.5829201340675354,0.26683303713798523,0.535392165184021,0.2784505784511566,0.516537070274353,0.21959073841571808,0.21576224267482758,0.28379157185554504,0.28308698534965515,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
new,0.33739399909973145,0.20930764079093933,0.227974995970726,0.219951331615448,0.25487709045410156,0.3214259147644043,0.16507750749588013,0.33159172534942627,0.21798914670944214,0.25697171688079834,0.2769954204559326,0.1471257209777832,0.2890762388706207,0.1801450252532959,0.3758552670478821,0.2769954204559326,0.1471257209777832,-0.011314106173813343,0.14782847464084625
england,0.24747401475906372,0.15590403974056244,0.22023706138134003,0.2395525872707367,0.16928154230117798,0.2410653531551361,0.2108372449874878,0.27769553661346436,0.15946407616138458,0.25041940808296204,0.1663348525762558,0.2602803111076355,0.16453850269317627,0.11507073789834976,0.33311840891838074,0.1663348525762558,0.2602803111076355,-0.06998897343873978,0.13436897099018097
patriots,0.16542980074882507,0.28176283836364746,0.16307975351810455,0.17827405035495758,0.165146604180336,0.2221377193927765,0.19333191215991974,0.17375174164772034,0.18807417154312134,0.20397451519966125,0.3206230401992798,0.37643110752105713,0.3615799844264984,0.2624765932559967,0.22389881312847137,0.3206230401992798,0.37643110752105713,0.053970545530319214,0.11474817991256714
a,0.56894451379776,0.19125498831272125,0.2552328109741211,0.3791346549987793,0.27948489785194397,1.0,0.31142324209213257,0.45503583550453186,0.21126195788383484,0.29698723554611206,0.26005712151527405,0.19533146917819977,0.25951075553894043,0.2358047515153885,0.539380669593811,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
chance,0.2948612868785858,0.21354280412197113,0.36266258358955383,0.398166686296463,0.3670288324356079,0.31142324209213257,1.0,0.3269282877445221,0.24913974106311798,0.3138500452041626,0.12130912393331528,0.1688411682844162,0.17124320566654205,0.3331279754638672,0.14831462502479553,0.12130912393331528,0.1688411682844162,0.039352286607027054,0.274066299200058
