,which,is,more,sophisticated,",",numericals,model,or,an,analog,models,of,orogenic,wedges,?
in,0.4840516746044159,0.5394441485404968,0.32563260197639465,0.21173447370529175,0.5201468467712402,0.21077825129032135,0.2267826348543167,0.3586423695087433,0.2605783939361572,0.13304997980594635,0.2122073471546173,0.5696388483047485,0.23887601494789124,0.17402519285678864,0.20430970191955566
the,0.6521818041801453,0.5823672413825989,0.39758381247520447,0.2107514590024948,0.4933079481124878,0.27275705337524414,0.14028635621070862,0.4174870550632477,0.4207492768764496,0.21098314225673676,0.16804195940494537,0.733189046382904,0.2921693027019501,0.2798529863357544,0.22068053483963013
analog,0.2846347391605377,0.2597258985042572,0.2608289420604706,0.2994130253791809,0.20826497673988342,0.4460562467575073,0.20551201701164246,0.3314228951931,0.19683289527893066,0.9999999403953552,0.298807293176651,0.14265845715999603,0.23746129870414734,0.34986600279808044,0.17692391574382782
versions,0.3202137053012848,0.19668248295783997,0.3048202693462372,0.2885282337665558,0.23377446830272675,0.2748691141605377,0.1939876675605774,0.23917047679424286,0.2060295045375824,0.3037494719028473,0.3905086815357208,0.17600277066230774,0.14680437743663788,0.14191825687885284,0.2371230572462082
of,0.5011631846427917,0.4854315221309662,0.30478984117507935,0.2361842542886734,0.4946078956127167,0.22750025987625122,0.18271391093730927,0.3792596757411957,0.32280945777893066,0.14265845715999603,0.19773605465888977,1.0,0.3018898367881775,0.2044033259153366,0.1826142966747284
these,0.5959210991859436,0.2498808652162552,0.4663735330104828,0.3246879279613495,0.37613096833229065,0.4602818787097931,0.12957298755645752,0.5009458661079407,0.16632772982120514,0.2940669059753418,0.3048318326473236,0.42684608697891235,0.36666232347488403,0.3020033836364746,0.2571668326854706
experiments,0.31440770626068115,0.16474494338035583,0.23734670877456665,0.35856893658638,0.22640827298164368,0.3239513039588928,0.2156040519475937,0.27079659700393677,0.2370496541261673,0.30472567677497864,0.31876683235168457,0.16935081779956818,0.27457675337791443,0.21650637686252594,0.14564716815948486
",",0.3658004403114319,0.4691906273365021,0.3696524500846863,0.2409372180700302,1.0000001192092896,0.2036275863647461,0.244965597987175,0.3769497275352478,0.3581022024154663,0.20826497673988342,0.2193855494260788,0.4946078956127167,0.2112789899110794,0.246775820851326,0.31091248989105225
horizontal,0.321865975856781,0.16170108318328857,0.24402017891407013,0.1968352198600769,0.14324380457401276,0.2664842903614044,0.1454354077577591,0.31694650650024414,0.17040219902992249,0.27970999479293823,0.19753123819828033,0.25086116790771484,0.31532177329063416,0.4150856137275696,0.11756809055805206
layers,0.36429905891418457,0.23205043375492096,0.21397578716278076,0.2645499110221863,0.1578376442193985,0.23519814014434814,0.20504114031791687,0.3532789349555969,0.16716483235359192,0.2828468680381775,0.33099162578582764,0.24201519787311554,0.44271737337112427,0.33787867426872253,0.09622068703174591
of,0.5011631846427917,0.4854315221309662,0.30478984117507935,0.2361842542886734,0.4946078956127167,0.22750025987625122,0.18271391093730927,0.3792596757411957,0.32280945777893066,0.14265845715999603,0.19773605465888977,1.0,0.3018898367881775,0.2044033259153366,0.1826142966747284
sand,0.25524887442588806,0.2498280107975006,0.18687500059604645,0.1886877715587616,0.3080637454986572,0.10452984273433685,0.15098775923252106,0.31700411438941956,0.09585258364677429,0.09559948742389679,0.15124091506004333,0.22869873046875,0.3058905303478241,0.3688115179538727,0.12981772422790527
are,0.42922598123550415,0.5330929756164551,0.4066504240036011,0.30576446652412415,0.4062570035457611,0.38998058438301086,0.07012248039245605,0.5374364256858826,0.1556541919708252,0.2630777060985565,0.21321038901805878,0.39081433415412903,0.28534647822380066,0.2849588394165039,0.24591213464736938
pulled,0.27174752950668335,0.13087071478366852,0.1961367428302765,0.11786375939846039,0.20498833060264587,0.11602582782506943,0.13529130816459656,0.23226360976696014,0.1660292148590088,0.14143188297748566,0.11843612045049667,0.15919329226016998,0.2322312444448471,0.3258422017097473,0.15093113481998444
along,0.33404073119163513,0.23571021854877472,0.18806776404380798,0.09486877918243408,0.29824912548065186,0.15484502911567688,0.08650711923837662,0.2587498426437378,0.1581498235464096,0.15918749570846558,0.16900697350502014,0.34889817237854004,0.29638156294822693,0.29411375522613525,0.17134909331798553
a,0.56894451379776,0.658733606338501,0.3452818691730499,0.2683001160621643,0.427140474319458,0.1756024956703186,0.29218459129333496,0.48853766918182373,0.44552403688430786,0.23552219569683075,0.2741396725177765,0.5052502155303955,0.2436770498752594,0.3078940510749817,0.23916715383529663
lower,0.35006284713745117,0.20806168019771576,0.2488173395395279,0.2535487711429596,0.236776202917099,0.20119740068912506,0.07297609001398087,0.27895238995552063,0.0962325856089592,0.17345783114433289,0.11830894649028778,0.31757521629333496,0.262707382440567,0.17810209095478058,0.08471795171499252
surface,0.3333227038383484,0.29345643520355225,0.2285153567790985,0.25089511275291443,0.23000483214855194,0.3599100112915039,0.17095264792442322,0.30729761719703674,0.18808452785015106,0.29151809215545654,0.18574750423431396,0.24204103648662567,0.41487473249435425,0.3644621670246124,0.14613434672355652
into,0.4405161738395691,0.2619607150554657,0.26544561982154846,0.21498937904834747,0.2826121151447296,0.21765685081481934,0.09365382045507431,0.31663477420806885,0.2105669528245926,0.18253928422927856,0.12875248491764069,0.32255905866622925,0.22465069591999054,0.2182561755180359,0.15662476420402527
a,0.56894451379776,0.658733606338501,0.3452818691730499,0.2683001160621643,0.427140474319458,0.1756024956703186,0.29218459129333496,0.48853766918182373,0.44552403688430786,0.23552219569683075,0.2741396725177765,0.5052502155303955,0.2436770498752594,0.3078940510749817,0.23916715383529663
back,0.3174980580806732,0.20263513922691345,0.26809409260749817,0.11304264515638351,0.3066370487213135,0.15637479722499847,0.12794360518455505,0.2011139988899231,0.18792150914669037,0.1754540503025055,0.12129469215869904,0.23051875829696655,0.14968568086624146,0.17095530033111572,0.2397768795490265
stop,0.20576640963554382,0.18207861483097076,0.2560521066188812,0.08921763300895691,0.24759207665920258,0.17054465413093567,0.09408838301897049,0.28971338272094727,0.20477499067783356,0.21356268227100372,0.13812686502933502,0.2052845060825348,0.15740966796875,0.16708268225193024,0.23117060959339142
",",0.3658004403114319,0.4691906273365021,0.3696524500846863,0.2409372180700302,1.0000001192092896,0.2036275863647461,0.244965597987175,0.3769497275352478,0.3581022024154663,0.20826497673988342,0.2193855494260788,0.4946078956127167,0.2112789899110794,0.246775820851326,0.31091248989105225
which,1.0,0.4457404911518097,0.4639437198638916,0.3711926341056824,0.3658004403114319,0.34421730041503906,0.22893153131008148,0.5105096101760864,0.3611921966075897,0.2846347391605377,0.23248709738254547,0.5011631846427917,0.39278775453567505,0.32926392555236816,0.25814583897590637
results,0.33109742403030396,0.20523308217525482,0.26870107650756836,0.2575637996196747,0.17498864233493805,0.3434169292449951,0.1882830262184143,0.28685301542282104,0.1710575819015503,0.3005276620388031,0.24475345015525818,0.19509612023830414,0.22873567044734955,0.17510879039764404,0.21797199547290802
in,0.4840516746044159,0.5394441485404968,0.32563260197639465,0.21173447370529175,0.5201468467712402,0.21077825129032135,0.2267826348543167,0.3586423695087433,0.2605783939361572,0.13304997980594635,0.2122073471546173,0.5696388483047485,0.23887601494789124,0.17402519285678864,0.20430970191955566
realistic-looking,0.33246901631355286,0.211504727602005,0.4037439823150635,0.4539588391780853,0.24651655554771423,0.3049733638763428,0.26022830605506897,0.30895859003067017,0.2653280198574066,0.2598695755004883,0.30792322754859924,0.2617351710796356,0.23757250607013702,0.26273202896118164,0.26138925552368164
patterns,0.33405500650405884,0.18795625865459442,0.2937973141670227,0.3238745629787445,0.15962490439414978,0.3124639689922333,0.20805607736110687,0.3368396461009979,0.19573019444942474,0.2744295597076416,0.3186229169368744,0.16650550067424774,0.25761428475379944,0.33080971240997314,0.18855470418930054
of,0.5011631846427917,0.4854315221309662,0.30478984117507935,0.2361842542886734,0.4946078956127167,0.22750025987625122,0.18271391093730927,0.3792596757411957,0.32280945777893066,0.14265845715999603,0.19773605465888977,1.0,0.3018898367881775,0.2044033259153366,0.1826142966747284
faulting,0.3556503653526306,0.23367339372634888,0.28371351957321167,0.37576526403427124,0.2601037919521332,0.18006499111652374,0.12467862665653229,0.2843293249607086,0.17612221837043762,0.22896139323711395,0.1820119172334671,0.27818214893341064,0.41355016827583313,0.26732945442199707,0.13321225345134735
and,0.506277859210968,0.3859752118587494,0.39880692958831787,0.28369566798210144,0.6633074283599854,0.2725362181663513,0.22216768562793732,0.4713204801082611,0.2838519215583801,0.229315385222435,0.22926653921604156,0.5116966962814331,0.26173070073127747,0.27801865339279175,0.20544172823429108
the,0.6521818041801453,0.5823672413825989,0.39758381247520447,0.2107514590024948,0.4933079481124878,0.27275705337524414,0.14028635621070862,0.4174870550632477,0.4207492768764496,0.21098314225673676,0.16804195940494537,0.733189046382904,0.2921693027019501,0.2798529863357544,0.22068053483963013
growth,0.32359230518341064,0.2256266176700592,0.24925704300403595,0.3071959614753723,0.2218456119298935,0.2501069903373718,0.21922491490840912,0.2153436541557312,0.1870514452457428,0.1387895792722702,0.1865299940109253,0.2679378092288971,0.3265935778617859,0.19695790112018585,0.07547862827777863
of,0.5011631846427917,0.4854315221309662,0.30478984117507935,0.2361842542886734,0.4946078956127167,0.22750025987625122,0.18271391093730927,0.3792596757411957,0.32280945777893066,0.14265845715999603,0.19773605465888977,1.0,0.3018898367881775,0.2044033259153366,0.1826142966747284
a,0.56894451379776,0.658733606338501,0.3452818691730499,0.2683001160621643,0.427140474319458,0.1756024956703186,0.29218459129333496,0.48853766918182373,0.44552403688430786,0.23552219569683075,0.2741396725177765,0.5052502155303955,0.2436770498752594,0.3078940510749817,0.23916715383529663
critically,0.29575589299201965,0.2472333014011383,0.2884959578514099,0.2459818571805954,0.22159625589847565,0.23500004410743713,0.10179424285888672,0.256967693567276,0.2478797286748886,0.17792150378227234,0.08094357699155807,0.18378664553165436,0.15323594212532043,0.16539378464221954,0.16329805552959442
tapered,0.3429037630558014,0.2025962620973587,0.25417056679725647,0.3361188769340515,0.2179810255765915,0.2028053104877472,0.20383767783641815,0.297307550907135,0.1313982903957367,0.36055585741996765,0.22731105983257294,0.2508448362350464,0.28225940465927124,0.4932943284511566,0.13740433752536774
