,when,was,the,final,legislative,proposals,for,a,scottish,assembly,passed,?
however,0.5574322938919067,0.37327632308006287,0.49814513325691223,0.3022352159023285,0.16889499127864838,0.36834222078323364,0.44511833786964417,0.38150349259376526,0.21023598313331604,0.1485927551984787,0.32525476813316345,0.2152075469493866
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.24864837527275085,0.24434074759483337,0.25202223658561707,0.4464869201183319,0.427140474319458,0.21369139850139618,0.21222424507141113,0.23382075130939484,0.31091248989105225
it,0.4775012135505676,0.4577186405658722,0.6251175999641418,0.20581819117069244,0.2187502086162567,0.26757487654685974,0.32171204686164856,0.5452592968940735,0.13680848479270935,0.21690727770328522,0.227018341422081,0.25732165575027466
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.23547481000423431,0.20243224501609802,0.18699093163013458,0.3863949179649353,0.4508470594882965,0.20229777693748474,0.2233278602361679,0.2673497200012207,0.18412111699581146
not,0.4799930453300476,0.2888734042644501,0.4310511648654938,0.19054581224918365,0.19818028807640076,0.296484112739563,0.39280617237091064,0.3791346549987793,0.19732609391212463,0.18340423703193665,0.24419745802879333,0.41942933201789856
until,0.494509756565094,0.43126991391181946,0.37191009521484375,0.26371103525161743,0.2117733359336853,0.22707130014896393,0.2802979350090027,0.2314814180135727,0.16297537088394165,0.1929711252450943,0.2615587115287781,0.20304496586322784
1978,0.07017435133457184,0.08774974942207336,0.1314823180437088,0.030434368178248405,-0.02292012982070446,0.010550974868237972,0.12267033010721207,0.07501233369112015,-0.08398673683404922,0.03778371214866638,-0.016597090288996696,0.06364871561527252
that,0.5860282182693481,0.33670201897621155,0.5473989248275757,0.2579914331436157,0.2155666947364807,0.303214430809021,0.4137635827064514,0.47537946701049805,0.1999964714050293,0.18815302848815918,0.27556318044662476,0.32716336846351624
final,0.235932394862175,0.23547481000423431,0.3543182611465454,1.0000001192092896,0.12387266010046005,0.19395962357521057,0.25346213579177856,0.24625235795974731,0.14795663952827454,0.16414539515972137,0.2133021503686905,0.17315025627613068
legislative,0.1830703467130661,0.20243224501609802,0.27501925826072693,0.12387266010046005,1.0,0.3712363839149475,0.1881977766752243,0.23537522554397583,0.16875262558460236,0.6298572421073914,0.3026740550994873,0.1654243916273117
proposals,0.20773541927337646,0.18699093163013458,0.2984413504600525,0.19395962357521057,0.3712363839149475,1.0,0.30077558755874634,0.24198690056800842,0.20824407041072845,0.33240094780921936,0.33851349353790283,0.3097764849662781
for,0.43402108550071716,0.3863949179649353,0.4739971458911896,0.25346213579177856,0.1881977766752243,0.30077558755874634,0.9999999403953552,0.44038116931915283,0.15676887333393097,0.15736129879951477,0.23234809935092926,0.264628142118454
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.24625235795974731,0.23537522554397583,0.24198690056800842,0.44038116931915283,1.0,0.18544672429561615,0.21305732429027557,0.24766449630260468,0.23916715383529663
scottish,0.12086563557386398,0.20229777693748474,0.21724988520145416,0.14795663952827454,0.16875262558460236,0.20824407041072845,0.15676887333393097,0.18544672429561615,1.0000001192092896,0.14503487944602966,0.16614016890525818,0.06442669779062271
assembly,0.16456151008605957,0.2233278602361679,0.2524827718734741,0.16414539515972137,0.6298572421073914,0.33240094780921936,0.15736129879951477,0.21305732429027557,0.14503487944602966,1.0000001192092896,0.2527485489845276,0.1488889455795288
were,0.29649975895881653,0.590133786201477,0.3906462490558624,0.17690886557102203,0.1278984248638153,0.20652730762958527,0.33592689037323,0.17203083634376526,0.15377677977085114,0.1051781103014946,0.23061586916446686,0.17890112102031708
passed,0.2869023084640503,0.2673497200012207,0.3173406720161438,0.2133021503686905,0.3026740550994873,0.33851349353790283,0.23234809935092926,0.24766449630260468,0.16614016890525818,0.2527485489845276,1.0,0.12064517289400101
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.1934421956539154,0.1506279557943344,0.16769331693649292,0.3248702883720398,0.32094135880470276,0.1562303602695465,0.18244804441928864,0.27371692657470703,0.17966607213020325
the,0.5091903209686279,0.48711544275283813,1.0,0.3543182611465454,0.27501925826072693,0.2984413504600525,0.4739971458911896,0.5829201340675354,0.21724988520145416,0.2524827718734741,0.3173406720161438,0.22068053483963013
united,0.2490900456905365,0.31727492809295654,0.34367692470550537,0.21046264469623566,0.2830028831958771,0.17710910737514496,0.30487096309661865,0.2732578217983246,0.23761798441410065,0.2193157970905304,0.16739462316036224,0.17266890406608582
kingdom,0.19648540019989014,0.27756404876708984,0.3143408000469208,0.18041934072971344,0.23217669129371643,0.12675420939922333,0.19669248163700104,0.18099536001682281,0.22036601603031158,0.15618348121643066,0.16892129182815552,0.12927088141441345
parliament,0.18992289900779724,0.24742799997329712,0.26521381735801697,0.17871178686618805,0.6651111245155334,0.37200847268104553,0.23382046818733215,0.22951169312000275,0.3418616056442261,0.5638344287872314,0.3329673409461975,0.1586504578590393
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.24325628578662872,0.25327762961387634,0.2270965725183487,0.4726039469242096,0.50484299659729,0.20125295221805573,0.21666362881660461,0.23110949993133545,0.4130953550338745
