,what,is,the,last,name,of,the,player,who,finally,recovered,the,ball,newton,lost,in,the,fourth,quarter,?
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.2517152428627014,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.2081262320280075,0.2340552806854248,0.2972051501274109,0.2166234701871872,0.5107308030128479,0.1605052351951599,0.14340966939926147,0.19934038817882538,0.46853652596473694,0.5107308030128479,0.2738758623600006,0.21235644817352295,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,1.0,0.3698786795139313,0.3171212375164032,0.733189046382904,1.0,0.19900773465633392,0.3733934462070465,0.4516841769218445,0.2614712417125702,1.0,0.18895584344863892,0.1876603662967682,0.3376973867416382,0.6662389636039734,1.0,0.40804702043533325,0.3659466803073883,0.22068053483963013
next,0.25980645418167114,0.2081775814294815,0.35833123326301575,0.4846317768096924,0.1650429368019104,0.2935165464878082,0.35833123326301575,0.1591053307056427,0.19192104041576385,0.3560744822025299,0.21497024595737457,0.35833123326301575,0.10990821570158005,0.18665722012519836,0.28130874037742615,0.29307645559310913,0.35833123326301575,0.3697102665901184,0.22258099913597107,0.167460098862648
play,0.2180248498916626,0.2174319475889206,0.24793598055839539,0.17943069338798523,0.17531825602054596,0.15350224077701569,0.24793598055839539,0.4391340911388397,0.2742305099964142,0.15689221024513245,0.13591600954532623,0.24793598055839539,0.31826484203338623,0.17000392079353333,0.19003351032733917,0.24321173131465912,0.24793598055839539,0.23530615866184235,0.20659708976745605,0.11059518158435822
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.29026782512664795,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.25826331973075867,0.3365725874900818,0.32560861110687256,0.2676272988319397,0.4933079481124878,0.2170172780752182,0.2648763358592987,0.26788443326950073,0.5201468467712402,0.4933079481124878,0.271299809217453,0.2742914855480194,0.31091248989105225
miller,0.11267764866352081,0.16823095083236694,0.21601076424121857,0.24600978195667267,0.14092908799648285,0.153602734208107,0.21601076424121857,0.19664442539215088,0.2093905359506607,0.23227176070213318,0.15619339048862457,0.21601076424121857,0.1518518477678299,0.2466008961200714,0.12715648114681244,0.19489489495754242,0.21601076424121857,0.19382698833942413,0.16722655296325684,0.1295081228017807
stripped,0.16210010647773743,0.11828522384166718,0.24013200402259827,0.14477986097335815,0.15238210558891296,0.22195997834205627,0.24013200402259827,-0.008109216578304768,0.19222557544708252,0.29418203234672546,0.2375534623861313,0.24013200402259827,0.14687755703926086,0.1480047106742859,0.2497568577528,0.17531846463680267,0.24013200402259827,0.1828288584947586,0.10913647711277008,0.1636997014284134
the,0.42745697498321533,0.5823672413825989,1.0,0.3698786795139313,0.3171212375164032,0.733189046382904,1.0,0.19900773465633392,0.3733934462070465,0.4516841769218445,0.2614712417125702,1.0,0.18895584344863892,0.1876603662967682,0.3376973867416382,0.6662389636039734,1.0,0.40804702043533325,0.3659466803073883,0.22068053483963013
ball,0.19548681378364563,0.20501451194286346,0.18895584344863892,0.11330104619264603,0.1299039125442505,0.15122076869010925,0.18895584344863892,0.38931089639663696,0.18419332802295685,0.17568260431289673,0.12504027783870697,0.18895584344863892,1.0,0.18903715908527374,0.0820401981472969,0.1472199559211731,0.18895584344863892,0.1527126431465149,0.20976915955543518,0.1766241192817688
away,0.2797873020172119,0.21884818375110626,0.29030847549438477,0.17481765151023865,0.13480764627456665,0.2156001329421997,0.29030847549438477,0.13653969764709473,0.2651624381542206,0.3342413008213043,0.28718531131744385,0.29030847549438477,0.18551963567733765,0.11658354103565216,0.2823181748390198,0.2264246642589569,0.29030847549438477,0.21870456635951996,0.1949092298746109,0.15156377851963043
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.235591322183609,0.2635002136230469,0.4249346852302551,0.40150508284568787,0.1775142401456833,0.27839982509613037,0.29391348361968994,0.2810422480106354,0.40150508284568787,0.21110084652900696,0.12768514454364777,0.257583886384964,0.4274188280105591,0.40150508284568787,0.22679506242275238,0.24002057313919067,0.19969791173934937
newton,0.20841743052005768,0.21921560168266296,0.1876603662967682,0.07852783054113388,0.0998665913939476,0.18479612469673157,0.1876603662967682,0.1307481974363327,0.19243690371513367,0.13501861691474915,0.14219547808170319,0.1876603662967682,0.18903715908527374,1.0000001192092896,0.11228809505701065,0.23639483749866486,0.1876603662967682,0.23751235008239746,0.18165357410907745,0.09645649790763855
