,when,did,this,attempt,take,place,?
the,0.5091903209686279,0.34736719727516174,0.6274310946464539,0.2614527940750122,0.31620436906814575,0.4179787337779999,0.22068053483963013
label,0.15715840458869934,0.11877599358558655,0.1937830150127411,0.08850191533565521,0.11609074473381042,0.15543736517429352,0.13554392755031586
huguenot,0.19392696022987366,0.22897696495056152,0.2300579845905304,0.24937252700328827,0.23381276428699493,0.2299642562866211,0.1359742432832718
was,0.37326499819755554,0.41399896144866943,0.3638818562030792,0.2327374517917633,0.15919329226016998,0.26867109537124634,0.18412111699581146
purportedly,0.29279494285583496,0.21790584921836853,0.20018896460533142,0.25831297039985657,0.24750033020973206,0.23873162269592285,0.10800734907388687
first,0.4282494783401489,0.33691170811653137,0.41690850257873535,0.2749488651752472,0.29357022047042847,0.283309668302536,0.18701928853988647
applied,0.2881869077682495,0.1921747773885727,0.30083167552948,0.1797819286584854,0.14741551876068115,0.1340736597776413,0.15585725009441376
in,0.4431333839893341,0.2593238651752472,0.45205554366111755,0.1812446564435959,0.21975718438625336,0.38128477334976196,0.20430970191955566
france,0.24438227713108063,0.2138325721025467,0.23969228565692902,0.14563503861427307,0.13818983733654022,0.23754477500915527,0.15069349110126495
to,0.5423505902290344,0.4452643394470215,0.5759071707725525,0.4458620846271515,0.4075521230697632,0.3346366882324219,0.29463258385658264
those,0.3199491798877716,0.38519078493118286,0.4362025260925293,0.2801642119884491,0.26016706228256226,0.2736439108848572,0.3328189253807068
conspirators,0.1422426998615265,0.23431654274463654,0.19329287111759186,0.32051220536231995,0.20276406407356262,0.0803050547838211,0.19138522446155548
(,0.2459595799446106,0.18979617953300476,0.3388223350048065,0.10127637535333633,0.21149633824825287,0.20666886866092682,0.40561532974243164
all,0.35107192397117615,0.33943864703178406,0.4746263027191162,0.2154788374900818,0.3959510922431946,0.2674930989742279,0.29575422406196594
of,0.3757161796092987,0.2513895630836487,0.45148900151252747,0.21525268256664276,0.29282352328300476,0.2685627043247223,0.1826142966747284
them,0.4773717522621155,0.44189682602882385,0.5015315413475037,0.2991351783275604,0.40483909845352173,0.32020899653434753,0.35435691475868225
aristocratic,0.1993064284324646,0.23081067204475403,0.23368960618972778,0.2099090814590454,0.17110556364059448,0.1613970547914505,0.13815830647945404
members,0.2236606478691101,0.21391335129737854,0.24857299029827118,0.09360253065824509,0.15864627063274384,0.13737979531288147,0.10212311148643494
of,0.3757161796092987,0.2513895630836487,0.45148900151252747,0.21525268256664276,0.29282352328300476,0.2685627043247223,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.6274310946464539,0.2614527940750122,0.31620436906814575,0.4179787337779999,0.22068053483963013
reformed,0.21705308556556702,0.20599664747714996,0.22355160117149353,0.19074209034442902,0.12210468202829361,0.11326424777507782,0.11769431829452515
church,0.20053261518478394,0.16781097650527954,0.18826861679553986,0.1394062638282776,0.11665884405374527,0.1524525135755539,0.18081501126289368
),0.2538422644138336,0.18584993481636047,0.3621573746204376,0.11806698143482208,0.198357492685318,0.2269994467496872,0.42300865054130554
involved,0.29063349962234497,0.3037993907928467,0.33606311678886414,0.23593728244304657,0.267466276884079,0.2618750035762787,0.20599231123924255
in,0.4431333839893341,0.2593238651752472,0.45205554366111755,0.1812446564435959,0.21975718438625336,0.38128477334976196,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.6274310946464539,0.2614527940750122,0.31620436906814575,0.4179787337779999,0.22068053483963013
amboise,0.1343836486339569,0.14327813684940338,0.2220664918422699,0.11684129387140274,0.0955873504281044,0.20046524703502655,0.17595092952251434
plot,0.12460502982139587,0.23225662112236023,0.26858213543891907,0.28408119082450867,0.25239601731300354,0.22874762117862701,0.1946352869272232
of,0.3757161796092987,0.2513895630836487,0.45148900151252747,0.21525268256664276,0.29282352328300476,0.2685627043247223,0.1826142966747284
1560,0.09597422927618027,0.15541014075279236,0.20822860300540924,0.1830468326807022,0.037190694361925125,0.057945143431425095,0.2310192584991455
:,-0.04432349652051926,-0.05305134505033493,-0.12672492861747742,-0.04502294585108757,-0.049146901816129684,0.052159421145915985,-0.07156077772378922
a,0.44397395849227905,0.2552328109741211,0.5422310829162598,0.2390216588973999,0.2789212465286255,0.3079278767108917,0.23916715383529663
foiled,0.24731026589870453,0.18327021598815918,0.19645902514457703,0.2595672607421875,0.2125493586063385,0.18909451365470886,0.13962775468826294
attempt,0.2626323103904724,0.3181029260158539,0.2665531039237976,1.0,0.3265714645385742,0.19346003234386444,0.16559520363807678
to,0.5423505902290344,0.4452643394470215,0.5759071707725525,0.4458620846271515,0.4075521230697632,0.3346366882324219,0.29463258385658264
wrest,0.15244916081428528,0.15372677147388458,0.16608622670173645,0.17420193552970886,0.13961449265480042,0.2256557047367096,0.14676007628440857
power,0.28225177526474,0.2120266556739807,0.24943022429943085,0.18053500354290009,0.18405823409557343,0.16539213061332703,0.15304024517536163
in,0.4431333839893341,0.2593238651752472,0.45205554366111755,0.1812446564435959,0.21975718438625336,0.38128477334976196,0.20430970191955566
france,0.24438227713108063,0.2138325721025467,0.23969228565692902,0.14563503861427307,0.13818983733654022,0.23754477500915527,0.15069349110126495
from,0.405669629573822,0.20248863101005554,0.3469814360141754,0.17891797423362732,0.21964672207832336,0.31214648485183716,0.19969791173934937
the,0.5091903209686279,0.34736719727516174,0.6274310946464539,0.2614527940750122,0.31620436906814575,0.4179787337779999,0.22068053483963013
influential,0.11001166701316833,0.2309054732322693,0.24703474342823029,0.19803486764431,0.1294015645980835,0.14190438389778137,0.1465693712234497
house,0.20097142457962036,0.19979237020015717,0.1562400460243225,0.11738180369138718,0.1461697369813919,0.24495798349380493,0.13736455142498016
of,0.3757161796092987,0.2513895630836487,0.45148900151252747,0.21525268256664276,0.29282352328300476,0.2685627043247223,0.1826142966747284
guise,0.20793606340885162,0.1798868179321289,0.2121260166168213,0.18843525648117065,0.22012323141098022,0.18697382509708405,0.2730143666267395
.,0.475719153881073,0.35288307070732117,0.500583827495575,0.23608817160129547,0.3045158088207245,0.2844318151473999,0.4130953550338745
