,name,one,way,the,plowshares,organization,temporarily,close,gcsb,waihopai,?
the,0.3171212375164032,0.5514441132545471,0.36217406392097473,1.0,0.3407656252384186,0.311172217130661,0.35498616099357605,0.2625353932380676,0.1797112673521042,0.3639287054538727,0.22068053483963013
plowshares,0.2622741460800171,0.2794274091720581,0.24557499587535858,0.3407656252384186,1.0000001192092896,0.31320616602897644,0.27441614866256714,0.2350602000951767,0.32060912251472473,0.4143872857093811,0.17814993858337402
organization,0.16160167753696442,0.20385435223579407,0.25149840116500854,0.311172217130661,0.31320616602897644,1.0000001192092896,0.2132859230041504,0.04855559766292572,0.2382674664258957,0.3469238579273224,0.2069297879934311
temporarily,0.15903593599796295,0.18815995752811432,0.2775912880897522,0.35498616099357605,0.27441614866256714,0.2132859230041504,0.9999999403953552,0.19362163543701172,0.1291283667087555,0.2710616886615753,0.11896703392267227
closed,0.10723565518856049,0.21451805531978607,0.2059408575296402,0.2359541952610016,0.1982606053352356,0.11310221254825592,0.3055700957775116,0.4688170254230499,0.22943775355815887,0.13698750734329224,0.15595348179340363
gcsb,0.16347408294677734,0.20465587079524994,0.14575059711933136,0.1797112673521042,0.32060912251472473,0.2382674664258957,0.1291283667087555,0.22969751060009003,1.0,0.40199965238571167,0.3080607056617737
waihopai,0.24857735633850098,0.30385690927505493,0.1866482049226761,0.3639287054538727,0.4143872857093811,0.3469238579273224,0.2710616886615753,0.23106032609939575,0.40199965238571167,1.0,0.25326791405677795
by,0.25480157136917114,0.29445651173591614,0.3228684663772583,0.4408751428127289,0.2601253092288971,0.19509689509868622,0.30750763416290283,0.17142534255981445,0.12438080459833145,0.2812044620513916,0.17966607213020325
padlocking,0.15363091230392456,0.28763777017593384,0.33113715052604675,0.29623210430145264,0.35475242137908936,0.11794018745422363,0.3352563977241516,0.23618602752685547,0.22105105221271515,0.2443658411502838,0.29801273345947266
the,0.3171212375164032,0.5514441132545471,0.36217406392097473,1.0,0.3407656252384186,0.311172217130661,0.35498616099357605,0.2625353932380676,0.1797112673521042,0.3639287054538727,0.22068053483963013
gates,0.14592383801937103,0.18908748030662537,0.09697546064853668,0.2443714737892151,0.31745094060897827,0.09910617768764496,0.23002581298351288,0.16818825900554657,0.15277040004730225,0.2703973948955536,0.1212976723909378
and,0.21235932409763336,0.42438167333602905,0.32150545716285706,0.5171257257461548,0.3611733913421631,0.21951423585414886,0.25509530305862427,0.32415980100631714,0.2710510194301605,0.3264997899532318,0.20544172823429108
using,0.19703111052513123,0.28867876529693604,0.4523937702178955,0.28364112973213196,0.283274382352829,0.22185981273651123,0.24222619831562042,0.05583292990922928,0.14082160592079163,0.13248899579048157,0.2804589569568634
sickles,0.039736308157444,0.1976696252822876,0.13184428215026855,0.27399250864982605,0.23832882940769196,0.1443748027086258,0.27595940232276917,0.18450745940208435,0.16636383533477783,0.26100313663482666,0.17036421597003937
to,0.27806994318962097,0.4025384783744812,0.4772548973560333,0.535392165184021,0.3288280963897705,0.26166829466819763,0.38873597979545593,0.33802270889282227,0.2335941195487976,0.28923389315605164,0.29463258385658264
deflate,0.11569105088710785,0.27671587467193604,0.3784615695476532,0.32094457745552063,0.3013099431991577,0.1568056046962738,0.3166421055793762,0.2842855453491211,0.1926688253879547,0.19602252542972565,0.30190977454185486
one,0.27018114924430847,1.0000001192092896,0.3798474967479706,0.5514441132545471,0.2794274091720581,0.20385435223579407,0.18815995752811432,0.2954082190990448,0.20465587079524994,0.30385690927505493,0.2673267424106598
of,0.24075818061828613,0.4999135136604309,0.266871839761734,0.733189046382904,0.3475956618785858,0.25438958406448364,0.24215073883533478,0.24178770184516907,0.24585562944412231,0.34892675280570984,0.1826142966747284
the,0.3171212375164032,0.5514441132545471,0.36217406392097473,1.0,0.3407656252384186,0.311172217130661,0.35498616099357605,0.2625353932380676,0.1797112673521042,0.3639287054538727,0.22068053483963013
large,0.1343102604150772,0.25872543454170227,0.2794021666049957,0.3828733265399933,0.3066760003566742,0.16976642608642578,0.2618315517902374,0.2788081765174866,0.12998205423355103,0.19375552237033844,0.1355665624141693
domes,0.18871305882930756,0.195693701505661,0.17608007788658142,0.2820517122745514,0.36438027024269104,0.05501503124833107,0.17152762413024902,0.13754479587078094,0.1721210926771164,0.19322748482227325,0.13956885039806366
covering,0.07556688785552979,0.22537973523139954,0.16609162092208862,0.36934760212898254,0.3289465606212616,0.22118744254112244,0.18333017826080322,0.13685402274131775,0.16453470289707184,0.2536684572696686,0.10643069446086884
two,0.18348293006420135,0.6288198232650757,0.3041468858718872,0.43858039379119873,0.3113144338130951,0.161483034491539,0.208766907453537,0.2403322160243988,0.19974449276924133,0.25004252791404724,0.19645625352859497
satellite,0.16699890792369843,0.2360694855451584,0.29217851161956787,0.22563834488391876,0.26716265082359314,0.20391137897968292,0.2266918420791626,0.15409903228282928,0.19890321791172028,0.2568460702896118,0.13568443059921265
dishes,0.20008531212806702,0.20523907244205475,0.22020745277404785,0.24076925218105316,0.2810652256011963,0.11861584335565567,0.12375973910093307,0.12084101140499115,0.11560260504484177,0.28696009516716003,0.137337788939476
.,0.24737101793289185,0.4123194217681885,0.33520638942718506,0.5934505462646484,0.2713629901409149,0.20656518638134003,0.2536139190196991,0.2501809298992157,0.31319335103034973,0.34355366230010986,0.4130953550338745
