,who,was,the,quarterback,for,the,broncos,2015,season,?
under,0.2962189018726349,0.2672741413116455,0.3348022699356079,0.1040220782160759,0.2930702269077301,0.3348022699356079,0.17581799626350403,0.14021112024784088,0.059347424656152725,0.18233340978622437
kubiak,0.1886254996061325,0.2883514165878296,0.1740415245294571,0.38220053911209106,0.19223859906196594,0.1740415245294571,0.40566664934158325,0.10086428374052048,0.3101365864276886,0.15975911915302277
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2844501733779907,0.4464869201183319,0.4933079481124878,0.2558487057685852,0.06568983197212219,0.2232367992401123,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,1.0,0.23757418990135193,0.4739971458911896,1.0,0.25985947251319885,0.1466771513223648,0.2507155239582062,0.22068053483963013
broncos,0.1763724684715271,0.23574475944042206,0.25985947251319885,0.5632858872413635,0.2739109396934509,0.25985947251319885,1.0000001192092896,-0.0028495145961642265,0.3664494454860687,0.18377114832401276
planned,0.189250648021698,0.3590250015258789,0.3010992109775543,0.11509265750646591,0.21071262657642365,0.3010992109775543,0.1254848688840866,0.11439397931098938,0.1452321708202362,0.16188396513462067
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.17934949696063995,0.4451248347759247,0.535392165184021,0.23674264550209045,-0.0031493064016103745,0.22382742166519165,0.29463258385658264
install,0.20267795026302338,0.14562483131885529,0.18724390864372253,0.1669573038816452,0.20524868369102478,0.18724390864372253,0.1311037689447403,0.0030894794035702944,0.09267032891511917,0.2745343744754791
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.20472733676433563,0.44038116931915283,0.5829201340675354,0.19771797955036163,-0.008371892385184765,0.1855505406856537,0.23916715383529663
run-oriented,0.17028045654296875,0.17600296437740326,0.26444050669670105,0.12694169580936432,0.22871020436286926,0.26444050669670105,0.12628668546676636,-0.04774857312440872,0.1752462238073349,0.10559862107038498
offense,0.28307947516441345,0.23727211356163025,0.25977253913879395,0.38597747683525085,0.313084214925766,0.25977253913879395,0.2953772246837616,-0.025582807138562202,0.17414431273937225,0.28476977348327637
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.1795865148305893,0.39140474796295166,0.4223487675189972,0.2245701551437378,-0.05818283185362816,0.26700887084007263,0.2433311939239502
zone,0.11138155311346054,0.161222442984581,0.26423242688179016,0.15768781304359436,0.188797265291214,0.26423242688179016,0.13718454539775848,0.011973454616963863,0.17831367254257202,0.1173049733042717
blocking,0.217539981007576,0.16013281047344208,0.28961867094039917,0.2756187319755554,0.3149373233318329,0.28961867094039917,0.2409251183271408,-0.13950636982917786,0.13423003256320953,0.3374691307544708
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.17934949696063995,0.4451248347759247,0.535392165184021,0.23674264550209045,-0.0031493064016103745,0.22382742166519165,0.29463258385658264
blend,0.18596486747264862,0.11487415432929993,0.18428699672222137,0.0003122494672425091,0.2070685476064682,0.18428699672222137,0.10536674410104752,-0.10274520516395569,0.0857684314250946,0.09344823658466339
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.17283181846141815,0.4322226941585541,0.6662389636039734,0.20316283404827118,0.0891268327832222,0.2184021919965744,0.20430970191955566
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.1795865148305893,0.39140474796295166,0.4223487675189972,0.2245701551437378,-0.05818283185362816,0.26700887084007263,0.2433311939239502
quarterback,0.17410103976726532,0.24103644490242004,0.23757418990135193,1.0000001192092896,0.2683273255825043,0.23757418990135193,0.5632858872413635,-0.07722106575965881,0.360336571931839,0.13221268355846405
peyton,0.2135157585144043,0.30385082960128784,0.2709864377975464,0.4457186758518219,0.30435749888420105,0.2709864377975464,0.34262970089912415,-0.043914761394262314,0.37801364064216614,0.17519715428352356
manning,0.33436715602874756,0.2607507109642029,0.27058160305023193,0.5449647903442383,0.33057859539985657,0.27058160305023193,0.4807402193546295,-0.010276862420141697,0.33529460430145264,0.15856626629829407
's,0.05599616840481758,0.008974763564765453,-0.01540423184633255,-0.05772290751338005,-0.07241261005401611,-0.01540423184633255,-0.037254199385643005,0.023902352899312973,0.06624794006347656,-0.023395681753754616
shotgun,0.20518219470977783,0.18019628524780273,0.13242065906524658,0.2700881361961365,0.21214404702186584,0.13242065906524658,0.3136073648929596,-0.035617195069789886,0.12878382205963135,0.22133255004882812
passing,0.14387445151805878,0.13813647627830505,0.3088957965373993,0.28759142756462097,0.2578018009662628,0.3088957965373993,0.26884856820106506,0.00843111239373684,0.24395446479320526,0.10353918373584747
skills,0.3790695369243622,0.1470251828432083,0.20564566552639008,0.18744970858097076,0.37810173630714417,0.20564566552639008,0.23882617056369781,-0.14730477333068848,0.15254861116409302,0.1864275485277176
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2844501733779907,0.4464869201183319,0.4933079481124878,0.2558487057685852,0.06568983197212219,0.2232367992401123,0.31091248989105225
but,0.4487357437610626,0.36023372411727905,0.4859698414802551,0.1965695172548294,0.45162561535835266,0.4859698414802551,0.15171389281749725,-0.019786110147833824,0.2349797487258911,0.27921953797340393
struggled,0.32841312885284424,0.30934348702430725,0.28537142276763916,0.3086735010147095,0.27875515818595886,0.28537142276763916,0.2929910123348236,0.020336875692009926,0.3167175352573395,0.11264374107122421
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.1795865148305893,0.39140474796295166,0.4223487675189972,0.2245701551437378,-0.05818283185362816,0.26700887084007263,0.2433311939239502
numerous,0.24434210360050201,0.19624626636505127,0.3353725075721741,0.11119382083415985,0.2626895606517792,0.3353725075721741,0.10706484317779541,0.005049271509051323,0.1241198182106018,0.0875130444765091
changes,0.20586563646793365,0.17310309410095215,0.3427845537662506,0.13946327567100525,0.25747987627983093,0.3427845537662506,0.14588016271591187,-0.05100260674953461,0.12810510396957397,0.21264225244522095
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.202833354473114,0.5064792633056641,0.5171257257461548,0.20959050953388214,0.015077123418450356,0.2369309365749359,0.20544172823429108
injuries,0.2513408958911896,0.22380153834819794,0.20518366992473602,0.2739171087741852,0.1857195645570755,0.20518366992473602,0.36925095319747925,-0.012967431917786598,0.2519371211528778,0.14870837330818176
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.17934949696063995,0.4451248347759247,0.535392165184021,0.23674264550209045,-0.0031493064016103745,0.22382742166519165,0.29463258385658264
the,0.3733934462070465,0.48711544275283813,1.0,0.23757418990135193,0.4739971458911896,1.0,0.25985947251319885,0.1466771513223648,0.2507155239582062,0.22068053483963013
offensive,0.20906679332256317,0.2074536383152008,0.2699996531009674,0.499790221452713,0.28388088941574097,0.2699996531009674,0.37855350971221924,0.016692671924829483,0.20096494257450104,0.20278584957122803
line,0.1774713397026062,0.1765366792678833,0.29789501428604126,0.16788658499717712,0.2019100785255432,0.29789501428604126,0.18832378089427948,0.05625174567103386,0.1613713502883911,0.16271452605724335
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2844501733779907,0.4464869201183319,0.4933079481124878,0.2558487057685852,0.06568983197212219,0.2232367992401123,0.31091248989105225
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.2484835833311081,0.44774648547172546,0.48381632566452026,0.23052668571472168,0.04859122261404991,0.22911055386066437,0.27043893933296204
well,0.3480316996574402,0.3130364418029785,0.42630070447921753,0.1695583313703537,0.46352139115333557,0.42630070447921753,0.17004984617233276,-0.05991091951727867,0.2359195351600647,0.24815571308135986
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.2484835833311081,0.44774648547172546,0.48381632566452026,0.23052668571472168,0.04859122261404991,0.22911055386066437,0.27043893933296204
manning,0.33436715602874756,0.2607507109642029,0.27058160305023193,0.5449647903442383,0.33057859539985657,0.27058160305023193,0.4807402193546295,-0.010276862420141697,0.33529460430145264,0.15856626629829407
having,0.4130314290523529,0.2792723774909973,0.3821379244327545,0.1662231683731079,0.38465240597724915,0.3821379244327545,0.17299437522888184,-0.048095859587192535,0.20948754251003265,0.22418256103992462
his,0.44966956973075867,0.4405253231525421,0.4394008219242096,0.26448479294776917,0.39312878251075745,0.4394008219242096,0.22318051755428314,0.0642445981502533,0.20986881852149963,0.18075084686279297
worst,0.14436687529087067,0.15066909790039062,0.21166902780532837,0.1364130973815918,0.17950598895549774,0.21166902780532837,0.10329394042491913,-0.0934971421957016,0.21568424999713898,0.21551604568958282
statistical,0.14060083031654358,0.1408015340566635,0.26417747139930725,0.20131157338619232,0.2499827891588211,0.26417747139930725,0.20476508140563965,0.00584452785551548,0.1648615598678589,0.1697750836610794
season,0.13809308409690857,0.24797968566417694,0.2507155239582062,0.360336571931839,0.24490800499916077,0.2507155239582062,0.3664494454860687,-0.03830436244606972,1.0,0.16793298721313477
since,0.27765995264053345,0.4384658932685852,0.4054957628250122,0.18010541796684265,0.36751601099967957,0.4054957628250122,0.16061389446258545,0.04247409105300903,0.25668418407440186,0.2876587212085724
his,0.44966956973075867,0.4405253231525421,0.4394008219242096,0.26448479294776917,0.39312878251075745,0.4394008219242096,0.22318051755428314,0.0642445981502533,0.20986881852149963,0.18075084686279297
rookie,0.17461314797401428,0.2457139939069748,0.2438497394323349,0.5199729800224304,0.234993115067482,0.2438497394323349,0.49952560663223267,-0.03128734603524208,0.46761253476142883,0.14955708384513855
year,0.2851492762565613,0.3209837079048157,0.3609684407711029,0.23027226328849792,0.29294124245643616,0.3609684407711029,0.23290012776851654,0.10588137805461884,0.3561827838420868,0.18315006792545319
