,what,may,be,presented,to,parliament,in,various,ways,?
bills,0.19447143375873566,0.19348685443401337,0.2385317087173462,0.16561180353164673,0.24257683753967285,0.26832765340805054,0.14907318353652954,0.14887778460979462,0.19224540889263153,0.12315891683101654
can,0.34502777457237244,0.43584567308425903,0.5791122913360596,0.11946158856153488,0.4979398250579834,0.1599172055721283,0.26527702808380127,0.3538420796394348,0.47978562116622925,0.3226337134838104
be,0.3929833769798279,0.45514434576034546,1.0,0.23645514249801636,0.4972836375236511,0.1534755527973175,0.3481820821762085,0.30338236689567566,0.36912792921066284,0.3324260413646698
introduced,0.09417270123958588,0.10691121965646744,0.18611350655555725,0.3146175146102905,0.22615164518356323,0.14828616380691528,0.2614979147911072,0.2754591405391693,0.18502219021320343,0.16386865079402924
to,0.455847829580307,0.391582727432251,0.4972836375236511,0.24592746794223785,1.0,0.20290622115135193,0.45010748505592346,0.33564820885658264,0.3916551172733307,0.29463258385658264
parliament,0.21650300920009613,0.21585623919963837,0.1534755527973175,0.21905829012393951,0.20290622115135193,1.0,0.2323146015405655,0.1177385002374649,0.1536400318145752,0.1586504578590393
in,0.30808621644973755,0.3424151837825775,0.3481820821762085,0.3047972023487091,0.45010748505592346,0.2323146015405655,1.0,0.266343355178833,0.1954887956380844,0.20430970191955566
a,0.3320399522781372,0.29255667328834534,0.39883795380592346,0.24034897983074188,0.45503583550453186,0.22951169312000275,0.539380669593811,0.17124241590499878,0.25739049911499023,0.23916715383529663
number,0.23046229779720306,0.18605102598667145,0.28840136528015137,0.1615513116121292,0.2706126868724823,0.16588084399700165,0.3024539053440094,0.3311772346496582,0.2775917053222656,0.19256845116615295
of,0.33290785551071167,0.26447007060050964,0.33904364705085754,0.30231305956840515,0.41548454761505127,0.2885259687900543,0.5696388483047485,0.3196488320827484,0.23171216249465942,0.1826142966747284
ways,0.394069641828537,0.24969244003295898,0.36912792921066284,0.16718603670597076,0.3916551172733307,0.1536400318145752,0.1954887956380844,0.3671790063381195,1.0,0.2710120975971222
;,0.10986888408660889,-0.015097163617610931,0.06185305491089821,0.04541102796792984,0.0979827418923378,0.03756367042660713,0.092739537358284,0.0731598362326622,0.03944834694266319,0.10349778085947037
the,0.42745697498321533,0.2694292366504669,0.4248143136501312,0.3251480758190155,0.535392165184021,0.26521381735801697,0.6662389636039734,0.3235042691230774,0.25153350830078125,0.22068053483963013
scottish,0.13777151703834534,0.21667926013469696,0.13774465024471283,0.21606935560703278,0.1268421709537506,0.3418616056442261,0.16512006521224976,0.08751434832811356,0.07432760298252106,0.06442669779062271
government,0.28074538707733154,0.21966363489627838,0.22621913254261017,0.2127326875925064,0.28343796730041504,0.5386218428611755,0.3066793978214264,0.19938205182552338,0.19980086386203766,0.18851417303085327
can,0.34502777457237244,0.43584567308425903,0.5791122913360596,0.11946158856153488,0.4979398250579834,0.1599172055721283,0.26527702808380127,0.3538420796394348,0.47978562116622925,0.3226337134838104
introduce,0.2023693174123764,0.11500620096921921,0.2999604046344757,0.2733818292617798,0.3381519317626953,0.18331246078014374,0.18157897889614105,0.27367427945137024,0.2642187476158142,0.22698114812374115
new,0.2130378633737564,0.19349534809589386,0.22046978771686554,0.1914968341588974,0.33159172534942627,0.17184364795684814,0.3758552670478821,0.2399120181798935,0.19428445398807526,0.14782847464084625
laws,0.29636016488075256,0.18486784398555756,0.24180686473846436,0.1499306857585907,0.2910608649253845,0.42866581678390503,0.2591988444328308,0.21257556974887848,0.31724536418914795,0.17911791801452637
or,0.33867141604423523,0.399771511554718,0.5260903835296631,0.1976616382598877,0.38921234011650085,0.209258034825325,0.3586423695087433,0.3241712749004364,0.34215420484542847,0.32389625906944275
amendments,0.2351139485836029,0.17179833352565765,0.28376927971839905,0.24916185438632965,0.31400617957115173,0.41087499260902405,0.1798926591873169,0.18604958057403564,0.24599024653434753,0.2547150254249573
to,0.455847829580307,0.391582727432251,0.4972836375236511,0.24592746794223785,1.0,0.20290622115135193,0.45010748505592346,0.33564820885658264,0.3916551172733307,0.29463258385658264
existing,0.31325602531433105,0.24146124720573425,0.3795691430568695,0.2518497109413147,0.36717307567596436,0.1695270985364914,0.2761130928993225,0.3032873868942261,0.2780877649784088,0.31003472208976746
laws,0.29636016488075256,0.18486784398555756,0.24180686473846436,0.1499306857585907,0.2910608649253845,0.42866581678390503,0.2591988444328308,0.21257556974887848,0.31724536418914795,0.17911791801452637
as,0.31749409437179565,0.32133710384368896,0.5230465531349182,0.27148348093032837,0.42092081904411316,0.1639251410961151,0.3887844979763031,0.35201138257980347,0.2867274880409241,0.27043893933296204
a,0.3320399522781372,0.29255667328834534,0.39883795380592346,0.24034897983074188,0.45503583550453186,0.22951169312000275,0.539380669593811,0.17124241590499878,0.25739049911499023,0.23916715383529663
bill,0.16425743699073792,0.15351812541484833,0.14357201755046844,0.26074129343032837,0.17981381714344025,0.2732408940792084,0.1447519063949585,0.09594689309597015,0.08885250985622406,0.12855131924152374
;,0.10986888408660889,-0.015097163617610931,0.06185305491089821,0.04541102796792984,0.0979827418923378,0.03756367042660713,0.092739537358284,0.0731598362326622,0.03944834694266319,0.10349778085947037
a,0.3320399522781372,0.29255667328834534,0.39883795380592346,0.24034897983074188,0.45503583550453186,0.22951169312000275,0.539380669593811,0.17124241590499878,0.25739049911499023,0.23916715383529663
committee,0.18195343017578125,0.09478174149990082,0.17965561151504517,0.24113060534000397,0.24979650974273682,0.4109974205493927,0.2107008546590805,0.2229030728340149,0.1574530303478241,0.12144632637500763
of,0.33290785551071167,0.26447007060050964,0.33904364705085754,0.30231305956840515,0.41548454761505127,0.2885259687900543,0.5696388483047485,0.3196488320827484,0.23171216249465942,0.1826142966747284
the,0.42745697498321533,0.2694292366504669,0.4248143136501312,0.3251480758190155,0.535392165184021,0.26521381735801697,0.6662389636039734,0.3235042691230774,0.25153350830078125,0.22068053483963013
parliament,0.21650300920009613,0.21585623919963837,0.1534755527973175,0.21905829012393951,0.20290622115135193,1.0,0.2323146015405655,0.1177385002374649,0.1536400318145752,0.1586504578590393
can,0.34502777457237244,0.43584567308425903,0.5791122913360596,0.11946158856153488,0.4979398250579834,0.1599172055721283,0.26527702808380127,0.3538420796394348,0.47978562116622925,0.3226337134838104
present,0.30940163135528564,0.25481489300727844,0.1725894659757614,0.43257102370262146,0.2453051209449768,0.16245795786380768,0.23905439674854279,0.19536343216896057,0.10026345402002335,0.21759982407093048
a,0.3320399522781372,0.29255667328834534,0.39883795380592346,0.24034897983074188,0.45503583550453186,0.22951169312000275,0.539380669593811,0.17124241590499878,0.25739049911499023,0.23916715383529663
bill,0.16425743699073792,0.15351812541484833,0.14357201755046844,0.26074129343032837,0.17981381714344025,0.2732408940792084,0.1447519063949585,0.09594689309597015,0.08885250985622406,0.12855131924152374
in,0.30808621644973755,0.3424151837825775,0.3481820821762085,0.3047972023487091,0.45010748505592346,0.2323146015405655,1.0,0.266343355178833,0.1954887956380844,0.20430970191955566
one,0.376489520072937,0.2514621615409851,0.4154875874519348,0.23795704543590546,0.4025384783744812,0.14608411490917206,0.4129433035850525,0.21905072033405304,0.2902386486530304,0.2673267424106598
of,0.33290785551071167,0.26447007060050964,0.33904364705085754,0.30231305956840515,0.41548454761505127,0.2885259687900543,0.5696388483047485,0.3196488320827484,0.23171216249465942,0.1826142966747284
