,when,did,the,nfl,start,their,16,game,seasons,?
despite,0.2876652181148529,0.38115930557250977,0.3172689974308014,0.15728704631328583,0.13784188032150269,0.3346637189388275,-0.021789932623505592,0.16200055181980133,0.1776539832353592,0.14350546896457672
waiving,0.4000585973262787,0.27735698223114014,0.3694417178630829,0.23892506957054138,0.20632901787757874,0.34395161271095276,0.09368946403265,0.24897918105125427,0.24522042274475098,0.242996484041214
longtime,0.24267715215682983,0.14097586274147034,0.2717287242412567,0.25788789987564087,0.1192307099699974,0.2501727044582367,-0.014399020001292229,0.20505839586257935,0.19836661219596863,0.07657656818628311
running,0.25263121724128723,0.23744943737983704,0.28883472084999084,0.25257569551467896,0.25299039483070374,0.23772038519382477,0.050675783306360245,0.2231830656528473,0.15585386753082275,0.15679655969142914
back,0.4184971749782562,0.2601068317890167,0.3612101674079895,0.1497868448495865,0.33157768845558167,0.3270964026451111,0.0012179361656308174,0.13845773041248322,0.2047228068113327,0.2397768795490265
deangelo,0.20058190822601318,0.16390806436538696,0.2024650275707245,0.2586706280708313,0.1669505536556244,0.11275336146354675,0.005036127287894487,0.1595800668001175,0.14779601991176605,0.18370559811592102
williams,0.1570398509502411,0.19792766869068146,0.20852252840995789,0.23999285697937012,0.1600981056690216,0.22575634717941284,0.09532024711370468,0.1914803683757782,0.22540052235126495,0.1924409717321396
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2080700695514679,0.2890162169933319,0.45114588737487793,0.0019370252266526222,0.25192898511886597,0.2720052897930145,0.20544172823429108
losing,0.3588961660861969,0.2751401662826538,0.3114689588546753,0.18746362626552582,0.22721397876739502,0.31252190470695496,0.060107383877038956,0.26844322681427,0.22150835394859314,0.15056444704532623
top,0.17595329880714417,0.17264406383037567,0.31754136085510254,0.18408949673175812,0.20333530008792877,0.214486762881279,-0.01786755584180355,0.17028358578681946,0.24175135791301727,0.17265194654464722
wide,0.1817283183336258,0.11342455446720123,0.28078147768974304,0.24957473576068878,0.17861278355121613,0.21030864119529724,0.08208872377872467,0.13281996548175812,0.15201391279697418,0.12719376385211945
receiver,0.21987920999526978,0.15293848514556885,0.21850530803203583,0.46299049258232117,0.12160570919513702,0.2027367651462555,0.08980952203273773,0.2444303035736084,0.27326059341430664,0.11587938666343689
kelvin,0.21865810453891754,0.12385150045156479,0.20588484406471252,0.16299770772457123,0.17295052111148834,0.1740550994873047,-0.013759897090494633,0.11961238831281662,0.12981154024600983,0.18197040259838104
benjamin,0.20060622692108154,0.1405869424343109,0.2507040798664093,0.12891431152820587,0.07970110327005386,0.18849040567874908,0.06765493750572205,0.09248264878988266,0.0921819731593132,0.20336422324180603
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.1526731252670288,0.33345553278923035,0.44619059562683105,0.055442724376916885,0.2540906071662903,0.19496004283428192,0.29463258385658264
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.1210956797003746,0.29672953486442566,0.29698723554611206,0.09943632781505585,0.23211604356765747,0.17958885431289673,0.23916715383529663
torn,0.24751824140548706,0.18315857648849487,0.270181804895401,0.15514671802520752,0.1988425999879837,0.21884466707706451,0.05094568803906441,0.12642544507980347,0.19150841236114502,0.13564015924930573
acl,0.20415125787258148,0.12015141546726227,0.23845629394054413,0.2741280198097229,0.1475374847650528,0.18358485400676727,0.018761055544018745,0.0950402319431305,0.28398269414901733,0.14736860990524292
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.12599408626556396,0.29979339241981506,0.34976133704185486,0.03388594090938568,0.23986028134822845,0.2194332778453827,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.15305201709270477,0.3656389117240906,0.516537070274353,0.0058518932200968266,0.285271555185318,0.24226845800876617,0.22068053483963013
preseason,0.28275614976882935,0.2524903416633606,0.32348138093948364,0.5587513446807861,0.2750495970249176,0.2911047637462616,0.05962066352367401,0.42294061183929443,0.6481573581695557,0.13884200155735016
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.2934366464614868,0.3045167922973633,0.04709499701857567,0.2653886377811432,0.2613678574562073,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.15305201709270477,0.3656389117240906,0.516537070274353,0.0058518932200968266,0.285271555185318,0.24226845800876617,0.22068053483963013
carolina,0.16545826196670532,0.18489903211593628,0.24749229848384857,0.25462281703948975,0.12367455661296844,0.16664347052574158,0.061884600669145584,0.1679076999425888,0.19542597234249115,0.11847445368766785
panthers,0.15385644137859344,0.189295694231987,0.2602776288986206,0.4153780937194824,0.17261528968811035,0.20130555331707,0.10135099291801453,0.26323550939559937,0.4826033115386963,0.16608978807926178
had,0.37526828050613403,0.540525496006012,0.3875846862792969,0.17032240331172943,0.23754534125328064,0.4145275354385376,0.0289357528090477,0.18758456408977509,0.21678753197193146,0.20728366076946259
their,0.3682888448238373,0.38078752160072327,0.516537070274353,0.14959773421287537,0.29180312156677246,1.0,0.06486149877309799,0.2491205334663391,0.20436175167560577,0.1898253709077835
best,0.15734568238258362,0.25550925731658936,0.3134109377861023,0.18926802277565002,0.21236683428287506,0.20838582515716553,0.028324000537395477,0.22447475790977478,0.20981858670711517,0.2799045741558075
regular,0.25887250900268555,0.26963475346565247,0.3214086890220642,0.2313152551651001,0.29863178730010986,0.3364572525024414,0.09565220028162003,0.24102358520030975,0.3403504490852356,0.18334713578224182
season,0.1977832019329071,0.19368280470371246,0.2507155239582062,0.3929455280303955,0.256832480430603,0.21295444667339325,0.036940135061740875,0.3434298038482666,0.8080282211303711,0.16793298721313477
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.12599408626556396,0.29979339241981506,0.34976133704185486,0.03388594090938568,0.23986028134822845,0.2194332778453827,0.20430970191955566
franchise,0.20166108012199402,0.1293107569217682,0.30872398614883423,0.3573097884654999,0.2054823935031891,0.23422278463840485,0.046769775450229645,0.44029700756073,0.34870725870132446,0.13445523381233215
