,what,happens,to,the,gdp,growth,of,a,country,if,the,income,share,of,the,top,20,percent,increases,",",according,to,imf,staff,economists,?
according,0.2776208221912384,0.14087897539138794,0.28520727157592773,0.3202974498271942,0.23980264365673065,0.19464433193206787,0.3307822346687317,0.239227756857872,0.17376822233200073,0.15097758173942566,0.3202974498271942,0.2519436180591583,0.23197996616363525,0.3307822346687317,0.3202974498271942,0.1592642366886139,0.037564001977443695,0.2391975224018097,0.1962057501077652,0.3107093870639801,1.0,0.28520727157592773,0.23290809988975525,0.14485801756381989,0.27491432428359985,0.21173474192619324
to,0.455847829580307,0.25381678342819214,1.0,0.535392165184021,0.16873480379581451,0.2701800763607025,0.41548454761505127,0.45503583550453186,0.31281599402427673,0.4559597074985504,0.535392165184021,0.27188464999198914,0.27366065979003906,0.41548454761505127,0.535392165184021,0.20897358655929565,-0.018198585137724876,0.2143162339925766,0.3197665810585022,0.44245919585227966,0.28520727157592773,1.0,0.28532126545906067,0.22379563748836517,0.2734855115413666,0.29463258385658264
imf,0.25658026337623596,0.1445743292570114,0.28532126545906067,0.2881089448928833,0.42911452054977417,0.28048259019851685,0.28320273756980896,0.20758956670761108,0.313472181558609,0.25419002771377563,0.2881089448928833,0.42816162109375,0.24150925874710083,0.28320273756980896,0.2881089448928833,0.19252793490886688,0.01873084343969822,0.3215363025665283,0.2755565941333771,0.2779572904109955,0.23290809988975525,0.28532126545906067,1.0000001192092896,0.3360063433647156,0.44626325368881226,0.18886703252792358
staff,0.17602989077568054,0.09089317917823792,0.22379563748836517,0.2306259125471115,0.09566125273704529,0.10770054161548615,0.237106591463089,0.17699815332889557,0.1325208693742752,0.1898578256368637,0.2306259125471115,0.20289747416973114,0.15139222145080566,0.237106591463089,0.2306259125471115,0.24911023676395416,-0.030416574329137802,0.16145874559879303,0.11746625602245331,0.20899298787117004,0.14485801756381989,0.22379563748836517,0.3360063433647156,0.9999998807907104,0.22908490896224976,0.15871673822402954
economists,0.26094529032707214,0.18980640172958374,0.2734855115413666,0.20146530866622925,0.41121774911880493,0.3469206392765045,0.18642286956310272,0.19890359044075012,0.22846728563308716,0.20886379480361938,0.20146530866622925,0.35917308926582336,0.1877238154411316,0.18642286956310272,0.20146530866622925,0.15001671016216278,0.007455232087522745,0.2831311523914337,0.20233392715454102,0.23655612766742706,0.27491432428359985,0.2734855115413666,0.44626325368881226,0.22908490896224976,1.0000001192092896,0.1671878695487976
",",0.3087472915649414,0.24968470633029938,0.44245919585227966,0.4933079481124878,0.17147020995616913,0.2218456119298935,0.4946078956127167,0.427140474319458,0.27878350019454956,0.257730096578598,0.4933079481124878,0.19703416526317596,0.29725754261016846,0.4946078956127167,0.4933079481124878,0.2270241379737854,0.02128993533551693,0.19088563323020935,0.17835964262485504,1.0000001192092896,0.3107093870639801,0.44245919585227966,0.2779572904109955,0.20899298787117004,0.23655612766742706,0.31091248989105225
``,0.008517155423760414,0.0038739771116524935,0.06720756739377975,0.029072100296616554,0.19690755009651184,0.10248588770627975,0.06780257821083069,0.07272057235240936,0.0564170703291893,0.20059196650981903,0.029072100296616554,0.05631798505783081,0.019116675481200218,0.06780257821083069,0.029072100296616554,-0.04198819771409035,0.027383113279938698,0.10568225383758545,0.12758952379226685,0.09681109338998795,0.008405309170484543,0.06720756739377975,0.07187165319919586,0.0025059101171791553,0.06807196140289307,0.0685480609536171
if,0.5277165174484253,0.401856392621994,0.4559597074985504,0.33724796772003174,0.1971559375524521,0.17337800562381744,0.2557544410228729,0.41272827982902527,0.18476323783397675,1.0,0.33724796772003174,0.24648375809192657,0.22032198309898376,0.2557544410228729,0.33724796772003174,0.24618546664714813,0.0070243459194898605,0.26150548458099365,0.34807273745536804,0.257730096578598,0.15097758173942566,0.4559597074985504,0.25419002771377563,0.1898578256368637,0.20886379480361938,0.4441644251346588
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.16116170585155487,0.2912366986274719,0.733189046382904,0.5829201340675354,0.30432501435279846,0.33724796772003174,1.0,0.23699946701526642,0.249948650598526,0.733189046382904,1.0,0.31754136085510254,-0.06418957561254501,0.277066707611084,0.38141000270843506,0.4933079481124878,0.3202974498271942,0.535392165184021,0.2881089448928833,0.2306259125471115,0.20146530866622925,0.22068053483963013
income,0.21837803721427917,0.1287701278924942,0.27188464999198914,0.23699946701526642,0.5492525696754456,0.37261080741882324,0.2581324577331543,0.2084353119134903,0.2805365324020386,0.24648375809192657,0.23699946701526642,1.0,0.28178873658180237,0.2581324577331543,0.23699946701526642,0.19648851454257965,0.06477738171815872,0.42370086908340454,0.3327620327472687,0.19703416526317596,0.2519436180591583,0.27188464999198914,0.42816162109375,0.20289747416973114,0.35917308926582336,0.14935168623924255
share,0.2764742076396942,0.16560375690460205,0.27366065979003906,0.249948650598526,0.25027528405189514,0.1736205369234085,0.2850857973098755,0.18168987333774567,0.16916613280773163,0.22032198309898376,0.249948650598526,0.28178873658180237,1.0,0.2850857973098755,0.249948650598526,0.08961311727762222,0.0902727022767067,0.2633410394191742,0.26091617345809937,0.29725754261016846,0.23197996616363525,0.27366065979003906,0.24150925874710083,0.15139222145080566,0.1877238154411316,0.1754547506570816
of,0.33290785551071167,0.2803132236003876,0.41548454761505127,0.733189046382904,0.173078253865242,0.2679378092288971,1.0,0.5052502155303955,0.28866857290267944,0.2557544410228729,0.733189046382904,0.2581324577331543,0.2850857973098755,1.0,0.733189046382904,0.20362378656864166,-0.0318976491689682,0.3004763424396515,0.3793904483318329,0.4946078956127167,0.3307822346687317,0.41548454761505127,0.28320273756980896,0.237106591463089,0.18642286956310272,0.1826142966747284
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.16116170585155487,0.2912366986274719,0.733189046382904,0.5829201340675354,0.30432501435279846,0.33724796772003174,1.0,0.23699946701526642,0.249948650598526,0.733189046382904,1.0,0.31754136085510254,-0.06418957561254501,0.277066707611084,0.38141000270843506,0.4933079481124878,0.3202974498271942,0.535392165184021,0.2881089448928833,0.2306259125471115,0.20146530866622925,0.22068053483963013
