,who,used,imperialism,during,their,rule,of,the,mongol,empire,?
imperialism,0.1855015754699707,0.19512230157852173,1.0,0.22659151256084442,0.19113652408123016,0.30655044317245483,0.29240643978118896,0.2716025412082672,0.3570737838745117,0.43987444043159485,0.14998586475849152
was,0.3318818509578705,0.23679393529891968,0.2349989414215088,0.4470829963684082,0.2396296262741089,0.19895824790000916,0.4069072902202606,0.48711544275283813,0.17204789817333221,0.30602675676345825,0.18412111699581146
a,0.36608949303627014,0.3864384889602661,0.17335295677185059,0.30341604351997375,0.29698723554611206,0.2032480239868164,0.5052502155303955,0.5829201340675354,0.15921570360660553,0.1900206059217453,0.23916715383529663
basic,0.1761942356824875,0.31645455956459045,0.24683338403701782,0.13235747814178467,0.25211238861083984,0.19607296586036682,0.2817785441875458,0.27259987592697144,0.12867985665798187,0.17581550776958466,0.26534420251846313
component,0.053227055817842484,0.3326220214366913,0.14219190180301666,0.16493135690689087,0.23785759508609772,0.11912832409143448,0.30378368496894836,0.3172481954097748,0.10238920897245407,0.09822316467761993,0.14409896731376648
to,0.42656609416007996,0.40058770775794983,0.21685542166233063,0.2828781306743622,0.44619059562683105,0.2587790787220001,0.41548454761505127,0.535392165184021,0.2125127911567688,0.21448755264282227,0.29463258385658264
the,0.3733934462070465,0.3718377649784088,0.2716025412082672,0.4838213622570038,0.516537070274353,0.29894936084747314,0.733189046382904,1.0,0.2924198508262634,0.32532164454460144,0.22068053483963013
conquests,0.21295678615570068,0.10707704722881317,0.35558485984802246,0.2818275988101959,0.23021681606769562,0.3954220414161682,0.2998427450656891,0.347616046667099,0.4450378119945526,0.5231788754463196,0.14706142246723175
of,0.2827862501144409,0.3075267970561981,0.29240643978118896,0.3869180977344513,0.4329940676689148,0.25175079703330994,1.0,0.733189046382904,0.22712039947509766,0.30522286891937256,0.1826142966747284
genghis,0.3018350303173065,0.08568748086690903,0.34872594475746155,0.23637251555919647,0.2492474466562271,0.3116089701652527,0.2938849925994873,0.3448939025402069,0.6244974732398987,0.42237505316734314,0.18813461065292358
khan,0.2616176903247833,0.07771505415439606,0.20044900476932526,0.14773862063884735,0.16260504722595215,0.2500741481781006,0.17124508321285248,0.21067845821380615,0.5576101541519165,0.38083162903785706,0.12862591445446014
during,0.30551859736442566,0.2677379846572876,0.22659151256084442,1.0,0.3022443354129791,0.21954181790351868,0.3869180977344513,0.4838213622570038,0.1848519742488861,0.24941793084144592,0.1325719803571701
the,0.3733934462070465,0.3718377649784088,0.2716025412082672,0.4838213622570038,0.516537070274353,0.29894936084747314,0.733189046382904,1.0,0.2924198508262634,0.32532164454460144,0.22068053483963013
mongol,0.22505711019039154,0.10013260692358017,0.3570737838745117,0.1848519742488861,0.2211313098669052,0.3049822151660919,0.22712039947509766,0.2924198508262634,1.0000001192092896,0.45230501890182495,0.12849251925945282
empire,0.18977859616279602,0.18043246865272522,0.43987444043159485,0.24941793084144592,0.2050197720527649,0.4038338363170624,0.30522286891937256,0.32532164454460144,0.45230501890182495,1.0000001192092896,0.14909450709819794
",",0.3365725874900818,0.3120402991771698,0.2420617640018463,0.3225448727607727,0.3045167922973633,0.24230371415615082,0.4946078956127167,0.4933079481124878,0.2229510098695755,0.27646857500076294,0.31091248989105225
and,0.41279885172843933,0.3150506615638733,0.19073538482189178,0.36462149024009705,0.45114588737487793,0.22522340714931488,0.5116966962814331,0.5171257257461548,0.21553155779838562,0.27479609847068787,0.20544172823429108
of,0.2827862501144409,0.3075267970561981,0.29240643978118896,0.3869180977344513,0.4329940676689148,0.25175079703330994,1.0,0.733189046382904,0.22712039947509766,0.30522286891937256,0.1826142966747284
other,0.3612329661846161,0.3574926257133484,0.19548238813877106,0.2524319589138031,0.456295371055603,0.19412603974342346,0.38583824038505554,0.44152235984802246,0.17935317754745483,0.17392708361148834,0.24682199954986572
war-lords,0.37824350595474243,0.2780277132987976,0.3564196527004242,0.3539963364601135,0.3094634711742401,0.315006822347641,0.3315787613391876,0.37881529331207275,0.39425569772720337,0.3681733310222626,0.19525013864040375
.,0.3541337847709656,0.33111312985420227,0.22279119491577148,0.3485563397407532,0.34427863359451294,0.2436654418706894,0.5352458953857422,0.5934505462646484,0.16751837730407715,0.2811720371246338,0.4130953550338745
