,when,using,a,probabilistic,algorithm,",",how,is,the,probability,that,the,number,is,composite,expressed,mathematically,?
if,0.5608453154563904,0.42359769344329834,0.41272827982902527,0.43484675884246826,0.32577699422836304,0.257730096578598,0.4917012155056,0.30927813053131104,0.33724796772003174,0.4146876335144043,0.5634250640869141,0.33724796772003174,0.3394574522972107,0.30927813053131104,0.23845010995864868,0.2804432213306427,0.3936329185962677,0.4441644251346588
we,0.30587899684906006,0.2980804145336151,0.34842976927757263,0.3669985234737396,0.327864408493042,0.2699093222618103,0.49824854731559753,0.2876903712749481,0.3206169009208679,0.3521476089954376,0.5259829759597778,0.3206169009208679,0.29807719588279724,0.2876903712749481,0.24285119771957397,0.2838387191295624,0.32702136039733887,0.535264790058136
repeat,0.26806575059890747,0.3000510334968567,0.22461169958114624,0.3285910487174988,0.24768909811973572,0.21319067478179932,0.30418121814727783,0.16420859098434448,0.25370603799819946,0.311109721660614,0.35831817984580994,0.25370603799819946,0.2887133061885834,0.16420859098434448,0.19202874600887299,0.2742639183998108,0.2092159539461136,0.28224727511405945
the,0.5091903209686279,0.28364112973213196,0.5829201340675354,0.24925124645233154,0.15884782373905182,0.4933079481124878,0.33890387415885925,0.5823672413825989,1.0,0.23101688921451569,0.5473989248275757,1.0,0.35145696997642517,0.5823672413825989,0.22363927960395813,0.25207287073135376,0.2578703463077545,0.22068053483963013
test,0.2440095990896225,0.22224314510822296,0.2521366477012634,0.27811548113822937,0.2601383626461029,0.17614826560020447,0.29576510190963745,0.1841357946395874,0.19235259294509888,0.28128454089164734,0.27682164311408997,0.19235259294509888,0.19257770478725433,0.1841357946395874,0.24837084114551544,0.06981592625379562,0.18863540887832642,0.19832737743854523
n,0.1968323290348053,0.2002275139093399,0.25362148880958557,0.29838740825653076,0.1695808321237564,0.2316582053899765,0.11270806193351746,0.2254602462053299,0.18813885748386383,0.28246933221817017,0.1702573001384735,0.18813885748386383,0.2545117735862732,0.2254602462053299,0.26047003269195557,0.20256589353084564,0.23758789896965027,0.19161871075630188
times,0.3857055902481079,0.19750641286373138,0.2745400369167328,0.17025449872016907,0.13334974646568298,0.2897866368293762,0.2685738503932953,0.21773184835910797,0.29093852639198303,0.14552517235279083,0.2866678833961487,0.29093852639198303,0.2729065418243408,0.21773184835910797,0.11694398522377014,0.17872203886508942,0.20718665421009064,0.18880689144134521
and,0.4716290831565857,0.33157408237457275,0.3739250600337982,0.1855754405260086,0.06731905043125153,0.6633074283599854,0.33647966384887695,0.3859752118587494,0.5171257257461548,0.1753385365009308,0.4731321930885315,0.5171257257461548,0.28545793890953064,0.3859752118587494,0.24496574699878693,0.24103379249572754,0.2374417930841446,0.20544172823429108
pass,0.20427322387695312,0.1690302938222885,0.19894953072071075,0.17386560142040253,0.10056639462709427,0.22301842272281647,0.23911701142787933,0.20208431780338287,0.25961899757385254,0.16660526394844055,0.24082426726818085,0.25961899757385254,0.08570599555969238,0.20208431780338287,0.12422746419906616,0.18292686343193054,0.0634261891245842,0.09478675574064255
every,0.3753710091114044,0.2715945541858673,0.43930745124816895,0.2753925323486328,0.16975337266921997,0.25988471508026123,0.31805798411369324,0.3428492546081543,0.4023689329624176,0.26381921768188477,0.4773697257041931,0.4023689329624176,0.30216899514198303,0.3428492546081543,0.15684574842453003,0.22071175277233124,0.25962191820144653,0.24066033959388733
time,0.4363728165626526,0.2605619430541992,0.3292340338230133,0.2744781970977783,0.25266581773757935,0.3029961884021759,0.35346719622612,0.25187405943870544,0.43061500787734985,0.2830565869808197,0.388528436422348,0.43061500787734985,0.26802247762680054,0.25187405943870544,0.15736928582191467,0.25961312651634216,0.2648542523384094,0.27391523122787476
",",0.36674630641937256,0.27050045132637024,0.427140474319458,0.1886555552482605,0.19359813630580902,1.0000001192092896,0.22659391164779663,0.4691906273365021,0.4933079481124878,0.21320529282093048,0.4137537479400635,0.4933079481124878,0.2535701394081116,0.4691906273365021,0.22170902788639069,0.24414940178394318,0.22346092760562897,0.31091248989105225
then,0.6026323437690735,0.3125763237476349,0.3970017731189728,0.2859947979450226,0.20699001848697662,0.36768391728401184,0.36093711853027344,0.24618037045001984,0.4297412931919098,0.2501812279224396,0.455153226852417,0.4297412931919098,0.2981860637664795,0.24618037045001984,0.2691221535205841,0.22033488750457764,0.33402371406555176,0.2884598970413208
the,0.5091903209686279,0.28364112973213196,0.5829201340675354,0.24925124645233154,0.15884782373905182,0.4933079481124878,0.33890387415885925,0.5823672413825989,1.0,0.23101688921451569,0.5473989248275757,1.0,0.35145696997642517,0.5823672413825989,0.22363927960395813,0.25207287073135376,0.2578703463077545,0.22068053483963013
probability,0.2709904611110687,0.2857968211174011,0.3060127794742584,0.8615491986274719,0.4843875467777252,0.21320529282093048,0.3556869328022003,0.22422008216381073,0.23101688921451569,1.0000001192092896,0.3602445721626282,0.23101688921451569,0.3473722040653229,0.22422008216381073,0.2658396363258362,0.2802582383155823,0.5378462672233582,0.22305074334144592
that,0.5860282182693481,0.4372335970401764,0.47537946701049805,0.40494051575660706,0.24969768524169922,0.4137537479400635,0.557814359664917,0.3995479643344879,0.5473989248275757,0.3602445721626282,1.0,0.5473989248275757,0.32951247692108154,0.3995479643344879,0.22042828798294067,0.3005213737487793,0.3893093764781952,0.32716336846351624
our,0.19293372333049774,0.18198497593402863,0.23281335830688477,0.21196061372756958,0.22271020710468292,0.2564825713634491,0.35790902376174927,0.21384528279304504,0.34956011176109314,0.18326877057552338,0.3767656981945038,0.34956011176109314,0.19369138777256012,0.21384528279304504,0.20573879778385162,0.24013002216815948,0.1992509365081787,0.2894428074359894
number,0.2767394483089447,0.2584289014339447,0.2992287278175354,0.3370256721973419,0.2957291305065155,0.2535701394081116,0.2725796401500702,0.22390379011631012,0.35145696997642517,0.3473722040653229,0.32951247692108154,0.35145696997642517,1.0,0.22390379011631012,0.19020916521549225,0.2114528864622116,0.34493929147720337,0.19256845116615295
is,0.3471449911594391,0.26543745398521423,0.658733606338501,0.21101143956184387,0.24848374724388123,0.4691906273365021,0.22544461488723755,1.0,0.5823672413825989,0.22422008216381073,0.3995479643344879,0.5823672413825989,0.22390379011631012,1.0,0.2680354416370392,0.18876376748085022,0.24886777997016907,0.22961433231830597
