,among,whom,was,genghis,khan,'s,empire,split,after,his,death,?
before,0.16801512241363525,0.20084910094738007,0.38607707619667053,0.21553796529769897,0.13899727165699005,-0.01158253662288189,0.21532359719276428,0.19215209782123566,0.6937490701675415,0.358011394739151,0.29257306456565857,0.2507109045982361
genghis,0.19628296792507172,0.27123892307281494,0.3037589192390442,1.0,0.5896923542022705,0.031423866748809814,0.42237505316734314,0.2031431645154953,0.24102559685707092,0.3744826912879944,0.28730303049087524,0.18813461065292358
khan,0.1364687979221344,0.20133475959300995,0.23483267426490784,0.5896923542022705,1.0,0.05307086929678917,0.38083162903785706,0.1261998862028122,0.1264270693063736,0.26570460200309753,0.14168724417686462,0.12862591445446014
died,0.11125632375478745,0.25127148628234863,0.4570699632167816,0.28730252385139465,0.1835235059261322,-0.023391123861074448,0.19949258863925934,0.10999727249145508,0.333185076713562,0.38025936484336853,0.49539607763290405,0.15254227817058563
",",0.2640531659126282,0.25587570667266846,0.45456063747406006,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.27646857500076294,0.26985031366348267,0.38860568404197693,0.3378419280052185,0.2070959210395813,0.31091248989105225
he,0.1700378805398941,0.3327956199645996,0.5410010814666748,0.28288567066192627,0.24136358499526978,0.024063590914011,0.22260785102844238,0.12655939161777496,0.3936046361923218,0.7171558737754822,0.2806733548641205,0.2089974731206894
assigned,0.1770254373550415,0.26987043023109436,0.21324557065963745,0.16602088510990143,0.09421811252832413,-0.05031219497323036,0.05971545726060867,0.1720089316368103,0.2513600289821625,0.20322267711162567,0.07315495610237122,0.1908780038356781
ögedei,0.263538122177124,0.3088732659816742,0.3649882376194,0.6161514520645142,0.43523725867271423,-0.005691892933100462,0.41043418645858765,0.20850279927253723,0.2981748580932617,0.4082617163658142,0.28711816668510437,0.20177854597568512
khan,0.1364687979221344,0.20133475959300995,0.23483267426490784,0.5896923542022705,1.0,0.05307086929678917,0.38083162903785706,0.1261998862028122,0.1264270693063736,0.26570460200309753,0.14168724417686462,0.12862591445446014
as,0.3329014778137207,0.31695985794067383,0.3677520453929901,0.17543354630470276,0.22500167787075043,-0.05775856226682663,0.21108263731002808,0.10569414496421814,0.3014480769634247,0.3146366477012634,0.19013920426368713,0.27043893933296204
his,0.23289452493190765,0.38462314009666443,0.4405253231525421,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.22914105653762817,0.11423321068286896,0.41949746012687683,0.9999998807907104,0.3678654432296753,0.18075084686279297
successor,0.15236900746822357,0.2113073319196701,0.287630170583725,0.28109827637672424,0.2138257473707199,-0.010897614061832428,0.20978207886219025,0.1589958816766739,0.21995677053928375,0.2260759174823761,0.32363805174827576,0.0913006067276001
and,0.39211368560791016,0.3148667514324188,0.3740963041782379,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.27479609847068787,0.3033278286457062,0.3765919506549835,0.4234102666378021,0.1816639006137848,0.20544172823429108
split,0.1451961249113083,0.10965672880411148,0.17593012750148773,0.2031431645154953,0.1261998862028122,0.06060856580734253,0.1959448605775833,1.0,0.22763468325138092,0.11423321068286896,0.16379199922084808,0.16133880615234375
his,0.23289452493190765,0.38462314009666443,0.4405253231525421,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.22914105653762817,0.11423321068286896,0.41949746012687683,0.9999998807907104,0.3678654432296753,0.18075084686279297
empire,0.1757367104291916,0.14611341059207916,0.30602675676345825,0.42237505316734314,0.38083162903785706,-0.011798231862485409,1.0000001192092896,0.1959448605775833,0.23534879088401794,0.22914105653762817,0.15863066911697388,0.14909450709819794
into,0.23548991978168488,0.12299659848213196,0.2322220653295517,0.227550208568573,0.10511033236980438,0.00961404386907816,0.19112050533294678,0.43188852071762085,0.36954155564308167,0.22944098711013794,0.1326514035463333,0.15662476420402527
khanates,0.16436678171157837,0.20123668015003204,0.21477536857128143,0.5802638530731201,0.6729298830032349,0.051186997443437576,0.4589463174343109,0.15235479176044464,0.17326286435127258,0.21770083904266357,0.18101760745048523,0.09710115194320679
among,0.9999999403953552,0.31601428985595703,0.23730893433094025,0.19628296792507172,0.1364687979221344,0.01186611782759428,0.1757367104291916,0.1451961249113083,0.2201041877269745,0.23289452493190765,0.1964123398065567,0.14343059062957764
his,0.23289452493190765,0.38462314009666443,0.4405253231525421,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.22914105653762817,0.11423321068286896,0.41949746012687683,0.9999998807907104,0.3678654432296753,0.18075084686279297
sons,0.19549216330051422,0.3460982143878937,0.2263665646314621,0.2966407537460327,0.2521197199821472,-0.033577390015125275,0.21616367995738983,0.1772276610136032,0.20522862672805786,0.3316914141178131,0.3245333433151245,0.13006451725959778
and,0.39211368560791016,0.3148667514324188,0.3740963041782379,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.27479609847068787,0.3033278286457062,0.3765919506549835,0.4234102666378021,0.1816639006137848,0.20544172823429108
grandsons,0.2532668709754944,0.3881250321865082,0.27374792098999023,0.4735052287578583,0.32802814245224,-0.0485273040831089,0.30750760436058044,0.18596617877483368,0.2524142563343048,0.40568041801452637,0.25322768092155457,0.12158585339784622
.,0.22495509684085846,0.26115289330482483,0.40146201848983765,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.2811720371246338,0.26228174567222595,0.35870397090911865,0.3119256794452667,0.24631039798259735,0.4130953550338745
