,what,are,the,3,post,popular,libraries,for,undergraduates,in,the,harvard,system,?
according,0.2776208221912384,0.22847512364387512,0.3202974498271942,0.034335389733314514,0.18015925586223602,0.1395118087530136,0.16541875898838043,0.1956551969051361,0.17586927115917206,0.29259276390075684,0.3202974498271942,0.16711533069610596,0.17957951128482819,0.21173474192619324
to,0.455847829580307,0.3504326641559601,0.535392165184021,0.09797177463769913,0.24259215593338013,0.20657874643802643,0.2335347831249237,0.4451248347759247,0.21940335631370544,0.45010748505592346,0.535392165184021,0.2043667882680893,0.26662686467170715,0.29463258385658264
the,0.42745697498321533,0.40399202704429626,1.0,0.06283142417669296,0.26656362414360046,0.2724021077156067,0.2134861946105957,0.4739971458911896,0.23465903103351593,0.6662389636039734,1.0,0.24496200680732727,0.3233085572719574,0.22068053483963013
american,0.1909721940755844,0.1369791477918625,0.24562937021255493,0.06143825501203537,0.16168667376041412,0.24139848351478577,0.1266678422689438,0.2306184321641922,0.21184886991977692,0.22871561348438263,0.24562937021255493,0.3106759190559387,0.07066620141267776,0.18877598643302917
library,0.19149379432201385,0.13147571682929993,0.19920319318771362,-0.0872991532087326,0.1279786378145218,0.12127352505922318,0.7666171193122864,0.17405205965042114,0.3265906274318695,0.2101847380399704,0.19920319318771362,0.28255677223205566,0.19369082152843475,0.18938742578029633
association,0.13908448815345764,0.1881098598241806,0.26550325751304626,0.07162174582481384,0.10713868588209152,0.18680119514465332,0.22984342277050018,0.2684359848499298,0.2536683678627014,0.23660005629062653,0.26550325751304626,0.28179681301116943,0.21092811226844788,0.1542656421661377
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.02255268208682537,0.2842937111854553,0.2819201350212097,0.23942817747592926,0.4464869201183319,0.22169508039951324,0.5201468467712402,0.4933079481124878,0.2719281017780304,0.18439900875091553,0.31091248989105225
this,0.5489566326141357,0.35762670636177063,0.6274310946464539,0.08524961024522781,0.23880435526371002,0.26965248584747314,0.18356171250343323,0.5082864165306091,0.24900822341442108,0.45205554366111755,0.6274310946464539,0.22250787913799286,0.3294329345226288,0.3155723512172699
makes,0.2867553234100342,0.36780422925949097,0.3029823303222656,0.15051575005054474,0.11508551239967346,0.216923788189888,0.1576051265001297,0.3219717741012573,0.1602819561958313,0.22258508205413818,0.3029823303222656,0.08069367706775665,0.2284119725227356,0.22145044803619385
it,0.45803478360176086,0.3617996573448181,0.6251175999641418,0.12506969273090363,0.17895352840423584,0.29535067081451416,0.20065078139305115,0.32171204686164856,0.23186315596103668,0.5130809545516968,0.6251175999641418,0.1871805340051651,0.30691424012184143,0.25732165575027466
the,0.42745697498321533,0.40399202704429626,1.0,0.06283142417669296,0.26656362414360046,0.2724021077156067,0.2134861946105957,0.4739971458911896,0.23465903103351593,0.6662389636039734,1.0,0.24496200680732727,0.3233085572719574,0.22068053483963013
largest,0.13463157415390015,0.23992078006267548,0.3757036626338959,-0.03358732536435127,0.10651007294654846,0.2543528378009796,0.2626825273036957,0.13215672969818115,0.27883145213127136,0.3017216920852661,0.3757036626338959,0.10061108320951462,0.21437762677669525,0.12401245534420013
academic,0.10352335125207901,0.13471660017967224,0.15387672185897827,0.08171088993549347,0.18273837864398956,0.19226862490177155,0.3473966121673584,0.23807747662067413,0.5037893652915955,0.1914365142583847,0.15387672185897827,0.41330868005752563,0.11068961024284363,0.11011603474617004
library,0.19149379432201385,0.13147571682929993,0.19920319318771362,-0.0872991532087326,0.1279786378145218,0.12127352505922318,0.7666171193122864,0.17405205965042114,0.3265906274318695,0.2101847380399704,0.19920319318771362,0.28255677223205566,0.19369082152843475,0.18938742578029633
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.06326868385076523,0.23444387316703796,0.3157482445240021,0.2760562300682068,0.4322226941585541,0.2536255121231079,1.0,0.6662389636039734,0.26072487235069275,0.21978288888931274,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,1.0,0.06283142417669296,0.26656362414360046,0.2724021077156067,0.2134861946105957,0.4739971458911896,0.23465903103351593,0.6662389636039734,1.0,0.24496200680732727,0.3233085572719574,0.22068053483963013
united,0.20036718249320984,0.16919764876365662,0.34367692470550537,0.10209806263446808,0.1862165480852127,0.23740273714065552,0.26596030592918396,0.30487096309661865,0.263275146484375,0.3938477039337158,0.34367692470550537,0.27756837010383606,0.19312572479248047,0.17266890406608582
states,0.21526020765304565,0.1846873015165329,0.3463578522205353,0.0891336128115654,0.19800622761249542,0.22947420179843903,0.27845293283462524,0.2496437132358551,0.26381388306617737,0.3977442979812622,0.3463578522205353,0.3025471568107605,0.1891087293624878,0.16272737085819244
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.02255268208682537,0.2842937111854553,0.2819201350212097,0.23942817747592926,0.4464869201183319,0.22169508039951324,0.5201468467712402,0.4933079481124878,0.2719281017780304,0.18439900875091553,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.07610447704792023,0.21927542984485626,0.3164171278476715,0.28810685873031616,0.5064792633056641,0.28725674748420715,0.4954058527946472,0.5171257257461548,0.2453373372554779,0.231138214468956,0.20544172823429108
one,0.376489520072937,0.42537835240364075,0.5514441132545471,0.04079316928982735,0.1845349222421646,0.32293328642845154,0.2619709372520447,0.384836345911026,0.2782267928123474,0.4129433035850525,0.5514441132545471,0.1897483766078949,0.2139107882976532,0.2673267424106598
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.046857766807079315,0.20282196998596191,0.25281813740730286,0.2047192007303238,0.4185989499092102,0.2865331470966339,0.5696388483047485,0.733189046382904,0.25842633843421936,0.25597915053367615,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,1.0,0.06283142417669296,0.26656362414360046,0.2724021077156067,0.2134861946105957,0.4739971458911896,0.23465903103351593,0.6662389636039734,1.0,0.24496200680732727,0.3233085572719574,0.22068053483963013
largest,0.13463157415390015,0.23992078006267548,0.3757036626338959,-0.03358732536435127,0.10651007294654846,0.2543528378009796,0.2626825273036957,0.13215672969818115,0.27883145213127136,0.3017216920852661,0.3757036626338959,0.10061108320951462,0.21437762677669525,0.12401245534420013
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.06326868385076523,0.23444387316703796,0.3157482445240021,0.2760562300682068,0.4322226941585541,0.2536255121231079,1.0,0.6662389636039734,0.26072487235069275,0.21978288888931274,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,1.0,0.06283142417669296,0.26656362414360046,0.2724021077156067,0.2134861946105957,0.4739971458911896,0.23465903103351593,0.6662389636039734,1.0,0.24496200680732727,0.3233085572719574,0.22068053483963013
world,0.21669597923755646,0.22463127970695496,0.33604270219802856,0.010903672315180302,0.19620470702648163,0.29240626096725464,0.20413696765899658,0.2444595992565155,0.25105008482933044,0.3038199245929718,0.33604270219802856,0.2200595736503601,0.1705089509487152,0.17579582333564758
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.043593376874923706,0.2821767330169678,0.2864297032356262,0.2704726457595825,0.4726039469242096,0.20834945142269135,0.5591574311256409,0.5934505462646484,0.254516065120697,0.2277725487947464,0.4130953550338745
