,what,italian,painter,was,depicted,in,the,main,bronze,door,entrance,of,the,museum,?
the,0.42745697498321533,0.19855095446109772,0.11985713988542557,0.48711544275283813,0.21407261490821838,0.6662389636039734,1.0,0.38631999492645264,0.2526973485946655,0.23557746410369873,0.31372344493865967,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
style,0.2488866001367569,0.17679092288017273,0.2539087235927582,0.17358732223510742,0.16908498108386993,0.21896705031394958,0.2331719547510147,0.16068793833255768,0.16114690899848938,0.15993233025074005,0.17599621415138245,0.23203764855861664,0.2331719547510147,0.0626421719789505,0.19862167537212372
adopted,0.1504661738872528,0.1639045625925064,0.15154322981834412,0.31838172674179077,0.26017674803733826,0.22637200355529785,0.23462533950805664,0.06602735817432404,0.181717649102211,0.05888120085000992,0.05613998696208,0.25312307476997375,0.23462533950805664,0.09343315660953522,0.14235380291938782
for,0.3017193675041199,0.18703393638134003,0.11408554017543793,0.3863949179649353,0.15999150276184082,0.4322226941585541,0.4739971458911896,0.27491986751556396,0.18907371163368225,0.15938201546669006,0.18154969811439514,0.4185989499092102,0.4739971458911896,0.15718214213848114,0.264628142118454
this,0.5489566326141357,0.17529301345348358,0.14823415875434875,0.3638818562030792,0.1280849277973175,0.45205554366111755,0.6274310946464539,0.3026203215122223,0.1411134898662567,0.1326128989458084,0.20677846670150757,0.45148900151252747,0.6274310946464539,0.19769281148910522,0.3155723512172699
part,0.3476244807243347,0.1362287402153015,0.09847842156887054,0.3407018780708313,0.20472712814807892,0.4499994218349457,0.527681291103363,0.32072335481643677,0.13029460608959198,0.11202754825353622,0.2566089630126953,0.452393114566803,0.527681291103363,0.2040945291519165,0.08557961881160736
of,0.33290785551071167,0.20819662511348724,0.13828641176223755,0.4069072902202606,0.23749902844429016,0.5696388483047485,0.733189046382904,0.3177044689655304,0.2355436533689499,0.1459992229938507,0.2534947693347931,1.0,0.733189046382904,0.23314370214939117,0.1826142966747284
the,0.42745697498321533,0.19855095446109772,0.11985713988542557,0.48711544275283813,0.21407261490821838,0.6662389636039734,1.0,0.38631999492645264,0.2526973485946655,0.23557746410369873,0.31372344493865967,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
museum,0.1771627515554428,0.07830674201250076,0.28578007221221924,0.21266788244247437,0.2377775013446808,0.2407650351524353,0.24861779808998108,0.12107153236865997,0.2092113196849823,0.13772733509540558,0.2587375044822693,0.23314370214939117,0.24861779808998108,1.0000001192092896,0.14128351211547852
was,0.22111038863658905,0.27526864409446716,0.24810823798179626,1.0000001192092896,0.18789392709732056,0.45514053106307983,0.48711544275283813,0.21035033464431763,0.21250294148921967,0.1678711622953415,0.24333937466144562,0.4069072902202606,0.48711544275283813,0.21266788244247437,0.18412111699581146
italian,0.15137425065040588,1.0,0.27191632986068726,0.27526864409446716,0.10393922030925751,0.1941935271024704,0.19855095446109772,0.08950456231832504,0.17324860394001007,0.16864773631095886,0.1749361753463745,0.20819662511348724,0.19855095446109772,0.07830674201250076,0.1156633123755455
renaissance,0.22905825078487396,0.4070717692375183,0.3814493715763092,0.2764733135700226,0.2118552327156067,0.20993053913116455,0.2050212025642395,0.07420042157173157,0.24304290115833282,0.15155638754367828,0.22810272872447968,0.21895526349544525,0.2050212025642395,0.2021889090538025,0.12260647863149643
",",0.3087472915649414,0.2153971791267395,0.2570912837982178,0.45456063747406006,0.1737731397151947,0.5201468467712402,0.4933079481124878,0.2989408075809479,0.2434660792350769,0.1610245406627655,0.14223605394363403,0.4946078956127167,0.4933079481124878,0.20741747319698334,0.31091248989105225
much,0.45316147804260254,0.14461450278759003,0.12133586406707764,0.2580166161060333,0.19193445146083832,0.2725222110748291,0.35023224353790283,0.20790228247642517,0.13092872500419617,0.09660179167985916,0.13012683391571045,0.2671096920967102,0.35023224353790283,0.1407303512096405,0.23442231118679047
use,0.3453877568244934,0.12003195285797119,0.0950612872838974,0.17744606733322144,0.17629632353782654,0.2715643048286438,0.34342584013938904,0.1890317052602768,0.14040353894233704,0.15008611977100372,0.15987472236156464,0.2750902473926544,0.34342584013938904,0.15783165395259857,0.32795652747154236
