,how,is,most,plants,',cpdna,arranged,?
because,0.48179173469543457,0.4047735333442688,0.47049811482429504,0.288868248462677,0.287949800491333,0.33555397391319275,0.22359319031238556,0.2528740465641022
of,0.2480744868516922,0.4854315221309662,0.4178851246833801,0.29386165738105774,0.39136970043182373,0.3094331622123718,0.33214297890663147,0.1826142966747284
the,0.33890387415885925,0.5823672413825989,0.47635307908058167,0.29499560594558716,0.474788099527359,0.3424580693244934,0.26620063185691833,0.22068053483963013
failure,0.1218937486410141,0.2116374969482422,0.1953323632478714,0.15479262173175812,0.13087348639965057,0.1778777539730072,0.15342286229133606,0.12142058461904526
to,0.44169697165489197,0.42745086550712585,0.321603000164032,0.27162864804267883,0.34544456005096436,0.3485557436943054,0.2805038392543793,0.29463258385658264
explain,0.4705926477909088,0.23638448119163513,0.20256339013576508,0.22960419952869415,0.21267011761665344,0.2920161485671997,0.17765134572982788,0.365981787443161
the,0.33890387415885925,0.5823672413825989,0.47635307908058167,0.29499560594558716,0.474788099527359,0.3424580693244934,0.26620063185691833,0.22068053483963013
deamination,0.27984341979026794,0.2581561803817749,0.21876311302185059,0.27413997054100037,0.2627660930156708,0.39510756731033325,0.12240182608366013,0.26252666115760803
gradient,0.22080469131469727,0.232833132147789,0.14173057675361633,0.25785931944847107,0.13895393908023834,0.2947869896888733,0.2316562682390213,0.16633863747119904
as,0.33782753348350525,0.43216490745544434,0.3548237979412079,0.23448950052261353,0.41391023993492126,0.32610344886779785,0.1833401322364807,0.27043893933296204
well,0.410734087228775,0.33406564593315125,0.4756048619747162,0.25425371527671814,0.28073304891586304,0.2466721087694168,0.25007882714271545,0.24815571308135986
as,0.33782753348350525,0.43216490745544434,0.3548237979412079,0.23448950052261353,0.41391023993492126,0.32610344886779785,0.1833401322364807,0.27043893933296204
the,0.33890387415885925,0.5823672413825989,0.47635307908058167,0.29499560594558716,0.474788099527359,0.3424580693244934,0.26620063185691833,0.22068053483963013
numerous,0.18753044307231903,0.14785398542881012,0.41309189796447754,0.2628881633281708,0.08655205368995667,0.1784357875585556,0.23552873730659485,0.0875130444765091
plant,0.24431802332401276,0.2497083991765976,0.17814764380455017,0.8344468474388123,0.1842418760061264,0.22905683517456055,0.21777458488941193,0.16613075137138367
species,0.20142129063606262,0.2673557698726654,0.23037302494049072,0.5846481919288635,0.17845086753368378,0.35313165187835693,0.2021694779396057,0.1957087516784668
that,0.557814359664917,0.3995479643344879,0.4497850239276886,0.27574244141578674,0.3494868278503418,0.3646957278251648,0.2640340328216553,0.32716336846351624
have,0.4370637536048889,0.3613572418689728,0.44364631175994873,0.31308507919311523,0.2580406367778778,0.33162617683410645,0.25285637378692627,0.32991164922714233
been,0.26456597447395325,0.39566612243652344,0.33751797676086426,0.26265642046928406,0.20948141813278198,0.31989550590515137,0.21443717181682587,0.24354910850524902
shown,0.28056201338768005,0.2509501576423645,0.17725767195224762,0.21577684581279755,0.21459165215492249,0.2212929129600525,0.2386438548564911,0.2433658242225647
to,0.44169697165489197,0.42745086550712585,0.321603000164032,0.27162864804267883,0.34544456005096436,0.3485557436943054,0.2805038392543793,0.29463258385658264
have,0.4370637536048889,0.3613572418689728,0.44364631175994873,0.31308507919311523,0.2580406367778778,0.33162617683410645,0.25285637378692627,0.32991164922714233
circular,0.22137777507305145,0.21153220534324646,0.18854790925979614,0.21297655999660492,0.07852602005004883,0.2639710009098053,0.2811160385608673,0.11291391402482986
cpdna,0.25148946046829224,0.29175111651420593,0.25847744941711426,0.29834288358688354,0.2617054283618927,0.9999999403953552,0.20257750153541565,0.20631195604801178
",",0.22659391164779663,0.4691906273365021,0.3636029064655304,0.2555769681930542,0.5178600549697876,0.31784769892692566,0.2789522111415863,0.31091248989105225
the,0.33890387415885925,0.5823672413825989,0.47635307908058167,0.29499560594558716,0.474788099527359,0.3424580693244934,0.26620063185691833,0.22068053483963013
predominant,0.10972326248884201,0.3251790404319763,0.3916007876396179,0.24026478826999664,0.16353052854537964,0.22609643638134003,0.16260294616222382,0.07871490716934204
theory,0.31550133228302,0.19279582798480988,0.232156440615654,0.19624368846416473,0.13815993070602417,0.26559123396873474,0.12137190997600555,0.1387292891740799
continues,0.26129910349845886,0.32428741455078125,0.19112496078014374,0.15293310582637787,0.18541233241558075,0.2011680155992508,0.14700572192668915,0.13186512887477875
to,0.44169697165489197,0.42745086550712585,0.321603000164032,0.27162864804267883,0.34544456005096436,0.3485557436943054,0.2805038392543793,0.29463258385658264
hold,0.22157108783721924,0.22212235629558563,0.23886625468730927,0.17727315425872803,0.1790844351053238,0.1883043497800827,0.18525436520576477,0.18586084246635437
that,0.557814359664917,0.3995479643344879,0.4497850239276886,0.27574244141578674,0.3494868278503418,0.3646957278251648,0.2640340328216553,0.32716336846351624
most,0.311336874961853,0.41165053844451904,1.0,0.21896736323833466,0.2361016869544983,0.25847744941711426,0.186991348862648,0.2107497900724411
cpdna,0.25148946046829224,0.29175111651420593,0.25847744941711426,0.29834288358688354,0.2617054283618927,0.9999999403953552,0.20257750153541565,0.20631195604801178
is,0.22544461488723755,1.0,0.41165053844451904,0.2423158437013626,0.5508411526679993,0.29175111651420593,0.1437956988811493,0.22961433231830597
circular,0.22137777507305145,0.21153220534324646,0.18854790925979614,0.21297655999660492,0.07852602005004883,0.2639710009098053,0.2811160385608673,0.11291391402482986
and,0.33647966384887695,0.3859752118587494,0.4309377074241638,0.3052898943424225,0.3053182065486908,0.2882109582424164,0.314948171377182,0.20544172823429108
most,0.311336874961853,0.41165053844451904,1.0,0.21896736323833466,0.2361016869544983,0.25847744941711426,0.186991348862648,0.2107497900724411
likely,0.3949867784976959,0.2638912796974182,0.38152775168418884,0.2236224263906479,0.2014092057943344,0.37156739830970764,0.17544259130954742,0.35971182584762573
replicates,0.3262201249599457,0.26639243960380554,0.2883847951889038,0.3397575914859772,0.1590314358472824,0.4268972873687744,0.2942996025085449,0.22479665279388428
via,0.13460594415664673,0.18325740098953247,0.1730339080095291,0.10352125763893127,0.15569786727428436,0.15312615036964417,0.05477077141404152,0.19443516433238983
a,0.29312583804130554,0.658733606338501,0.3508910834789276,0.21329157054424286,0.48837921023368835,0.3500497341156006,0.22070619463920593,0.23916715383529663
d,0.1031225249171257,0.1841740906238556,0.13709169626235962,0.08612167835235596,0.2844892740249634,0.13099083304405212,0.17593561112880707,0.1780570149421692
loop,0.23427525162696838,0.20200759172439575,0.10268263518810272,0.1409468799829483,0.13266704976558685,0.22829103469848633,0.06310226023197174,0.13595224916934967
mechanism,0.31148314476013184,0.21533295512199402,0.20657187700271606,0.2805750370025635,0.10059478878974915,0.3678942918777466,0.11296935379505157,0.1732848435640335
.,0.3287222981452942,0.4569662809371948,0.35404038429260254,0.2542511522769928,0.4806240200996399,0.3225124180316925,0.22968827188014984,0.4130953550338745
