,the,rocks,at,the,grand,canyon,have,been,in,place,since,when,?
the,1.0,0.24413059651851654,0.457212895154953,1.0,0.305169016122818,0.2146432101726532,0.40389683842658997,0.3563927710056305,0.6662389636039734,0.4179787337779999,0.4054957628250122,0.5091903209686279,0.22068053483963013
sedimentary,0.2576860189437866,0.6644880771636963,0.19773010909557343,0.2576860189437866,0.12208463996648788,0.30381864309310913,0.2527022957801819,0.2098081111907959,0.23285479843616486,0.15880708396434784,0.1465659886598587,0.20936080813407898,0.1575118452310562
sequences,0.2234572321176529,0.26733076572418213,0.08343751728534698,0.2234572321176529,0.09276164323091507,0.11649847775697708,0.24803201854228973,0.22060894966125488,0.16232600808143616,0.18988367915153503,0.1211484894156456,0.2331484854221344,0.1885564625263214
of,0.733189046382904,0.2664484679698944,0.42558613419532776,0.733189046382904,0.27195852994918823,0.18813416361808777,0.3802283704280853,0.31685134768486023,0.5696388483047485,0.2685627043247223,0.35513219237327576,0.3757161796092987,0.1826142966747284
the,1.0,0.24413059651851654,0.457212895154953,1.0,0.305169016122818,0.2146432101726532,0.40389683842658997,0.3563927710056305,0.6662389636039734,0.4179787337779999,0.4054957628250122,0.5091903209686279,0.22068053483963013
mid-continental,0.3474041223526001,0.3442404568195343,0.2161080688238144,0.3474041223526001,0.2007790058851242,0.25602826476097107,0.17011940479278564,0.19089366495609283,0.2756359875202179,0.20838578045368195,0.23402999341487885,0.25387054681777954,0.16604496538639069
united,0.34367692470550537,0.1569347381591797,0.2064037322998047,0.34367692470550537,0.17521370947360992,0.18223817646503448,0.17950676381587982,0.21903765201568604,0.3938477039337158,0.1982233077287674,0.30522358417510986,0.2490900456905365,0.17266890406608582
states,0.3463578522205353,0.187149778008461,0.19903600215911865,0.3463578522205353,0.19176682829856873,0.22415761649608612,0.20162390172481537,0.20674076676368713,0.3977442979812622,0.1997336447238922,0.28380730748176575,0.24639196693897247,0.16272737085819244
and,0.5171257257461548,0.29739323258399963,0.3571503460407257,0.5171257257461548,0.24639178812503815,0.1925555169582367,0.4711785912513733,0.3424558639526367,0.4954058527946472,0.2813849449157715,0.3515571057796478,0.4716290831565857,0.20544172823429108
the,1.0,0.24413059651851654,0.457212895154953,1.0,0.305169016122818,0.2146432101726532,0.40389683842658997,0.3563927710056305,0.6662389636039734,0.4179787337779999,0.4054957628250122,0.5091903209686279,0.22068053483963013
grand,0.305169016122818,0.08301135152578354,0.19673770666122437,0.305169016122818,0.9999999403953552,0.3384842276573181,0.17955395579338074,0.1667303591966629,0.24767720699310303,0.19309267401695251,0.19357174634933472,0.14284934103488922,0.1168735921382904
canyon,0.2146432101726532,0.34236887097358704,0.19229450821876526,0.2146432101726532,0.3384842276573181,1.0000001192092896,0.14608806371688843,0.14278706908226013,0.17905303835868835,0.20951038599014282,0.09128036350011826,0.15020683407783508,0.12859754264354706
in,0.6662389636039734,0.23642492294311523,0.4374977946281433,0.6662389636039734,0.24767720699310303,0.17905303835868835,0.36843645572662354,0.3515113592147827,1.0,0.38128477334976196,0.4325680434703827,0.4431333839893341,0.20430970191955566
the,1.0,0.24413059651851654,0.457212895154953,1.0,0.305169016122818,0.2146432101726532,0.40389683842658997,0.3563927710056305,0.6662389636039734,0.4179787337779999,0.4054957628250122,0.5091903209686279,0.22068053483963013
southwestern,0.3555835783481598,0.2550673484802246,0.2625330686569214,0.3555835783481598,0.22366510331630707,0.35647523403167725,0.18621815741062164,0.18220387399196625,0.3583911061286926,0.17673079669475555,0.2265786975622177,0.24931108951568604,0.173263818025589
united,0.34367692470550537,0.1569347381591797,0.2064037322998047,0.34367692470550537,0.17521370947360992,0.18223817646503448,0.17950676381587982,0.21903765201568604,0.3938477039337158,0.1982233077287674,0.30522358417510986,0.2490900456905365,0.17266890406608582
states,0.3463578522205353,0.187149778008461,0.19903600215911865,0.3463578522205353,0.19176682829856873,0.22415761649608612,0.20162390172481537,0.20674076676368713,0.3977442979812622,0.1997336447238922,0.28380730748176575,0.24639196693897247,0.16272737085819244
contain,0.26383090019226074,0.295728862285614,0.17059701681137085,0.26383090019226074,0.11554289609193802,0.14805158972740173,0.49726441502571106,0.2679849863052368,0.23975171148777008,0.17102451622486115,0.141047865152359,0.1813073754310608,0.18853069841861725
almost-undeformed,0.32178306579589844,0.355480432510376,0.2677899897098541,0.32178306579589844,0.12193483859300613,0.20804524421691895,0.3621037006378174,0.307094544172287,0.31472206115722656,0.2025797814130783,0.30945149064064026,0.37851017713546753,0.2269618958234787
stacks,0.23556536436080933,0.39809083938598633,0.15407244861125946,0.23556536436080933,0.14091576635837555,0.1906331330537796,0.3182629942893982,0.2334970384836197,0.22487929463386536,0.19891561567783356,0.1841556876897812,0.23542185127735138,0.18888774514198303
of,0.733189046382904,0.2664484679698944,0.42558613419532776,0.733189046382904,0.27195852994918823,0.18813416361808777,0.3802283704280853,0.31685134768486023,0.5696388483047485,0.2685627043247223,0.35513219237327576,0.3757161796092987,0.1826142966747284
sedimentary,0.2576860189437866,0.6644880771636963,0.19773010909557343,0.2576860189437866,0.12208463996648788,0.30381864309310913,0.2527022957801819,0.2098081111907959,0.23285479843616486,0.15880708396434784,0.1465659886598587,0.20936080813407898,0.1575118452310562
rocks,0.24413059651851654,0.9999999403953552,0.19559097290039062,0.24413059651851654,0.08301135152578354,0.34236887097358704,0.2391737848520279,0.19731006026268005,0.23642492294311523,0.22965741157531738,0.11790701001882553,0.2353006899356842,0.17394492030143738
that,0.5473989248275757,0.2636556923389435,0.3183255195617676,0.5473989248275757,0.20241984724998474,0.1626630574464798,0.6182622313499451,0.4152003228664398,0.435920387506485,0.32320237159729004,0.3873181641101837,0.5860282182693481,0.32716336846351624
have,0.40389683842658997,0.2391737848520279,0.29004791378974915,0.40389683842658997,0.17955395579338074,0.14608806371688843,0.9999999403953552,0.6493861675262451,0.36843645572662354,0.27448856830596924,0.47784632444381714,0.40555819869041443,0.32991164922714233
remained,0.3492392301559448,0.10688423365354538,0.23606275022029877,0.3492392301559448,0.17667095363140106,0.09665762633085251,0.21805846691131592,0.3490808308124542,0.30947351455688477,0.1527433842420578,0.3532734513282776,0.28067004680633545,0.08263323456048965
in,0.6662389636039734,0.23642492294311523,0.4374977946281433,0.6662389636039734,0.24767720699310303,0.17905303835868835,0.36843645572662354,0.3515113592147827,1.0,0.38128477334976196,0.4325680434703827,0.4431333839893341,0.20430970191955566
