,who,filed,an,objection,to,the,bbc,using,the,blue,police,box,in,doctor,who,merchandise,?
in,0.2792111933231354,0.17504344880580902,0.2605783939361572,0.23124803602695465,0.45010748505592346,0.6662389636039734,0.22430340945720673,0.2717311978340149,0.6662389636039734,0.22384510934352875,0.2662045955657959,0.26241418719291687,1.0,0.25567495822906494,0.2792111933231354,0.2014978677034378,0.20430970191955566
1998,0.10716468840837479,0.08133240044116974,0.03477009758353233,0.21565808355808258,0.025574080646038055,-0.047468025237321854,-0.010386338457465172,-0.10688318312168121,-0.047468025237321854,-0.15578356385231018,-0.0075517259538173676,-0.054645832628011703,-0.07160314172506332,0.017063288018107414,0.10716468840837479,-0.13558456301689148,0.11714459210634232
",",0.3365725874900818,0.28497740626335144,0.3581022024154663,0.30771201848983765,0.44245919585227966,0.4933079481124878,0.14724469184875488,0.27050045132637024,0.4933079481124878,0.23822021484375,0.26190435886383057,0.2052105814218521,0.5201468467712402,0.20407600700855255,0.3365725874900818,0.2204728126525879,0.31091248989105225
the,0.3733934462070465,0.16002413630485535,0.4207492768764496,0.22343401610851288,0.535392165184021,1.0,0.2735401690006256,0.28364112973213196,1.0,0.2734997570514679,0.2206914722919464,0.25871407985687256,0.6662389636039734,0.2820442318916321,0.3733934462070465,0.22879964113235474,0.22068053483963013
metropolitan,0.12552553415298462,0.14225590229034424,0.15650296211242676,0.11987415701150894,0.1725575476884842,0.24378018081188202,0.226771742105484,0.10039670765399933,0.24378018081188202,0.12710538506507874,0.3075411915779114,0.14229759573936462,0.27762067317962646,0.14399124681949615,0.12552553415298462,0.1850327104330063,0.1861504763364792
police,0.24648535251617432,0.20247621834278107,0.16986048221588135,0.17609387636184692,0.27044278383255005,0.2206914722919464,0.25881800055503845,0.16142959892749786,0.2206914722919464,0.13308317959308624,0.9999998807907104,0.1387270838022232,0.2662045955657959,0.22549904882907867,0.24648535251617432,0.2250620424747467,0.1765819936990738
authority,0.17199470102787018,0.17432686686515808,0.23001794517040253,0.2409406155347824,0.2155669927597046,0.2645063102245331,0.19115304946899414,0.15983684360980988,0.2645063102245331,0.16390423476696014,0.32379016280174255,0.0930865928530693,0.214982271194458,0.07452057301998138,0.17199470102787018,0.2255784571170807,0.18404170870780945
filed,0.15069493651390076,1.0,0.19707782566547394,0.28522953391075134,0.21094058454036713,0.16002413630485535,0.1552954763174057,0.1105845719575882,0.16002413630485535,0.10071615129709244,0.20247621834278107,0.14803297817707062,0.17504344880580902,0.11195878684520721,0.15069493651390076,0.1732315570116043,0.24084022641181946
an,0.2848317325115204,0.19707782566547394,1.0,0.2625676393508911,0.3138085603713989,0.4207492768764496,0.16644445061683655,0.2321343868970871,0.4207492768764496,0.12627823650836945,0.16986048221588135,0.18317529559135437,0.2605783939361572,0.1790127456188202,0.2848317325115204,0.11431621015071869,0.19793890416622162
objection,0.24297210574150085,0.28522953391075134,0.2625676393508911,1.0,0.3661573827266693,0.22343401610851288,0.14390583336353302,0.2523641586303711,0.22343401610851288,0.1756526678800583,0.17609387636184692,0.253113329410553,0.23124803602695465,0.1566697210073471,0.24297210574150085,0.17456260323524475,0.4113636910915375
to,0.42656609416007996,0.21094058454036713,0.3138085603713989,0.3661573827266693,1.0,0.535392165184021,0.19421324133872986,0.3678804934024811,0.535392165184021,0.2423304319381714,0.27044278383255005,0.2480730414390564,0.45010748505592346,0.22950075566768646,0.42656609416007996,0.2809056043624878,0.29463258385658264
