,how,does,the,secondary,theory,say,most,cpdna,is,structured,?
this,0.45272302627563477,0.4166489243507385,0.6274310946464539,0.1917422115802765,0.2884212136268616,0.4232628345489502,0.43080902099609375,0.35765784978866577,0.480927973985672,0.26627805829048157,0.3155723512172699
mechanism,0.31148314476013184,0.23931892216205597,0.24941077828407288,0.20370899140834808,0.4513286054134369,0.13929226994514465,0.20657187700271606,0.3678942918777466,0.21533295512199402,0.34971657395362854,0.1732848435640335
is,0.22544461488723755,0.4403602182865143,0.5823672413825989,0.19772830605506897,0.19279582798480988,0.3160853683948517,0.41165053844451904,0.29175111651420593,1.0,0.21410199999809265,0.22961433231830597
still,0.38034671545028687,0.3817117214202881,0.40142056345939636,0.14043109118938446,0.22243186831474304,0.40229353308677673,0.431209534406662,0.27939093112945557,0.3574111759662628,0.33948612213134766,0.3039587736129761
the,0.33890387415885925,0.35928019881248474,1.0,0.21037471294403076,0.2277156263589859,0.3200206458568573,0.47635307908058167,0.3424580693244934,0.5823672413825989,0.2449730932712555,0.22068053483963013
leading,0.18543758988380432,0.206157386302948,0.3809107840061188,0.18184258043766022,0.16465847194194794,0.14132601022720337,0.41490915417671204,0.2208530604839325,0.18661020696163177,0.1538655161857605,0.1360926628112793
theory,0.31550133228302,0.18013693392276764,0.2277156263589859,0.2192303091287613,0.9999999403953552,0.23238320648670197,0.232156440615654,0.26559123396873474,0.19279582798480988,0.2435203492641449,0.1387292891740799
today,0.2630672752857208,0.23916853964328766,0.35740926861763,0.15763624012470245,0.19794447720050812,0.31694135069847107,0.42132407426834106,0.18592515587806702,0.3404538929462433,0.201285257935524,0.17338968813419342
;,0.07230665534734726,0.0650511160492897,0.09152708947658539,-0.04618072882294655,-0.03969723731279373,0.009675594046711922,0.09552082419395447,0.009525774046778679,0.05324986204504967,0.11496653407812119,0.10349778085947037
however,0.45072782039642334,0.4463717043399811,0.49814513325691223,0.23062852025032043,0.29465192556381226,0.5109092593193054,0.4937610328197479,0.3755841851234436,0.33769986033439636,0.29834362864494324,0.2152075469493866
",",0.22659391164779663,0.28617382049560547,0.4933079481124878,0.2158004194498062,0.18095813691616058,0.35129812359809875,0.3636029064655304,0.31784769892692566,0.4691906273365021,0.23958145081996918,0.31091248989105225
a,0.29312583804130554,0.38201746344566345,0.5829201340675354,0.225028395652771,0.2233850657939911,0.3464781641960144,0.3508910834789276,0.3500497341156006,0.658733606338501,0.31431248784065247,0.23916715383529663
second,0.16459402441978455,0.18026727437973022,0.4620301127433777,0.24015522003173828,0.17064499855041504,0.18038687109947205,0.2877694070339203,0.29831984639167786,0.3161451518535614,0.18059036135673523,0.17239587008953094
theory,0.31550133228302,0.18013693392276764,0.2277156263589859,0.2192303091287613,0.9999999403953552,0.23238320648670197,0.232156440615654,0.26559123396873474,0.19279582798480988,0.2435203492641449,0.1387292891740799
suggests,0.3255842924118042,0.33154788613319397,0.3135903775691986,0.1780170351266861,0.36761099100112915,0.4331642985343933,0.22460563480854034,0.3700808882713318,0.3237943649291992,0.2783999443054199,0.2323666214942932
that,0.557814359664917,0.4764937460422516,0.5473989248275757,0.1989964246749878,0.36183905601501465,0.5852095484733582,0.4497850239276886,0.3646957278251648,0.3995479643344879,0.32588157057762146,0.32716336846351624
most,0.311336874961853,0.30044323205947876,0.47635307908058167,0.1875225156545639,0.232156440615654,0.2849082350730896,1.0,0.25847744941711426,0.41165053844451904,0.2069004327058792,0.2107497900724411
cpdna,0.25148946046829224,0.27968472242355347,0.3424580693244934,0.2224765419960022,0.26559123396873474,0.2717376947402954,0.25847744941711426,0.9999999403953552,0.29175111651420593,0.28387564420700073,0.20631195604801178
is,0.22544461488723755,0.4403602182865143,0.5823672413825989,0.19772830605506897,0.19279582798480988,0.3160853683948517,0.41165053844451904,0.29175111651420593,1.0,0.21410199999809265,0.22961433231830597
actually,0.4803959131240845,0.4771256744861603,0.39964747428894043,0.19732455909252167,0.27691885828971863,0.5638012290000916,0.36552712321281433,0.3656350374221802,0.36495357751846313,0.2905380427837372,0.36036357283592224
linear,0.2515828311443329,0.15640968084335327,0.2117266058921814,0.20406261086463928,0.37881913781166077,0.20763270556926727,0.17406804859638214,0.35521620512008667,0.18999117612838745,0.3869839608669281,0.16595983505249023
and,0.33647966384887695,0.3461615741252899,0.5171257257461548,0.25317713618278503,0.1765792816877365,0.3314565122127533,0.4309377074241638,0.2882109582424164,0.3859752118587494,0.251853883266449,0.20544172823429108
replicates,0.3262201249599457,0.31437796354293823,0.2759145200252533,0.09449508786201477,0.2672998011112213,0.24626947939395905,0.2883847951889038,0.4268972873687744,0.26639243960380554,0.4242693781852722,0.22479665279388428
through,0.2704794108867645,0.21495459973812103,0.44071322679519653,0.18193142116069794,0.1415928453207016,0.15837298333644867,0.22759674489498138,0.22225163877010345,0.27805060148239136,0.19938494265079498,0.16913433372974396
homologous,0.27022677659988403,0.1791067123413086,0.2710619270801544,0.2302982658147812,0.3562769293785095,0.1866142898797989,0.22194147109985352,0.4482594132423401,0.22757160663604736,0.39829081296920776,0.16717518866062164
recombination,0.29432082176208496,0.22502650320529938,0.3111833333969116,0.28353700041770935,0.3546901345252991,0.26863381266593933,0.24549426138401031,0.4868069887161255,0.316060334444046,0.32111847400665283,0.1985814869403839
.,0.3287222981452942,0.3022993505001068,0.5934505462646484,0.195527583360672,0.18047811090946198,0.33481550216674805,0.35404038429260254,0.3225124180316925,0.4569662809371948,0.2752528786659241,0.4130953550338745
