,what,entity,owns,v/line,?
major,0.21026742458343506,0.13556340336799622,0.20906561613082886,0.22549791634082794,0.19788557291030884
operators,0.24600493907928467,0.22762571275234222,0.23685787618160248,0.41459202766418457,0.15860143303871155
include,0.1535889357328415,0.09487570822238922,0.2344183623790741,0.23026947677135468,0.14925788342952728
:,-0.12022944539785385,-0.06508191674947739,-0.10424256324768066,-0.12415483593940735,-0.07156077772378922
metro,0.11200546473264694,0.08896065503358841,0.22901204228401184,0.45031148195266724,0.15922676026821136
trains,0.17798206210136414,0.13854153454303741,0.19900022447109222,0.5801044702529907,0.12280461937189102
melbourne,0.10823550075292587,0.02236643247306347,0.16400635242462158,0.4433756172657013,0.09101688116788864
which,0.5261979103088379,0.2909833490848541,0.27144646644592285,0.3172980546951294,0.25814583897590637
runs,0.17057748138904572,0.09148455411195755,0.2870406210422516,0.34563174843788147,0.08094297349452972
an,0.2821882665157318,0.2268885225057602,0.11850018799304962,0.18540331721305847,0.19793890416622162
extensive,0.24088335037231445,0.15268898010253906,0.15784651041030884,0.3234870731830597,0.16032595932483673
",",0.3087472915649414,0.19129666686058044,0.22265474498271942,0.2186468541622162,0.31091248989105225
electrified,0.1661221832036972,0.21504950523376465,0.21690118312835693,0.5205824971199036,0.15530817210674286
",",0.3087472915649414,0.19129666686058044,0.22265474498271942,0.2186468541622162,0.31091248989105225
passenger,0.1339142620563507,0.14781999588012695,0.1793314665555954,0.4848901331424713,0.13056927919387817
system,0.23557309806346893,0.18292634189128876,0.10227981209754944,0.2746093273162842,0.15556083619594574
throughout,0.2130906730890274,0.17288647592067719,0.19833682477474213,0.22956347465515137,0.12665234506130219
melbourne,0.10823550075292587,0.02236643247306347,0.16400635242462158,0.4433756172657013,0.09101688116788864
and,0.31309178471565247,0.20907706022262573,0.2230452299118042,0.27761659026145935,0.20544172823429108
suburbs,0.14620864391326904,0.13741017878055573,0.2170165628194809,0.4154662787914276,0.07569191604852676
;,0.10986888408660889,0.1445913016796112,0.04701458662748337,0.02184038981795311,0.10349778085947037
v/line,0.233231782913208,0.17800353467464447,0.2635764479637146,1.0,0.20426958799362183
which,0.5261979103088379,0.2909833490848541,0.27144646644592285,0.3172980546951294,0.25814583897590637
is,0.28837618231773376,0.28724968433380127,0.2503352761268616,0.250563383102417,0.22961433231830597
now,0.4903225302696228,0.2518062889575958,0.33766278624534607,0.31746143102645874,0.29641881585121155
owned,0.12432919442653656,0.2558595538139343,0.6851894855499268,0.33817070722579956,0.1288648396730423
by,0.2455483376979828,0.1859617531299591,0.14796122908592224,0.21609269082546234,0.17966607213020325
the,0.42745697498321533,0.2403784692287445,0.19328729808330536,0.3394005596637726,0.22068053483963013
victorian,0.15513519942760468,0.0709310993552208,0.18337726593017578,0.3309251070022583,0.07572567462921143
government,0.28074538707733154,0.28958725929260254,0.20237210392951965,0.3468652069568634,0.18851417303085327
",",0.3087472915649414,0.19129666686058044,0.22265474498271942,0.2186468541622162,0.31091248989105225
operates,0.17323419451713562,0.2723081409931183,0.429054319858551,0.4923049509525299,0.12270797789096832
a,0.3320399522781372,0.2841722071170807,0.21769998967647552,0.2707712948322296,0.23916715383529663
concentrated,0.20476274192333221,0.12776242196559906,0.14190354943275452,0.2122117429971695,0.11501483619213104
service,0.16857224702835083,0.1856391727924347,0.16853171586990356,0.4661113917827606,0.1676298975944519
to,0.455847829580307,0.19512765109539032,0.1823795735836029,0.3133755326271057,0.29463258385658264
major,0.21026742458343506,0.13556340336799622,0.20906561613082886,0.22549791634082794,0.19788557291030884
regional,0.1532609760761261,0.19106490910053253,0.18468545377254486,0.3968134820461273,0.09246466308832169
centres,0.1298195868730545,0.1996912956237793,0.24499231576919556,0.36239105463027954,0.07723820209503174
",",0.3087472915649414,0.19129666686058044,0.22265474498271942,0.2186468541622162,0.31091248989105225
as,0.31749409437179565,0.26742884516716003,0.2073422521352768,0.318494588136673,0.27043893933296204
well,0.4154493808746338,0.20585939288139343,0.18010447919368744,0.2628299295902252,0.24815571308135986
as,0.31749409437179565,0.26742884516716003,0.2073422521352768,0.318494588136673,0.27043893933296204
long,0.28276848793029785,0.13550852239131927,0.062371525913476944,0.20594260096549988,0.19699987769126892
distance,0.18809965252876282,0.16368453204631805,0.11609582602977753,0.29955723881721497,0.05407539755105972
services,0.16048473119735718,0.209171324968338,0.24427223205566406,0.5278721451759338,0.1328447163105011
on,0.34226128458976746,0.16793252527713776,0.16178034245967865,0.28445708751678467,0.2714994251728058
other,0.341873437166214,0.25868886709213257,0.2362779676914215,0.2903929352760315,0.24682199954986572
lines,0.21269705891609192,0.10099542140960693,0.12358883768320084,0.45552897453308105,0.18324026465415955
;,0.10986888408660889,0.1445913016796112,0.04701458662748337,0.02184038981795311,0.10349778085947037
pacific,0.12389002740383148,0.10112927854061127,0.09250491857528687,0.3516656756401062,0.13060949742794037
national,0.16882304847240448,0.19294089078903198,0.22031740844249725,0.30567795038223267,0.15643028914928436
",",0.3087472915649414,0.19129666686058044,0.22265474498271942,0.2186468541622162,0.31091248989105225
