,when,did,edward,return,?
when,0.9999999403953552,0.3228907287120819,0.22842739522457123,0.24235358834266663,0.22841128706932068
finally,0.5643020272254944,0.284234881401062,0.19022510945796967,0.29517465829849243,0.16868984699249268
edward,0.22842739522457123,0.18433494865894318,0.9999999403953552,0.13452142477035522,0.1439376026391983
the,0.5091903209686279,0.34736719727516174,0.1896408498287201,0.2543797492980957,0.22068053483963013
confessor,0.24121160805225372,0.20350724458694458,0.4057949483394623,0.20566685497760773,0.17480003833770752
returned,0.28365370631217957,0.32570260763168335,0.16215650737285614,0.6497189998626709,0.07695316523313522
from,0.405669629573822,0.20248863101005554,0.09603811055421829,0.22240211069583893,0.19969791173934937
his,0.37120407819747925,0.3546801507472992,0.2552046477794647,0.27887892723083496,0.18075084686279297
father,0.32460665702819824,0.3227277100086212,0.2921515107154846,0.2002526819705963,0.14826634526252747
's,-0.03368149697780609,0.05069678649306297,-0.12474573403596878,0.03277071565389633,-0.023395681753754616
refuge,0.12662404775619507,0.1647123247385025,0.23015162348747253,0.1633448749780655,0.10042177140712738
in,0.4431333839893341,0.2593238651752472,0.19466985762119293,0.1852470338344574,0.20430970191955566
1041,0.03468739986419678,0.04474938288331032,-0.0037369246128946543,0.09280793368816376,-0.018762150779366493
",",0.36674630641937256,0.3015086054801941,0.21751084923744202,0.20895273983478546,0.31091248989105225
at,0.38876327872276306,0.28390252590179443,0.22425507009029388,0.15280912816524506,0.21978627145290375
the,0.5091903209686279,0.34736719727516174,0.1896408498287201,0.2543797492980957,0.22068053483963013
invitation,0.2355964183807373,0.31482818722724915,0.18886086344718933,0.23197124898433685,0.23756657540798187
of,0.3757161796092987,0.2513895630836487,0.1742178201675415,0.20821265876293182,0.1826142966747284
his,0.37120407819747925,0.3546801507472992,0.2552046477794647,0.27887892723083496,0.18075084686279297
half-brother,0.3467754125595093,0.2549627721309662,0.4072830379009247,0.20922502875328064,0.19051197171211243
harthacnut,0.37578141689300537,0.3299587070941925,0.5127267837524414,0.28395381569862366,0.2313898652791977
",",0.36674630641937256,0.3015086054801941,0.21751084923744202,0.20895273983478546,0.31091248989105225
he,0.39115971326828003,0.3292143940925598,0.23865345120429993,0.22716954350471497,0.2089974731206894
brought,0.2630053460597992,0.3238873779773712,0.13569262623786926,0.2586529850959778,0.2339296191930771
with,0.5075214505195618,0.25472134351730347,0.1395002156496048,0.16163842380046844,0.2433311939239502
him,0.4087010324001312,0.4290095865726471,0.22814472019672394,0.3169489800930023,0.23943768441677094
a,0.44397395849227905,0.2552328109741211,0.16167707741260529,0.20093116164207458,0.23916715383529663
norman-educated,0.2589031457901001,0.32261839509010315,0.3723944127559662,0.12601082026958466,0.19663290679454803
mind,0.20019365847110748,0.19437313079833984,0.18777602910995483,0.12973375618457794,0.22109316289424896
.,0.475719153881073,0.35288307070732117,0.2714897394180298,0.25014954805374146,0.4130953550338745
