,how,long,has,the,concept,of,legal,certainty,been,recognized,as,one,of,the,general,principles,by,the,eu,law,?
the,0.33890387415885925,0.3075225353240967,0.4177538752555847,1.0,0.2355310022830963,0.733189046382904,0.25629305839538574,0.2811688482761383,0.3563927710056305,0.31571096181869507,0.48381632566452026,0.5514441132545471,0.733189046382904,1.0,0.28634732961654663,0.21452596783638,0.4408751428127289,1.0,0.14126400649547577,0.24548950791358948,0.22068053483963013
concept,0.2866419553756714,0.1088971421122551,0.20456838607788086,0.2355310022830963,0.9999998807907104,0.24082158505916595,0.24777603149414062,0.39950472116470337,0.2559356093406677,0.2123030424118042,0.26051822304725647,0.31404930353164673,0.24082158505916595,0.2355310022830963,0.20796801149845123,0.4374816417694092,0.28219208121299744,0.2355310022830963,0.06025070324540138,0.2657865881919861,0.17160645127296448
of,0.2480744868516922,0.2567519545555115,0.3909035325050354,0.733189046382904,0.24082158505916595,1.0,0.2720220685005188,0.32837578654289246,0.31685134768486023,0.3161126375198364,0.3886612355709076,0.4999135136604309,1.0,0.733189046382904,0.28352999687194824,0.25854504108428955,0.3646814823150635,0.733189046382904,0.1579294353723526,0.2816956341266632,0.1826142966747284
legal,0.1758156716823578,0.1826583743095398,0.19848433136940002,0.25629305839538574,0.24777603149414062,0.2720220685005188,0.9999998807907104,0.33700281381607056,0.21317028999328613,0.27701306343078613,0.2512562870979309,0.2124170958995819,0.2720220685005188,0.25629305839538574,0.26579952239990234,0.30714645981788635,0.1839827001094818,0.25629305839538574,0.2780792713165283,0.5520976781845093,0.2143220454454422
certainty,0.3951883912086487,0.22061681747436523,0.2021411657333374,0.2811688482761383,0.39950472116470337,0.32837578654289246,0.33700281381607056,1.0000001192092896,0.27510789036750793,0.21380428969860077,0.2736508846282959,0.27417251467704773,0.32837578654289246,0.2811688482761383,0.21540629863739014,0.3827601373195648,0.21112868189811707,0.2811688482761383,0.19849331676959991,0.3186550736427307,0.27320238947868347
is,0.22544461488723755,0.28473302721977234,0.5668748617172241,0.5823672413825989,0.2750450372695923,0.4854315221309662,0.20037926733493805,0.3106883764266968,0.39566612243652344,0.23847106099128723,0.43216490745544434,0.4544198513031006,0.4854315221309662,0.5823672413825989,0.20144300162792206,0.15077199041843414,0.3899846076965332,0.5823672413825989,0.12234814465045929,0.18597714602947235,0.22961433231830597
recognised,0.14531591534614563,0.14971061050891876,0.20770825445652008,0.2839850187301636,0.19784918427467346,0.29297497868537903,0.2596760094165802,0.2846342623233795,0.2724907696247101,0.7276184558868408,0.33261293172836304,0.24129590392112732,0.29297497868537903,0.2839850187301636,0.12499678134918213,0.2911098599433899,0.27520933747291565,0.2839850187301636,0.16342799365520477,0.17763693630695343,0.1985509693622589
one,0.3213292360305786,0.3024393320083618,0.43032392859458923,0.5514441132545471,0.31404930353164673,0.4999135136604309,0.2124170958995819,0.27417251467704773,0.3407197892665863,0.2733552157878876,0.3954789340496063,1.0000001192092896,0.4999135136604309,0.5514441132545471,0.18572571873664856,0.16933657228946686,0.29445651173591614,0.5514441132545471,0.15931439399719238,0.17846634984016418,0.2673267424106598
of,0.2480744868516922,0.2567519545555115,0.3909035325050354,0.733189046382904,0.24082158505916595,1.0,0.2720220685005188,0.32837578654289246,0.31685134768486023,0.3161126375198364,0.3886612355709076,0.4999135136604309,1.0,0.733189046382904,0.28352999687194824,0.25854504108428955,0.3646814823150635,0.733189046382904,0.1579294353723526,0.2816956341266632,0.1826142966747284
the,0.33890387415885925,0.3075225353240967,0.4177538752555847,1.0,0.2355310022830963,0.733189046382904,0.25629305839538574,0.2811688482761383,0.3563927710056305,0.31571096181869507,0.48381632566452026,0.5514441132545471,0.733189046382904,1.0,0.28634732961654663,0.21452596783638,0.4408751428127289,1.0,0.14126400649547577,0.24548950791358948,0.22068053483963013
general,0.19638104736804962,0.16063736379146576,0.12416177988052368,0.28634732961654663,0.20796801149845123,0.28352999687194824,0.26579952239990234,0.21540629863739014,0.15958157181739807,0.14796382188796997,0.250458300113678,0.18572571873664856,0.28352999687194824,0.28634732961654663,1.0000001192092896,0.2270563840866089,0.2654627859592438,0.28634732961654663,0.16366180777549744,0.26049289107322693,0.1972234547138214
principles,0.3132765293121338,0.10434281080961227,0.10351306200027466,0.21452596783638,0.4374816417694092,0.25854504108428955,0.30714645981788635,0.3827601373195648,0.16636012494564056,0.2478405088186264,0.2684563398361206,0.16933657228946686,0.25854504108428955,0.21452596783638,0.2270563840866089,1.0000001192092896,0.19437851011753082,0.21452596783638,0.1798057109117508,0.37726420164108276,0.19203636050224304
of,0.2480744868516922,0.2567519545555115,0.3909035325050354,0.733189046382904,0.24082158505916595,1.0,0.2720220685005188,0.32837578654289246,0.31685134768486023,0.3161126375198364,0.3886612355709076,0.4999135136604309,1.0,0.733189046382904,0.28352999687194824,0.25854504108428955,0.3646814823150635,0.733189046382904,0.1579294353723526,0.2816956341266632,0.1826142966747284
european,0.123964823782444,0.08309825509786606,0.1917828619480133,0.3423081040382385,0.19265036284923553,0.2507138252258301,0.23288588225841522,0.1523388773202896,0.1689886897802353,0.2524239718914032,0.20210161805152893,0.24752061069011688,0.2507138252258301,0.3423081040382385,0.14515185356140137,0.2124764770269394,0.17922990024089813,0.3423081040382385,0.46552222967147827,0.17164482176303864,0.14560863375663757
union,0.1126161515712738,0.10520071536302567,0.19102120399475098,0.24421639740467072,0.08407536149024963,0.2642118036746979,0.20605236291885376,0.2276298701763153,0.16404001414775848,0.2076616734266281,0.1848503202199936,0.20057347416877747,0.2642118036746979,0.24421639740467072,0.25239288806915283,0.20839111506938934,0.14484883844852448,0.24421639740467072,0.3292396068572998,0.19371826946735382,0.07797172665596008
law,0.18813064694404602,0.07939723134040833,0.15925909578800201,0.24548950791358948,0.2657865881919861,0.2816956341266632,0.5520976781845093,0.3186550736427307,0.1556238830089569,0.19775529205799103,0.2346976399421692,0.17846634984016418,0.2816956341266632,0.24548950791358948,0.26049289107322693,0.37726420164108276,0.1977037936449051,0.24548950791358948,0.20359504222869873,1.0000001192092896,0.1528988480567932
by,0.34370526671409607,0.17269869148731232,0.3254803419113159,0.4408751428127289,0.28219208121299744,0.3646814823150635,0.1839827001094818,0.21112868189811707,0.39107078313827515,0.2992893159389496,0.3815547823905945,0.29445651173591614,0.3646814823150635,0.4408751428127289,0.2654627859592438,0.19437851011753082,1.0000001192092896,0.4408751428127289,0.07193604856729507,0.1977037936449051,0.17966607213020325
the,0.33890387415885925,0.3075225353240967,0.4177538752555847,1.0,0.2355310022830963,0.733189046382904,0.25629305839538574,0.2811688482761383,0.3563927710056305,0.31571096181869507,0.48381632566452026,0.5514441132545471,0.733189046382904,1.0,0.28634732961654663,0.21452596783638,0.4408751428127289,1.0,0.14126400649547577,0.24548950791358948,0.22068053483963013
european,0.123964823782444,0.08309825509786606,0.1917828619480133,0.3423081040382385,0.19265036284923553,0.2507138252258301,0.23288588225841522,0.1523388773202896,0.1689886897802353,0.2524239718914032,0.20210161805152893,0.24752061069011688,0.2507138252258301,0.3423081040382385,0.14515185356140137,0.2124764770269394,0.17922990024089813,0.3423081040382385,0.46552222967147827,0.17164482176303864,0.14560863375663757
court,0.16033481061458588,0.1370864063501358,0.18286947906017303,0.2812081575393677,0.11512795835733414,0.28835242986679077,0.4729887843132019,0.23210059106349945,0.18017660081386566,0.12732109427452087,0.17202796041965485,0.19723033905029297,0.28835242986679077,0.2812081575393677,0.1779973804950714,0.22714807093143463,0.21938012540340424,0.2812081575393677,0.16374509036540985,0.413828045129776,0.17100423574447632
of,0.2480744868516922,0.2567519545555115,0.3909035325050354,0.733189046382904,0.24082158505916595,1.0,0.2720220685005188,0.32837578654289246,0.31685134768486023,0.3161126375198364,0.3886612355709076,0.4999135136604309,1.0,0.733189046382904,0.28352999687194824,0.25854504108428955,0.3646814823150635,0.733189046382904,0.1579294353723526,0.2816956341266632,0.1826142966747284
justice,0.14733581244945526,0.09820900857448578,0.09370297193527222,0.23470892012119293,0.22211122512817383,0.2658293545246124,0.38723450899124146,0.144685298204422,0.10145774483680725,0.0857665166258812,0.17992214858531952,0.2091836929321289,0.2658293545246124,0.23470892012119293,0.2285560965538025,0.3458404242992401,0.13238877058029175,0.23470892012119293,0.1179259717464447,0.357088178396225,0.19269752502441406
since,0.2347431182861328,0.2609017491340637,0.5216675996780396,0.4054957628250122,0.24580822885036469,0.35513219237327576,0.18643634021282196,0.22430188953876495,0.6581953763961792,0.2917990982532501,0.36245352029800415,0.3766527771949768,0.35513219237327576,0.4054957628250122,0.24699632823467255,0.16638155281543732,0.32704517245292664,0.4054957628250122,0.15423695743083954,0.18785977363586426,0.2876587212085724
the,0.33890387415885925,0.3075225353240967,0.4177538752555847,1.0,0.2355310022830963,0.733189046382904,0.25629305839538574,0.2811688482761383,0.3563927710056305,0.31571096181869507,0.48381632566452026,0.5514441132545471,0.733189046382904,1.0,0.28634732961654663,0.21452596783638,0.4408751428127289,1.0,0.14126400649547577,0.24548950791358948,0.22068053483963013
1960s,-0.1870010942220688,-0.03306923061609268,0.0553894080221653,-0.06868536025285721,-0.07881371676921844,-0.02275673858821392,-0.07009726762771606,-0.17989063262939453,-0.12041489034891129,-0.008958959020674229,-0.09033256769180298,-0.09360916167497635,-0.02275673858821392,-0.06868536025285721,-0.030743898823857307,-0.09728536754846573,-0.09223300218582153,-0.06868536025285721,0.08349622040987015,-0.016721561551094055,-0.08257022500038147
.,0.3287222981452942,0.3247973620891571,0.4105546176433563,0.5934505462646484,0.17851535975933075,0.5352458953857422,0.24492493271827698,0.2110474854707718,0.33645182847976685,0.2562062442302704,0.515582263469696,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.2929490804672241,0.18409739434719086,0.3936232924461365,0.5934505462646484,0.1552242487668991,0.24482665956020355,0.4130953550338745
