,how,many,beds,does,the,maria,sklodowska-curie,institute,of,oncology,have,?
the,0.33890387415885925,0.4335206151008606,0.19522817432880402,0.35928019881248474,1.0,0.15531538426876068,0.2824156582355499,0.24399729073047638,0.733189046382904,0.19617639482021332,0.40389683842658997,0.22068053483963013
clinical,0.2206733226776123,0.2064843475818634,0.18565335869789124,0.15755914151668549,0.24038995802402496,0.16179493069648743,0.33810216188430786,0.3509848415851593,0.2760547399520874,0.543246865272522,0.22265087068080902,0.1678651124238968
section,0.22074809670448303,0.19765910506248474,0.18242914974689484,0.19900895655155182,0.3365345895290375,0.12490630894899368,0.18729841709136963,0.13265849649906158,0.21215301752090454,0.20187808573246002,0.23970681428909302,0.2733710706233978
is,0.22544461488723755,0.2649032473564148,0.1801309585571289,0.4403602182865143,0.5823672413825989,0.12217415869235992,0.23261694610118866,0.1914694458246231,0.4854315221309662,0.1547977179288864,0.3613572418689728,0.22961433231830597
located,0.09566320478916168,0.17394456267356873,0.23453389108181,0.20630888640880585,0.407527357339859,0.1348719596862793,0.17845392227172852,0.2692643105983734,0.32520920038223267,0.11329162865877151,0.14775225520133972,0.08983194828033447
in,0.2601168751716614,0.41474202275276184,0.20734351873397827,0.214483380317688,0.6662389636039734,0.20570816099643707,0.3602098822593689,0.2517135441303253,0.5696388483047485,0.2236938625574112,0.36843645572662354,0.20430970191955566
a,0.29312583804130554,0.2872205972671509,0.19655829668045044,0.38201746344566345,0.5829201340675354,0.13210056722164154,0.2698603570461273,0.15834029018878937,0.5052502155303955,0.2028106153011322,0.338716596364975,0.23916715383529663
10-floor,0.2111232578754425,0.19234919548034668,0.35617759823799133,0.13522294163703918,0.2353714555501938,0.18809671700000763,0.2846100330352783,0.13823695480823517,0.15086182951927185,0.20167936384677887,0.20368856191635132,0.23437507450580597
building,0.19448791444301605,0.23676979541778564,0.2556932866573334,0.13735412061214447,0.3159640431404114,0.18865105509757996,0.232673779129982,0.2750440239906311,0.26200541853904724,0.17032772302627563,0.20845180749893188,0.13549931347370148
with,0.3525622487068176,0.35744401812553406,0.1972183883190155,0.26186925172805786,0.4223487675189972,0.15612559020519257,0.2708278298377991,0.11803092807531357,0.41827285289764404,0.19930653274059296,0.48046383261680603,0.2433311939239502
700,0.10865619033575058,0.05419022589921951,0.05565418303012848,0.16586564481258392,0.022243324667215347,0.12207049131393433,0.0976589173078537,0.0947350263595581,0.012074376456439495,0.09706588089466095,0.14495274424552917,0.1795072853565216
beds,0.18670830130577087,0.30982089042663574,1.0000001192092896,0.13555476069450378,0.19522817432880402,0.17874525487422943,0.22130930423736572,0.1964835524559021,0.21605797111988068,0.1309049129486084,0.29971030354499817,0.14451652765274048
",",0.22659391164779663,0.40610817074775696,0.22289212048053741,0.28617382049560547,0.4933079481124878,0.3011101186275482,0.39764922857284546,0.25896888971328735,0.4946078956127167,0.2502254247665405,0.3541618287563324,0.31091248989105225
10,0.09177426248788834,0.3056783974170685,0.10926495492458344,0.1194268986582756,0.2880653440952301,0.05683845654129982,0.06276631355285645,0.08045246452093124,0.2777891755104065,0.01454923301935196,0.2006417065858841,0.022911956533789635
operating,0.21919433772563934,0.23533746600151062,0.2657012939453125,0.2529928386211395,0.28778329491615295,0.11968690156936646,0.2295343428850174,0.13571953773498535,0.27346423268318176,0.192712664604187,0.2185954749584198,0.15840965509414673
theatres,0.16204676032066345,0.34619441628456116,0.1760152131319046,0.1392633616924286,0.2874569296836853,0.21460135281085968,0.28507474064826965,0.18765725195407867,0.20605787634849548,0.0658869817852974,0.17534148693084717,0.10397201776504517
",",0.22659391164779663,0.40610817074775696,0.22289212048053741,0.28617382049560547,0.4933079481124878,0.3011101186275482,0.39764922857284546,0.25896888971328735,0.4946078956127167,0.2502254247665405,0.3541618287563324,0.31091248989105225
an,0.2520636022090912,0.2465583086013794,0.12646563351154327,0.29477936029434204,0.4207492768764496,0.19153723120689392,0.20127806067466736,0.17017680406570435,0.32280945777893066,0.19835039973258972,0.22897054255008698,0.19793890416622162
intensive,0.24539555609226227,0.27091675996780396,0.3030892610549927,0.23359264433383942,0.22356298565864563,0.13808317482471466,0.22275185585021973,0.3001020848751068,0.28086864948272705,0.34103137254714966,0.24044927954673767,0.11987068504095078
care,0.3198530375957489,0.22981224954128265,0.22029002010822296,0.2256620228290558,0.1663842648267746,0.1360311359167099,0.22839029133319855,0.19698868691921234,0.20533065497875214,0.2701799273490906,0.35676124691963196,0.24279968440532684
unit,0.20661352574825287,0.13994234800338745,0.223003089427948,0.11836958676576614,0.24230392277240753,0.044853344559669495,0.18314720690250397,0.23809988796710968,0.26649972796440125,0.2290971726179123,0.1240268126130104,0.09069886058568954
",",0.22659391164779663,0.40610817074775696,0.22289212048053741,0.28617382049560547,0.4933079481124878,0.3011101186275482,0.39764922857284546,0.25896888971328735,0.4946078956127167,0.2502254247665405,0.3541618287563324,0.31091248989105225
several,0.28568220138549805,0.7239733338356018,0.24573102593421936,0.2083442658185959,0.40559855103492737,0.1449853777885437,0.24755269289016724,0.1628958284854889,0.3271615505218506,0.17436178028583527,0.45253247022628784,0.15595775842666626
diagnostic,0.22307680547237396,0.2081931084394455,0.22887183725833893,0.2420036345720291,0.2692202627658844,0.08876293897628784,0.3164837658405304,0.24586734175682068,0.27604174613952637,0.3964783847332001,0.2685685455799103,0.2203804850578308
departments,0.20130792260169983,0.2318371832370758,0.17660348117351532,0.10541842877864838,0.322636216878891,0.1472037136554718,0.20068106055259705,0.22790741920471191,0.319271445274353,0.23849204182624817,0.2447342425584793,0.11303292214870453
as,0.33782753348350525,0.4070141911506653,0.22495333850383759,0.31202155351638794,0.48381632566452026,0.15420114994049072,0.27110087871551514,0.23080535233020782,0.3886612355709076,0.1917082816362381,0.37788212299346924,0.27043893933296204
well,0.410734087228775,0.5438802242279053,0.25050002336502075,0.3239245116710663,0.42630070447921753,0.1547318398952484,0.23637573421001434,0.1496376395225525,0.3343164324760437,0.16781498491764069,0.46326565742492676,0.24815571308135986
