,what,was,the,last,super,bowl,that,took,place,at,sun,life,stadium,in,miami,?
the,0.42745697498321533,0.48711544275283813,1.0,0.3698786795139313,0.21959073841571808,0.21576224267482758,0.5473989248275757,0.31657639145851135,0.4179787337779999,0.457212895154953,0.258540540933609,0.23528170585632324,0.21145665645599365,0.6662389636039734,0.19180938601493835,0.22068053483963013
south,0.15388517081737518,0.2792486846446991,0.3129390776157379,0.1511668711900711,0.13015596568584442,0.17958779633045197,0.1571199595928192,0.19186937808990479,0.1957217901945114,0.21806499361991882,0.2149018794298172,0.08111972361803055,0.24209190905094147,0.33642083406448364,0.16922584176063538,0.12336621433496475
florida/miami,0.1516270637512207,0.2592602074146271,0.2696992754936218,0.18437734246253967,0.2097877860069275,0.3453962206840515,0.21930864453315735,0.20811818540096283,0.19114242494106293,0.25958630442619324,0.23610903322696686,0.1933450698852539,0.25719889998435974,0.24693997204303741,0.7828934788703918,0.17255498468875885
area,0.21965408325195312,0.24981513619422913,0.37834644317626953,0.1486259549856186,0.09147491306066513,0.19680163264274597,0.2566552460193634,0.1534697562456131,0.3004036247730255,0.25113749504089355,0.13395428657531738,0.05918777361512184,0.22079673409461975,0.33632898330688477,0.22475723922252655,0.12640461325645447
has,0.20338068902492523,0.40313825011253357,0.4177538752555847,0.21276867389678955,0.15233033895492554,0.17163237929344177,0.41272613406181335,0.19399666786193848,0.1814502328634262,0.2743658423423767,0.18989816308021545,0.1895075887441635,0.11947191506624222,0.4173259735107422,0.18996839225292206,0.15994466841220856
previously,0.24305304884910583,0.41197097301483154,0.33854439854621887,0.28733351826667786,0.24618855118751526,0.13252989947795868,0.31430622935295105,0.22203385829925537,0.1568056046962738,0.2111676037311554,0.13500072062015533,0.1338120549917221,0.1626196652650833,0.2762584090232849,0.2054256945848465,0.15811841189861298
hosted,0.10146842896938324,0.266493022441864,0.2576315402984619,0.17835794389247894,0.1794566810131073,0.17901405692100525,0.19067645072937012,0.2613966763019562,0.22656458616256714,0.2963753044605255,0.08588912338018417,0.08137089014053345,0.3499431312084198,0.2707974314689636,0.1946914792060852,0.09810540825128555
the,0.42745697498321533,0.48711544275283813,1.0,0.3698786795139313,0.21959073841571808,0.21576224267482758,0.5473989248275757,0.31657639145851135,0.4179787337779999,0.457212895154953,0.258540540933609,0.23528170585632324,0.21145665645599365,0.6662389636039734,0.19180938601493835,0.22068053483963013
event,0.26981404423713684,0.28341150283813477,0.2960145175457001,0.22930040955543518,0.20683135092258453,0.22903870046138763,0.3453879952430725,0.2681041657924652,0.3545926511287689,0.3039053678512573,0.20481444895267487,0.1555248349905014,0.2870921492576599,0.27304479479789734,0.18212273716926575,0.16076280176639557
10,0.11840458959341049,0.16597506403923035,0.2880653440952301,0.03762996196746826,0.053164973855018616,0.06414627283811569,0.15201891958713531,0.19536592066287994,0.16786496341228485,0.09675513952970505,0.13491807878017426,0.04514903202652931,0.11419178545475006,0.22690178453922272,0.03255012258887291,0.022911956533789635
times,0.21414996683597565,0.2859917879104614,0.29093852639198303,0.27124476432800293,0.19135531783103943,0.25533148646354675,0.2866678833961487,0.18147803843021393,0.233310729265213,0.26909148693084717,0.2999598979949951,0.2844661474227905,0.12687304615974426,0.2427823841571808,0.11473499238491058,0.18880689144134521
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.290768563747406,0.17553061246871948,0.15949074923992157,0.2264307141304016,0.16954104602336884,0.20666886866092682,0.23315078020095825,0.18738871812820435,0.16464252769947052,0.15239137411117554,0.3087427020072937,0.1883707493543625,0.40561532974243164
tied,0.13032014667987823,0.27358072996139526,0.24453675746917725,0.2253817468881607,0.15753702819347382,0.19662193953990936,0.2743609547615051,0.2253749966621399,0.2676656246185303,0.15857940912246704,0.1694914549589157,0.1301192045211792,0.1170332208275795,0.19519025087356567,0.1389777958393097,0.14687292277812958
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.3043119013309479,0.22938419878482819,0.24430087208747864,0.4137635827064514,0.27585867047309875,0.3033463954925537,0.34237727522850037,0.1499021351337433,0.244698166847229,0.18393352627754211,0.4322226941585541,0.19339090585708618,0.264628142118454
most,0.3219912350177765,0.29933857917785645,0.47635307908058167,0.27070826292037964,0.22041858732700348,0.20814399421215057,0.4497850239276886,0.15943247079849243,0.2702350616455078,0.22451047599315643,0.1857568472623825,0.27878934144973755,0.14703509211540222,0.41416558623313904,0.15172173082828522,0.2107497900724411
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.1975114792585373,0.1518537551164627,0.18353787064552307,0.4154358208179474,0.1882828176021576,0.18794342875480652,0.29126521944999695,0.15915165841579437,0.21728253364562988,0.11267887055873871,0.4080928862094879,0.19651886820793152,0.2433311939239502
new,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.19813843071460724,0.2769954204559326,0.1471257209777832,0.29177987575531006,0.18012940883636475,0.21395187079906464,0.1898733228445053,0.14003081619739532,0.20839716494083405,0.17546728253364563,0.3758552670478821,0.273945152759552,0.14782847464084625
orleans,0.14538788795471191,0.25941523909568787,0.22309443354606628,0.14278468489646912,0.1912957727909088,0.3010152578353882,0.22187167406082153,0.16830463707447052,0.2181161791086197,0.178949773311615,0.19740645587444305,0.14682845771312714,0.13913080096244812,0.20925204455852509,0.4642077684402466,0.13097690045833588
