,what,makes,the,wells,fargo,center,stand,out,?
other,0.341873437166214,0.25012078881263733,0.44152235984802246,0.15016211569309235,0.10418970137834549,0.18266704678535461,0.1956721991300583,0.2891615033149719,0.24682199954986572
notable,0.31026893854141235,0.23038668930530548,0.20948168635368347,0.18138182163238525,0.1571926325559616,0.04946321249008179,0.1689600944519043,0.17682218551635742,0.31928157806396484
structures,0.19226044416427612,0.18417797982692719,0.2516176700592041,0.1317504197359085,0.06622286140918732,0.23468539118766785,0.11752554029226303,0.14719180762767792,0.13590580224990845
include,0.1535889357328415,0.2621079385280609,0.2951717972755432,0.1754980832338333,0.1402083784341812,0.09897056221961975,0.09994381666183472,0.19130228459835052,0.14925788342952728
the,0.42745697498321533,0.3029823303222656,1.0,0.18364261090755463,0.22872892022132874,0.29064592719078064,0.2531624138355255,0.39404502511024475,0.22068053483963013
37-story,0.35415923595428467,0.1422930508852005,0.3784719407558441,0.16359242796897888,0.21719026565551758,0.23077119886875153,0.11412151902914047,0.20974329113960266,0.2407086044549942
wells,0.07079237699508667,0.06573110073804855,0.18364261090755463,1.0000001192092896,0.39398452639579773,0.17883498966693878,0.1884685754776001,0.18418721854686737,0.12499259412288666
fargo,0.11274487525224686,0.080915667116642,0.22872892022132874,0.39398452639579773,1.0,0.30523622035980225,0.23964542150497437,0.16761723160743713,0.09509758651256561
center,0.1908310204744339,0.1756642907857895,0.29064592719078064,0.17883498966693878,0.30523622035980225,0.9999999403953552,0.06943774223327637,0.15701845288276672,0.12538520991802216
(,0.2411840260028839,0.21432405710220337,0.33289089798927307,0.1465321034193039,0.26066502928733826,0.1899242252111435,0.15827840566635132,0.20017710328102112,0.40561532974243164
with,0.2464839518070221,0.33933931589126587,0.4223487675189972,0.18637917935848236,0.13374385237693787,0.1499965488910675,0.18180297315120697,0.3367781639099121,0.2433311939239502
its,0.30393704771995544,0.3279924988746643,0.559237003326416,0.09597171097993851,0.1794774830341339,0.2311801165342331,0.19137318432331085,0.2466478794813156,0.15103481709957123
distinctive,0.25436970591545105,0.30458974838256836,0.2618619501590729,0.09563717991113663,0.00037892634281888604,0.14251171052455902,0.2022876888513565,0.17711687088012695,0.07970129698514938
flared,0.15015915036201477,0.1855359822511673,0.2420666366815567,0.16543841361999512,0.08228389173746109,0.2251124083995819,0.2223786860704422,0.22084614634513855,0.15451554954051971
base,0.1336955726146698,0.19792091846466064,0.2870652377605438,0.09834727644920349,0.13863250613212585,0.20844630897045135,0.1913120597600937,0.12878519296646118,0.10518061369657516
making,0.30777570605278015,0.6881927251815796,0.35185980796813965,0.1389118880033493,0.0976710394024849,0.15609551966190338,0.19717498123645782,0.3186756372451782,0.2539324164390564
it,0.45803478360176086,0.36225712299346924,0.6251175999641418,0.18627382814884186,0.23224633932113647,0.2297804355621338,0.23952847719192505,0.3502036929130554,0.25732165575027466
the,0.42745697498321533,0.3029823303222656,1.0,0.18364261090755463,0.22872892022132874,0.29064592719078064,0.2531624138355255,0.39404502511024475,0.22068053483963013
defining,0.3507429361343384,0.23383069038391113,0.3161003887653351,0.15339523553848267,0.12734290957450867,0.18228769302368164,0.19762475788593292,0.20434920489788055,0.24434328079223633
building,0.23529528081417084,0.20632775127887726,0.3159640431404114,0.16072921454906464,0.1944984793663025,0.27127861976623535,0.22151285409927368,0.17957744002342224,0.13549931347370148
in,0.30808621644973755,0.22258508205413818,0.6662389636039734,0.19266776740550995,0.25416281819343567,0.27253323793411255,0.20552469789981842,0.3576207756996155,0.20430970191955566
the,0.42745697498321533,0.3029823303222656,1.0,0.18364261090755463,0.22872892022132874,0.29064592719078064,0.2531624138355255,0.39404502511024475,0.22068053483963013
jacksonville,0.14578714966773987,0.13555319607257843,0.2176690250635147,0.22439773380756378,0.3982512950897217,0.2954094707965851,0.21876248717308044,0.16248869895935059,0.1359667330980301
skyline,0.11902455985546112,0.17274919152259827,0.2234315127134323,0.22467030584812164,0.3771362900733948,0.29103147983551025,0.22982054948806763,0.0946185514330864,0.1345018744468689
),0.26259949803352356,0.22693562507629395,0.3456730246543884,0.13454240560531616,0.25448572635650635,0.2161751240491867,0.14393578469753265,0.20875944197177887,0.42300865054130554
",",0.3087472915649414,0.2926395535469055,0.4933079481124878,0.25219476222991943,0.31194832921028137,0.1905742734670639,0.27589988708496094,0.3161109685897827,0.31091248989105225
originally,0.2645323872566223,0.07936304062604904,0.36820849776268005,0.22195802628993988,0.15542727708816528,0.17334488034248352,0.17327384650707245,0.2636200487613678,0.07821967452764511
built,0.1554843783378601,0.1909162998199463,0.2950156033039093,0.1789640486240387,0.13341164588928223,0.1807893067598343,0.21210631728172302,0.1308143585920334,0.09449632465839386
