,how,did,tesla,lose,his,tuition,money,?
during,0.26830652356147766,0.30679523944854736,0.08954931050539017,0.22947916388511658,0.36789870262145996,0.19632762670516968,0.2237977385520935,0.1325719803571701
his,0.24614305794239044,0.3546801507472992,0.1580733060836792,0.2738158702850342,0.9999998807907104,0.20117828249931335,0.3251928687095642,0.18075084686279297
third,0.14508451521396637,0.19128914177417755,0.09693901240825653,0.1973911076784134,0.23086775839328766,0.14180703461170197,0.12952139973640442,0.15394791960716248
year,0.19631797075271606,0.21422851085662842,0.1455472707748413,0.18609972298145294,0.255428284406662,0.29884806275367737,0.2704290449619293,0.18315006792545319
",",0.22659391164779663,0.3015086054801941,0.20599327981472015,0.28248098492622375,0.3378419280052185,0.2515327036380768,0.24156853556632996,0.31091248989105225
tesla,0.19128404557704926,0.09757418930530548,0.9999999403953552,0.13573384284973145,0.1580733060836792,0.26360055804252625,0.1636640876531601,0.10250775516033173
gambled,0.18710115551948547,0.24774080514907837,0.12044425308704376,0.22013215720653534,0.3192459046840668,0.22955568134784698,0.349873811006546,0.14439360797405243
away,0.2374800741672516,0.2167721837759018,0.09422557801008224,0.30999118089675903,0.2677912712097168,0.1448698341846466,0.26281288266181946,0.15156377851963043
his,0.24614305794239044,0.3546801507472992,0.1580733060836792,0.2738158702850342,0.9999998807907104,0.20117828249931335,0.3251928687095642,0.18075084686279297
allowance,0.2692868411540985,0.2914105951786041,0.2214336097240448,0.2173839509487152,0.20012979209423065,0.6046287417411804,0.4635158181190491,0.1884620636701584
and,0.33647966384887695,0.34479495882987976,0.19560420513153076,0.3096105754375458,0.4234102666378021,0.28055885434150696,0.3070235550403595,0.20544172823429108
his,0.24614305794239044,0.3546801507472992,0.1580733060836792,0.2738158702850342,0.9999998807907104,0.20117828249931335,0.3251928687095642,0.18075084686279297
tuition,0.22990037500858307,0.20939616858959198,0.26360055804252625,0.24964594841003418,0.20117828249931335,1.0000001192092896,0.4878090023994446,0.2023361474275589
money,0.26024624705314636,0.3498571217060089,0.1636640876531601,0.3275640308856964,0.3251928687095642,0.4878090023994446,0.9999998807907104,0.2069680541753769
",",0.22659391164779663,0.3015086054801941,0.20599327981472015,0.28248098492622375,0.3378419280052185,0.2515327036380768,0.24156853556632996,0.31091248989105225
later,0.2534695267677307,0.38386887311935425,0.1893843412399292,0.23081980645656586,0.4538118839263916,0.20195791125297546,0.23501525819301605,0.1417175978422165
gambling,0.20474576950073242,0.19240503013134003,0.11263155937194824,0.23433536291122437,0.23911595344543457,0.39000922441482544,0.4115251898765564,0.1257122904062271
back,0.2557322680950165,0.2601068317890167,0.09240715950727463,0.2578657269477844,0.3421434462070465,0.15818274021148682,0.2455597072839737,0.2397768795490265
his,0.24614305794239044,0.3546801507472992,0.1580733060836792,0.2738158702850342,0.9999998807907104,0.20117828249931335,0.3251928687095642,0.18075084686279297
initial,0.21066758036613464,0.2502395808696747,0.19612780213356018,0.20158492028713226,0.22255346179008484,0.2620440721511841,0.18028847873210907,0.16868601739406586
losses,0.17020374536514282,0.20989739894866943,0.09444066882133484,0.3913828134536743,0.24735501408576965,0.24336384236812592,0.2791835069656372,0.13215520977973938
and,0.33647966384887695,0.34479495882987976,0.19560420513153076,0.3096105754375458,0.4234102666378021,0.28055885434150696,0.3070235550403595,0.20544172823429108
returning,0.18952171504497528,0.20950084924697876,0.026442470028996468,0.24935168027877808,0.42671164870262146,0.23351645469665527,0.21227169036865234,0.14488300681114197
the,0.33890387415885925,0.34736719727516174,0.1324402391910553,0.29030492901802063,0.4394008219242096,0.22994613647460938,0.2699695825576782,0.22068053483963013
balance,0.29936274886131287,0.19597044587135315,0.17077863216400146,0.2735414206981659,0.23756293952465057,0.3089776337146759,0.24246680736541748,0.2381676584482193
to,0.44169697165489197,0.4452643394470215,0.17548894882202148,0.33073529601097107,0.3715193271636963,0.28630971908569336,0.3124290704727173,0.29463258385658264
his,0.24614305794239044,0.3546801507472992,0.1580733060836792,0.2738158702850342,0.9999998807907104,0.20117828249931335,0.3251928687095642,0.18075084686279297
family,0.19348680973052979,0.19502942264080048,0.04926548898220062,0.10251487791538239,0.26740866899490356,0.1438203752040863,0.2674424648284912,0.15222905576229095
.,0.3287222981452942,0.35288307070732117,0.17949827015399933,0.28971824049949646,0.3119256794452667,0.2443438172340393,0.2570818066596985,0.4130953550338745
,how,did,tesla,lose,his,tuition,money,?
at,0.2154216170310974,0.28390252590179443,0.16552478075027466,0.17619049549102783,0.27659502625465393,0.2809189260005951,0.16084402799606323,0.21978627145290375
the,0.33890387415885925,0.34736719727516174,0.1324402391910553,0.29030492901802063,0.4394008219242096,0.22994613647460938,0.2699695825576782,0.22068053483963013
end,0.2481066733598709,0.18808481097221375,0.05453544855117798,0.24889707565307617,0.18775546550750732,0.13626641035079956,0.14431887865066528,0.12543344497680664
of,0.2480744868516922,0.2513895630836487,0.18837453424930573,0.2904243767261505,0.38364991545677185,0.28940895199775696,0.23114095628261566,0.1826142966747284
his,0.24614305794239044,0.3546801507472992,0.1580733060836792,0.2738158702850342,0.9999998807907104,0.20117828249931335,0.3251928687095642,0.18075084686279297
second,0.16459402441978455,0.20727969706058502,0.16922037303447723,0.18018606305122375,0.29419460892677307,0.17537741363048553,0.17012856900691986,0.17239587008953094
