,what,is,one,part,of,the,innate,immune,system,that,does,n't,attack,microbes,directly,?
natural,0.15666867792606354,0.24589021503925323,0.24921293556690216,0.1397683024406433,0.2963479459285736,0.2291368842124939,0.2768263518810272,0.15096554160118103,0.11122060567140579,0.23673862218856812,0.1582203060388565,0.06820154190063477,0.2087528556585312,0.26444321870803833,0.13383156061172485,0.16155436635017395
killer,0.1868809163570404,0.20949196815490723,0.19452674686908722,0.09881235659122467,0.18559542298316956,0.20573623478412628,0.26235416531562805,0.22828464210033417,0.13923878967761993,0.23865073919296265,0.1446264535188675,0.04207373782992363,0.29782652854919434,0.20788507163524628,0.12876330316066742,0.13010363280773163
cells,0.1758001297712326,0.1644774079322815,0.19492670893669128,0.16026201844215393,0.21305565536022186,0.19095487892627716,0.5340849757194519,0.5300963521003723,0.29856014251708984,0.2709589898586273,0.24285221099853516,-0.02552676759660244,0.14866484701633453,0.5225808620452881,0.23008553683757782,0.1898086667060852
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.16148243844509125,0.15102852880954742,0.18439900875091553,0.4137537479400635,0.28617382049560547,0.11016341298818588,0.29392024874687195,0.25792837142944336,0.24953341484069824,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.4022330939769745,0.28093159198760986,0.3792596757411957,0.4174870550632477,0.29497671127319336,0.26729732751846313,0.32710888981819153,0.4729836881160736,0.4248845875263214,-0.056045327335596085,0.1753651350736618,0.38632702827453613,0.3583093583583832,0.32389625906944275
nk,0.17948241531848907,0.15753160417079926,0.1774674654006958,0.17089979350566864,0.14548860490322113,0.1470712423324585,0.3243979513645172,0.3137219548225403,0.19096867740154266,0.1860036551952362,0.1404169499874115,0.10745729506015778,0.21799691021442413,0.2373863011598587,0.09260071814060211,0.27499058842658997
cells,0.1758001297712326,0.1644774079322815,0.19492670893669128,0.16026201844215393,0.21305565536022186,0.19095487892627716,0.5340849757194519,0.5300963521003723,0.29856014251708984,0.2709589898586273,0.24285221099853516,-0.02552676759660244,0.14866484701633453,0.5225808620452881,0.23008553683757782,0.1898086667060852
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.16148243844509125,0.15102852880954742,0.18439900875091553,0.4137537479400635,0.28617382049560547,0.11016341298818588,0.29392024874687195,0.25792837142944336,0.24953341484069824,0.31091248989105225
are,0.29724663496017456,0.5330929756164551,0.42537835240364075,0.3086032569408417,0.39081433415412903,0.40399202704429626,0.2676650285720825,0.23878547549247742,0.21917270123958588,0.45265161991119385,0.3126322329044342,-0.1517762839794159,0.1771676242351532,0.3933534324169159,0.322107195854187,0.24591213464736938
a,0.3320399522781372,0.658733606338501,0.4910551905632019,0.3994528353214264,0.5052502155303955,0.5829201340675354,0.22946256399154663,0.20466765761375427,0.2589043080806732,0.47537946701049805,0.38201746344566345,0.013574101030826569,0.2556389570236206,0.2244558483362198,0.27976194024086,0.23916715383529663
component,0.19980107247829437,0.327473908662796,0.3104577958583832,0.3099422752857208,0.30378368496894836,0.3172481954097748,0.3401985764503479,0.3004111647605896,0.325893372297287,0.2516532242298126,0.20572805404663086,-0.028181632980704308,0.15973982214927673,0.38901811838150024,0.32687562704086304,0.14409896731376648
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.452393114566803,1.0,0.733189046382904,0.255485475063324,0.16620753705501556,0.25597915053367615,0.41498205065727234,0.3119818866252899,-0.021397603675723076,0.20644454658031464,0.27299147844314575,0.2998887896537781,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.527681291103363,0.733189046382904,1.0,0.2196919023990631,0.21364226937294006,0.3233085572719574,0.5473989248275757,0.35928019881248474,-0.11449059844017029,0.2508925497531891,0.30588477849960327,0.4502958655357361,0.22068053483963013
innate,0.2683543860912323,0.1780463606119156,0.18405942618846893,0.18497134745121002,0.255485475063324,0.2196919023990631,1.0000001192092896,0.6130988597869873,0.3689802289009094,0.3320786952972412,0.23110616207122803,0.02161858230829239,0.2738001048564911,0.4597195088863373,0.24580340087413788,0.16386382281780243
immune,0.2410416603088379,0.2092347890138626,0.18161426484584808,0.165080264210701,0.16620753705501556,0.21364226937294006,0.6130988597869873,1.0,0.3962631821632385,0.30237793922424316,0.22944720089435577,0.012366925366222858,0.2439481019973755,0.47532811760902405,0.21738764643669128,0.16080476343631744
system,0.23557309806346893,0.2282046526670456,0.2139107882976532,0.2814725935459137,0.25597915053367615,0.3233085572719574,0.3689802289009094,0.3962631821632385,1.0000001192092896,0.3088737428188324,0.2021704614162445,-0.0648522898554802,0.15508629381656647,0.32084107398986816,0.30103757977485657,0.15556083619594574
which,0.5261979103088379,0.4457404911518097,0.510688066482544,0.4460882246494293,0.5011631846427917,0.6521818041801453,0.36236342787742615,0.3153325319290161,0.37390631437301636,0.6894589066505432,0.39111801981925964,-0.17106275260448456,0.23276583850383759,0.3782452344894409,0.5192315578460693,0.25814583897590637
does,0.38564667105674744,0.4403602182865143,0.2924913763999939,0.26684749126434326,0.3119818866252899,0.35928019881248474,0.23110616207122803,0.22944720089435577,0.2021704614162445,0.4764937460422516,1.0,-0.049544673413038254,0.12440112233161926,0.2704700827598572,0.3312726318836212,0.338003009557724
not,0.5449194312095642,0.3776007890701294,0.3642125129699707,0.2769853472709656,0.3307090103626251,0.4310511648654938,0.30756351351737976,0.28818804025650024,0.25763750076293945,0.6600887179374695,0.6355478763580322,-0.11552248895168304,0.2024575173854828,0.34677645564079285,0.3935721516609192,0.41942933201789856
directly,0.3618607521057129,0.2819631099700928,0.28420519828796387,0.304240345954895,0.2998887896537781,0.4502958655357361,0.24580340087413788,0.21738764643669128,0.30103757977485657,0.4456803798675537,0.3312726318836212,-0.10984347760677338,0.1730305254459381,0.30187928676605225,1.0,0.2187996357679367
attack,0.16093501448631287,0.19494915008544922,0.18732939660549164,0.14135172963142395,0.20644454658031464,0.2508925497531891,0.2738001048564911,0.2439481019973755,0.15508629381656647,0.1909303218126297,0.12440112233161926,0.03860558941960335,1.0,0.12336885184049606,0.1730305254459381,0.126759335398674
invading,0.29477816820144653,0.16451053321361542,0.17869818210601807,0.2727048993110657,0.294779509305954,0.3741975724697113,0.3757272958755493,0.40239667892456055,0.2337101846933365,0.32661864161491394,0.16709353029727936,-0.07356927543878555,0.418535441160202,0.35279589891433716,0.27925798296928406,0.17586950957775116
microbes,0.27925968170166016,0.2511790692806244,0.19002623856067657,0.22748616337776184,0.27299147844314575,0.30588477849960327,0.4597195088863373,0.47532811760902405,0.32084107398986816,0.37741872668266296,0.2704700827598572,-0.007304846774786711,0.12336885184049606,1.0,0.30187928676605225,0.172354593873024
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.2064800262451172,0.18267881870269775,0.2277725487947464,0.4460422694683075,0.3022993505001068,0.01884327083826065,0.3003302216529846,0.23687511682510376,0.30484142899513245,0.4130953550338745
