,what,did,genghis,khan,expect,from,his,generals,alongside,the,autonomy,he,granted,them,?
while,0.35511791706085205,0.3330625295639038,0.17087101936340332,0.16199307143688202,0.3424026370048523,0.35008183121681213,0.39785656332969666,0.22162850201129913,0.30569764971733093,0.39804592728614807,0.17270120978355408,0.3526706397533417,0.19521698355674744,0.4632771611213684,0.21076419949531555
granting,0.27958476543426514,0.2569417655467987,0.15437480807304382,0.17525005340576172,0.3308490514755249,0.1864248514175415,0.2574200928211212,0.2515999972820282,0.09334010630846024,0.31230929493904114,0.4275609850883484,0.2310512214899063,0.7565665245056152,0.3079628646373749,0.28405317664146423
his,0.26976513862609863,0.3546801507472992,0.3744826912879944,0.26570460200309753,0.2016533613204956,0.3195365369319916,0.9999998807907104,0.2791535556316376,0.21406066417694092,0.4394008219242096,0.2162763625383377,0.7171558737754822,0.2550535202026367,0.4171713590621948,0.18075084686279297
generals,0.23791362345218658,0.26768800616264343,0.35899436473846436,0.2616235017776489,0.18182997405529022,0.13203580677509308,0.2791535556316376,0.9999998807907104,0.20736534893512726,0.27897581458091736,0.13061973452568054,0.253330796957016,0.16696703433990479,0.27391019463539124,0.16273394227027893
a,0.3320399522781372,0.2552328109741211,0.194350928068161,0.1743650734424591,0.3019236922264099,0.322764128446579,0.3497250974178314,0.17057494819164276,0.17068058252334595,0.5829201340675354,0.1939750462770462,0.4393508732318878,0.22482141852378845,0.3151612877845764,0.23916715383529663
great,0.2562883198261261,0.2083706259727478,0.3619271516799927,0.22385743260383606,0.18654321134090424,0.18041135370731354,0.27059897780418396,0.2774220407009125,0.14636129140853882,0.2822027802467346,0.06802978366613388,0.2380380630493164,0.2939344048500061,0.2434324324131012,0.13135133683681488
deal,0.3379717469215393,0.2367614358663559,0.14051426947116852,0.1268889158964157,0.30872103571891785,0.2055993378162384,0.24451449513435364,0.21363869309425354,0.2134583741426468,0.23069973289966583,0.1594388484954834,0.29822877049446106,0.30216357111930847,0.28803640604019165,0.2513751685619354
of,0.33290785551071167,0.2513895630836487,0.2938849925994873,0.17124508321285248,0.1961493194103241,0.4249346852302551,0.38364991545677185,0.29460904002189636,0.23186348378658295,0.733189046382904,0.2911231815814972,0.38706058263778687,0.32803481817245483,0.34503093361854553,0.1826142966747284
autonomy,0.28485414385795593,0.20261988043785095,0.15928339958190918,0.15766127407550812,0.19400621950626373,0.17555302381515503,0.2162763625383377,0.13061973452568054,0.09413402527570724,0.2267274558544159,1.0,0.24824725091457367,0.3618510067462921,0.23909039795398712,0.16934052109718323
in,0.30808621644973755,0.2593238651752472,0.224680557847023,0.1527150720357895,0.21071846783161163,0.4274188280105591,0.3598145842552185,0.24585305154323578,0.2767621576786041,0.6662389636039734,0.21107697486877441,0.41690486669540405,0.21880222856998444,0.29119014739990234,0.20430970191955566
making,0.30777570605278015,0.32095879316329956,0.11775161325931549,0.10693516582250595,0.25405386090278625,0.217311292886734,0.27794650197029114,0.14264582097530365,0.11393561214208603,0.35185980796813965,0.19302532076835632,0.2366257607936859,0.1647258996963501,0.41334807872772217,0.2539324164390564
command,0.22732043266296387,0.18186943233013153,0.2530408799648285,0.1868235170841217,0.19809992611408234,0.16142813861370087,0.2314843386411667,0.46754711866378784,0.16950054466724396,0.27488255500793457,0.21960261464118958,0.22075726091861725,0.2549389898777008,0.19149261713027954,0.13402260839939117
decisions,0.3351972997188568,0.2850108742713928,0.14036062359809875,0.17389515042304993,0.3375731110572815,0.18411831557750702,0.24704547226428986,0.2729511559009552,0.040153082460165024,0.30538004636764526,0.3724775016307831,0.2531012296676636,0.33971619606018066,0.34598731994628906,0.29068708419799805
",",0.3087472915649414,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.21740008890628815,0.39760664105415344,0.3378419280052185,0.28962698578834534,0.2251109927892685,0.4933079481124878,0.19160252809524536,0.40251094102859497,0.2980138957500458,0.3985835015773773,0.31091248989105225
genghis,0.24369274079799652,0.18339850008487701,1.0,0.5896923542022705,0.1317986696958542,0.19071364402770996,0.3744826912879944,0.35899436473846436,0.15889009833335876,0.3448939025402069,0.15928339958190918,0.28288567066192627,0.1767014116048813,0.2431573122739792,0.18813461065292358
khan,0.16476042568683624,0.155345618724823,0.5896923542022705,1.0,0.1747235506772995,0.10581372678279877,0.26570460200309753,0.2616235017776489,0.16199374198913574,0.21067845821380615,0.15766127407550812,0.24136358499526978,0.1476011425256729,0.14705434441566467,0.12862591445446014
also,0.42747777700424194,0.39334940910339355,0.2539297640323639,0.21398134529590607,0.2821630835533142,0.33783096075057983,0.38173818588256836,0.26487717032432556,0.34285807609558105,0.6021018624305725,0.2077903002500534,0.4735357165336609,0.20573770999908447,0.48266860842704773,0.21848613023757935
expected,0.3720298707485199,0.43765610456466675,0.14868156611919403,0.16509370505809784,0.6737163066864014,0.2405271679162979,0.27575719356536865,0.20999811589717865,0.21604730188846588,0.3108554780483246,0.20559154450893402,0.21785347163677216,0.26867640018463135,0.279875248670578,0.19474582374095917
unwavering,0.35577496886253357,0.19630827009677887,0.1961132287979126,0.2000390887260437,0.2853756248950958,0.27941107749938965,0.30383309721946716,0.20310793817043304,0.1614561676979065,0.369905024766922,0.24666978418827057,0.2248532921075821,0.15439949929714203,0.4173036515712738,0.2373119294643402
loyalty,0.24543088674545288,0.2284226417541504,0.30818670988082886,0.22037756443023682,0.23117204010486603,0.1565558761358261,0.3550528287887573,0.31767040491104126,0.1169755607843399,0.23463010787963867,0.345586895942688,0.2659348249435425,0.3692440390586853,0.309576153755188,0.146739661693573
from,0.2737620174884796,0.20248863101005554,0.19071364402770996,0.10581372678279877,0.19173826277256012,1.0,0.3195365369319916,0.13203580677509308,0.11485361307859421,0.40150508284568787,0.17555302381515503,0.3314535319805145,0.1954374611377716,0.2957119345664978,0.19969791173934937
them,0.4994642734527588,0.44189682602882385,0.2431573122739792,0.14705434441566467,0.39865145087242126,0.2957119345664978,0.4171713590621948,0.27391019463539124,0.2056766152381897,0.4788833558559418,0.23909039795398712,0.3947606682777405,0.22712156176567078,1.0,0.35435691475868225
.,0.3567904531955719,0.35288307070732117,0.25373268127441406,0.19819748401641846,0.24678824841976166,0.41536515951156616,0.3119256794452667,0.2950180768966675,0.23576749861240387,0.5934505462646484,0.18370114266872406,0.38061028718948364,0.23590165376663208,0.39945515990257263,0.4130953550338745
