,the,fact,that,not,all,fossils,may,be,found,globally,at,the,same,time,causes,the,principle,to,become,what,?
the,1.0,0.32878658175468445,0.5473989248275757,0.4310511648654938,0.4860881567001343,0.2495197057723999,0.2694292366504669,0.4248143136501312,0.3452354073524475,0.23835816979408264,0.457212895154953,1.0,0.4583131968975067,0.43061500787734985,0.2518732249736786,1.0,0.24017377197742462,0.535392165184021,0.31731709837913513,0.42745697498321533,0.22068053483963013
principle,0.24017377197742462,0.3283587396144867,0.3780646324157715,0.3059917986392975,0.24586668610572815,0.22383812069892883,0.14376607537269592,0.26358863711357117,0.1426319032907486,0.13437584042549133,0.12008628249168396,0.24017377197742462,0.2882882058620453,0.19040173292160034,0.1816173642873764,0.24017377197742462,1.0,0.22799374163150787,0.1324400007724762,0.3569014072418213,0.2002675086259842
becomes,0.2601490020751953,0.1493418663740158,0.15917350351810455,0.15690051019191742,0.14066611230373383,0.11972630023956299,0.16095949709415436,0.23247304558753967,0.11692054569721222,0.0835932269692421,0.14324134588241577,0.2601490020751953,0.13459618389606476,0.21459490060806274,0.2580972909927368,0.2601490020751953,0.14975909888744354,0.22548897564411163,0.6470531821250916,0.15717560052871704,0.1751440465450287
quite,0.3001116216182709,0.3961165249347687,0.4625885486602783,0.47586360573768616,0.36908799409866333,0.3210218846797943,0.21520324051380157,0.407039612531662,0.2803914248943329,0.27586573362350464,0.27552977204322815,0.3001116216182709,0.3104313313961029,0.29975348711013794,0.13545992970466614,0.3001116216182709,0.22771233320236206,0.37924298644065857,0.34914639592170715,0.4139309525489807,0.2597154676914215
complex,0.25326284766197205,0.21272389590740204,0.2922951579093933,0.25422313809394836,0.26528844237327576,0.21967166662216187,0.17139507830142975,0.3090525269508362,0.20267677307128906,0.14451949298381805,0.21126589179039001,0.25326284766197205,0.22175541520118713,0.19050580263137817,0.16297678649425507,0.25326284766197205,0.23903439939022064,0.2934706509113312,0.22644846141338348,0.2605343163013458,0.17752902209758759
",",0.4933079481124878,0.2791052758693695,0.4137537479400635,0.3769696354866028,0.425624817609787,0.21695511043071747,0.5007920861244202,0.39254459738731384,0.27385151386260986,0.2529398500919342,0.38314947485923767,0.4933079481124878,0.3207721710205078,0.3029961884021759,0.3057606518268585,0.4933079481124878,0.22548964619636536,0.44245919585227966,0.29676204919815063,0.3087472915649414,0.31091248989105225
however,0.49814513325691223,0.49088621139526367,0.6336373090744019,0.6236329078674316,0.4909168481826782,0.26727983355522156,0.34008944034576416,0.5002188086509705,0.32135823369026184,0.32704487442970276,0.29641106724739075,0.49814513325691223,0.43908098340034485,0.41736549139022827,0.2402690201997757,0.49814513325691223,0.3442814350128174,0.5474119186401367,0.45996713638305664,0.4480680823326111,0.2152075469493866
",",0.4933079481124878,0.2791052758693695,0.4137537479400635,0.3769696354866028,0.425624817609787,0.21695511043071747,0.5007920861244202,0.39254459738731384,0.27385151386260986,0.2529398500919342,0.38314947485923767,0.4933079481124878,0.3207721710205078,0.3029961884021759,0.3057606518268585,0.4933079481124878,0.22548964619636536,0.44245919585227966,0.29676204919815063,0.3087472915649414,0.31091248989105225
given,0.37508252263069153,0.2915196716785431,0.3486595153808594,0.30521225929260254,0.2496354579925537,0.1770928055047989,0.258301317691803,0.2965909540653229,0.26742053031921387,0.18390831351280212,0.286662220954895,0.37508252263069153,0.3457770347595215,0.317789226770401,0.1906105875968933,0.37508252263069153,0.16224755346775055,0.3428947925567627,0.2425549328327179,0.21883496642112732,0.2570464313030243
the,1.0,0.32878658175468445,0.5473989248275757,0.4310511648654938,0.4860881567001343,0.2495197057723999,0.2694292366504669,0.4248143136501312,0.3452354073524475,0.23835816979408264,0.457212895154953,1.0,0.4583131968975067,0.43061500787734985,0.2518732249736786,1.0,0.24017377197742462,0.535392165184021,0.31731709837913513,0.42745697498321533,0.22068053483963013
uncertainties,0.23152977228164673,0.3784770667552948,0.35566189885139465,0.34070858359336853,0.20662711560726166,0.42456772923469543,0.2160833179950714,0.23449450731277466,0.20657266676425934,0.2009427696466446,0.16625931859016418,0.23152977228164673,0.28304627537727356,0.25100359320640564,0.17763984203338623,0.23152977228164673,0.394781231880188,0.22222693264484406,0.11568041890859604,0.3944907486438751,0.23810426890850067
of,0.733189046382904,0.3007645010948181,0.41498205065727234,0.3307090103626251,0.42798417806625366,0.2560483515262604,0.26447007060050964,0.33904364705085754,0.2982911467552185,0.21430270373821259,0.42558613419532776,0.733189046382904,0.3808329105377197,0.35127586126327515,0.2544642984867096,0.733189046382904,0.2430231273174286,0.41548454761505127,0.31678006052970886,0.33290785551071167,0.1826142966747284
fossilization,0.2784590721130371,0.3024405539035797,0.3296565115451813,0.26575565338134766,0.21587617695331573,0.7000812292098999,0.22416090965270996,0.2578648328781128,0.3417677879333496,0.1964823305606842,0.15653367340564728,0.2784590721130371,0.19296127557754517,0.203632652759552,0.30001574754714966,0.2784590721130371,0.3109358847141266,0.23431678116321564,0.18581216037273407,0.2841271460056305,0.23390384018421173
",",0.4933079481124878,0.2791052758693695,0.4137537479400635,0.3769696354866028,0.425624817609787,0.21695511043071747,0.5007920861244202,0.39254459738731384,0.27385151386260986,0.2529398500919342,0.38314947485923767,0.4933079481124878,0.3207721710205078,0.3029961884021759,0.3057606518268585,0.4933079481124878,0.22548964619636536,0.44245919585227966,0.29676204919815063,0.3087472915649414,0.31091248989105225
the,1.0,0.32878658175468445,0.5473989248275757,0.4310511648654938,0.4860881567001343,0.2495197057723999,0.2694292366504669,0.4248143136501312,0.3452354073524475,0.23835816979408264,0.457212895154953,1.0,0.4583131968975067,0.43061500787734985,0.2518732249736786,1.0,0.24017377197742462,0.535392165184021,0.31731709837913513,0.42745697498321533,0.22068053483963013
localization,0.26515406370162964,0.2990957796573639,0.31875285506248474,0.24905578792095184,0.2061256617307663,0.23079408705234528,0.21395276486873627,0.2694193124771118,0.22740831971168518,0.2835538685321808,0.17204226553440094,0.26515406370162964,0.2511322498321533,0.20176304876804352,0.2521194517612457,0.26515406370162964,0.33963751792907715,0.2141047567129135,0.10985562205314636,0.27073049545288086,0.2868272662162781
