,what,can,the,exhaust,steam,not,fully,do,when,the,exhaust,event,is,insufficiently,long,?
however,0.4480680823326111,0.4312019944190979,0.49814513325691223,0.32379093766212463,0.24828113615512848,0.6236329078674316,0.40630319714546204,0.39999139308929443,0.5574322938919067,0.49814513325691223,0.32379093766212463,0.2793826162815094,0.33769986033439636,0.5005192756652832,0.2989967465400696,0.2152075469493866
",",0.3087472915649414,0.3139454126358032,0.4933079481124878,0.19490349292755127,0.2264556586742401,0.3769696354866028,0.2252698540687561,0.3283645510673523,0.36674630641937256,0.4933079481124878,0.19490349292755127,0.22701776027679443,0.4691906273365021,0.2075435370206833,0.3431144952774048,0.31091248989105225
as,0.31749409437179565,0.3245031237602234,0.48381632566452026,0.20186255872249603,0.20776431262493134,0.5105602741241455,0.25410646200180054,0.38329678773880005,0.4437963366508484,0.48381632566452026,0.20186255872249603,0.21454742550849915,0.43216490745544434,0.3369503319263458,0.23432248830795288,0.27043893933296204
one,0.376489520072937,0.34032124280929565,0.5514441132545471,0.22557303309440613,0.23085100948810577,0.3642125129699707,0.23888954520225525,0.26478132605552673,0.38307374715805054,0.5514441132545471,0.22557303309440613,0.2638285756111145,0.4544198513031006,0.24141696095466614,0.3024393320083618,0.2673267424106598
and,0.31309178471565247,0.3675691485404968,0.5171257257461548,0.2602611184120178,0.24133789539337158,0.39099299907684326,0.23881065845489502,0.276123583316803,0.4716290831565857,0.5171257257461548,0.2602611184120178,0.17869816720485687,0.3859752118587494,0.266309529542923,0.3395216166973114,0.20544172823429108
the,0.42745697498321533,0.312528520822525,1.0,0.2500286400318146,0.23105813562870026,0.4310511648654938,0.2750830352306366,0.30239659547805786,0.5091903209686279,1.0,0.2500286400318146,0.2960145175457001,0.5823672413825989,0.28090038895606995,0.3075225353240967,0.22068053483963013
same,0.3764382302761078,0.3393253982067108,0.4583131968975067,0.2661149799823761,0.12612633407115936,0.4056454598903656,0.21320058405399323,0.3155553936958313,0.37020012736320496,0.4583131968975067,0.2661149799823761,0.17812807857990265,0.31152886152267456,0.32434189319610596,0.28489890694618225,0.22649677097797394
valve,0.20161333680152893,0.2978684902191162,0.22700907289981842,0.4074186384677887,0.37188151478767395,0.24078741669654846,0.19639578461647034,0.20415465533733368,0.2118830382823944,0.22700907289981842,0.4074186384677887,0.14740151166915894,0.19948938488960266,0.20895417034626007,0.16965021193027496,0.19203683733940125
usually,0.32521089911460876,0.5642885565757751,0.36782920360565186,0.29108893871307373,0.20167015492916107,0.43927186727523804,0.3080015778541565,0.3498661518096924,0.42107367515563965,0.36782920360565186,0.29108893871307373,0.24872133135795593,0.4230746626853943,0.43617209792137146,0.3277394473552704,0.19435347616672516
controls,0.23963390290737152,0.2834656238555908,0.33783647418022156,0.27629953622817993,0.22573383152484894,0.24201442301273346,0.20161761343479156,0.22995948791503906,0.29693371057510376,0.33783647418022156,0.27629953622817993,0.11764270812273026,0.29775270819664,0.15265314280986786,0.09541643410921097,0.11236714571714401
both,0.3361809551715851,0.33175474405288696,0.4931981563568115,0.24923346936702728,0.19279181957244873,0.4334387183189392,0.3324751555919647,0.24471816420555115,0.435994029045105,0.4931981563568115,0.24923346936702728,0.19823893904685974,0.31409940123558044,0.30607691407203674,0.26186197996139526,0.19455738365650177
