,what,do,nuclear,power,plants,heat,to,create,electricity,?
virtually,0.2943752110004425,0.15875296294689178,0.1679256558418274,0.21498849987983704,0.2090074121952057,0.15708041191101074,0.31376418471336365,0.22159571945667267,0.204146146774292,0.18244148790836334
all,0.41981086134910583,0.38664430379867554,0.20804165303707123,0.23566703498363495,0.30408617854118347,0.221836656332016,0.42520734667778015,0.28288307785987854,0.2432042360305786,0.29575422406196594
nuclear,0.23862333595752716,0.17133666574954987,1.0000001192092896,0.41085806488990784,0.3942650556564331,0.273171991109848,0.21461482346057892,0.19206209480762482,0.3968295454978943,0.1865687519311905
power,0.22216427326202393,0.16343404352664948,0.41085806488990784,1.0000001192092896,0.3196038007736206,0.34465473890304565,0.27001675963401794,0.1815311461687088,0.5319902896881104,0.15304024517536163
plants,0.25144460797309875,0.2695476710796356,0.3942650556564331,0.3196038007736206,1.0,0.2943102717399597,0.27162864804267883,0.1923009306192398,0.38993480801582336,0.1473488062620163
generate,0.26186254620552063,0.31660905480384827,0.32302334904670715,0.3050912320613861,0.3832363486289978,0.33582770824432373,0.33432886004447937,0.44864141941070557,0.44487568736076355,0.28300654888153076
electricity,0.20851419866085052,0.2425423264503479,0.3968295454978943,0.5319902896881104,0.38993480801582336,0.5269930958747864,0.31636500358581543,0.22875218093395233,0.9999999403953552,0.17856204509735107
by,0.2455483376979828,0.1481526494026184,0.1500622183084488,0.21582826972007751,0.21003800630569458,0.18109887838363647,0.33534231781959534,0.23152023553848267,0.2150920331478119,0.17966607213020325
heating,0.21489092707633972,0.21623370051383972,0.2623711824417114,0.33096328377723694,0.35612693428993225,0.6636976003646851,0.2369498759508133,0.23367737233638763,0.5335782170295715,0.1888689249753952
water,0.17456887662410736,0.2054748237133026,0.2238730639219284,0.2890745997428894,0.40801990032196045,0.4170593321323395,0.27858173847198486,0.18208497762680054,0.4570560157299042,0.14731885492801666
to,0.455847829580307,0.38876664638519287,0.21461482346057892,0.27001675963401794,0.27162864804267883,0.2773711681365967,1.0,0.41124165058135986,0.31636500358581543,0.29463258385658264
provide,0.27049049735069275,0.36434707045555115,0.17766998708248138,0.1839965581893921,0.28223907947540283,0.21954631805419922,0.3479624092578888,0.46758797764778137,0.3059513568878174,0.22704634070396423
steam,0.15672586858272552,0.20503544807434082,0.2956201434135437,0.35972869396209717,0.30078837275505066,0.45067235827445984,0.22894427180290222,0.19531357288360596,0.4412391483783722,0.113324373960495
that,0.6297725439071655,0.44533252716064453,0.19523723423480988,0.2680378556251526,0.27574244141578674,0.268042653799057,0.5436353087425232,0.3917232155799866,0.28066468238830566,0.32716336846351624
drives,0.23342765867710114,0.2019246369600296,0.1543004959821701,0.28598102927207947,0.23064641654491425,0.22918963432312012,0.27728408575057983,0.18797744810581207,0.2909494936466217,0.08974530547857285
a,0.3320399522781372,0.26237669587135315,0.20050431787967682,0.21580491960048676,0.21329157054424286,0.2243129312992096,0.45503583550453186,0.3041161596775055,0.24459154903888702,0.23916715383529663
turbine,0.1404699683189392,0.12945938110351562,0.3581116497516632,0.4459681212902069,0.3171670138835907,0.4442651569843292,0.23140856623649597,0.23405370116233826,0.5109224915504456,0.16315746307373047
connected,0.21880124509334564,0.21595774590969086,0.13802661001682281,0.27442747354507446,0.2399887889623642,0.11488479375839233,0.2315610647201538,0.2669936716556549,0.3815231919288635,0.11086785048246384
to,0.455847829580307,0.38876664638519287,0.21461482346057892,0.27001675963401794,0.27162864804267883,0.2773711681365967,1.0,0.41124165058135986,0.31636500358581543,0.29463258385658264
an,0.2821882665157318,0.25865980982780457,0.19693629443645477,0.1744573563337326,0.18405871093273163,0.20739661157131195,0.3138085603713989,0.23360596597194672,0.1728379726409912,0.19793890416622162
electrical,0.19961315393447876,0.1868668645620346,0.34418243169784546,0.39343613386154175,0.2645533084869385,0.3976040184497833,0.2649001479148865,0.23034286499023438,0.7824541330337524,0.10923371464014053
generator,0.1740121841430664,0.1730453073978424,0.38377949595451355,0.3954654633998871,0.3238396942615509,0.36098602414131165,0.2461346834897995,0.25338268280029297,0.530360758304596,0.16160684823989868
.,0.3567904531955719,0.3613996207714081,0.2137570083141327,0.2141435295343399,0.2542511522769928,0.27046459913253784,0.4645031690597534,0.2916513681411743,0.24271675944328308,0.4130953550338745
