,constitutional,impasse,is,distinct,from,what,key,term,?
civil,0.31163451075553894,0.20988640189170837,0.16941262781620026,0.1756202131509781,0.11420916765928268,0.15091551840305328,0.1405189037322998,0.15453830361366272,0.1494513899087906
disobedience,0.42238739132881165,0.29124635457992554,0.21453623473644257,0.17362745106220245,0.1641564965248108,0.3298627436161041,0.15950605273246765,0.19347046315670013,0.19890835881233215
is,0.2099083513021469,0.25153279304504395,1.0,0.23772971332073212,0.27355384826660156,0.28837618231773376,0.23925143480300903,0.270183801651001,0.22961433231830597
usually,0.2089846134185791,0.14081141352653503,0.4230746626853943,0.33522292971611023,0.25971752405166626,0.32521089911460876,0.20949618518352509,0.3481157422065735,0.19435347616672516
defined,0.2288283109664917,0.20365501940250397,0.2622792422771454,0.3664977252483368,0.13716351985931396,0.25343453884124756,0.20829381048679352,0.4123578369617462,0.22494901716709137
as,0.2500109374523163,0.20338362455368042,0.43216490745544434,0.2622053325176239,0.3251767158508301,0.31749409437179565,0.1981334537267685,0.3224089443683624,0.27043893933296204
pertaining,0.2915216088294983,0.24781064689159393,0.22727306187152863,0.2449101358652115,0.2599341869354248,0.33592402935028076,0.18991230428218842,0.2862797677516937,0.2915913462638855
to,0.2574991285800934,0.29393571615219116,0.42745086550712585,0.20252932608127594,0.4069952368736267,0.455847829580307,0.25827717781066895,0.3310292959213257,0.29463258385658264
a,0.2662247121334076,0.26916176080703735,0.658733606338501,0.2888047993183136,0.322764128446579,0.3320399522781372,0.23475825786590576,0.3080509603023529,0.23916715383529663
citizen,0.3138251304626465,0.16170132160186768,0.20740796625614166,0.12714265286922455,0.17294445633888245,0.20342512428760529,0.05861806124448776,0.17280109226703644,0.1601516604423523
's,-0.05937647446990013,0.08642824739217758,0.02396530658006668,0.004191444255411625,-0.01936490088701248,0.02692362666130066,0.0072502619586884975,-0.02037568762898445,-0.023395681753754616
relation,0.2560330033302307,0.2621174156665802,0.2880297899246216,0.31344959139823914,0.1380605697631836,0.3144443929195404,0.27074673771858215,0.3472956717014313,0.1898830384016037
to,0.2574991285800934,0.29393571615219116,0.42745086550712585,0.20252932608127594,0.4069952368736267,0.455847829580307,0.25827717781066895,0.3310292959213257,0.29463258385658264
the,0.2926941215991974,0.28826791048049927,0.5823672413825989,0.28305986523628235,0.40150508284568787,0.42745697498321533,0.2260027974843979,0.2740369141101837,0.22068053483963013
state,0.4148232042789459,0.1948394924402237,0.2627358138561249,0.24698029458522797,0.29024070501327515,0.24273863434791565,0.12277966737747192,0.1784105747938156,0.1160883978009224
and,0.2651209533214569,0.2773130238056183,0.3859752118587494,0.3309379518032074,0.3601827025413513,0.31309178471565247,0.21098192036151886,0.22272127866744995,0.20544172823429108
its,0.22401699423789978,0.2208651602268219,0.4447362422943115,0.3115086853504181,0.32706040143966675,0.30393704771995544,0.17207227647304535,0.22507697343826294,0.15103481709957123
laws,0.5382423400878906,0.21656164526939392,0.17527072131633759,0.19346588850021362,0.24255718290805817,0.29636016488075256,0.05882915481925011,0.2523682713508606,0.17911791801452637
",",0.26596060395240784,0.311462938785553,0.4691906273365021,0.26380297541618347,0.39760664105415344,0.3087472915649414,0.20467913150787354,0.21599270403385162,0.31091248989105225
as,0.2500109374523163,0.20338362455368042,0.43216490745544434,0.2622053325176239,0.3251767158508301,0.31749409437179565,0.1981334537267685,0.3224089443683624,0.27043893933296204
distinguished,0.20441628992557526,0.18229714035987854,0.14144428074359894,0.4829540252685547,0.2253035604953766,0.1610289216041565,0.20216640830039978,0.23478606343269348,0.08062640577554703
from,0.20708277821540833,0.16580849885940552,0.27355384826660156,0.2333996444940567,1.0,0.2737620174884796,0.14647065103054047,0.25269290804862976,0.19969791173934937
a,0.2662247121334076,0.26916176080703735,0.658733606338501,0.2888047993183136,0.322764128446579,0.3320399522781372,0.23475825786590576,0.3080509603023529,0.23916715383529663
constitutional,1.0,0.18480154871940613,0.2099083513021469,0.23590965569019318,0.20708277821540833,0.24835939705371857,0.10606681555509567,0.2619315981864929,0.2199033498764038
impasse,0.18480154871940613,1.0,0.25153279304504395,0.1661045253276825,0.16580849885940552,0.2512427568435669,0.12770695984363556,0.16547852754592896,0.1774221956729889
in,0.278969407081604,0.24801252782344818,0.5394441485404968,0.2636861503124237,0.4274188280105591,0.30808621644973755,0.21450091898441315,0.27866655588150024,0.20430970191955566
which,0.2864847183227539,0.21556496620178223,0.4457404911518097,0.39513424038887024,0.38755592703819275,0.5261979103088379,0.28182828426361084,0.3138839900493622,0.25814583897590637
two,0.2079426497220993,0.17338046431541443,0.2315155267715454,0.3360350728034973,0.25732070207595825,0.23363454639911652,0.1970674693584442,0.15393944084644318,0.19645625352859497
public,0.27965688705444336,0.19975656270980835,0.1980048567056656,0.10198020935058594,0.22383596003055573,0.1729622185230255,0.30769291520118713,0.16041713953018188,0.19872993230819702
agencies,0.33524733781814575,0.1711563616991043,0.1606675088405609,0.18306699395179749,0.1670181006193161,0.2035544514656067,0.11616688221693039,0.19320595264434814,0.1637895703315735
",",0.26596060395240784,0.311462938785553,0.4691906273365021,0.26380297541618347,0.39760664105415344,0.3087472915649414,0.20467913150787354,0.21599270403385162,0.31091248989105225
especially,0.1910065859556198,0.2993125915527344,0.32683345675468445,0.296454519033432,0.2712631821632385,0.3590192496776581,0.2068159133195877,0.2704876959323883,0.19751401245594025
two,0.2079426497220993,0.17338046431541443,0.2315155267715454,0.3360350728034973,0.25732070207595825,0.23363454639911652,0.1970674693584442,0.15393944084644318,0.19645625352859497
equally,0.2971973419189453,0.18286825716495514,0.2864139676094055,0.26572367548942566,0.18986739218235016,0.3545299768447876,0.2358374148607254,0.26978182792663574,0.22503766417503357
sovereign,0.48634645342826843,0.17820070683956146,0.21245938539505005,0.21960273385047913,0.17834560573101044,0.24675709009170532,0.13972625136375427,0.2031015306711197,0.1680317223072052
branches,0.24424776434898376,0.12757158279418945,0.2068059891462326,0.3171079158782959,0.2086934894323349,0.1727389693260193,0.08481201529502869,0.2490876168012619,0.12858285009860992
of,0.3563419580459595,0.26428720355033875,0.4854315221309662,0.3053031265735626,0.4249346852302551,0.33290785551071167,0.24036972224712372,0.26047757267951965,0.1826142966747284
government,0.5718100070953369,0.15412454307079315,0.20343491435050964,0.19829803705215454,0.16793464124202728,0.28074538707733154,0.17708612978458405,0.17906759679317474,0.18851417303085327
",",0.26596060395240784,0.311462938785553,0.4691906273365021,0.26380297541618347,0.39760664105415344,0.3087472915649414,0.20467913150787354,0.21599270403385162,0.31091248989105225
conflict,0.3350617289543152,0.1872236132621765,0.18503378331661224,0.24359001219272614,0.1621488481760025,0.32742366194725037,0.14346247911453247,0.17623823881149292,0.26744839549064636
.,0.22597159445285797,0.2614154815673828,0.4569662809371948,0.22976486384868622,0.41536515951156616,0.3567904531955719,0.2404657006263733,0.18456575274467468,0.4130953550338745
