,after,the,merger,between,abc,and,capital,cities,was,completed,",",what,was,the,resulting,company,known,as,?
after,1.0,0.4565047025680542,0.21007636189460754,0.2667563259601593,0.20314010977745056,0.3765919506549835,0.25313887000083923,0.16278076171875,0.49306565523147583,0.3119466304779053,0.38860568404197693,0.21973377466201782,0.49306565523147583,0.4565047025680542,0.40614020824432373,0.21655593812465668,0.19016911089420319,0.3014480769634247,0.16608688235282898
the,0.4565047025680542,1.0,0.2557354271411896,0.39067012071609497,0.2068762183189392,0.5171257257461548,0.3049491047859192,0.2621172070503235,0.48711544275283813,0.29278936982154846,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.3905409574508667,0.26591673493385315,0.3624623417854309,0.48381632566452026,0.22068053483963013
abc/capital,0.3120844066143036,0.3332185447216034,0.21074029803276062,0.20209747552871704,0.37731191515922546,0.2615211009979248,0.9122629761695862,0.3961316645145416,0.2765730917453766,0.23810626566410065,0.35760605335235596,0.25157636404037476,0.2765730917453766,0.3332185447216034,0.19660818576812744,0.21084809303283691,0.18179932236671448,0.2349884808063507,0.22167302668094635
cities,0.16278076171875,0.2621172070503235,0.1948716789484024,0.21209171414375305,0.124558225274086,0.292957067489624,0.4347341060638428,1.0,0.17598430812358856,0.15685683488845825,0.31927579641342163,0.161918506026268,0.17598430812358856,0.2621172070503235,0.1688101589679718,0.1966787576675415,0.12065508961677551,0.19171151518821716,0.13339310884475708
merger,0.21007636189460754,0.2557354271411896,1.0000001192092896,0.15942129492759705,0.07602907717227936,0.16802267730236053,0.21639522910118103,0.1948716789484024,0.23289446532726288,0.15075010061264038,0.25569602847099304,0.15280666947364807,0.23289446532726288,0.2557354271411896,0.1461123377084732,0.3440839648246765,0.10854633152484894,0.17435221374034882,0.1345871090888977
was,0.49306565523147583,0.48711544275283813,0.23289446532726288,0.24048170447349548,0.21565799415111542,0.3740963041782379,0.21907466650009155,0.17598430812358856,1.0000001192092896,0.3156263828277588,0.45456063747406006,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.21680636703968048,0.2293137013912201,0.35203275084495544,0.3677520453929901,0.18412111699581146
finalized,0.30665838718414307,0.2770901024341583,0.14821738004684448,0.177913099527359,0.22688715159893036,0.25907647609710693,0.1786867082118988,0.14356687664985657,0.2686108648777008,0.34573128819465637,0.24800807237625122,0.15837353467941284,0.2686108648777008,0.2770901024341583,0.28478872776031494,0.15135961771011353,0.15418419241905212,0.18604493141174316,0.15755558013916016
on,0.39330315589904785,0.5107308030128479,0.15951916575431824,0.3335416913032532,0.2862928807735443,0.4077630043029785,0.15679915249347687,0.18104544281959534,0.3909217119216919,0.26186099648475647,0.49057599902153015,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.2551211416721344,0.23664942383766174,0.19541868567466736,0.36047765612602234,0.2714994251728058
january,0.31672435998916626,0.2467057853937149,0.3091413080692291,0.07984941452741623,0.1682562232017517,0.24588775634765625,0.22804850339889526,0.2021222710609436,0.3933098316192627,0.19616250693798065,0.4213674068450928,0.19257698953151703,0.3933098316192627,0.2467057853937149,0.08645056188106537,0.17861855030059814,0.14506103098392487,0.2418142855167389,0.28608936071395874
3,0.0266942847520113,0.06283142417669296,0.02079179510474205,-0.02249068394303322,0.01292551588267088,0.07610447704792023,-0.0026186800096184015,-0.04661813750863075,0.06170157715678215,0.01953931339085102,0.02255268208682537,0.04473085701465607,0.06170157715678215,0.06283142417669296,0.030568791553378105,0.003308718092739582,0.03156339377164841,0.09568799287080765,0.005975271109491587
",",0.38860568404197693,0.4933079481124878,0.25569602847099304,0.27714940905570984,0.2097204476594925,0.6633074283599854,0.28033894300460815,0.31927579641342163,0.45456063747406006,0.26047438383102417,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24877792596817017,0.2697763442993164,0.3604377806186676,0.48816442489624023,0.31091248989105225
1986,0.07284300774335861,0.11024544388055801,0.13368438184261322,0.06489180773496628,0.15814480185508728,0.008168290369212627,0.11254939436912537,0.06980932503938675,0.030121389776468277,0.06952201575040817,0.06415113806724548,0.02868538349866867,0.030121389776468277,0.11024544388055801,0.16053032875061035,0.07952006906270981,-0.0006644896930083632,0.09074565023183823,0.14247135818004608
",",0.38860568404197693,0.4933079481124878,0.25569602847099304,0.27714940905570984,0.2097204476594925,0.6633074283599854,0.28033894300460815,0.31927579641342163,0.45456063747406006,0.26047438383102417,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24877792596817017,0.2697763442993164,0.3604377806186676,0.48816442489624023,0.31091248989105225
the,0.4565047025680542,1.0,0.2557354271411896,0.39067012071609497,0.2068762183189392,0.5171257257461548,0.3049491047859192,0.2621172070503235,0.48711544275283813,0.29278936982154846,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.3905409574508667,0.26591673493385315,0.3624623417854309,0.48381632566452026,0.22068053483963013
combined,0.20578427612781525,0.3713363707065582,0.29374849796295166,0.20687969028949738,0.11985378712415695,0.3240981996059418,0.20251137018203735,0.1811179518699646,0.23431967198848724,0.22698992490768433,0.31732821464538574,0.21267308294773102,0.23431967198848724,0.3713363707065582,0.2964606285095215,0.15815699100494385,0.22091028094291687,0.20089338719844818,0.17985320091247559
company,0.21655593812465668,0.26591673493385315,0.3440839648246765,0.10894446820020676,0.16210390627384186,0.23788511753082275,0.1646019071340561,0.1966787576675415,0.2293137013912201,0.19122301042079926,0.2697763442993164,0.2333769053220749,0.2293137013912201,0.26591673493385315,0.14986206591129303,1.0,0.1490166187286377,0.18860384821891785,0.12195809185504913
–,0.27810728549957275,0.2607575058937073,0.1293150782585144,0.2322676181793213,0.187828928232193,0.3279274106025696,0.11576717346906662,0.09667787700891495,0.30754852294921875,0.18910150229930878,0.43221306800842285,0.13008765876293182,0.30754852294921875,0.2607575058937073,0.19539617002010345,0.1179179698228836,0.23798814415931702,0.23975129425525665,0.2714554965496063
which,0.3217443823814392,0.6521818041801453,0.20221349596977234,0.395174115896225,0.1991286277770996,0.506277859210968,0.20400890707969666,0.21391116082668304,0.2830964922904968,0.28856298327445984,0.3658004403114319,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.3983333110809326,0.25990763306617737,0.30223485827445984,0.41006597876548767,0.25814583897590637
became,0.35676637291908264,0.36325156688690186,0.2220185399055481,0.16493314504623413,0.14350707828998566,0.31226563453674316,0.22269992530345917,0.20418477058410645,0.6575068235397339,0.16229282319545746,0.2798398435115814,0.1434093862771988,0.6575068235397339,0.36325156688690186,0.18732796609401703,0.16613920032978058,0.34763747453689575,0.3482101261615753,0.11374033987522125
known,0.19016911089420319,0.3624623417854309,0.10854633152484894,0.19939005374908447,0.1306922435760498,0.3468935489654541,0.14835049211978912,0.12065508961677551,0.35203275084495544,0.18995285034179688,0.3604377806186676,0.20381177961826324,0.35203275084495544,0.3624623417854309,0.18165911734104156,0.1490166187286377,1.0,0.4815765619277954,0.18314571678638458
