,when,did,the,nfl,announce,that,it,would,not,use,roman,numbers,to,designate,the,super,bowl,number,?
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.18523651361465454,0.24828478693962097,0.42569106817245483,0.4529881477355957,0.35589995980262756,0.3516409695148468,0.2776605486869812,0.15509356558322906,0.20438247919082642,0.41031414270401,0.1892622858285904,0.5107308030128479,0.1569211632013321,0.1334993690252304,0.2978411018848419,0.2714994251728058
june,0.2469879388809204,0.26244688034057617,0.24568822979927063,0.20633910596370697,0.24162550270557404,0.200034037232399,0.23863808810710907,0.24736599624156952,0.19281072914600372,0.11329296231269836,0.11824105679988861,0.08708876371383667,0.22441016137599945,0.23466211557388306,0.24568822979927063,0.12735934555530548,0.15820787847042084,0.10977987945079803,0.31416764855384827
4,0.06794765591621399,0.0646207332611084,0.15499350428581238,0.03529456630349159,0.05115828290581703,-0.04881570115685463,0.03282322362065315,0.03919385001063347,-0.0563298724591732,-0.006586939096450806,0.16189806163311005,-0.005858288146555424,0.059323787689208984,0.184984490275383,0.15499350428581238,0.046946682035923004,0.020155208185315132,-0.03914346173405647,0.010515431873500347
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.19437241554260254,0.4137537479400635,0.48329564929008484,0.32586824893951416,0.3769696354866028,0.3276674151420593,0.26863154768943787,0.26479464769363403,0.44245919585227966,0.18408267199993134,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.2535701394081116,0.31091248989105225
2014,0.1509266346693039,-0.002547524170950055,0.059490643441677094,0.10824394971132278,0.004546395502984524,0.018680522218346596,0.06648096442222595,0.022554323077201843,0.013368217274546623,-0.04346330091357231,0.10688325762748718,-0.02310297265648842,0.016496146097779274,0.08632531762123108,0.059490643441677094,0.0236821286380291,0.07104186713695526,0.04202742502093315,0.058127544820308685
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.19437241554260254,0.4137537479400635,0.48329564929008484,0.32586824893951416,0.3769696354866028,0.3276674151420593,0.26863154768943787,0.26479464769363403,0.44245919585227966,0.18408267199993134,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.2535701394081116,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.15305201709270477,0.2190934419631958,0.5473989248275757,0.6251175999641418,0.4133751392364502,0.4310511648654938,0.34342584013938904,0.2862859070301056,0.293011337518692,0.535392165184021,0.20499853789806366,1.0,0.21959073841571808,0.21576224267482758,0.35145696997642517,0.22068053483963013
nfl,0.13304822146892548,0.16524574160575867,0.15305201709270477,1.0,0.2041601538658142,0.15213505923748016,0.11547107994556427,0.16166402399539948,0.1208229511976242,0.12984168529510498,0.12639591097831726,0.13167889416217804,0.1526731252670288,0.14018067717552185,0.15305201709270477,0.319060355424881,0.48354101181030273,0.16465535759925842,0.10610254108905792
announced,0.15404565632343292,0.2690480351448059,0.2277132272720337,0.2523188889026642,0.8293300867080688,0.26166632771492004,0.15299035608768463,0.42309242486953735,0.2279495894908905,0.14619585871696472,0.13161100447177887,0.08512309938669205,0.20247882604599,0.21540920436382294,0.2277132272720337,0.1638530194759369,0.11583950370550156,0.0691022053360939,0.17416009306907654
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.15213505923748016,0.2828746736049652,1.0,0.5921133160591125,0.5895259380340576,0.6600887179374695,0.3939064145088196,0.20374512672424316,0.342125803232193,0.5436353087425232,0.19397951662540436,0.5473989248275757,0.18258553743362427,0.10987387597560883,0.32951247692108154,0.32716336846351624
the,0.5091903209686279,0.34736719727516174,1.0,0.15305201709270477,0.2190934419631958,0.5473989248275757,0.6251175999641418,0.4133751392364502,0.4310511648654938,0.34342584013938904,0.2862859070301056,0.293011337518692,0.535392165184021,0.20499853789806366,1.0,0.21959073841571808,0.21576224267482758,0.35145696997642517,0.22068053483963013
practice,0.24361737072467804,0.256716251373291,0.27333036065101624,0.12826721370220184,0.14373822510242462,0.3368259370326996,0.19842009246349335,0.27087995409965515,0.33168983459472656,0.375469446182251,0.2321038544178009,0.28079700469970703,0.289366751909256,0.1360137015581131,0.27333036065101624,0.168790802359581,0.10187067836523056,0.2364598661661148,0.21386858820915222
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.1524115800857544,0.23663374781608582,0.41498205065727234,0.38761502504348755,0.3353942930698395,0.3307090103626251,0.2750902473926544,0.31028008460998535,0.228018656373024,0.41548454761505127,0.2123376578092575,0.733189046382904,0.14718765020370483,0.2243070751428604,0.2778518795967102,0.1826142966747284
branding,0.21682274341583252,0.21578311920166016,0.26101231575012207,0.1832032948732376,0.2813778221607208,0.28991732001304626,0.25079071521759033,0.33595263957977295,0.23185646533966064,0.2707204222679138,0.14294500648975372,0.23275336623191833,0.27085813879966736,0.20792406797409058,0.26101231575012207,0.21105733513832092,0.1050693467259407,0.22882887721061707,0.16631950438022614
super,0.20393483340740204,0.16038043797016144,0.21959073841571808,0.319060355424881,0.07415129989385605,0.18258553743362427,0.19638319313526154,0.16404198110103607,0.19960549473762512,0.17267648875713348,0.07821496576070786,0.18873633444309235,0.17783479392528534,0.13323500752449036,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.19262047111988068,0.166326642036438
bowl,0.20523639023303986,0.18569406867027283,0.21576224267482758,0.48354101181030273,0.11048731952905655,0.10987387597560883,0.1748591959476471,0.17156143486499786,0.14984336495399475,0.13564810156822205,0.12339023500680923,0.14188441634178162,0.16993016004562378,0.12879060208797455,0.21576224267482758,0.4848237931728363,1.0,0.14966735243797302,0.21118052303791046
games,0.19408148527145386,0.18056219816207886,0.2676136791706085,0.3467232584953308,0.18066982924938202,0.21447691321372986,0.20468297600746155,0.19761772453784943,0.20263861119747162,0.1562696397304535,0.13043218851089478,0.21017436683177948,0.23381441831588745,0.0965409204363823,0.2676136791706085,0.3565964996814728,0.2931278944015503,0.17382411658763885,0.1360001415014267
with,0.5075214505195618,0.25472134351730347,0.4223487675189972,0.18521657586097717,0.16819757223129272,0.4154358208179474,0.3369046747684479,0.38372042775154114,0.3409014642238617,0.3356984257698059,0.16514341533184052,0.21640020608901978,0.4239959120750427,0.08706247061491013,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.2513769268989563,0.2433311939239502
roman,0.1767279952764511,0.1483525037765503,0.2862859070301056,0.12639591097831726,0.11621330678462982,0.20374512672424316,0.20999984443187714,0.21116627752780914,0.1711243987083435,0.17430752515792847,1.0,0.16143129765987396,0.24710409343242645,0.15725164115428925,0.2862859070301056,0.07821496576070786,0.12339023500680923,0.16428028047084808,0.1663191318511963
numerals,0.2174287587404251,0.16777057945728302,0.25819507241249084,0.2016570121049881,0.11601114273071289,0.2481309473514557,0.21709193289279938,0.21986085176467896,0.25824931263923645,0.3054240047931671,0.4669416546821594,0.5172073245048523,0.21088573336601257,0.29172104597091675,0.25819507241249084,0.27254608273506165,0.26416486501693726,0.433815598487854,0.22188253700733185
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.19437241554260254,0.4137537479400635,0.48329564929008484,0.32586824893951416,0.3769696354866028,0.3276674151420593,0.26863154768943787,0.26479464769363403,0.44245919585227966,0.18408267199993134,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.2535701394081116,0.31091248989105225
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.1210956797003746,0.1447197049856186,0.47537946701049805,0.5452592968940735,0.398599237203598,0.3791346549987793,0.30793872475624084,0.18130378425121307,0.24434582889080048,0.45503583550453186,0.2589458227157593,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.2992287278175354,0.23916715383529663
practice,0.24361737072467804,0.256716251373291,0.27333036065101624,0.12826721370220184,0.14373822510242462,0.3368259370326996,0.19842009246349335,0.27087995409965515,0.33168983459472656,0.375469446182251,0.2321038544178009,0.28079700469970703,0.289366751909256,0.1360137015581131,0.27333036065101624,0.168790802359581,0.10187067836523056,0.2364598661661148,0.21386858820915222
established,0.18169470131397247,0.18989217281341553,0.33092597126960754,0.08761250227689743,0.18103265762329102,0.2216063141822815,0.27238577604293823,0.11141114681959152,0.16156615316867828,0.14449875056743622,0.16586624085903168,0.14236249029636383,0.15850777924060822,0.19277513027191162,0.33092597126960754,0.0677686259150505,0.09894891828298569,0.14429239928722382,0.15917523205280304
at,0.38876327872276306,0.28390252590179443,0.457212895154953,0.20260320603847504,0.21152465045452118,0.3183255195617676,0.36473900079727173,0.3073931038379669,0.22025953233242035,0.22117964923381805,0.15289406478405,0.13052843511104584,0.36524343490600586,0.1655387431383133,0.457212895154953,0.11449114978313446,0.2709662914276123,0.20500339567661285,0.21978627145290375
super,0.20393483340740204,0.16038043797016144,0.21959073841571808,0.319060355424881,0.07415129989385605,0.18258553743362427,0.19638319313526154,0.16404198110103607,0.19960549473762512,0.17267648875713348,0.07821496576070786,0.18873633444309235,0.17783479392528534,0.13323500752449036,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.19262047111988068,0.166326642036438
bowl,0.20523639023303986,0.18569406867027283,0.21576224267482758,0.48354101181030273,0.11048731952905655,0.10987387597560883,0.1748591959476471,0.17156143486499786,0.14984336495399475,0.13564810156822205,0.12339023500680923,0.14188441634178162,0.16993016004562378,0.12879060208797455,0.21576224267482758,0.4848237931728363,1.0,0.14966735243797302,0.21118052303791046
v,0.20079591870307922,0.17618848383426666,0.18580520153045654,0.12587018311023712,0.11351914703845978,0.14623945951461792,0.1784781813621521,0.21886853873729706,0.1493779718875885,0.12898752093315125,0.1573350727558136,0.0729546993970871,0.2109750658273697,0.17018239200115204,0.18580520153045654,0.12199956178665161,0.17199891805648804,0.1366957128047943,0.28677162528038025
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.19437241554260254,0.4137537479400635,0.48329564929008484,0.32586824893951416,0.3769696354866028,0.3276674151420593,0.26863154768943787,0.26479464769363403,0.44245919585227966,0.18408267199993134,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.2535701394081116,0.31091248989105225
would,0.4219970703125,0.6268245577812195,0.4133751392364502,0.16166402399539948,0.390288382768631,0.5895259380340576,0.36398744583129883,1.0000001192092896,0.5854519605636597,0.3798166513442993,0.21116627752780914,0.27861475944519043,0.5965728163719177,0.16609138250350952,0.4133751392364502,0.16404198110103607,0.17156143486499786,0.22908863425254822,0.37178951501846313
be,0.4451393485069275,0.22657383978366852,0.4248143136501312,0.12418080866336823,0.1575320065021515,0.6036020517349243,0.5203388929367065,0.5202695727348328,0.5788898468017578,0.4528608024120331,0.16603216528892517,0.2776923179626465,0.4972836375236511,0.20116408169269562,0.4248143136501312,0.1880253106355667,0.18567830324172974,0.28840136528015137,0.3324260413646698
temporarily,0.46707767248153687,0.21994741261005402,0.35498616099357605,0.1831285059452057,0.22129568457603455,0.3617313504219055,0.29363539814949036,0.3556080460548401,0.3287234902381897,0.20983417332172394,0.16546212136745453,0.11800821125507355,0.38873597979545593,0.2299835979938507,0.35498616099357605,0.16314555704593658,0.13392890989780426,0.09986013174057007,0.11896703392267227
suspended,0.27219924330711365,0.2185872197151184,0.28768354654312134,0.22708311676979065,0.3082568347454071,0.3051503896713257,0.17751415073871613,0.2883594334125519,0.27103686332702637,0.1972721368074417,0.14428016543388367,0.165289968252182,0.20259469747543335,0.18882247805595398,0.28768354654312134,0.194660022854805,0.21673765778541565,0.11604934930801392,0.13118882477283478
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.19437241554260254,0.4137537479400635,0.48329564929008484,0.32586824893951416,0.3769696354866028,0.3276674151420593,0.26863154768943787,0.26479464769363403,0.44245919585227966,0.18408267199993134,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.2535701394081116,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2080700695514679,0.14379966259002686,0.4731321930885315,0.40957894921302795,0.34921059012413025,0.39099299907684326,0.34145063161849976,0.2730041444301605,0.24053069949150085,0.48971283435821533,0.12133195251226425,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.28545793890953064,0.20544172823429108
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.15213505923748016,0.2828746736049652,1.0,0.5921133160591125,0.5895259380340576,0.6600887179374695,0.3939064145088196,0.20374512672424316,0.342125803232193,0.5436353087425232,0.19397951662540436,0.5473989248275757,0.18258553743362427,0.10987387597560883,0.32951247692108154,0.32716336846351624
the,0.5091903209686279,0.34736719727516174,1.0,0.15305201709270477,0.2190934419631958,0.5473989248275757,0.6251175999641418,0.4133751392364502,0.4310511648654938,0.34342584013938904,0.2862859070301056,0.293011337518692,0.535392165184021,0.20499853789806366,1.0,0.21959073841571808,0.21576224267482758,0.35145696997642517,0.22068053483963013
game,0.22596776485443115,0.19789010286331177,0.285271555185318,0.3143478333950043,0.19654089212417603,0.27499276399612427,0.23708535730838776,0.20549730956554413,0.2181175947189331,0.18695856630802155,0.11391695588827133,0.20485274493694305,0.2540906071662903,0.117218516767025,0.285271555185318,0.3480181396007538,0.2413962334394455,0.18881799280643463,0.1829071193933487
would,0.4219970703125,0.6268245577812195,0.4133751392364502,0.16166402399539948,0.390288382768631,0.5895259380340576,0.36398744583129883,1.0000001192092896,0.5854519605636597,0.3798166513442993,0.21116627752780914,0.27861475944519043,0.5965728163719177,0.16609138250350952,0.4133751392364502,0.16404198110103607,0.17156143486499786,0.22908863425254822,0.37178951501846313
be,0.4451393485069275,0.22657383978366852,0.4248143136501312,0.12418080866336823,0.1575320065021515,0.6036020517349243,0.5203388929367065,0.5202695727348328,0.5788898468017578,0.4528608024120331,0.16603216528892517,0.2776923179626465,0.4972836375236511,0.20116408169269562,0.4248143136501312,0.1880253106355667,0.18567830324172974,0.28840136528015137,0.3324260413646698
named,0.2802571952342987,0.1507878601551056,0.3521348536014557,0.18834304809570312,0.169052392244339,0.2836160957813263,0.27125322818756104,0.15295875072479248,0.17369797825813293,0.09869730472564697,0.10008247196674347,0.11625753343105316,0.23689822852611542,0.3340088725090027,0.3521348536014557,0.2206273078918457,0.18541297316551208,0.16574423015117645,0.1297498345375061
using,0.4100514352321625,0.25429773330688477,0.28364112973213196,0.12897957861423492,0.21167787909507751,0.4372335970401764,0.28191491961479187,0.3468724191188812,0.38508203625679016,0.7256444692611694,0.13972263038158417,0.3178364634513855,0.3678804934024811,0.1491425633430481,0.28364112973213196,0.12041214108467102,0.10332484543323517,0.2584289014339447,0.2804589569568634
arabic,0.15539835393428802,0.12987375259399414,0.23818454146385193,0.14142173528671265,0.0967307984828949,0.20935559272766113,0.1667136698961258,0.13535012304782867,0.2222747504711151,0.24658775329589844,0.1966908574104309,0.19571666419506073,0.22180728614330292,0.18472127616405487,0.23818454146385193,0.18190370500087738,0.1547006070613861,0.12393417209386826,0.18792502582073212
numerals,0.2174287587404251,0.16777057945728302,0.25819507241249084,0.2016570121049881,0.11601114273071289,0.2481309473514557,0.21709193289279938,0.21986085176467896,0.25824931263923645,0.3054240047931671,0.4669416546821594,0.5172073245048523,0.21088573336601257,0.29172104597091675,0.25819507241249084,0.27254608273506165,0.26416486501693726,0.433815598487854,0.22188253700733185
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.18464252352714539,0.18656931817531586,0.4735107421875,0.4461488723754883,0.3824005722999573,0.5105602741241455,0.3453201949596405,0.22062699496746063,0.2396276444196701,0.42092081904411316,0.3017573952674866,0.48381632566452026,0.21450649201869965,0.14539222419261932,0.26786008477211,0.27043893933296204
super,0.20393483340740204,0.16038043797016144,0.21959073841571808,0.319060355424881,0.07415129989385605,0.18258553743362427,0.19638319313526154,0.16404198110103607,0.19960549473762512,0.17267648875713348,0.07821496576070786,0.18873633444309235,0.17783479392528534,0.13323500752449036,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.19262047111988068,0.166326642036438
bowl,0.20523639023303986,0.18569406867027283,0.21576224267482758,0.48354101181030273,0.11048731952905655,0.10987387597560883,0.1748591959476471,0.17156143486499786,0.14984336495399475,0.13564810156822205,0.12339023500680923,0.14188441634178162,0.16993016004562378,0.12879060208797455,0.21576224267482758,0.4848237931728363,1.0,0.14966735243797302,0.21118052303791046
50,0.06190349534153938,0.03749820590019226,0.03602437674999237,-0.06279195845127106,0.042571887373924255,-0.014119508676230907,-0.05556609109044075,0.05957036092877388,0.0778263658285141,0.03817262873053551,0.01018556673079729,0.020311767235398293,-0.024239253252744675,0.06825567781925201,0.03602437674999237,0.0833745002746582,0.005446359980851412,0.011617548763751984,0.030512850731611252
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.18464252352714539,0.18656931817531586,0.4735107421875,0.4461488723754883,0.3824005722999573,0.5105602741241455,0.3453201949596405,0.22062699496746063,0.2396276444196701,0.42092081904411316,0.3017573952674866,0.48381632566452026,0.21450649201869965,0.14539222419261932,0.26786008477211,0.27043893933296204
opposed,0.26777365803718567,0.3237369954586029,0.24302934110164642,0.11218573153018951,0.22376930713653564,0.37060683965682983,0.22681330144405365,0.3832801580429077,0.3817540109157562,0.27084723114967346,0.17820458114147186,0.19559068977832794,0.2678636610507965,0.1463962346315384,0.24302934110164642,0.09677048772573471,0.12780041992664337,0.1838875710964203,0.23428945243358612
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.1526731252670288,0.2422245293855667,0.5436353087425232,0.513711154460907,0.5965728163719177,0.5149973034858704,0.47261837124824524,0.24710409343242645,0.29515770077705383,1.0,0.2285068780183792,0.535392165184021,0.17783479392528534,0.16993016004562378,0.2706126868724823,0.29463258385658264
super,0.20393483340740204,0.16038043797016144,0.21959073841571808,0.319060355424881,0.07415129989385605,0.18258553743362427,0.19638319313526154,0.16404198110103607,0.19960549473762512,0.17267648875713348,0.07821496576070786,0.18873633444309235,0.17783479392528534,0.13323500752449036,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.19262047111988068,0.166326642036438
bowl,0.20523639023303986,0.18569406867027283,0.21576224267482758,0.48354101181030273,0.11048731952905655,0.10987387597560883,0.1748591959476471,0.17156143486499786,0.14984336495399475,0.13564810156822205,0.12339023500680923,0.14188441634178162,0.16993016004562378,0.12879060208797455,0.21576224267482758,0.4848237931728363,1.0,0.14966735243797302,0.21118052303791046
l.,-0.011399283073842525,-0.07532182335853577,0.06809674203395844,-0.05678698420524597,0.048948973417282104,0.03017883189022541,-0.0007717983098700643,0.007171301171183586,0.002292241668328643,0.005531991366297007,0.05787437781691551,0.018438799306750298,-0.004813444335013628,0.05312299355864525,0.06809674203395844,0.058923691511154175,-0.052533600479364395,0.019969334825873375,0.05018472298979759
the,0.5091903209686279,0.34736719727516174,1.0,0.15305201709270477,0.2190934419631958,0.5473989248275757,0.6251175999641418,0.4133751392364502,0.4310511648654938,0.34342584013938904,0.2862859070301056,0.293011337518692,0.535392165184021,0.20499853789806366,1.0,0.21959073841571808,0.21576224267482758,0.35145696997642517,0.22068053483963013
use,0.3298092782497406,0.32446643710136414,0.34342584013938904,0.12984168529510498,0.23520474135875702,0.3939064145088196,0.34436097741127014,0.3798166513442993,0.48439106345176697,1.0,0.17430752515792847,0.3483348786830902,0.47261837124824524,0.22000537812709808,0.34342584013938904,0.17267648875713348,0.13564810156822205,0.27984145283699036,0.32795652747154236
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.1524115800857544,0.23663374781608582,0.41498205065727234,0.38761502504348755,0.3353942930698395,0.3307090103626251,0.2750902473926544,0.31028008460998535,0.228018656373024,0.41548454761505127,0.2123376578092575,0.733189046382904,0.14718765020370483,0.2243070751428604,0.2778518795967102,0.1826142966747284
roman,0.1767279952764511,0.1483525037765503,0.2862859070301056,0.12639591097831726,0.11621330678462982,0.20374512672424316,0.20999984443187714,0.21116627752780914,0.1711243987083435,0.17430752515792847,1.0,0.16143129765987396,0.24710409343242645,0.15725164115428925,0.2862859070301056,0.07821496576070786,0.12339023500680923,0.16428028047084808,0.1663191318511963
numerals,0.2174287587404251,0.16777057945728302,0.25819507241249084,0.2016570121049881,0.11601114273071289,0.2481309473514557,0.21709193289279938,0.21986085176467896,0.25824931263923645,0.3054240047931671,0.4669416546821594,0.5172073245048523,0.21088573336601257,0.29172104597091675,0.25819507241249084,0.27254608273506165,0.26416486501693726,0.433815598487854,0.22188253700733185
will,0.42625120282173157,0.40638336539268494,0.3635469079017639,0.18084147572517395,0.31653934717178345,0.4857470989227295,0.33041369915008545,0.7075439691543579,0.5266793966293335,0.410645067691803,0.13640916347503662,0.24534054100513458,0.5091033577919006,0.15355554223060608,0.3635469079017639,0.1544499397277832,0.1507955938577652,0.2512786388397217,0.35046905279159546
be,0.4451393485069275,0.22657383978366852,0.4248143136501312,0.12418080866336823,0.1575320065021515,0.6036020517349243,0.5203388929367065,0.5202695727348328,0.5788898468017578,0.4528608024120331,0.16603216528892517,0.2776923179626465,0.4972836375236511,0.20116408169269562,0.4248143136501312,0.1880253106355667,0.18567830324172974,0.28840136528015137,0.3324260413646698
reinstated,0.28859299421310425,0.34917333722114563,0.2586565315723419,0.18386715650558472,0.3780587315559387,0.3453580141067505,0.2462957203388214,0.40088826417922974,0.3292843997478485,0.2524178922176361,0.2652885317802429,0.17708206176757812,0.30955785512924194,0.25204727053642273,0.2586565315723419,0.11153620481491089,0.11042346805334091,0.11489519476890564,0.29092538356781006
for,0.43402108550071716,0.318512886762619,0.4739971458911896,0.23749186098575592,0.25365424156188965,0.4137635827064514,0.32171204686164856,0.39877474308013916,0.39280617237091064,0.47655582427978516,0.13499169051647186,0.2885598838329315,0.4451248347759247,0.2117629200220108,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.2861633002758026,0.264628142118454
super,0.20393483340740204,0.16038043797016144,0.21959073841571808,0.319060355424881,0.07415129989385605,0.18258553743362427,0.19638319313526154,0.16404198110103607,0.19960549473762512,0.17267648875713348,0.07821496576070786,0.18873633444309235,0.17783479392528534,0.13323500752449036,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.19262047111988068,0.166326642036438
bowl,0.20523639023303986,0.18569406867027283,0.21576224267482758,0.48354101181030273,0.11048731952905655,0.10987387597560883,0.1748591959476471,0.17156143486499786,0.14984336495399475,0.13564810156822205,0.12339023500680923,0.14188441634178162,0.16993016004562378,0.12879060208797455,0.21576224267482758,0.4848237931728363,1.0,0.14966735243797302,0.21118052303791046
li,0.18981222808361053,0.08404657244682312,0.1979183703660965,0.14981640875339508,0.09336067736148834,0.12005119025707245,0.140228271484375,0.06947522610425949,0.11313335597515106,0.13763126730918884,0.14842745661735535,0.09611953794956207,0.0824500098824501,0.12861505150794983,0.1979183703660965,0.24357181787490845,0.18137063086032867,0.1652686595916748,0.17020992934703827
