,who,attends,loreto,normanhurst,?
st,0.1950429379940033,0.22379405796527863,0.16186372935771942,0.3023197054862976,0.13298600912094116
joseph,0.24207964539527893,0.14193761348724365,0.2086271345615387,0.25455865263938904,0.08421234786510468
's,0.05599616840481758,-0.007890808396041393,-0.01312782522290945,-0.023745840415358543,-0.023395681753754616
college,0.20970852673053741,0.38781726360321045,0.2276235967874527,0.3234293758869171,0.11076676845550537
",",0.3365725874900818,0.23412498831748962,0.3288508653640747,0.36148473620414734,0.31091248989105225
gregory,0.27774345874786377,0.1993371695280075,0.19593706727027893,0.2459651231765747,0.22212301194667816
terrace,0.11769519001245499,0.19848105311393738,0.282842218875885,0.36037686467170715,0.077438123524189
",",0.3365725874900818,0.23412498831748962,0.3288508653640747,0.36148473620414734,0.31091248989105225
saint,0.19721253216266632,0.1900094896554947,0.2680497467517853,0.28180646896362305,0.15690264105796814
ignatius,0.23273465037345886,0.22597399353981018,0.22151510417461395,0.26475030183792114,0.1318337768316269
',0.22534559667110443,0.18956337869167328,0.23088854551315308,0.23501434922218323,0.330942302942276
college,0.20970852673053741,0.38781726360321045,0.2276235967874527,0.3234293758869171,0.11076676845550537
",",0.3365725874900818,0.23412498831748962,0.3288508653640747,0.36148473620414734,0.31091248989105225
riverview,0.1367279440164566,0.19216813147068024,0.28073734045028687,0.33741986751556396,0.19514279067516327
",",0.3365725874900818,0.23412498831748962,0.3288508653640747,0.36148473620414734,0.31091248989105225
st,0.1950429379940033,0.22379405796527863,0.16186372935771942,0.3023197054862976,0.13298600912094116
gregory,0.27774345874786377,0.1993371695280075,0.19593706727027893,0.2459651231765747,0.22212301194667816
's,0.05599616840481758,-0.007890808396041393,-0.01312782522290945,-0.023745840415358543,-0.023395681753754616
college,0.20970852673053741,0.38781726360321045,0.2276235967874527,0.3234293758869171,0.11076676845550537
",",0.3365725874900818,0.23412498831748962,0.3288508653640747,0.36148473620414734,0.31091248989105225
campbelltown,0.177322119474411,0.2821527421474457,0.3407922685146332,0.4950287342071533,0.1276736855506897
",",0.3365725874900818,0.23412498831748962,0.3288508653640747,0.36148473620414734,0.31091248989105225
st,0.1950429379940033,0.22379405796527863,0.16186372935771942,0.3023197054862976,0.13298600912094116
aloysius,0.33305537700653076,0.2615227699279785,0.23226863145828247,0.23375429213047028,0.1675117313861847
',0.22534559667110443,0.18956337869167328,0.23088854551315308,0.23501434922218323,0.330942302942276
college,0.20970852673053741,0.38781726360321045,0.2276235967874527,0.3234293758869171,0.11076676845550537
(,0.2443375140428543,0.12495949119329453,0.3118067681789398,0.22449903190135956,0.40561532974243164
sydney,0.2013920545578003,0.20371375977993011,0.18967249989509583,0.38602253794670105,0.0820717066526413
),0.2457384318113327,0.11682947725057602,0.31506696343421936,0.22984327375888824,0.42300865054130554
and,0.41279885172843933,0.2656921148300171,0.23998890817165375,0.34561970829963684,0.20544172823429108
st,0.1950429379940033,0.22379405796527863,0.16186372935771942,0.3023197054862976,0.13298600912094116
joseph,0.24207964539527893,0.14193761348724365,0.2086271345615387,0.25455865263938904,0.08421234786510468
's,0.05599616840481758,-0.007890808396041393,-0.01312782522290945,-0.023745840415358543,-0.023395681753754616
college,0.20970852673053741,0.38781726360321045,0.2276235967874527,0.3234293758869171,0.11076676845550537
",",0.3365725874900818,0.23412498831748962,0.3288508653640747,0.36148473620414734,0.31091248989105225
hunters,0.27871617674827576,0.19993259012699127,0.17221683263778687,0.3091784119606018,0.11965189129114151
hill,0.15769852697849274,0.18365497887134552,0.24681243300437927,0.33937403559684753,0.1149863451719284
",",0.3365725874900818,0.23412498831748962,0.3288508653640747,0.36148473620414734,0.31091248989105225
as,0.3923053741455078,0.1855354756116867,0.21546117961406708,0.3063524663448334,0.27043893933296204
well,0.3480316996574402,0.14587628841400146,0.19664399325847626,0.2375318706035614,0.24815571308135986
as,0.3923053741455078,0.1855354756116867,0.21546117961406708,0.3063524663448334,0.27043893933296204
loreto,0.17426395416259766,0.10718870908021927,1.0000001192092896,0.3098558485507965,0.11420498788356781
kirribilli,0.215963676571846,0.22012269496917725,0.4608759880065918,0.40109118819236755,0.15385673940181732
",",0.3365725874900818,0.23412498831748962,0.3288508653640747,0.36148473620414734,0.31091248989105225
