,which,animal,'s,venom,did,pierre-louis,moreau,de,maupertuis,work,with,?
in,0.4840516746044159,0.21829302608966827,-0.037580832839012146,0.1273389458656311,0.2593238651752472,0.26453644037246704,0.20570538938045502,0.24818959832191467,0.26023921370506287,0.2753349542617798,0.4080928862094879,0.20430970191955566
the,0.6521818041801453,0.2502762973308563,-0.01540423184633255,0.18856661021709442,0.34736719727516174,0.25425711274147034,0.2735755443572998,0.23491892218589783,0.3131202459335327,0.2704800069332123,0.4223487675189972,0.22068053483963013
18th,0.2174748033285141,0.15837478637695312,0.12255296856164932,0.18222776055335999,0.14576448500156403,0.13526691496372223,0.177829772233963,0.03959039971232414,0.13999879360198975,0.14204668998718262,0.22789286077022552,0.11879357695579529
century,0.23552611470222473,0.1305905431509018,-0.0005286295781843364,0.1260821670293808,0.2333737462759018,0.2745341658592224,0.25223225355148315,0.20228725671768188,0.34173956513404846,0.20945213735103607,0.1467021107673645,0.1026201918721199
",",0.3658004403114319,0.18390819430351257,-0.0016132977325469255,0.19142715632915497,0.3015086054801941,0.28139790892601013,0.34450843930244446,0.2882855534553528,0.3413352966308594,0.3283594250679016,0.4120737314224243,0.31091248989105225
pierre-louis,0.14930805563926697,0.1058330163359642,0.007400887552648783,0.11927028745412827,0.1849968284368515,1.0,0.5943175554275513,0.37295806407928467,0.6720642447471619,0.17907385528087616,0.18140262365341187,0.1693095713853836
moreau,0.1668473482131958,0.16211870312690735,0.0558922179043293,0.1322982907295227,0.24468320608139038,0.5943175554275513,1.0000001192092896,0.38356631994247437,0.5466777086257935,0.2145092487335205,0.2690586447715759,0.14753223955631256
de,0.13585758209228516,0.055836379528045654,0.018396059051156044,0.07977979630231857,0.09745011478662491,0.37295806407928467,0.38356631994247437,1.0,0.48579907417297363,0.15739025175571442,0.18490396440029144,0.11064168810844421
maupertuis,0.2517421841621399,0.1570635437965393,0.05202457308769226,0.3212258517742157,0.21257206797599792,0.6720642447471619,0.5466777086257935,0.48579907417297363,1.0000001192092896,0.2754243016242981,0.20952224731445312,0.22589945793151855
made,0.3407467305660248,0.17602133750915527,0.08483956009149551,0.12806019186973572,0.3068731725215912,0.14017131924629211,0.19857904314994812,0.12994715571403503,0.2207019180059433,0.24743260443210602,0.3459964990615845,0.17218779027462006
experiments,0.31440770626068115,0.28759822249412537,-0.0008199171279557049,0.2775449752807617,0.2717590034008026,0.2076694816350937,0.22320690751075745,0.10920331627130508,0.3812336027622223,0.4124527871608734,0.23139363527297974,0.14564716815948486
with,0.46403205394744873,0.1670040786266327,-0.04624466598033905,0.15722179412841797,0.25472134351730347,0.18140262365341187,0.2690586447715759,0.18490396440029144,0.20952224731445312,0.2649822533130646,0.9999999403953552,0.2433311939239502
scorpion,0.27686211466789246,0.28276827931404114,0.0021412221249192953,0.5082029700279236,0.19601184129714966,0.20688164234161377,0.2513916492462158,0.14122383296489716,0.3645501732826233,0.12968885898590088,0.16751009225845337,0.18626219034194946
venom,0.23678043484687805,0.32933980226516724,-0.060964398086071014,0.9999999403953552,0.16532377898693085,0.11927028745412827,0.1322982907295227,0.07977979630231857,0.3212258517742157,0.16366398334503174,0.15722179412841797,0.22266680002212524
and,0.506277859210968,0.28363606333732605,0.06895173341035843,0.18618181347846985,0.34479495882987976,0.23378321528434753,0.3413740396499634,0.22193852066993713,0.2840888500213623,0.37551814317703247,0.5477725267410278,0.20544172823429108
observed,0.24417367577552795,0.17427882552146912,-0.0507233701646328,0.26536011695861816,0.24909503757953644,0.17977990210056305,0.1188419982790947,0.1173512414097786,0.3499128818511963,0.1919957399368286,0.17876790463924408,0.12128034234046936
that,0.6894589066505432,0.20606283843517303,0.04397977516055107,0.2513274848461151,0.47518548369407654,0.21013878285884857,0.20500202476978302,0.16662734746932983,0.28500258922576904,0.34257015585899353,0.4154358208179474,0.32716336846351624
certain,0.5292714238166809,0.2589779198169708,0.002122793812304735,0.20657549798488617,0.3046872019767761,0.14654739201068878,0.13519488275051117,0.14656944572925568,0.23815006017684937,0.32718613743782043,0.3306539058685303,0.2516106069087982
dogs,0.22451378405094147,0.369299054145813,0.02065570466220379,0.2574904263019562,0.21929974853992462,0.17132797837257385,0.17629481852054596,0.06274688988924026,0.17153026163578033,0.189822718501091,0.21135738492012024,0.20021939277648926
and,0.506277859210968,0.28363606333732605,0.06895173341035843,0.18618181347846985,0.34479495882987976,0.23378321528434753,0.3413740396499634,0.22193852066993713,0.2840888500213623,0.37551814317703247,0.5477725267410278,0.20544172823429108
mice,0.25247350335121155,0.3303033411502838,0.07589246332645416,0.32713571190834045,0.16393202543258667,0.1599663943052292,0.22823260724544525,0.06193598732352257,0.2669413685798645,0.23404255509376526,0.13851282000541687,0.11004079878330231
were,0.2807837128639221,0.16945812106132507,0.007088581565767527,0.13231584429740906,0.4162326455116272,0.19495375454425812,0.2195635735988617,0.1311400681734085,0.22429953515529633,0.23814889788627625,0.3179011940956116,0.17890112102031708
immune,0.3153325319290161,0.27000612020492554,-0.07542949169874191,0.38577136397361755,0.22016388177871704,0.17814327776432037,0.14632505178451538,0.07547811418771744,0.27453795075416565,0.2250877320766449,0.20084229111671448,0.16080476343631744
to,0.5345056653022766,0.18854594230651855,0.03782717138528824,0.18757425248622894,0.4452643394470215,0.17728905379772186,0.22565504908561707,0.15903331339359283,0.2501078248023987,0.3482864499092102,0.4239959120750427,0.29463258385658264
this,0.6719430088996887,0.22004614770412445,0.02106832154095173,0.21103322505950928,0.3609912693500519,0.16404497623443604,0.18956954777240753,0.1538555771112442,0.3077757954597473,0.4280385971069336,0.36358317732810974,0.3155723512172699
venom,0.23678043484687805,0.32933980226516724,-0.060964398086071014,0.9999999403953552,0.16532377898693085,0.11927028745412827,0.1322982907295227,0.07977979630231857,0.3212258517742157,0.16366398334503174,0.15722179412841797,0.22266680002212524
.,0.45942068099975586,0.2140108346939087,-0.003708066651597619,0.24267929792404175,0.35288307070732117,0.27609747648239136,0.3022538423538208,0.2525182366371155,0.3237251341342926,0.33121398091316223,0.4446153938770294,0.4130953550338745
