,where,in,warsaw,are,patriotic,and,political,objects,connected,with,poland,'s,struggles,for,independence,found,?
the,0.5003893971443176,0.6662389636039734,0.23137180507183075,0.40399202704429626,0.29410192370414734,0.5171257257461548,0.20477235317230225,0.24716724455356598,0.31369513273239136,0.4223487675189972,0.24871079623699188,-0.01540423184633255,0.25865504145622253,0.4739971458911896,0.2836182415485382,0.3452354073524475,0.22068053483963013
museum,0.17054861783981323,0.2407650351524353,0.24001078307628632,0.12469582259654999,0.19123536348342896,0.21554097533226013,0.11670608073472977,0.15663208067417145,0.19463957846164703,0.08185859024524689,0.1869635283946991,-0.011753248050808907,0.15478374063968658,0.15718214213848114,0.16025030612945557,0.1381998509168625,0.14128351211547852
of,0.38066378235816956,0.5696388483047485,0.19253842532634735,0.39081433415412903,0.270193874835968,0.5116966962814331,0.27319738268852234,0.23814009130001068,0.2951911687850952,0.41827285289764404,0.26632049679756165,-0.03817026689648628,0.2607816755771637,0.4185989499092102,0.2965129017829895,0.2982911467552185,0.1826142966747284
independence,0.13927894830703735,0.25996696949005127,0.26688152551651,0.10444380342960358,0.5045644044876099,0.19334110617637634,0.33864137530326843,0.09695392847061157,0.08302619308233261,0.12566587328910828,0.26779308915138245,0.02269889786839485,0.3458283543586731,0.1525467187166214,1.0000001192092896,0.09959853440523148,0.12301119416952133
preserves,0.1845744401216507,0.2162599116563797,0.11144519597291946,0.23341821134090424,0.20109549164772034,0.22004996240139008,0.08365076035261154,0.23369330167770386,0.20559923350811005,0.1734253168106079,0.11799246817827225,-0.056064654141664505,0.14149947464466095,0.25465327501296997,0.10761742293834686,0.24392788112163544,0.09447159618139267
patriotic,0.11551336199045181,0.27434971928596497,0.27174079418182373,0.1575852334499359,1.0000001192092896,0.2338600754737854,0.36543673276901245,0.15280556678771973,0.030700279399752617,0.20416511595249176,0.2563587725162506,-0.015603131614625454,0.37054193019866943,0.24139218032360077,0.5045644044876099,0.09485817700624466,0.1083037480711937
and,0.43859338760375977,0.4954058527946472,0.2083624005317688,0.48576638102531433,0.2338600754737854,1.0,0.33013346791267395,0.2794862985610962,0.2646467387676239,0.5477725267410278,0.2642565965652466,0.06895173341035843,0.33065274357795715,0.5064792633056641,0.19334110617637634,0.27978911995887756,0.20544172823429108
political,0.16760075092315674,0.22136160731315613,0.2230556607246399,0.12559790909290314,0.36543673276901245,0.33013346791267395,1.0000001192092896,0.14153052866458893,0.15095722675323486,0.19677042961120605,0.19688592851161957,0.04151610657572746,0.3949888348579407,0.24620850384235382,0.33864137530326843,0.09049317985773087,0.17130474746227264
objects,0.27781185507774353,0.23406893014907837,0.1503739058971405,0.3614059388637543,0.15280556678771973,0.2794862985610962,0.14153052866458893,1.0000001192092896,0.24278736114501953,0.21321995556354523,0.12422425299882889,0.013840041123330593,0.3040456771850586,0.240665465593338,0.09695392847061157,0.219906747341156,0.15479016304016113
connected,0.2837323248386383,0.28792381286621094,0.14654549956321716,0.33255407214164734,0.030700279399752617,0.2646467387676239,0.15095722675323486,0.24278736114501953,1.0,0.28264787793159485,0.10709430277347565,0.03242950886487961,0.1900905817747116,0.11114766448736191,0.08302619308233261,0.2389775663614273,0.11086785048246384
with,0.4142743945121765,0.4080928862094879,0.15415489673614502,0.38996943831443787,0.20416511595249176,0.5477725267410278,0.19677042961120605,0.21321995556354523,0.28264787793159485,0.9999999403953552,0.15625040233135223,-0.04624466598033905,0.27476561069488525,0.39140474796295166,0.12566587328910828,0.2364431470632553,0.2433311939239502
poland,0.1504354476928711,0.2887791395187378,0.6352760195732117,0.11459933966398239,0.2563587725162506,0.2642565965652466,0.19688592851161957,0.12422425299882889,0.10709430277347565,0.15625040233135223,0.9999999403953552,0.010900946334004402,0.1760600507259369,0.15672115981578827,0.26779308915138245,0.115387462079525,0.14259830117225647
's,0.0007701900321990252,-0.037580832839012146,0.02839025668799877,-0.008927806280553341,-0.015603131614625454,0.06895173341035843,0.04151610657572746,0.013840041123330593,0.03242950886487961,-0.04624466598033905,0.010900946334004402,0.9999999403953552,0.02593259885907173,-0.07241261005401611,0.02269889786839485,0.005866709165275097,-0.023395681753754616
struggles,0.18545566499233246,0.2006346434354782,0.2025970220565796,0.1819029003381729,0.37054193019866943,0.33065274357795715,0.3949888348579407,0.3040456771850586,0.1900905817747116,0.27476561069488525,0.1760600507259369,0.02593259885907173,1.0,0.2118416726589203,0.3458283543586731,0.07950711995363235,0.10973235219717026
for,0.38599511981010437,0.4322226941585541,0.1427849680185318,0.3895993232727051,0.24139218032360077,0.5064792633056641,0.24620850384235382,0.240665465593338,0.11114766448736191,0.39140474796295166,0.15672115981578827,-0.07241261005401611,0.2118416726589203,0.9999999403953552,0.1525467187166214,0.19707661867141724,0.264628142118454
independence,0.13927894830703735,0.25996696949005127,0.26688152551651,0.10444380342960358,0.5045644044876099,0.19334110617637634,0.33864137530326843,0.09695392847061157,0.08302619308233261,0.12566587328910828,0.26779308915138245,0.02269889786839485,0.3458283543586731,0.1525467187166214,1.0000001192092896,0.09959853440523148,0.12301119416952133
.,0.41390106081962585,0.5591574311256409,0.26825499534606934,0.3452940285205841,0.217426136136055,0.588965117931366,0.24802669882774353,0.23188386857509613,0.2379520833492279,0.4446153938770294,0.2872875928878784,-0.003708066651597619,0.23026826977729797,0.4726039469242096,0.2129606306552887,0.3618174195289612,0.4130953550338745
