,which,arts,were,often,practiced,together,by,the,same,artists,?
due,0.26323074102401733,0.08637241274118423,0.17703603208065033,0.2784053683280945,0.15664903819561005,0.13988876342773438,0.22024279832839966,0.22577603161334991,0.2173551470041275,0.11180779337882996,0.10954997688531876
to,0.5345056653022766,0.2388276606798172,0.31913647055625916,0.4351843297481537,0.21371574699878693,0.33225905895233154,0.33534231781959534,0.535392165184021,0.3205692768096924,0.2258228361606598,0.29463258385658264
the,0.6521818041801453,0.23374557495117188,0.3906462490558624,0.38004449009895325,0.20430389046669006,0.26662585139274597,0.4408751428127289,1.0,0.4583131968975067,0.2150506228208542,0.22068053483963013
coming,0.3447872996330261,0.15846215188503265,0.2806926667690277,0.2686322033405304,0.1876540631055832,0.2570982873439789,0.1908789426088333,0.4306776821613312,0.2806062400341034,0.19248834252357483,0.2504907250404358
together,0.3194063603878021,0.1995428204536438,0.2806561589241028,0.3162117004394531,0.1500595510005951,1.0000001192092896,0.24535199999809265,0.26662585139274597,0.40087610483169556,0.2594141960144043,0.1690303236246109
of,0.5011631846427917,0.29211288690567017,0.34038281440734863,0.3351972997188568,0.24753569066524506,0.26678720116615295,0.3646814823150635,0.733189046382904,0.3808329105377197,0.18416832387447357,0.1826142966747284
painting,0.18631196022033691,0.3513708710670471,0.17823439836502075,0.23786409199237823,0.2715795338153839,0.12486037611961365,0.22491493821144104,0.20519959926605225,0.14320477843284607,0.4771731197834015,0.18062187731266022
",",0.3658004403114319,0.2528577744960785,0.36755475401878357,0.24139221012592316,0.24787157773971558,0.2912277579307556,0.3680937886238098,0.4933079481124878,0.3207721710205078,0.2220294177532196,0.31091248989105225
poetry,0.22226785123348236,0.30986854434013367,0.20478524267673492,0.25094202160835266,0.22017768025398254,0.1696735918521881,0.1845121681690216,0.23306018114089966,0.12029436230659485,0.25157347321510315,0.1394418478012085
",",0.3658004403114319,0.2528577744960785,0.36755475401878357,0.24139221012592316,0.24787157773971558,0.2912277579307556,0.3680937886238098,0.4933079481124878,0.3207721710205078,0.2220294177532196,0.31091248989105225
and,0.506277859210968,0.3013502061367035,0.42175528407096863,0.42465832829475403,0.27935341000556946,0.37008100748062134,0.4289871156215668,0.5171257257461548,0.3205644488334656,0.22698481380939484,0.20544172823429108
calligraphy,0.24202530086040497,0.3025023341178894,0.18193745613098145,0.3403235077857971,0.3313678503036499,0.16980130970478058,0.1890595555305481,0.220450296998024,0.20078635215759277,0.3164551258087158,0.19383898377418518
at,0.3286694884300232,0.2329150289297104,0.2947486639022827,0.24406926333904266,0.20187456905841827,0.22121661901474,0.2368064820766449,0.457212895154953,0.32705798745155334,0.11910808086395264,0.21978627145290375
this,0.6719430088996887,0.21258041262626648,0.25469228625297546,0.40794891119003296,0.19323046505451202,0.278789222240448,0.38438332080841064,0.6274310946464539,0.49053558707237244,0.22915303707122803,0.3155723512172699
time,0.325231671333313,0.1556640863418579,0.3104150593280792,0.3460580110549927,0.2537813186645508,0.22052262723445892,0.26502725481987,0.43061500787734985,0.4052887558937073,0.19781909883022308,0.27391523122787476
many,0.5168171525001526,0.26020848751068115,0.4804460406303406,0.5640480518341064,0.30523964762687683,0.2683815658092499,0.3409687578678131,0.4335206151008606,0.3821374177932739,0.32100793719291687,0.2124512493610382
of,0.5011631846427917,0.29211288690567017,0.34038281440734863,0.3351972997188568,0.24753569066524506,0.26678720116615295,0.3646814823150635,0.733189046382904,0.3808329105377197,0.18416832387447357,0.1826142966747284
the,0.6521818041801453,0.23374557495117188,0.3906462490558624,0.38004449009895325,0.20430389046669006,0.26662585139274597,0.4408751428127289,1.0,0.4583131968975067,0.2150506228208542,0.22068053483963013
artists,0.15925386548042297,0.42059630155563354,0.2431362122297287,0.24570387601852417,0.2173587828874588,0.2594141960144043,0.3067220449447632,0.2150506228208542,0.110701784491539,1.0000001192092896,0.1482434719800949
practicing,0.2020614743232727,0.29403138160705566,0.21576730906963348,0.2880900502204895,0.7456902265548706,0.10519801080226898,0.15346640348434448,0.23428450524806976,0.12940354645252228,0.17200756072998047,0.11803067475557327
these,0.5959210991859436,0.2018466293811798,0.587685227394104,0.5577440857887268,0.28103822469711304,0.34079763293266296,0.33332425355911255,0.49086877703666687,0.3909830152988434,0.24135056138038635,0.2571668326854706
different,0.48997771739959717,0.16903303563594818,0.3418048620223999,0.5255016088485718,0.23203377425670624,0.3698859214782715,0.2739490568637848,0.36412742733955383,0.5916512608528137,0.19391970336437225,0.24476227164268494
pursuits,0.2089100480079651,0.22930921614170074,0.17909948527812958,0.2844814658164978,0.32076117396354675,0.14939072728157043,0.1155591756105423,0.23181703686714172,0.12458173930644989,0.17693357169628143,0.08735043555498123
were,0.2807837128639221,0.1446997970342636,1.0000001192092896,0.41229429841041565,0.32878538966178894,0.2806561589241028,0.4406847059726715,0.3906462490558624,0.27093493938446045,0.2431362122297287,0.17890112102031708
the,0.6521818041801453,0.23374557495117188,0.3906462490558624,0.38004449009895325,0.20430389046669006,0.26662585139274597,0.4408751428127289,1.0,0.4583131968975067,0.2150506228208542,0.22068053483963013
same,0.4653036296367645,0.10600708425045013,0.27093493938446045,0.36403730511665344,0.1452532261610031,0.40087610483169556,0.2768566608428955,0.4583131968975067,1.0,0.110701784491539,0.22649677097797394
individuals,0.3835611343383789,0.10789862275123596,0.30676528811454773,0.3543642461299896,0.2573256194591522,0.29125213623046875,0.25637397170066833,0.3022412955760956,0.2830592095851898,0.20594632625579834,0.20243582129478455
",",0.3658004403114319,0.2528577744960785,0.36755475401878357,0.24139221012592316,0.24787157773971558,0.2912277579307556,0.3680937886238098,0.4933079481124878,0.3207721710205078,0.2220294177532196,0.31091248989105225
though,0.4655933380126953,0.1670430302619934,0.36266976594924927,0.44392597675323486,0.3037918508052826,0.16957195103168488,0.3096425533294678,0.38776206970214844,0.3325773775577545,0.17676055431365967,0.3188856542110443
perhaps,0.389040470123291,0.14009633660316467,0.22748801112174988,0.32680946588516235,0.1661643236875534,0.13675113022327423,0.17739331722259521,0.35476016998291016,0.2515827417373657,0.1718657910823822,0.4211712181568146
more,0.4639437198638916,0.17642585933208466,0.33779072761535645,0.406600683927536,0.2036430984735489,0.2617804706096649,0.2627272307872772,0.39758381247520447,0.2824520468711853,0.22671587765216827,0.27894994616508484
famed,0.18989473581314087,0.14011840522289276,0.26974019408226013,0.20880644023418427,0.18676510453224182,0.07822229713201523,0.2373986542224884,0.306949257850647,0.18327230215072632,0.1810632348060608,0.0736510157585144
for,0.44095608592033386,0.26531484723091125,0.33592689037323,0.37495917081832886,0.235825777053833,0.20928718149662018,0.3248702883720398,0.4739971458911896,0.31941699981689453,0.18941864371299744,0.264628142118454
one,0.510688066482544,0.18007680773735046,0.3453167676925659,0.3808180093765259,0.17683936655521393,0.32663747668266296,0.29445651173591614,0.5514441132545471,0.48112112283706665,0.20732223987579346,0.2673267424106598
area,0.3276861011981964,0.1941041350364685,0.2544567286968231,0.2406948357820511,0.24048849940299988,0.1573907434940338,0.22557134926319122,0.37834644317626953,0.13459892570972443,0.1467694342136383,0.12640461325645447
of,0.5011631846427917,0.29211288690567017,0.34038281440734863,0.3351972997188568,0.24753569066524506,0.26678720116615295,0.3646814823150635,0.733189046382904,0.3808329105377197,0.18416832387447357,0.1826142966747284
their,0.4582767188549042,0.1268109530210495,0.43277356028556824,0.4525530934333801,0.2227776199579239,0.33671748638153076,0.3242124021053314,0.516537070274353,0.3805995285511017,0.2661939561367035,0.1898253709077835
achievements,0.245887890458107,0.3659155070781708,0.23812325298786163,0.14829862117767334,0.19950862228870392,0.07507830113172531,0.2147393524646759,0.27023789286613464,0.13179871439933777,0.32343629002571106,0.12920449674129486
than,0.3974681496620178,0.12487288564443588,0.2885614037513733,0.383069783449173,0.1609472632408142,0.2138528674840927,0.2015816867351532,0.3227543234825134,0.33586159348487854,0.11975940316915512,0.24917294085025787
others,0.35539332032203674,0.17632950842380524,0.3752252161502838,0.37640514969825745,0.26787248253822327,0.33295243978500366,0.33746856451034546,0.34376874566078186,0.36350181698799133,0.3326699137687683,0.26705288887023926
.,0.45942068099975586,0.2217400074005127,0.3378238379955292,0.30710849165916443,0.18644404411315918,0.2842161953449249,0.3936232924461365,0.5934505462646484,0.3682591915130615,0.18245595693588257,0.4130953550338745
