,who,did,bskyb,team,up,with,because,it,was,not,part,of,the,consortium,?
while,0.4068111777305603,0.3330625295639038,0.09867019206285477,0.1699109524488449,0.3290449380874634,0.4426766335964203,0.47423073649406433,0.3401351571083069,0.3253832161426544,0.4146956503391266,0.2376212179660797,0.3366928696632385,0.39804592728614807,0.15717454254627228,0.21076419949531555
bskyb,0.14450614154338837,0.15346096456050873,1.0000001192092896,0.26274579763412476,0.08906863629817963,0.18421940505504608,0.1724315732717514,0.16915087401866913,0.21192802488803864,0.1742992103099823,0.21477334201335907,0.16413870453834534,0.20915858447551727,0.36870452761650085,0.2979319989681244
had,0.36173108220100403,0.540525496006012,0.14911578595638275,0.11808160692453384,0.28205862641334534,0.4739086329936981,0.4456775486469269,0.2910259962081909,0.5927209258079529,0.3714721202850342,0.27259039878845215,0.37755560874938965,0.3875846862792969,0.1615845113992691,0.20728366076946259
been,0.3295723795890808,0.2835664749145508,0.07955847680568695,0.1420431286096573,0.22395798563957214,0.2804456949234009,0.41672849655151367,0.35515493154525757,0.518218457698822,0.39571741223335266,0.21233350038528442,0.31685134768486023,0.3563927710056305,0.23085136711597443,0.24354910850524902
excluded,0.1973402202129364,0.2558783292770386,0.16328281164169312,0.1532140076160431,0.14780746400356293,0.2552104592323303,0.27354952692985535,0.19416916370391846,0.2142379730939865,0.35626351833343506,0.25407007336616516,0.26745522022247314,0.27489393949508667,0.19189994037151337,0.13902585208415985
from,0.27839982509613037,0.20248863101005554,0.12453003972768784,0.21108146011829376,0.2719550132751465,0.26272761821746826,0.35139670968055725,0.325604110956192,0.31171464920043945,0.2567668557167053,0.31841611862182617,0.4249346852302551,0.40150508284568787,0.12061142176389694,0.19969791173934937
being,0.44037187099456787,0.27905046939849854,0.116207055747509,0.1454428881406784,0.2828742265701294,0.36860430240631104,0.5229522585868835,0.3926103413105011,0.5201660394668579,0.4366016089916229,0.25270596146583557,0.34885138273239136,0.419739305973053,0.2024364322423935,0.26743772625923157
a,0.36608949303627014,0.2552328109741211,0.21951700747013092,0.19125498831272125,0.32523053884506226,0.3783375024795532,0.42230045795440674,0.5452592968940735,0.4508470594882965,0.3791346549987793,0.3994528353214264,0.5052502155303955,0.5829201340675354,0.1981150507926941,0.23916715383529663
part,0.19576206803321838,0.23558001220226288,0.21477334201335907,0.18988487124443054,0.27890995144844055,0.294111043214798,0.34291598200798035,0.4648587107658386,0.3407018780708313,0.2769853472709656,1.0,0.452393114566803,0.527681291103363,0.2035287618637085,0.08557961881160736
of,0.2827862501144409,0.2513895630836487,0.16413870453834534,0.20352502167224884,0.32945773005485535,0.41827285289764404,0.4075504541397095,0.38761502504348755,0.4069072902202606,0.3307090103626251,0.452393114566803,1.0,0.733189046382904,0.2307795137166977,0.1826142966747284
the,0.3733934462070465,0.34736719727516174,0.20915858447551727,0.22564226388931274,0.38423117995262146,0.4223487675189972,0.44596394896507263,0.6251175999641418,0.48711544275283813,0.4310511648654938,0.527681291103363,0.733189046382904,1.0,0.21173879504203796,0.22068053483963013
ondigital,0.1922852247953415,0.12195608019828796,0.30399289727211,0.18230102956295013,0.04613611102104187,0.14890031516551971,0.1837676763534546,0.15779340267181396,0.2009105086326599,0.18151900172233582,0.2291238158941269,0.2359938770532608,0.23156015574932098,0.19944436848163605,0.15229390561580658
consortium,0.15539607405662537,0.13192448019981384,0.36870452761650085,0.28238222002983093,0.09585706144571304,0.19158050417900085,0.21975268423557281,0.20628410577774048,0.23789207637310028,0.15193256735801697,0.2035287618637085,0.2307795137166977,0.21173879504203796,1.0,0.12730471789836884
",",0.3365725874900818,0.3015086054801941,0.2852807641029358,0.21287471055984497,0.34193792939186096,0.4120737314224243,0.372031033039093,0.48329564929008484,0.45456063747406006,0.3769696354866028,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.26697972416877747,0.31091248989105225
thereby,0.17584098875522614,0.14136947691440582,0.14036642014980316,0.09904443472623825,0.2301766723394394,0.27071622014045715,0.27152368426322937,0.17473116517066956,0.1340237259864807,0.2743787467479706,0.17934857308864594,0.3321453034877777,0.3359372913837433,0.17514511942863464,0.13714760541915894
making,0.2312910407781601,0.32095879316329956,0.16397662460803986,0.11692395806312561,0.3334678113460541,0.37677428126335144,0.43224331736564636,0.3834436535835266,0.28285154700279236,0.35901206731796265,0.27666574716567993,0.3250596821308136,0.35185980796813965,0.21910196542739868,0.2539324164390564
them,0.5243523120880127,0.44189682602882385,0.12458788603544235,0.1714262217283249,0.424617737531662,0.4064640402793884,0.5216264128684998,0.44355401396751404,0.23709723353385925,0.5272393822669983,0.21393796801567078,0.34503093361854553,0.4788833558559418,0.1252591609954834,0.35435691475868225
a,0.36608949303627014,0.2552328109741211,0.21951700747013092,0.19125498831272125,0.32523053884506226,0.3783375024795532,0.42230045795440674,0.5452592968940735,0.4508470594882965,0.3791346549987793,0.3994528353214264,0.5052502155303955,0.5829201340675354,0.1981150507926941,0.23916715383529663
competitor,0.20299553871154785,0.18305523693561554,0.14374946057796478,0.3398169279098511,0.09613390266895294,0.1607992947101593,0.18927600979804993,0.24805337190628052,0.3039230406284332,0.1778780221939087,0.17985279858112335,0.1353888213634491,0.23919449746608734,0.2057620733976364,0.11364347487688065
by,0.39727845788002014,0.18574509024620056,0.1526695340871811,0.12826743721961975,0.2738759219646454,0.39731505513191223,0.3562704622745514,0.40926623344421387,0.4752357602119446,0.291808545589447,0.28271573781967163,0.3646814823150635,0.4408751428127289,0.22884562611579895,0.17966607213020325
default,0.09813377261161804,0.0956123098731041,0.34170639514923096,0.20773960649967194,0.17493155598640442,0.11847330629825592,0.21606974303722382,0.24655786156654358,0.14564089477062225,0.26400065422058105,0.10958396643400192,0.15185199677944183,0.24180781841278076,0.26805999875068665,0.2252604216337204
