,what,are,cestida,called,?
the,0.42745697498321533,0.40399202704429626,0.2275671809911728,0.489897221326828,0.22068053483963013
cestida,0.1812135875225067,0.2743150293827057,0.9999998807907104,0.19942934811115265,0.2604219913482666
(,0.2411840260028839,0.23263892531394958,0.29629799723625183,0.2546432614326477,0.40561532974243164
``,0.008517155423760414,0.12624181807041168,0.16815721988677979,0.00907047651708126,0.0685480609536171
belt,0.14639319479465485,0.183999702334404,0.14190350472927094,0.20090538263320923,0.16518241167068481
animals,0.26212990283966064,0.37765127420425415,0.36335569620132446,0.24818751215934753,0.16430135071277618
'',0.08143015950918198,0.0263817198574543,-0.03721383213996887,0.021102847531437874,0.018684765323996544
),0.26259949803352356,0.2373749315738678,0.31430336833000183,0.273923397064209,0.42300865054130554
are,0.29724663496017456,1.0,0.2743150293827057,0.3676711618900299,0.24591213464736938
ribbon-shaped,0.19470550119876862,0.26497167348861694,0.23476016521453857,0.38088342547416687,0.12033665180206299
planktonic,0.23472502827644348,0.35414406657218933,0.38003039360046387,0.2603566646575928,0.18189789354801178
animals,0.26212990283966064,0.37765127420425415,0.36335569620132446,0.24818751215934753,0.16430135071277618
",",0.3087472915649414,0.4062570035457611,0.30453842878341675,0.26549121737480164,0.31091248989105225
with,0.2464839518070221,0.38996943831443787,0.17031338810920715,0.3139074146747589,0.2433311939239502
the,0.42745697498321533,0.40399202704429626,0.2275671809911728,0.489897221326828,0.22068053483963013
mouth,0.18337541818618774,0.20501531660556793,0.209445521235466,0.21764245629310608,0.21761061251163483
and,0.31309178471565247,0.48576638102531433,0.2557286024093628,0.3251761794090271,0.20544172823429108
aboral,0.3328080177307129,0.278048574924469,0.31768152117729187,0.20815175771713257,0.24511504173278809
organ,0.1739589422941208,0.18534819781780243,0.2698575258255005,0.22608797252178192,0.15820808708667755
aligned,0.21563757956027985,0.17926758527755737,0.1743854284286499,0.1607661098241806,0.14739151298999786
in,0.30808621644973755,0.3841303884983063,0.2353285849094391,0.40847352147102356,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,0.2275671809911728,0.489897221326828,0.22068053483963013
middle,0.18312302231788635,0.16648951172828674,0.15173804759979248,0.22726550698280334,0.13139553368091583
of,0.33290785551071167,0.39081433415412903,0.24121110141277313,0.4222904443740845,0.1826142966747284
opposite,0.2760887145996094,0.30710941553115845,0.18161271512508392,0.342648446559906,0.0778411254286766
edges,0.18252980709075928,0.3241749703884125,0.16918092966079712,0.25546324253082275,0.07914279401302338
of,0.33290785551071167,0.39081433415412903,0.24121110141277313,0.4222904443740845,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.2275671809911728,0.489897221326828,0.22068053483963013
ribbon,0.11756911873817444,0.19837555289268494,0.19635261595249176,0.18684102594852448,0.11573434621095657
.,0.3567904531955719,0.3452940285205841,0.28951165080070496,0.300344854593277,0.4130953550338745
