,how,did,france,differ,from,britain,in,managing,its,colonies,?
contrasting,0.3558458983898163,0.1653667390346527,0.2071160525083542,0.43671995401382446,0.22409361600875854,0.2863966226577759,0.2962011396884918,0.24204827845096588,0.31397053599357605,0.28872206807136536,0.22702109813690186
from,0.22939439117908478,0.20248863101005554,0.20540620386600494,0.22186864912509918,1.0,0.22005745768547058,0.4274188280105591,0.2082386165857315,0.32706040143966675,0.2243541032075882,0.19969791173934937
britain,0.21808192133903503,0.23567047715187073,0.41256818175315857,0.210293248295784,0.22005745768547058,1.0000001192092896,0.26246872544288635,0.16982877254486084,0.2206818163394928,0.41908612847328186,0.1268460750579834
",",0.22659391164779663,0.3015086054801941,0.28250643610954285,0.2638989984989166,0.39760664105415344,0.26227492094039917,0.5201468467712402,0.27715209126472473,0.33157986402511597,0.23384660482406616,0.31091248989105225
france,0.13197430968284607,0.2138325721025467,1.0000001192092896,0.07119204103946686,0.20540620386600494,0.41256818175315857,0.3812309503555298,0.16794660687446594,0.21158620715141296,0.23200248181819916,0.15069349110126495
sent,0.2166701704263687,0.3411059081554413,0.1701512634754181,0.11751054227352142,0.2365139275789261,0.20816005766391754,0.25609636306762695,0.15071827173233032,0.09035182744264603,0.28246015310287476,0.10903520882129669
small,0.18460747599601746,0.20443524420261383,0.16646362841129303,0.2744079530239105,0.23586681485176086,0.16292160749435425,0.3722202181816101,0.1388281136751175,0.29301103949546814,0.2775583863258362,0.13914890587329865
numbers,0.26623308658599854,0.20272064208984375,0.14704099297523499,0.2848431169986725,0.21346062421798706,0.21013998985290527,0.23087690770626068,0.19708679616451263,0.19673068821430206,0.2503756284713745,0.19297972321510315
of,0.2480744868516922,0.2513895630836487,0.3265724182128906,0.3024460971355438,0.4249346852302551,0.28899943828582764,0.5696388483047485,0.22500714659690857,0.48690423369407654,0.2890703082084656,0.1826142966747284
settlers,0.16177552938461304,0.23855452239513397,0.19298666715621948,0.20166774094104767,0.20406807959079742,0.29615792632102966,0.2311645746231079,0.18076296150684357,0.1896488070487976,0.5529106855392456,0.1296290010213852
to,0.44169697165489197,0.4452643394470215,0.2670897841453552,0.252501904964447,0.4069952368736267,0.25324371457099915,0.45010748505592346,0.25854212045669556,0.3691340684890747,0.2835637629032135,0.29463258385658264
its,0.22449488937854767,0.19922670722007751,0.21158620715141296,0.2803730070590973,0.32706040143966675,0.2206818163394928,0.3793783485889435,0.16552893817424774,1.0,0.25972941517829895,0.15103481709957123
colonies,0.17465266585350037,0.23126882314682007,0.23200248181819916,0.29643091559410095,0.2243541032075882,0.41908612847328186,0.28602269291877747,0.1689162701368332,0.25972941517829895,1.0,0.07886616140604019
",",0.22659391164779663,0.3015086054801941,0.28250643610954285,0.2638989984989166,0.39760664105415344,0.26227492094039917,0.5201468467712402,0.27715209126472473,0.33157986402511597,0.23384660482406616,0.31091248989105225
with,0.3525622487068176,0.25472134351730347,0.20020143687725067,0.24196213483810425,0.26272761821746826,0.23444151878356934,0.4080928862094879,0.2557651102542877,0.3087116777896881,0.17207865417003632,0.2433311939239502
the,0.33890387415885925,0.34736719727516174,0.35517507791519165,0.274601012468338,0.40150508284568787,0.29784059524536133,0.6662389636039734,0.2366330474615097,0.559237003326416,0.30451729893684387,0.22068053483963013
only,0.36590442061424255,0.4039593040943146,0.22878502309322357,0.30824288725852966,0.32145237922668457,0.2124868631362915,0.42992329597473145,0.1935124546289444,0.3620542287826538,0.23640909790992737,0.2767370045185089
notable,0.23468069732189178,0.27672359347343445,0.12566839158535004,0.19273695349693298,0.17248059809207916,0.11419393122196198,0.25145605206489563,0.11301714181900024,0.22416026890277863,0.13451027870178223,0.31928157806396484
exception,0.17760539054870605,0.2777143716812134,0.15528352558612823,0.30265700817108154,0.24321722984313965,0.19168217480182648,0.2843743860721588,0.12131039053201675,0.268714964389801,0.28908848762512207,0.2036404013633728
of,0.2480744868516922,0.2513895630836487,0.3265724182128906,0.3024460971355438,0.4249346852302551,0.28899943828582764,0.5696388483047485,0.22500714659690857,0.48690423369407654,0.2890703082084656,0.1826142966747284
algeria,0.05427773296833038,0.035289864987134933,0.3980414569377899,0.01257830485701561,0.14493827521800995,0.2914264500141144,0.2257280796766281,0.042673178017139435,0.19145607948303223,0.1674744039773941,0.192555770277977
",",0.22659391164779663,0.3015086054801941,0.28250643610954285,0.2638989984989166,0.39760664105415344,0.26227492094039917,0.5201468467712402,0.27715209126472473,0.33157986402511597,0.23384660482406616,0.31091248989105225
where,0.41728174686431885,0.24159270524978638,0.21451038122177124,0.18496555089950562,0.3713873624801636,0.17394061386585236,0.5344807505607605,0.20745158195495605,0.27530840039253235,0.22480572760105133,0.24793872237205505
french,0.14884154498577118,0.1584041714668274,0.5492131114006042,0.06638050824403763,0.19660584628582,0.26548969745635986,0.22093388438224792,0.17320384085178375,0.17982690036296844,0.20400510728359222,0.1386883556842804
settlers,0.16177552938461304,0.23855452239513397,0.19298666715621948,0.20166774094104767,0.20406807959079742,0.29615792632102966,0.2311645746231079,0.18076296150684357,0.1896488070487976,0.5529106855392456,0.1296290010213852
nevertheless,0.2836454212665558,0.3379124701023102,0.16854551434516907,0.31380507349967957,0.16762174665927887,0.24309588968753815,0.2971154749393463,0.16947142779827118,0.3141855001449585,0.19999611377716064,0.12207362055778503
always,0.36267638206481934,0.31176018714904785,0.15001270174980164,0.20797719061374664,0.20481649041175842,0.22611264884471893,0.2475486695766449,0.22859035432338715,0.2468719482421875,0.15279735624790192,0.26136693358421326
remained,0.09373094886541367,0.371289998292923,0.18760237097740173,0.17502720654010773,0.22138945758342743,0.2277759313583374,0.30947351455688477,0.2520540952682495,0.3023923933506012,0.22796188294887543,0.08263323456048965
a,0.29312583804130554,0.2552328109741211,0.24802380800247192,0.16566063463687897,0.322764128446579,0.18575294315814972,0.539380669593811,0.25744929909706116,0.4424409866333008,0.20623989403247833,0.23916715383529663
small,0.18460747599601746,0.20443524420261383,0.16646362841129303,0.2744079530239105,0.23586681485176086,0.16292160749435425,0.3722202181816101,0.1388281136751175,0.29301103949546814,0.2775583863258362,0.13914890587329865
minority,0.15143480896949768,0.20458325743675232,0.1844983994960785,0.21327261626720428,0.2006404995918274,0.21148675680160522,0.24005159735679626,0.17687664926052094,0.2209685891866684,0.2149338722229004,0.22200141847133636
.,0.3287222981452942,0.35288307070732117,0.33719199895858765,0.1655583530664444,0.41536515951156616,0.25750598311424255,0.5591574311256409,0.2176615297794342,0.3566088080406189,0.27309566736221313,0.4130953550338745
