,what,did,luther,use,to,celebrate,worship,?
his,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.19605936110019684,0.3715193271636963,0.2793652415275574,0.21135154366493225,0.18075084686279297
tool,0.2978120744228363,0.18340347707271576,0.05232477933168411,0.4566009044647217,0.2641676962375641,0.04194008558988571,0.13368351757526398,0.2828463613986969
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2750902473926544,0.41548454761505127,0.26568952202796936,0.2610277831554413,0.1826142966747284
choice,0.29363784193992615,0.27128803730010986,0.21087266504764557,0.2769337296485901,0.28106144070625305,0.12027021497488022,0.22779349982738495,0.28709158301353455
for,0.3017193675041199,0.318512886762619,0.12958186864852905,0.47655582427978516,0.4451248347759247,0.21948079764842987,0.2522903084754944,0.264628142118454
this,0.5489566326141357,0.3609912693500519,0.17328955233097076,0.4395635426044464,0.5759071707725525,0.22997643053531647,0.2892194986343384,0.3155723512172699
connection,0.24457211792469025,0.17379461228847504,0.1478022187948227,0.28301694989204407,0.31829091906547546,0.11996982991695404,0.22489002346992493,0.1714525669813156
was,0.22111038863658905,0.41399896144866943,0.19185513257980347,0.17744606733322144,0.3636345863342285,0.21851348876953125,0.2061663419008255,0.18412111699581146
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.34342584013938904,0.535392165184021,0.2793319821357727,0.2739982008934021,0.22068053483963013
singing,0.25204721093177795,0.22265850007534027,0.22998973727226257,0.15613089501857758,0.20086175203323364,0.27227285504341125,0.2691766023635864,0.16125191748142242
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2750902473926544,0.41548454761505127,0.26568952202796936,0.2610277831554413,0.1826142966747284
german,0.1960553526878357,0.2048940509557724,0.28169330954551697,0.19428829848766327,0.15143753588199615,0.14394527673721313,0.07590242475271225,0.13978645205497742
hymns,0.17175553739070892,0.1506377011537552,0.30894896388053894,0.15438726544380188,0.11944201588630676,0.22861844301223755,0.49540024995803833,0.17695237696170807
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.2715643048286438,0.45010748505592346,0.3029673099517822,0.17689664661884308,0.20430970191955566
connection,0.24457211792469025,0.17379461228847504,0.1478022187948227,0.28301694989204407,0.31829091906547546,0.11996982991695404,0.22489002346992493,0.1714525669813156
with,0.2464839518070221,0.25472134351730347,0.14705438911914825,0.3356984257698059,0.4239959120750427,0.1871027648448944,0.17989294230937958,0.2433311939239502
worship,0.2504543364048004,0.2547917664051056,0.24786995351314545,0.21360698342323303,0.2843751609325409,0.4107694625854492,0.9999999403953552,0.17813213169574738
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3276674151420593,0.44245919585227966,0.24608969688415527,0.19550569355487823,0.31091248989105225
school,0.18774057924747467,0.19696208834648132,0.19003894925117493,0.12129225581884384,0.24496325850486755,0.22204558551311493,0.19089095294475555,0.15091250836849213
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3276674151420593,0.44245919585227966,0.24608969688415527,0.19550569355487823,0.31091248989105225
home,0.1608789712190628,0.17098017036914825,0.0950976237654686,0.16991889476776123,0.31056779623031616,0.21045221388339996,0.17081204056739807,0.0757145956158638
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3276674151420593,0.44245919585227966,0.24608969688415527,0.19550569355487823,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.34145063161849976,0.48971283435821533,0.19826604425907135,0.23005808889865875,0.20544172823429108
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.34342584013938904,0.535392165184021,0.2793319821357727,0.2739982008934021,0.22068053483963013
public,0.1729622185230255,0.19092120230197906,0.19837835431098938,0.21917493641376495,0.2672370672225952,0.23322223126888275,0.2838400900363922,0.19872993230819702
arena,0.16874027252197266,0.13122248649597168,0.15020164847373962,0.19574028253555298,0.195415660738945,0.22642353177070618,0.2029285430908203,0.13587144017219543
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.3711656630039215,0.4645031690597534,0.23082566261291504,0.19617199897766113,0.4130953550338745
