,where,did,luther,become,angry,at,the,widespread,destruction,of,church,property,?
during,0.3543127477169037,0.30679523944854736,0.18200165033340454,0.2473139762878418,0.13619431853294373,0.372769296169281,0.4838213622570038,0.2579754889011383,0.27116721868515015,0.3869180977344513,0.18148183822631836,0.12425072491168976,0.1325719803571701
a,0.40997210144996643,0.2552328109741211,0.17967689037322998,0.3215816617012024,0.1539844125509262,0.3095070421695709,0.5829201340675354,0.2549120783805847,0.20845764875411987,0.5052502155303955,0.19588641822338104,0.237611323595047,0.23916715383529663
tour,0.1501721441745758,0.20482894778251648,0.1459624171257019,0.10510385036468506,0.11874481290578842,0.12057400494813919,0.21915976703166962,0.07569960504770279,0.12511135637760162,0.1778348833322525,0.07955995947122574,0.0033751954324543476,0.11551698297262192
of,0.38066378235816956,0.2513895630836487,0.1719115972518921,0.31678006052970886,0.19216479361057281,0.42558613419532776,0.733189046382904,0.2750900983810425,0.30908554792404175,1.0,0.3079429268836975,0.2299845814704895,0.1826142966747284
thuringia,0.1388143002986908,0.10674219578504562,0.34726813435554504,0.23286986351013184,0.09158068895339966,0.1349765509366989,0.26420682668685913,0.13457107543945312,0.1603439301252365,0.308193176984787,0.24607141315937042,0.2115076780319214,0.17208437621593475
",",0.3149496018886566,0.3015086054801941,0.23255878686904907,0.29676204919815063,0.25576385855674744,0.38314947485923767,0.4933079481124878,0.2598702907562256,0.2109706848859787,0.4946078956127167,0.2707274258136749,0.19562678039073944,0.31091248989105225
he,0.3705328106880188,0.3292143940925598,0.2454872578382492,0.34560438990592957,0.30680331587791443,0.3280475437641144,0.4571082592010498,0.18378399312496185,0.20291772484779358,0.38706058263778687,0.23494282364845276,0.11072049289941788,0.2089974731206894
became,0.1668500453233719,0.3632316589355469,0.18142570555210114,0.6258460283279419,0.22524365782737732,0.23894885182380676,0.36325156688690186,0.16429930925369263,0.16751953959465027,0.3638904094696045,0.19466228783130646,0.12346013635396957,0.11374033987522125
enraged,0.24473629891872406,0.3699953556060791,0.16658759117126465,0.302640438079834,0.4295693337917328,0.22332875430583954,0.25349462032318115,0.2363390326499939,0.36580005288124084,0.2442891150712967,0.12670233845710754,0.24163827300071716,0.1514018177986145
at,0.4402937591075897,0.28390252590179443,0.13834704458713531,0.18341459333896637,0.1706690937280655,1.0,0.457212895154953,0.08307940512895584,0.1483801007270813,0.42558613419532776,0.1633070856332779,0.10673564672470093,0.21978627145290375
the,0.5003893971443176,0.34736719727516174,0.1759674996137619,0.31731709837913513,0.18673302233219147,0.457212895154953,1.0,0.30728161334991455,0.3148382306098938,0.733189046382904,0.23846197128295898,0.2061677873134613,0.22068053483963013
widespread,0.17881685495376587,0.23944862186908722,0.07994697242975235,0.21238945424556732,0.1726589947938919,0.08307940512895584,0.30728161334991455,1.0,0.38102108240127563,0.2750900983810425,0.216419517993927,0.15577147901058197,0.16958627104759216
burning,0.2083972692489624,0.1652091145515442,0.23471222817897797,0.18833474814891815,0.262967050075531,0.20402434468269348,0.2821531891822815,0.22590096294879913,0.3775598704814911,0.26340749859809875,0.20788127183914185,0.1139598861336708,0.18033187091350555
of,0.38066378235816956,0.2513895630836487,0.1719115972518921,0.31678006052970886,0.19216479361057281,0.42558613419532776,0.733189046382904,0.2750900983810425,0.30908554792404175,1.0,0.3079429268836975,0.2299845814704895,0.1826142966747284
convents,0.26322051882743835,0.1743471622467041,0.2210620641708374,0.16549785435199738,0.06715165823698044,0.24178963899612427,0.2289297878742218,0.13473296165466309,0.12298496812582016,0.2337384968996048,0.2733668386936188,0.2227863222360611,0.15079167485237122
",",0.3149496018886566,0.3015086054801941,0.23255878686904907,0.29676204919815063,0.25576385855674744,0.38314947485923767,0.4933079481124878,0.2598702907562256,0.2109706848859787,0.4946078956127167,0.2707274258136749,0.19562678039073944,0.31091248989105225
monasteries,0.22313007712364197,0.17573098838329315,0.2699214220046997,0.14368632435798645,0.14332637190818787,0.17770938575267792,0.2793091833591461,0.1819840520620346,0.2153633087873459,0.28612980246543884,0.4928450882434845,0.2386045902967453,0.12262909859418869
",",0.3149496018886566,0.3015086054801941,0.23255878686904907,0.29676204919815063,0.25576385855674744,0.38314947485923767,0.4933079481124878,0.2598702907562256,0.2109706848859787,0.4946078956127167,0.2707274258136749,0.19562678039073944,0.31091248989105225
bishops,0.3003961443901062,0.19656497240066528,0.2976345419883728,0.13687913119792938,0.15502996742725372,0.1945543885231018,0.30482447147369385,0.157130166888237,0.1624128222465515,0.305105060338974,0.5199357867240906,0.21570558845996857,0.15664468705654144
',0.24928376078605652,0.25488927960395813,0.142246812582016,0.18308261036872864,0.13840001821517944,0.22634780406951904,0.474788099527359,0.14102889597415924,0.20152722299098969,0.39136970043182373,0.16788123548030853,0.15347392857074738,0.330942302942276
palaces,0.2929799556732178,0.18020297586917877,0.06937471777200699,0.15985539555549622,0.14402168989181519,0.2088782638311386,0.30388665199279785,0.2172059565782547,0.23665748536586761,0.3081806004047394,0.31116601824760437,0.24680134654045105,0.1447763592004776
",",0.3149496018886566,0.3015086054801941,0.23255878686904907,0.29676204919815063,0.25576385855674744,0.38314947485923767,0.4933079481124878,0.2598702907562256,0.2109706848859787,0.4946078956127167,0.2707274258136749,0.19562678039073944,0.31091248989105225
and,0.43859338760375977,0.34479495882987976,0.20796556770801544,0.3416603207588196,0.2876034677028656,0.3571503460407257,0.5171257257461548,0.24883680045604706,0.24269455671310425,0.5116966962814331,0.1976170688867569,0.26201775670051575,0.20544172823429108
libraries,0.2334994077682495,0.19235411286354065,0.235365092754364,0.1645994931459427,0.06590256839990616,0.211340069770813,0.2134861946105957,0.17281949520111084,0.14806370437145233,0.2047192007303238,0.23854869604110718,0.2216588705778122,0.20525334775447845
.,0.41390106081962585,0.35288307070732117,0.24907569587230682,0.32859939336776733,0.2572253346443176,0.4549728035926819,0.5934505462646484,0.2370782196521759,0.23910993337631226,0.5352458953857422,0.28898224234580994,0.22922755777835846,0.4130953550338745
