,in,what,sense,must,you,be,observing,the,curvature,of,space-time,?
it,0.5130809545516968,0.45803478360176086,0.3328757882118225,0.17906725406646729,0.3833105266094208,0.5203388929367065,0.2481209635734558,0.6251175999641418,0.3035586476325989,0.38761502504348755,0.25576505064964294,0.25732165575027466
is,0.5394441485404968,0.28837618231773376,0.24388249218463898,0.3093329071998596,0.27113574743270874,0.4819129705429077,0.2323676496744156,0.5823672413825989,0.2903497517108917,0.4854315221309662,0.24063287675380707,0.22961433231830597
only,0.42992329597473145,0.41415658593177795,0.25390759110450745,0.37705567479133606,0.3852027356624603,0.46042704582214355,0.31092309951782227,0.5497692227363586,0.30841192603111267,0.49632513523101807,0.2970934510231018,0.2767370045185089
when,0.4431333839893341,0.4700249433517456,0.28221192955970764,0.3487336039543152,0.340933620929718,0.4451393485069275,0.2673850953578949,0.5091903209686279,0.26143530011177063,0.3757161796092987,0.2641647756099701,0.22841128706932068
observing,0.2280377447605133,0.31068339943885803,0.2717372179031372,0.21796783804893494,0.23510026931762695,0.28984084725379944,1.0,0.26581305265426636,0.3911219537258148,0.27750861644744873,0.34010326862335205,0.17418181896209717
the,0.6662389636039734,0.42745697498321533,0.23180550336837769,0.2713140547275543,0.30037742853164673,0.4248143136501312,0.26581305265426636,1.0,0.30793359875679016,0.733189046382904,0.26777881383895874,0.22068053483963013
motion,0.2190442532300949,0.260096937417984,0.3229660391807556,0.22249598801136017,0.21025200188159943,0.21529123187065125,0.2603965997695923,0.30530840158462524,0.4325851500034332,0.24864931404590607,0.3459181785583496,0.20143945515155792
in,1.0,0.30808621644973755,0.19032785296440125,0.18276341259479523,0.21252386271953583,0.3481820821762085,0.2280377447605133,0.6662389636039734,0.21809223294258118,0.5696388483047485,0.23940345644950867,0.20430970191955566
a,0.539380669593811,0.3320399522781372,0.27587276697158813,0.3016769587993622,0.334549218416214,0.39883795380592346,0.2345450222492218,0.5829201340675354,0.31989505887031555,0.5052502155303955,0.2669183909893036,0.23916715383529663
global,0.10151144117116928,0.21706031262874603,0.13282102346420288,0.18004725873470306,0.27750951051712036,0.1929779201745987,0.1380278617143631,0.17898012697696686,0.06031600385904312,0.19114547967910767,0.23345544934272766,0.22985349595546722
sense,0.19032785296440125,0.3673125207424164,0.9999998807907104,0.22759653627872467,0.3206554055213928,0.2750726640224457,0.2717372179031372,0.23180550336837769,0.33926135301589966,0.19666431844234467,0.2702809274196625,0.25268280506134033
that,0.435920387506485,0.6297725439071655,0.3660537302494049,0.42000943422317505,0.4862920045852661,0.6036020517349243,0.35061943531036377,0.5473989248275757,0.38238921761512756,0.41498205065727234,0.3145514130592346,0.32716336846351624
the,0.6662389636039734,0.42745697498321533,0.23180550336837769,0.2713140547275543,0.30037742853164673,0.4248143136501312,0.26581305265426636,1.0,0.30793359875679016,0.733189046382904,0.26777881383895874,0.22068053483963013
curvature,0.21809223294258118,0.3246604800224304,0.33926135301589966,0.25421014428138733,0.2542279362678528,0.3331536054611206,0.3911219537258148,0.30793359875679016,1.0,0.2788022756576538,0.46477213501930237,0.17389579117298126
of,0.5696388483047485,0.33290785551071167,0.19666431844234467,0.24322323501110077,0.1774725764989853,0.33904364705085754,0.27750861644744873,0.733189046382904,0.2788022756576538,1.0,0.19733013212680817,0.1826142966747284
space-time,0.23940345644950867,0.26121973991394043,0.2702809274196625,0.2848667800426483,0.3766419291496277,0.2915162146091461,0.34010326862335205,0.26777881383895874,0.46477213501930237,0.19733013212680817,1.0000001192092896,0.2640974819660187
can,0.26527702808380127,0.34502777457237244,0.2996412217617035,0.6161077618598938,0.5051328539848328,0.5791122913360596,0.2700705826282501,0.312528520822525,0.3834209740161896,0.2603091299533844,0.36595961451530457,0.3226337134838104
be,0.3481820821762085,0.3929833769798279,0.2750726640224457,0.4737209677696228,0.4713827073574066,1.0,0.28984084725379944,0.4248143136501312,0.3331536054611206,0.33904364705085754,0.2915162146091461,0.3324260413646698
observed,0.24517615139484406,0.26469987630844116,0.23946461081504822,0.1841229349374771,0.1706390529870987,0.2299090176820755,0.8035376667976379,0.26280322670936584,0.4203479290008545,0.24605341255664825,0.2863512933254242,0.12128034234046936
and,0.4954058527946472,0.31309178471565247,0.2834228277206421,0.33253467082977295,0.34939926862716675,0.41766801476478577,0.25041699409484863,0.5171257257461548,0.23118378221988678,0.5116966962814331,0.2804737389087677,0.20544172823429108
the,0.6662389636039734,0.42745697498321533,0.23180550336837769,0.2713140547275543,0.30037742853164673,0.4248143136501312,0.26581305265426636,1.0,0.30793359875679016,0.733189046382904,0.26777881383895874,0.22068053483963013
force,0.21744468808174133,0.16915984451770782,0.1669137179851532,0.1998588740825653,0.1904318630695343,0.16664405167102814,0.17064180970191956,0.2800885736942291,0.3263830840587616,0.27094775438308716,0.24498754739761353,0.1650998443365097
is,0.5394441485404968,0.28837618231773376,0.24388249218463898,0.3093329071998596,0.27113574743270874,0.4819129705429077,0.2323676496744156,0.5823672413825989,0.2903497517108917,0.4854315221309662,0.24063287675380707,0.22961433231830597
inferred,0.20526081323623657,0.2767772674560547,0.23645301163196564,0.209481343626976,0.2008141726255417,0.300391286611557,0.2848312556743622,0.28192782402038574,0.3552969992160797,0.2974247932434082,0.21606893837451935,0.17429140210151672
from,0.4274188280105591,0.2737620174884796,0.1463984102010727,0.20263603329658508,0.19235679507255554,0.3107333183288574,0.1766051948070526,0.40150508284568787,0.16005939245224,0.4249346852302551,0.14727461338043213,0.19969791173934937
the,0.6662389636039734,0.42745697498321533,0.23180550336837769,0.2713140547275543,0.30037742853164673,0.4248143136501312,0.26581305265426636,1.0,0.30793359875679016,0.733189046382904,0.26777881383895874,0.22068053483963013
object,0.18661287426948547,0.25733083486557007,0.2740548849105835,0.292140394449234,0.32095637917518616,0.33571192622184753,0.3428594470024109,0.22418850660324097,0.4869925081729889,0.1993778944015503,0.414413720369339,0.19573666155338287
's,-0.037580832839012146,0.02692362666130066,0.020905928686261177,-0.018240178003907204,0.03899187967181206,0.025217169895768166,-0.057001739740371704,-0.01540423184633255,-0.023414893075823784,-0.03817026689648628,-0.08232084661722183,-0.023395681753754616
curved,0.19889767467975616,0.18630921840667725,0.2212708443403244,0.11912082880735397,0.1656290590763092,0.24167633056640625,0.21818678081035614,0.27877119183540344,0.6160444021224976,0.22088298201560974,0.24135644733905792,0.12876681983470917
path,0.18221399188041687,0.25106123089790344,0.14809906482696533,0.26080620288848877,0.1958286464214325,0.21890756487846375,0.18601813912391663,0.21527591347694397,0.36822375655174255,0.19203445315361023,0.26642319560050964,0.12429215013980865
.,0.5591574311256409,0.3567904531955719,0.23940077424049377,0.27722811698913574,0.31283900141716003,0.4383580684661865,0.2325199395418167,0.5934505462646484,0.2503527104854584,0.5352458953857422,0.297957181930542,0.4130953550338745
,in,what,sense,must,you,be,observing,the,curvature,of,space-time,?
thus,0.26358214020729065,0.30745524168014526,0.2639809250831604,0.31911155581474304,0.28843820095062256,0.37298357486724854,0.3420085310935974,0.4036877751350403,0.30389097332954407,0.3487406373023987,0.22934196889400482,0.18769288063049316
",",0.5201468467712402,0.3087472915649414,0.27551719546318054,0.2231246829032898,0.3199685513973236,0.39254459738731384,0.26452192664146423,0.4933079481124878,0.20070892572402954,0.4946078956127167,0.2780849039554596,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.23180550336837769,0.2713140547275543,0.30037742853164673,0.4248143136501312,0.26581305265426636,1.0,0.30793359875679016,0.733189046382904,0.26777881383895874,0.22068053483963013
straight,0.19551518559455872,0.21296165883541107,0.22806581854820251,0.16635993123054504,0.26255422830581665,0.2493802309036255,0.1959899365901947,0.31073108315467834,0.422061026096344,0.17820875346660614,0.2216094434261322,0.1838495284318924
line,0.2258777767419815,0.2245367169380188,0.2251824140548706,0.13050831854343414,0.1773977130651474,0.21854959428310394,0.18071936070919037,0.29789501428604126,0.2581830322742462,0.23765452206134796,0.259919673204422,0.16271452605724335
path,0.18221399188041687,0.25106123089790344,0.14809906482696533,0.26080620288848877,0.1958286464214325,0.21890756487846375,0.18601813912391663,0.21527591347694397,0.36822375655174255,0.19203445315361023,0.26642319560050964,0.12429215013980865
in,1.0,0.30808621644973755,0.19032785296440125,0.18276341259479523,0.21252386271953583,0.3481820821762085,0.2280377447605133,0.6662389636039734,0.21809223294258118,0.5696388483047485,0.23940345644950867,0.20430970191955566
space-time,0.23940345644950867,0.26121973991394043,0.2702809274196625,0.2848667800426483,0.3766419291496277,0.2915162146091461,0.34010326862335205,0.26777881383895874,0.46477213501930237,0.19733013212680817,1.0000001192092896,0.2640974819660187
is,0.5394441485404968,0.28837618231773376,0.24388249218463898,0.3093329071998596,0.27113574743270874,0.4819129705429077,0.2323676496744156,0.5823672413825989,0.2903497517108917,0.4854315221309662,0.24063287675380707,0.22961433231830597
seen,0.28402701020240784,0.3087027072906494,0.27415937185287476,0.1471371054649353,0.26497936248779297,0.37386253476142883,0.4093879163265228,0.3442007005214691,0.3551537096500397,0.28639769554138184,0.2837229073047638,0.2567344307899475
as,0.3887844979763031,0.31749409437179565,0.25426197052001953,0.2723003923892975,0.2761067748069763,0.5230465531349182,0.24770411849021912,0.48381632566452026,0.20977391302585602,0.3886612355709076,0.2553038001060486,0.27043893933296204
a,0.539380669593811,0.3320399522781372,0.27587276697158813,0.3016769587993622,0.334549218416214,0.39883795380592346,0.2345450222492218,0.5829201340675354,0.31989505887031555,0.5052502155303955,0.2669183909893036,0.23916715383529663
curved,0.19889767467975616,0.18630921840667725,0.2212708443403244,0.11912082880735397,0.1656290590763092,0.24167633056640625,0.21818678081035614,0.27877119183540344,0.6160444021224976,0.22088298201560974,0.24135644733905792,0.12876681983470917
line,0.2258777767419815,0.2245367169380188,0.2251824140548706,0.13050831854343414,0.1773977130651474,0.21854959428310394,0.18071936070919037,0.29789501428604126,0.2581830322742462,0.23765452206134796,0.259919673204422,0.16271452605724335
in,1.0,0.30808621644973755,0.19032785296440125,0.18276341259479523,0.21252386271953583,0.3481820821762085,0.2280377447605133,0.6662389636039734,0.21809223294258118,0.5696388483047485,0.23940345644950867,0.20430970191955566
space,0.17648501694202423,0.20525942742824554,0.20522837340831757,0.23566938936710358,0.24333162605762482,0.21281394362449646,0.28741371631622314,0.24495907127857208,0.3803625702857971,0.21300287544727325,0.8131735920906067,0.1885536164045334
",",0.5201468467712402,0.3087472915649414,0.27551719546318054,0.2231246829032898,0.3199685513973236,0.39254459738731384,0.26452192664146423,0.4933079481124878,0.20070892572402954,0.4946078956127167,0.2780849039554596,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.2834228277206421,0.33253467082977295,0.34939926862716675,0.41766801476478577,0.25041699409484863,0.5171257257461548,0.23118378221988678,0.5116966962814331,0.2804737389087677,0.20544172823429108
it,0.5130809545516968,0.45803478360176086,0.3328757882118225,0.17906725406646729,0.3833105266094208,0.5203388929367065,0.2481209635734558,0.6251175999641418,0.3035586476325989,0.38761502504348755,0.25576505064964294,0.25732165575027466
is,0.5394441485404968,0.28837618231773376,0.24388249218463898,0.3093329071998596,0.27113574743270874,0.4819129705429077,0.2323676496744156,0.5823672413825989,0.2903497517108917,0.4854315221309662,0.24063287675380707,0.22961433231830597
called,0.40847352147102356,0.3235960602760315,0.2244287133216858,0.19891224801540375,0.2024441510438919,0.2761072516441345,0.16483436524868011,0.489897221326828,0.2911069989204407,0.4222904443740845,0.18904902040958405,0.18963319063186646
the,0.6662389636039734,0.42745697498321533,0.23180550336837769,0.2713140547275543,0.30037742853164673,0.4248143136501312,0.26581305265426636,1.0,0.30793359875679016,0.733189046382904,0.26777881383895874,0.22068053483963013
ballistic,0.1867752969264984,0.2085007131099701,0.2267337441444397,0.21388109028339386,0.19794881343841553,0.24588830769062042,0.289526104927063,0.2557075619697571,0.4183836281299591,0.2513045072555542,0.3413134217262268,0.1552402675151825
trajectory,0.16091488301753998,0.3228057622909546,0.27518942952156067,0.3101021349430084,0.30659717321395874,0.34193742275238037,0.3848641812801361,0.24089272320270538,0.5692910552024841,0.17640109360218048,0.4705011546611786,0.2267182618379593
of,0.5696388483047485,0.33290785551071167,0.19666431844234467,0.24322323501110077,0.1774725764989853,0.33904364705085754,0.27750861644744873,0.733189046382904,0.2788022756576538,1.0,0.19733013212680817,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.23180550336837769,0.2713140547275543,0.30037742853164673,0.4248143136501312,0.26581305265426636,1.0,0.30793359875679016,0.733189046382904,0.26777881383895874,0.22068053483963013
object,0.18661287426948547,0.25733083486557007,0.2740548849105835,0.292140394449234,0.32095637917518616,0.33571192622184753,0.3428594470024109,0.22418850660324097,0.4869925081729889,0.1993778944015503,0.414413720369339,0.19573666155338287
.,0.5591574311256409,0.3567904531955719,0.23940077424049377,0.27722811698913574,0.31283900141716003,0.4383580684661865,0.2325199395418167,0.5934505462646484,0.2503527104854584,0.5352458953857422,0.297957181930542,0.4130953550338745
,in,what,sense,must,you,be,observing,the,curvature,of,space-time,?
from,0.4274188280105591,0.2737620174884796,0.1463984102010727,0.20263603329658508,0.19235679507255554,0.3107333183288574,0.1766051948070526,0.40150508284568787,0.16005939245224,0.4249346852302551,0.14727461338043213,0.19969791173934937
the,0.6662389636039734,0.42745697498321533,0.23180550336837769,0.2713140547275543,0.30037742853164673,0.4248143136501312,0.26581305265426636,1.0,0.30793359875679016,0.733189046382904,0.26777881383895874,0.22068053483963013
perspective,0.24436984956264496,0.3797385096549988,0.3265893757343292,0.2048795074224472,0.28401878476142883,0.28458350896835327,0.28036031126976013,0.2812875509262085,0.37767916917800903,0.29868391156196594,0.22061364352703094,0.20587648451328278
of,0.5696388483047485,0.33290785551071167,0.19666431844234467,0.24322323501110077,0.1774725764989853,0.33904364705085754,0.27750861644744873,0.733189046382904,0.2788022756576538,1.0,0.19733013212680817,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.23180550336837769,0.2713140547275543,0.30037742853164673,0.4248143136501312,0.26581305265426636,1.0,0.30793359875679016,0.733189046382904,0.26777881383895874,0.22068053483963013
object,0.18661287426948547,0.25733083486557007,0.2740548849105835,0.292140394449234,0.32095637917518616,0.33571192622184753,0.3428594470024109,0.22418850660324097,0.4869925081729889,0.1993778944015503,0.414413720369339,0.19573666155338287
",",0.5201468467712402,0.3087472915649414,0.27551719546318054,0.2231246829032898,0.3199685513973236,0.39254459738731384,0.26452192664146423,0.4933079481124878,0.20070892572402954,0.4946078956127167,0.2780849039554596,0.31091248989105225
all,0.3335905969142914,0.41981086134910583,0.28211161494255066,0.3687012791633606,0.39270350337028503,0.42151448130607605,0.30788445472717285,0.4860881567001343,0.193348228931427,0.42798417806625366,0.25451722741127014,0.29575422406196594
motion,0.2190442532300949,0.260096937417984,0.3229660391807556,0.22249598801136017,0.21025200188159943,0.21529123187065125,0.2603965997695923,0.30530840158462524,0.4325851500034332,0.24864931404590607,0.3459181785583496,0.20143945515155792
occurs,0.3241814076900482,0.18880343437194824,0.1899176836013794,0.2213011384010315,0.14337007701396942,0.25808873772621155,0.33562740683555603,0.30771008133888245,0.31953391432762146,0.24937129020690918,0.18583396077156067,0.15104985237121582
as,0.3887844979763031,0.31749409437179565,0.25426197052001953,0.2723003923892975,0.2761067748069763,0.5230465531349182,0.24770411849021912,0.48381632566452026,0.20977391302585602,0.3886612355709076,0.2553038001060486,0.27043893933296204
if,0.2589588761329651,0.5277165174484253,0.35765695571899414,0.5808357000350952,0.5704099535942078,0.5628611445426941,0.24340461194515228,0.33724796772003174,0.33193549513816833,0.2557544410228729,0.3802637755870819,0.4441644251346588
there,0.5361666083335876,0.35085538029670715,0.22765913605690002,0.2637070417404175,0.33921563625335693,0.41019052267074585,0.19919323921203613,0.47025805711746216,0.2594451606273651,0.44397735595703125,0.25757527351379395,0.29405656456947327
were,0.3815755248069763,0.22298263013362885,0.11267241090536118,0.2178937792778015,0.1884138435125351,0.4064064621925354,0.16512183845043182,0.3906462490558624,0.17933973670005798,0.34038281440734863,0.1965819150209427,0.17890112102031708
no,0.24372287094593048,0.339326947927475,0.2592802047729492,0.26636171340942383,0.3484596312046051,0.4173688292503357,0.1397349089384079,0.3461136817932129,0.25571662187576294,0.24809792637825012,0.22986969351768494,0.32165053486824036
gravitation,0.17963449656963348,0.2342090904712677,0.24611513316631317,0.22628448903560638,0.26337388157844543,0.25154057145118713,0.45607608556747437,0.2239520251750946,0.6008966565132141,0.20778346061706543,0.4335916340351105,0.1806045025587082
whatsoever,0.2337745875120163,0.5018718838691711,0.3430679440498352,0.3598591089248657,0.5249254703521729,0.36660245060920715,0.25800204277038574,0.2635999619960785,0.2732691764831543,0.22396014630794525,0.2899281680583954,0.45422816276550293
.,0.5591574311256409,0.3567904531955719,0.23940077424049377,0.27722811698913574,0.31283900141716003,0.4383580684661865,0.2325199395418167,0.5934505462646484,0.2503527104854584,0.5352458953857422,0.297957181930542,0.4130953550338745
