,what,attracts,the,tourists,to,kenya,?
tourists,0.1792978197336197,0.5631638169288635,0.2852522134780884,0.9999999403953552,0.29182255268096924,0.2061835080385208,0.10706513375043869
",",0.3087472915649414,0.19024211168289185,0.4933079481124878,0.19027641415596008,0.44245919585227966,0.23432263731956482,0.31091248989105225
the,0.42745697498321533,0.23540660738945007,1.0,0.2852522134780884,0.535392165184021,0.21657514572143555,0.22068053483963013
largest,0.13463157415390015,0.2727554738521576,0.3757036626338959,0.24076054990291595,0.18687231838703156,0.20862577855587006,0.12401245534420013
number,0.23046229779720306,0.17422829568386078,0.35145696997642517,0.15199394524097443,0.2706126868724823,0.1351860612630844,0.19256845116615295
being,0.3760843276977539,0.18298575282096863,0.419739305973053,0.19019317626953125,0.4514104127883911,0.14490431547164917,0.26743772625923157
from,0.2737620174884796,0.12454711645841599,0.40150508284568787,0.1936143934726715,0.4069952368736267,0.15824314951896667,0.19969791173934937
germany,0.21690446138381958,0.129896879196167,0.3181285262107849,0.20297871530056,0.24172882735729218,0.3036792278289795,0.1388660967350006
and,0.31309178471565247,0.2555447518825531,0.5171257257461548,0.21279871463775635,0.48971283435821533,0.20742860436439514,0.20544172823429108
the,0.42745697498321533,0.23540660738945007,1.0,0.2852522134780884,0.535392165184021,0.21657514572143555,0.22068053483963013
united,0.20036718249320984,0.13099263608455658,0.34367692470550537,0.19983668625354767,0.2715383470058441,0.2613162100315094,0.17266890406608582
kingdom,0.17826133966445923,0.0907013788819313,0.3143408000469208,0.15958821773529053,0.19473806023597717,0.22234469652175903,0.12927088141441345
",",0.3087472915649414,0.19024211168289185,0.4933079481124878,0.19027641415596008,0.44245919585227966,0.23432263731956482,0.31091248989105225
are,0.29724663496017456,0.3125523626804352,0.40399202704429626,0.30405139923095703,0.3504326641559601,0.1597108691930771,0.24591213464736938
attracted,0.12504146993160248,0.7956013679504395,0.2029382735490799,0.4055236876010895,0.2574179172515869,0.0860176682472229,0.06735223531723022
mainly,0.29325804114341736,0.2731655240058899,0.3790479004383087,0.23959393799304962,0.31092169880867004,0.2386837750673294,0.07608037441968918
to,0.455847829580307,0.26374351978302,0.535392165184021,0.29182255268096924,1.0,0.17769291996955872,0.29463258385658264
the,0.42745697498321533,0.23540660738945007,1.0,0.2852522134780884,0.535392165184021,0.21657514572143555,0.22068053483963013
coastal,0.18264484405517578,0.20824341475963593,0.2718130946159363,0.33684465289115906,0.18494710326194763,0.2089904397726059,0.13777320086956024
beaches,0.15222468972206116,0.4394436776638031,0.253246545791626,0.5231483578681946,0.17203925549983978,0.20058441162109375,0.13028982281684875
and,0.31309178471565247,0.2555447518825531,0.5171257257461548,0.21279871463775635,0.48971283435821533,0.20742860436439514,0.20544172823429108
the,0.42745697498321533,0.23540660738945007,1.0,0.2852522134780884,0.535392165184021,0.21657514572143555,0.22068053483963013
game,0.2246788740158081,0.08149773627519608,0.285271555185318,0.12395437806844711,0.2540906071662903,0.09808872640132904,0.1829071193933487
reserves,0.16934223473072052,0.29794570803642273,0.2742844521999359,0.3126348555088043,0.2612966299057007,0.239606112241745,0.09854976832866669
",",0.3087472915649414,0.19024211168289185,0.4933079481124878,0.19027641415596008,0.44245919585227966,0.23432263731956482,0.31091248989105225
notably,0.1358402669429779,0.20167867839336395,0.33497244119644165,0.20509940385818481,0.1835545152425766,0.15832345187664032,0.10343469679355621
",",0.3087472915649414,0.19024211168289185,0.4933079481124878,0.19027641415596008,0.44245919585227966,0.23432263731956482,0.31091248989105225
the,0.42745697498321533,0.23540660738945007,1.0,0.2852522134780884,0.535392165184021,0.21657514572143555,0.22068053483963013
expansive,0.2689482569694519,0.2374415248632431,0.31792211532592773,0.2038199007511139,0.2661013603210449,0.06534957140684128,0.16035804152488708
east,0.19840149581432343,0.1290123611688614,0.3383176326751709,0.2664003074169159,0.24717837572097778,0.2637212574481964,0.10070597380399704
and,0.31309178471565247,0.2555447518825531,0.5171257257461548,0.21279871463775635,0.48971283435821533,0.20742860436439514,0.20544172823429108
west,0.1946573108434677,0.15236738324165344,0.32918402552604675,0.20688636600971222,0.24611181020736694,0.22446927428245544,0.12088293582201004
tsavo,0.18646658957004547,0.10182122141122818,0.24193711578845978,0.1757766604423523,0.17350517213344574,0.3091842830181122,0.2354823648929596
national,0.16882304847240448,0.16332830488681793,0.32739606499671936,0.24261118471622467,0.21067756414413452,0.3120550811290741,0.15643028914928436
park,0.13500720262527466,0.3272538185119629,0.24748283624649048,0.3203645646572113,0.14257338643074036,0.22821000218391418,0.13508929312229156
"20,808",0.052158426493406296,0.005867436993867159,0.13541337847709656,0.12576806545257568,0.16656608879566193,0.1272558718919754,0.17563733458518982
square,0.12660330533981323,0.1920386403799057,0.2809545397758484,0.23355986177921295,0.17897218465805054,0.120045967400074,0.1201515942811966
kilometres,0.17518062889575958,0.18244421482086182,0.26219841837882996,0.342682808637619,0.24676118791103363,0.2780482769012451,0.09185487031936646
(,0.2411840260028839,0.10268555581569672,0.33289089798927307,0.0652831569314003,0.30882009863853455,0.10727446526288986,0.40561532974243164
"8,034",-0.14939023554325104,-0.0182887464761734,-0.1277366727590561,-0.029638266190886497,-0.16791455447673798,-0.012451443821191788,0.020460564643144608
sq,0.17365999519824982,0.1503061205148697,0.18837253749370575,0.22858373820781708,0.14045479893684387,0.19620811939239502,0.18786261975765228
mi,0.14169800281524658,0.0725892186164856,0.12998802959918976,0.15652157366275787,0.14668497443199158,0.2240993082523346,0.10264865309000015
),0.26259949803352356,0.08127075433731079,0.3456730246543884,0.0747050866484642,0.31236231327056885,0.12372948974370956,0.42300865054130554
in,0.30808621644973755,0.2105613499879837,0.6662389636039734,0.26775842905044556,0.45010748505592346,0.23621977865695953,0.20430970191955566
the,0.42745697498321533,0.23540660738945007,1.0,0.2852522134780884,0.535392165184021,0.21657514572143555,0.22068053483963013
southeast,0.14982359111309052,0.19411668181419373,0.32264992594718933,0.30889952182769775,0.2194679081439972,0.2367105782032013,0.1004139706492424
.,0.3567904531955719,0.13309215009212494,0.5934505462646484,0.17256435751914978,0.4645031690597534,0.24234211444854736,0.4130953550338745
