,what,high,maintenance,part,did,tesla,'s,ac,motor,not,require,?
this,0.5489566326141357,0.23107047379016876,0.33340030908584595,0.38220882415771484,0.3609912693500519,0.2066725641489029,0.02106832154095173,0.16687603294849396,0.21545228362083435,0.557635486125946,0.3386988937854767,0.3155723512172699
innovative,0.20474673807621002,0.19161301851272583,0.248504638671875,0.18387280404567719,0.1849694401025772,0.29290899634361267,0.002265065908432007,0.15499021112918854,0.2751569151878357,0.26326996088027954,0.25978487730026245,0.20593076944351196
electric,0.15451551973819733,0.11592863500118256,0.2333042174577713,0.14292873442173004,0.12459144741296768,0.3824412524700165,-0.0115516884252429,0.4138762056827545,0.3861134946346283,0.15085411071777344,0.15844067931175232,0.15674720704555511
motor,0.18952611088752747,0.1983310580253601,0.20203682780265808,0.2032204121351242,0.13840025663375854,0.3617369830608368,0.061700910329818726,0.2673928141593933,0.9999999403953552,0.16915901005268097,0.19577281177043915,0.0637441948056221
",",0.3087472915649414,0.27938312292099,0.24147866666316986,0.3376222252845764,0.3015086054801941,0.20599327981472015,-0.0016132977325469255,0.1705707460641861,0.16592276096343994,0.3769696354866028,0.20549376308918,0.31091248989105225
patented,0.1101711094379425,0.09535101801156998,0.22138266265392303,0.13893793523311615,0.17659124732017517,0.35220110416412354,-0.001778545556589961,0.21966947615146637,0.24448056519031525,0.19138287007808685,0.1890551596879959,0.08803384751081467
in,0.30808621644973755,0.2652597725391388,0.19478397071361542,0.4499994218349457,0.2593238651752472,0.17097744345664978,-0.037580832839012146,0.09242649376392365,0.21732762455940247,0.3403114080429077,0.14079172909259796,0.20430970191955566
may,0.25739946961402893,0.15070311725139618,0.22359155118465424,0.18155068159103394,0.3038632869720459,0.13961349427700043,-0.07006479054689407,0.10343708842992783,0.1848425716161728,0.39885732531547546,0.1945846825838089,0.2768254578113556
1888,0.15734994411468506,0.15133047103881836,0.014100712724030018,0.08364680409431458,0.08121363818645477,0.12613868713378906,0.00017254317936021835,0.09188488125801086,0.12562808394432068,0.08176608383655548,0.08382545411586761,0.07625395059585571
",",0.3087472915649414,0.27938312292099,0.24147866666316986,0.3376222252845764,0.3015086054801941,0.20599327981472015,-0.0016132977325469255,0.1705707460641861,0.16592276096343994,0.3769696354866028,0.20549376308918,0.31091248989105225
was,0.22111038863658905,0.19978567957878113,0.1671823412179947,0.3407018780708313,0.41399896144866943,0.16455206274986267,0.008974763564765453,0.16263911128044128,0.20476558804512024,0.2888734042644501,0.08236487209796906,0.18412111699581146
a,0.3320399522781372,0.22865821421146393,0.264111191034317,0.3994528353214264,0.2552328109741211,0.2211925983428955,0.04866964742541313,0.11213719099760056,0.23198452591896057,0.3791346549987793,0.24720792472362518,0.23916715383529663
simple,0.4218197166919708,0.2218182235956192,0.3655323088169098,0.18700765073299408,0.24971726536750793,0.19350126385688782,0.058021657168865204,0.07813436537981033,0.21533706784248352,0.4411424398422241,0.34585005044937134,0.4614735543727875
self-starting,0.3427344560623169,0.2107088714838028,0.2763883173465729,0.2934390902519226,0.26544177532196045,0.258741557598114,-0.05662205442786217,0.17746096849441528,0.26435932517051697,0.35617896914482117,0.2913552224636078,0.2861192524433136
design,0.23893405497074127,0.16279974579811096,0.3357544541358948,0.20761273801326752,0.23409053683280945,0.27540352940559387,0.04322526603937149,0.18351317942142487,0.3118845522403717,0.21063774824142456,0.21623030304908752,0.16351860761642456
that,0.6297725439071655,0.2400680035352707,0.3123498260974884,0.37747326493263245,0.47518548369407654,0.22102725505828857,0.04397977516055107,0.10693444311618805,0.22301049530506134,0.6600887179374695,0.3625117540359497,0.32716336846351624
did,0.4259131848812103,0.15957149863243103,0.19161184132099152,0.23558001220226288,1.0,0.09757418930530548,0.05069678649306297,0.08334841579198837,0.13840025663375854,0.6481515765190125,0.2680594325065613,0.3023456633090973
not,0.5449194312095642,0.2040453404188156,0.31188976764678955,0.2769853472709656,0.6481515765190125,0.12018213421106339,0.002583299996331334,0.11837281286716461,0.16915901005268097,0.9999999403953552,0.4402938187122345,0.41942933201789856
need,0.39420950412750244,0.17517493665218353,0.4375952184200287,0.17991553246974945,0.3521409034729004,0.2206076681613922,-0.007236657664179802,0.1433817744255066,0.13038507103919983,0.5400496125221252,0.6714314222335815,0.40413710474967957
a,0.3320399522781372,0.22865821421146393,0.264111191034317,0.3994528353214264,0.2552328109741211,0.2211925983428955,0.04866964742541313,0.11213719099760056,0.23198452591896057,0.3791346549987793,0.24720792472362518,0.23916715383529663
commutator,0.18807698786258698,0.15191103518009186,0.23976482450962067,0.19337910413742065,0.1083766296505928,0.25577250123023987,0.02183610387146473,0.21755735576152802,0.31020697951316833,0.24410009384155273,0.2560771703720093,0.12010757625102997
",",0.3087472915649414,0.27938312292099,0.24147866666316986,0.3376222252845764,0.3015086054801941,0.20599327981472015,-0.0016132977325469255,0.1705707460641861,0.16592276096343994,0.3769696354866028,0.20549376308918,0.31091248989105225
thus,0.30745524168014526,0.2325829416513443,0.2966524064540863,0.20071153342723846,0.23622971773147583,0.16547654569149017,0.05755096301436424,0.0721355527639389,0.16388079524040222,0.39713138341903687,0.32804352045059204,0.18769288063049316
avoiding,0.2860614061355591,0.16276520490646362,0.3509197235107422,0.0935889333486557,0.14682263135910034,0.03390328958630562,-0.027635494247078896,0.11329063028097153,0.11829881370067596,0.37606725096702576,0.32065314054489136,0.2956450283527374
sparking,0.1802811324596405,0.15019172430038452,0.2865314781665802,0.14212945103645325,0.24496810138225555,0.2143552452325821,-0.01460838783532381,0.10683123767375946,0.304219514131546,0.2479318529367447,0.28243401646614075,0.16501721739768982
and,0.31309178471565247,0.2911888659000397,0.28027835488319397,0.35301485657691956,0.34479495882987976,0.19560420513153076,0.06895173341035843,0.08613406121730804,0.20162664353847504,0.39099299907684326,0.24569399654865265,0.20544172823429108
the,0.42745697498321533,0.28034812211990356,0.2503823935985565,0.527681291103363,0.34736719727516174,0.1324402391910553,-0.01540423184633255,0.11894276738166809,0.26024484634399414,0.4310511648654938,0.17356595396995544,0.22068053483963013
high,0.20466077327728271,1.0,0.2114274948835373,0.1728636920452118,0.15957149863243103,0.2007197141647339,-0.04658069461584091,0.0872187539935112,0.1983310580253601,0.2040453404188156,0.17876920104026794,0.11137914657592773
maintenance,0.2305917888879776,0.2114274948835373,0.9999998807907104,0.2157260924577713,0.19161184132099152,0.23929458856582642,-0.023766951635479927,0.11678959429264069,0.20203682780265808,0.31188976764678955,0.44340622425079346,0.2885645627975464
of,0.33290785551071167,0.2803038954734802,0.2458939403295517,0.452393114566803,0.2513895630836487,0.18837453424930573,-0.03817026689648628,0.09591341018676758,0.20839329063892365,0.3307090103626251,0.20683176815509796,0.1826142966747284
constantly,0.31931227445602417,0.19167184829711914,0.2891492545604706,0.149117112159729,0.19119097292423248,0.17759296298027039,0.042419299483299255,0.13405486941337585,0.19219788908958435,0.3462185263633728,0.21366651356220245,0.191866934299469
servicing,0.19260118901729584,0.2004571557044983,0.4417378008365631,0.25511854887008667,0.16599279642105103,0.22090621292591095,0.00919699389487505,0.20147576928138733,0.29050809144973755,0.20364196598529816,0.3031322956085205,0.14838749170303345
and,0.31309178471565247,0.2911888659000397,0.28027835488319397,0.35301485657691956,0.34479495882987976,0.19560420513153076,0.06895173341035843,0.08613406121730804,0.20162664353847504,0.39099299907684326,0.24569399654865265,0.20544172823429108
replacing,0.1711706519126892,0.1027693822979927,0.23033654689788818,0.19908981025218964,0.11901331692934036,0.20277641713619232,-0.06730478256940842,0.16583196818828583,0.17758384346961975,0.19876758754253387,0.15362873673439026,0.16467362642288208
mechanical,0.22318285703659058,0.2038394957780838,0.3142921030521393,0.1533190906047821,0.13345296680927277,0.399202823638916,0.021431105211377144,0.23942536115646362,0.3587912917137146,0.2263393998146057,0.30737051367759705,0.10079140216112137
brushes,0.21808822453022003,0.1746261566877365,0.23832787573337555,0.08009475469589233,0.14292174577713013,0.12096476554870605,0.009840084239840508,0.1760510802268982,0.21503762900829315,0.22356286644935608,0.1969413161277771,0.15455827116966248
.,0.3567904531955719,0.24301011860370636,0.2476140707731247,0.32817673683166504,0.35288307070732117,0.17949827015399933,-0.003708066651597619,0.21823462843894958,0.19128412008285522,0.4824007451534271,0.21465444564819336,0.4130953550338745
