,granite,is,made,up,largely,of,what,chemical,compound,?
the,0.2826188802719116,0.5823672413825989,0.3885267674922943,0.38423117995262146,0.34641584753990173,0.733189046382904,0.42745697498321533,0.18641819059848785,0.18848907947540283,0.22068053483963013
earth,0.2900450527667999,0.26888176798820496,0.17133480310440063,0.26390334963798523,0.16671840846538544,0.2329314798116684,0.25883176922798157,0.2329517900943756,0.2042561173439026,0.17717236280441284
's,-0.0049240863882005215,0.02396530658006668,0.08483956009149551,-0.08862818777561188,0.09165722876787186,-0.03817026689648628,0.02692362666130066,-0.08117737621068954,-0.07285554707050323,-0.023395681753754616
crustal,0.4521445631980896,0.222524493932724,0.12931321561336517,0.19909274578094482,0.2869289815425873,0.2616359293460846,0.1867155283689499,0.28312957286834717,0.2664462924003601,0.146211639046669
rock,0.4529065191745758,0.1981455236673355,0.17219987511634827,0.25145915150642395,0.13522835075855255,0.2653365731239319,0.1923677921295166,0.2317778319120407,0.15340642631053925,0.13172835111618042
is,0.261515349149704,1.0,0.29543453454971313,0.2853454053401947,0.27936726808547974,0.4854315221309662,0.28837618231773376,0.2387559562921524,0.26978302001953125,0.22961433231830597
composed,0.271028608083725,0.18838012218475342,0.31885090470314026,0.16384010016918182,0.23129545152187347,0.29509663581848145,0.14231626689434052,0.21782420575618744,0.30529648065567017,0.0784355029463768
in,0.26948875188827515,0.5394441485404968,0.25271502137184143,0.3120773434638977,0.2371911108493805,0.5696388483047485,0.30808621644973755,0.23203688859939575,0.20910684764385223,0.20430970191955566
large,0.37597042322158813,0.2971126437187195,0.19187776744365692,0.3038237988948822,0.43276432156562805,0.3569655418395996,0.2017821967601776,0.18317237496376038,0.2409474402666092,0.1355665624141693
part,0.22153528034687042,0.4582172930240631,0.2793762683868408,0.27890995144844055,0.30427253246307373,0.452393114566803,0.3476244807243347,0.18612417578697205,0.211037740111351,0.08557961881160736
of,0.29745134711265564,0.4854315221309662,0.33167365193367004,0.32945773005485535,0.3087159991264343,1.0,0.33290785551071167,0.22874756157398224,0.23397859930992126,0.1826142966747284
oxides,0.47369956970214844,0.2404932975769043,0.2796964943408966,0.22858689725399017,0.2511956989765167,0.19486629962921143,0.1899927854537964,0.5890585780143738,0.5796001553535461,0.18569931387901306
of,0.29745134711265564,0.4854315221309662,0.33167365193367004,0.32945773005485535,0.3087159991264343,1.0,0.33290785551071167,0.22874756157398224,0.23397859930992126,0.1826142966747284
silicon,0.3982290029525757,0.2775198221206665,0.29856693744659424,0.22148194909095764,0.2772558927536011,0.27253201603889465,0.18574021756649017,0.40094321966171265,0.41290321946144104,0.0868363156914711
(,0.14587758481502533,0.35393038392066956,0.20796485245227814,0.2525939643383026,0.1017586961388588,0.35032153129577637,0.2411840260028839,0.18129213154315948,0.20945166051387787,0.40561532974243164
silica,0.515076220035553,0.2385406345129013,0.2251049131155014,0.2114582508802414,0.2529103755950928,0.26086121797561646,0.16508051753044128,0.38883617520332336,0.40387341380119324,0.10262009501457214
sio,0.32970064878463745,0.21037337183952332,0.23180563747882843,0.13141876459121704,0.16492976248264313,0.227922260761261,0.07780313491821289,0.3032222390174866,0.3453197479248047,0.07222720980644226
2,-0.0684986412525177,-0.07940074801445007,0.022458866238594055,-0.08510470390319824,-0.0006185523816384375,-0.013777675107121468,-0.049862053245306015,0.045045360922813416,0.07367424666881561,0.001977203879505396
",",0.2675369083881378,0.4691906273365021,0.32507219910621643,0.34193792939186096,0.24212822318077087,0.4946078956127167,0.3087472915649414,0.20593619346618652,0.19082562625408173,0.31091248989105225
as,0.21072733402252197,0.43216490745544434,0.40740177035331726,0.22736889123916626,0.24124473333358765,0.3886612355709076,0.31749409437179565,0.25971847772598267,0.24829186499118805,0.27043893933296204
found,0.300201952457428,0.3526395261287689,0.2833106815814972,0.22119106352329254,0.23630574345588684,0.2982911467552185,0.1796332150697708,0.247860386967659,0.19310426712036133,0.16790300607681274
in,0.26948875188827515,0.5394441485404968,0.25271502137184143,0.3120773434638977,0.2371911108493805,0.5696388483047485,0.30808621644973755,0.23203688859939575,0.20910684764385223,0.20430970191955566
granite,1.0000001192092896,0.261515349149704,0.2761448919773102,0.26797741651535034,0.28916463255882263,0.29745134711265564,0.16242849826812744,0.25658121705055237,0.320359468460083,0.08115728944540024
and,0.2552926540374756,0.3859752118587494,0.34954607486724854,0.4032393991947174,0.2951068878173828,0.5116966962814331,0.31309178471565247,0.1947544515132904,0.21241717040538788,0.20544172823429108
quartz,0.5284678339958191,0.2825123369693756,0.20015528798103333,0.24912458658218384,0.29076287150382996,0.2816561162471771,0.22164474427700043,0.37251633405685425,0.35968899726867676,0.12345989793539047
),0.1410646289587021,0.37732169032096863,0.22539687156677246,0.25800976157188416,0.1208018884062767,0.3680361211299896,0.26259949803352356,0.18658967316150665,0.21834416687488556,0.42300865054130554
",",0.2675369083881378,0.4691906273365021,0.32507219910621643,0.34193792939186096,0.24212822318077087,0.4946078956127167,0.3087472915649414,0.20593619346618652,0.19082562625408173,0.31091248989105225
aluminium,0.49229973554611206,0.28911975026130676,0.25336945056915283,0.2039882391691208,0.1954643279314041,0.19400088489055634,0.16288141906261444,0.4944751262664795,0.5442171096801758,0.15487346053123474
(,0.14587758481502533,0.35393038392066956,0.20796485245227814,0.2525939643383026,0.1017586961388588,0.35032153129577637,0.2411840260028839,0.18129213154315948,0.20945166051387787,0.40561532974243164
aluminium,0.49229973554611206,0.28911975026130676,0.25336945056915283,0.2039882391691208,0.1954643279314041,0.19400088489055634,0.16288141906261444,0.4944751262664795,0.5442171096801758,0.15487346053123474
oxide,0.4138815104961395,0.21587015688419342,0.22557371854782104,0.2097897231578827,0.1919330209493637,0.15275245904922485,0.1961873471736908,0.570292055606842,0.5958739519119263,0.20583678781986237
al,0.18009836971759796,0.16336590051651,0.07692616432905197,0.10385674238204956,0.07599843293428421,0.16977949440479279,0.12860317528247833,0.20638667047023773,0.24820150434970856,0.12356415390968323
2o,-0.015917986631393433,0.05618066340684891,0.08835598081350327,0.15067507326602936,-0.006683735642582178,-0.03890562430024147,0.09537039697170258,-0.011309834197163582,0.03226426988840103,0.0794609934091568
3,0.04540965333580971,0.1504552811384201,0.05847401171922684,0.01584550179541111,0.0814230814576149,0.046857766807079315,0.04473085701465607,0.05070653557777405,0.07852835953235626,0.005975271109491587
",",0.2675369083881378,0.4691906273365021,0.32507219910621643,0.34193792939186096,0.24212822318077087,0.4946078956127167,0.3087472915649414,0.20593619346618652,0.19082562625408173,0.31091248989105225
in,0.26948875188827515,0.5394441485404968,0.25271502137184143,0.3120773434638977,0.2371911108493805,0.5696388483047485,0.30808621644973755,0.23203688859939575,0.20910684764385223,0.20430970191955566
bauxite,0.5783124566078186,0.3806309401988983,0.2868960499763489,0.21732938289642334,0.3677442967891693,0.3132390081882477,0.2086021602153778,0.4439576268196106,0.39059287309646606,0.16008946299552917
and,0.2552926540374756,0.3859752118587494,0.34954607486724854,0.4032393991947174,0.2951068878173828,0.5116966962814331,0.31309178471565247,0.1947544515132904,0.21241717040538788,0.20544172823429108
corundum,0.42345380783081055,0.3214645981788635,0.2180039882659912,0.18647795915603638,0.22175386548042297,0.21389326453208923,0.22162474691867828,0.37804755568504333,0.40894970297813416,0.18310382962226868
),0.1410646289587021,0.37732169032096863,0.22539687156677246,0.25800976157188416,0.1208018884062767,0.3680361211299896,0.26259949803352356,0.18658967316150665,0.21834416687488556,0.42300865054130554
",",0.2675369083881378,0.4691906273365021,0.32507219910621643,0.34193792939186096,0.24212822318077087,0.4946078956127167,0.3087472915649414,0.20593619346618652,0.19082562625408173,0.31091248989105225
iron,0.4181649386882782,0.22105827927589417,0.22955113649368286,0.1570558398962021,0.179979607462883,0.263920396566391,0.1444280743598938,0.3881073594093323,0.3296383023262024,0.1309053897857666
(,0.14587758481502533,0.35393038392066956,0.20796485245227814,0.2525939643383026,0.1017586961388588,0.35032153129577637,0.2411840260028839,0.18129213154315948,0.20945166051387787,0.40561532974243164
iron,0.4181649386882782,0.22105827927589417,0.22955113649368286,0.1570558398962021,0.179979607462883,0.263920396566391,0.1444280743598938,0.3881073594093323,0.3296383023262024,0.1309053897857666
(,0.14587758481502533,0.35393038392066956,0.20796485245227814,0.2525939643383026,0.1017586961388588,0.35032153129577637,0.2411840260028839,0.18129213154315948,0.20945166051387787,0.40561532974243164
iii,0.1888887882232666,0.1991383284330368,0.18208488821983337,0.12536819279193878,0.06584988534450531,0.21691277623176575,0.09164873510599136,0.15841852128505707,0.19527918100357056,0.13642357289791107
),0.1410646289587021,0.37732169032096863,0.22539687156677246,0.25800976157188416,0.1208018884062767,0.3680361211299896,0.26259949803352356,0.18658967316150665,0.21834416687488556,0.42300865054130554
oxide,0.4138815104961395,0.21587015688419342,0.22557371854782104,0.2097897231578827,0.1919330209493637,0.15275245904922485,0.1961873471736908,0.570292055606842,0.5958739519119263,0.20583678781986237
fe,0.2544696033000946,0.16083765029907227,0.09449686110019684,0.07479777187108994,0.16125229001045227,0.19759707152843475,0.1869426965713501,0.2899281680583954,0.2670232355594635,0.16597414016723633
2o,-0.015917986631393433,0.05618066340684891,0.08835598081350327,0.15067507326602936,-0.006683735642582178,-0.03890562430024147,0.09537039697170258,-0.011309834197163582,0.03226426988840103,0.0794609934091568
3,0.04540965333580971,0.1504552811384201,0.05847401171922684,0.01584550179541111,0.0814230814576149,0.046857766807079315,0.04473085701465607,0.05070653557777405,0.07852835953235626,0.005975271109491587
",",0.2675369083881378,0.4691906273365021,0.32507219910621643,0.34193792939186096,0.24212822318077087,0.4946078956127167,0.3087472915649414,0.20593619346618652,0.19082562625408173,0.31091248989105225
in,0.26948875188827515,0.5394441485404968,0.25271502137184143,0.3120773434638977,0.2371911108493805,0.5696388483047485,0.30808621644973755,0.23203688859939575,0.20910684764385223,0.20430970191955566
hematite,0.5064526796340942,0.27113351225852966,0.2612100839614868,0.19557149708271027,0.19553855061531067,0.2538025379180908,0.19743715226650238,0.4959524869918823,0.4992658793926239,0.14878112077713013
and,0.2552926540374756,0.3859752118587494,0.34954607486724854,0.4032393991947174,0.2951068878173828,0.5116966962814331,0.31309178471565247,0.1947544515132904,0.21241717040538788,0.20544172823429108
rust,0.40287816524505615,0.25552430748939514,0.2522152066230774,0.20481452345848083,0.2047409862279892,0.17440688610076904,0.1574314534664154,0.3672538995742798,0.3875505030155182,0.13617248833179474
),0.1410646289587021,0.37732169032096863,0.22539687156677246,0.25800976157188416,0.1208018884062767,0.3680361211299896,0.26259949803352356,0.18658967316150665,0.21834416687488556,0.42300865054130554
",",0.2675369083881378,0.4691906273365021,0.32507219910621643,0.34193792939186096,0.24212822318077087,0.4946078956127167,0.3087472915649414,0.20593619346618652,0.19082562625408173,0.31091248989105225
and,0.2552926540374756,0.3859752118587494,0.34954607486724854,0.4032393991947174,0.2951068878173828,0.5116966962814331,0.31309178471565247,0.1947544515132904,0.21241717040538788,0.20544172823429108
calcium,0.38996100425720215,0.21611666679382324,0.24788112938404083,0.18280048668384552,0.1593642234802246,0.19643335044384003,0.2323334962129593,0.5149964094161987,0.47122979164123535,0.19370245933532715
carbonate,0.45641905069351196,0.2794380187988281,0.27475109696388245,0.19114479422569275,0.22521939873695374,0.22983774542808533,0.2247025966644287,0.4926893711090088,0.5199323892593384,0.20675261318683624
(,0.14587758481502533,0.35393038392066956,0.20796485245227814,0.2525939643383026,0.1017586961388588,0.35032153129577637,0.2411840260028839,0.18129213154315948,0.20945166051387787,0.40561532974243164
in,0.26948875188827515,0.5394441485404968,0.25271502137184143,0.3120773434638977,0.2371911108493805,0.5696388483047485,0.30808621644973755,0.23203688859939575,0.20910684764385223,0.20430970191955566
