,what,were,requests,made,to,british,?
amherst,0.26161208748817444,0.21228235960006714,0.16573414206504822,0.13156180083751678,0.2023092806339264,0.2880619764328003,0.14774024486541748
granted,0.2214755117893219,0.21035443246364594,0.3465058207511902,0.22761541604995728,0.23708537220954895,0.19949910044670105,0.22870221734046936
vaudreuil,0.16990774869918823,0.18233707547187805,0.17691324651241302,0.15741479396820068,0.17409572005271912,0.25237029790878296,0.19054962694644928
's,0.02692362666130066,0.007088581565767527,0.032308995723724365,0.08483956009149551,0.03782717138528824,0.06352180242538452,-0.023395681753754616
request,0.32393980026245117,0.12655702233314514,0.7884106636047363,0.17965954542160034,0.3584270775318146,0.09709130972623825,0.3439766466617584
that,0.6297725439071655,0.35517072677612305,0.3569250702857971,0.3437977731227875,0.5436353087425232,0.19530552625656128,0.32716336846351624
any,0.43670421838760376,0.2646087408065796,0.3758249282836914,0.30513206124305725,0.46410247683525085,0.15945293009281158,0.4113408327102661
french,0.17393042147159576,0.22002479434013367,0.13150915503501892,0.18163761496543884,0.1713797152042389,0.43574923276901245,0.1386883556842804
residents,0.21107541024684906,0.3149697780609131,0.22250697016716003,0.13657771050930023,0.27325206995010376,0.17580369114875793,0.09602975845336914
who,0.40942975878715515,0.3188014328479767,0.29978811740875244,0.2576322853565216,0.42656609416007996,0.2666113078594208,0.26220351457595825
chose,0.2544066309928894,0.2426428496837616,0.18255212903022766,0.28909844160079956,0.33018890023231506,0.1909196972846985,0.2465825378894806
to,0.455847829580307,0.31913647055625916,0.3626297414302826,0.3377571105957031,1.0,0.22690963745117188,0.29463258385658264
remain,0.29587244987487793,0.32647982239723206,0.22363044321537018,0.15229462087154388,0.3472624719142914,0.14009517431259155,0.1868363618850708
in,0.30808621644973755,0.3815755248069763,0.16031064093112946,0.25271502137184143,0.45010748505592346,0.23084034025669098,0.20430970191955566
the,0.42745697498321533,0.3906462490558624,0.2298039197921753,0.3885267674922943,0.535392165184021,0.28973397612571716,0.22068053483963013
colony,0.26261213421821594,0.25585371255874634,0.08849434554576874,0.13179026544094086,0.27651169896125793,0.30577272176742554,0.13831071555614471
would,0.45766422152519226,0.37426912784576416,0.36417558789253235,0.3168572783470154,0.5965728163719177,0.22893008589744568,0.37178951501846313
be,0.3929833769798279,0.4064064621925354,0.3487243950366974,0.42541688680648804,0.4972836375236511,0.1748596578836441,0.3324260413646698
given,0.21883496642112732,0.25531911849975586,0.24735775589942932,0.2855883538722992,0.3428947925567627,0.24086716771125793,0.2570464313030243
freedom,0.21405836939811707,0.14682088792324066,0.1612248420715332,0.15509341657161713,0.24531033635139465,0.19535565376281738,0.1626027375459671
to,0.455847829580307,0.31913647055625916,0.3626297414302826,0.3377571105957031,1.0,0.22690963745117188,0.29463258385658264
continue,0.34721019864082336,0.24676457047462463,0.27636659145355225,0.25272297859191895,0.4441169500350952,0.1908782422542572,0.23903685808181763
worshiping,0.2746254503726959,0.24673742055892944,0.2731024920940399,0.15447460114955902,0.27590274810791016,0.16110917925834656,0.21978162229061127
in,0.30808621644973755,0.3815755248069763,0.16031064093112946,0.25271502137184143,0.45010748505592346,0.23084034025669098,0.20430970191955566
their,0.35142919421195984,0.43277356028556824,0.2645050287246704,0.2909255027770996,0.44619059562683105,0.19777938723564148,0.1898253709077835
roman,0.17852471768856049,0.20911568403244019,0.16177140176296234,0.1700516790151596,0.24710409343242645,0.1780949980020523,0.1663191318511963
catholic,0.1882777214050293,0.2294636070728302,0.11960352957248688,0.15582489967346191,0.2619607746601105,0.11494896560907364,0.16609853506088257
tradition,0.24046438932418823,0.258249431848526,0.15045344829559326,0.17068050801753998,0.2571658790111542,0.09240309149026871,0.15717756748199463
",",0.3087472915649414,0.36755475401878357,0.24981030821800232,0.32507219910621643,0.44245919585227966,0.25734075903892517,0.31091248989105225
continued,0.17878234386444092,0.33916667103767395,0.15350264310836792,0.25691893696784973,0.33327484130859375,0.2588115930557251,0.10404038429260254
ownership,0.2581227421760559,0.2680716812610626,0.26580357551574707,0.18393613398075104,0.2847251296043396,0.2709052264690399,0.19719240069389343
of,0.33290785551071167,0.34038281440734863,0.2015489786863327,0.33167365193367004,0.41548454761505127,0.23701532185077667,0.1826142966747284
their,0.35142919421195984,0.43277356028556824,0.2645050287246704,0.2909255027770996,0.44619059562683105,0.19777938723564148,0.1898253709077835
property,0.24978817999362946,0.1650211066007614,0.1720033884048462,0.09151491522789001,0.26292115449905396,0.12341383844614029,0.16865147650241852
",",0.3087472915649414,0.36755475401878357,0.24981030821800232,0.32507219910621643,0.44245919585227966,0.25734075903892517,0.31091248989105225
and,0.31309178471565247,0.42175528407096863,0.23756709694862366,0.34954607486724854,0.48971283435821533,0.325880765914917,0.20544172823429108
the,0.42745697498321533,0.3906462490558624,0.2298039197921753,0.3885267674922943,0.535392165184021,0.28973397612571716,0.22068053483963013
right,0.38502591848373413,0.16714105010032654,0.22704792022705078,0.15061095356941223,0.31834647059440613,0.12890709936618805,0.27135515213012695
to,0.455847829580307,0.31913647055625916,0.3626297414302826,0.3377571105957031,1.0,0.22690963745117188,0.29463258385658264
remain,0.29587244987487793,0.32647982239723206,0.22363044321537018,0.15229462087154388,0.3472624719142914,0.14009517431259155,0.1868363618850708
undisturbed,0.22221451997756958,0.2844991087913513,0.17670205235481262,0.21263183653354645,0.24709539115428925,0.13583770394325256,0.10251937061548233
in,0.30808621644973755,0.3815755248069763,0.16031064093112946,0.25271502137184143,0.45010748505592346,0.23084034025669098,0.20430970191955566
their,0.35142919421195984,0.43277356028556824,0.2645050287246704,0.2909255027770996,0.44619059562683105,0.19777938723564148,0.1898253709077835
homes,0.1709814965724945,0.3923393487930298,0.22523963451385498,0.18555477261543274,0.2634379267692566,0.14945462346076965,0.12707971036434174
.,0.3567904531955719,0.3378238379955292,0.2820805311203003,0.4032190144062042,0.4645031690597534,0.23159366846084595,0.4130953550338745
