,what,is,the,name,of,the,latest,epoch,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2858807146549225,0.25456464290618896,0.22068053483963013
second,0.19948028028011322,0.3161451518535614,0.4620301127433777,0.2563825845718384,0.353416383266449,0.4620301127433777,0.2412758320569992,0.26915210485458374,0.17239587008953094
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21576641499996185,0.20115317404270172,0.31091248989105225
third,0.2033906877040863,0.31551501154899597,0.4229298532009125,0.19535920023918152,0.30602210760116577,0.4229298532009125,0.23820281028747559,0.25209957361221313,0.15394791960716248
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21576641499996185,0.20115317404270172,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.22890520095825195,0.2201659083366394,0.20544172823429108
fourth,0.137417271733284,0.31589972972869873,0.40804702043533325,0.18362802267074585,0.30335766077041626,0.40804702043533325,0.2575427293777466,0.23349305987358093,0.13791213929653168
timelines,0.334295392036438,0.16363392770290375,0.3314281404018402,0.14735804498195648,0.291609525680542,0.3314281404018402,0.3576761782169342,0.261861652135849,0.31645411252975464
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.40399202704429626,0.1739768087863922,0.10317330062389374,0.24591213464736938
therefore,0.4125064015388489,0.36838728189468384,0.4141571819782257,0.20892925560474396,0.4106575846672058,0.4141571819782257,0.221040740609169,0.2037408947944641,0.3325358033180237
each,0.3353266417980194,0.2954041659832001,0.470844566822052,0.15708614885807037,0.38460010290145874,0.470844566822052,0.24246807396411896,0.1864778697490692,0.21173812448978424
subsections,0.3498733341693878,0.2407209873199463,0.2914462089538574,0.17845642566680908,0.2297072559595108,0.2914462089538574,0.20262354612350464,0.2243138551712036,0.2980964779853821
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.26398420333862305,0.22761239111423492,0.1826142966747284
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.18092210590839386,0.4329940676689148,0.516537070274353,0.22585521638393402,0.11925238370895386,0.1898253709077835
preceding,0.1640017181634903,0.17083698511123657,0.3293033242225647,0.19663105905056,0.27681562304496765,0.3293033242225647,0.21619249880313873,0.39925095438957214,0.18089358508586884
timeline,0.3205328583717346,0.1609574407339096,0.314031720161438,0.2137593924999237,0.24939803779125214,0.314031720161438,0.36818191409111023,0.28545913100242615,0.28771132230758667
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.2361408770084381,0.19096241891384125,0.27043893933296204
indicated,0.2320590764284134,0.2101277858018875,0.2715122699737549,0.2279454618692398,0.26488006114959717,0.2715122699737549,0.25617286562919617,0.30296021699905396,0.20115208625793457
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.4408751428127289,0.20245487987995148,0.11123039573431015,0.17966607213020325
asterisks,0.2688923180103302,0.22828958928585052,0.2774670422077179,0.27380651235580444,0.28516310453414917,0.2774670422077179,0.21807412803173065,0.26908430457115173,0.23886455595493317
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2416895180940628,0.24761366844177246,0.4130953550338745
,what,is,the,name,of,the,latest,epoch,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2858807146549225,0.25456464290618896,0.22068053483963013
holocene,0.23407290875911713,0.1855083554983139,0.26600971817970276,0.16463284194469452,0.2029341608285904,0.26600971817970276,0.2848833203315735,0.5587565898895264,0.179432213306427
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.1751592755317688,0.2145422399044037,0.40561532974243164
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2858807146549225,0.25456464290618896,0.22068053483963013
latest,0.2598757743835449,0.18608351051807404,0.2858807146549225,0.13082902133464813,0.26398420333862305,0.2858807146549225,0.9999998807907104,0.2978438436985016,0.2301902025938034
epoch,0.25109848380088806,0.14773544669151306,0.25456464290618896,0.15366627275943756,0.22761239111423492,0.25456464290618896,0.2978438436985016,1.0000001192092896,0.17884482443332672
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.21080783009529114,0.23277264833450317,0.42300865054130554
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.18608351051807404,0.14773544669151306,0.22961433231830597
too,0.4120715260505676,0.2450883537530899,0.26985910534858704,0.13878493010997772,0.22150669991970062,0.26985910534858704,0.15684641897678375,0.16980314254760742,0.33757779002189636
small,0.2504110634326935,0.32085540890693665,0.39655908942222595,0.18034958839416504,0.353353351354599,0.39655908942222595,0.15144877135753632,0.1849065124988556,0.13914890587329865
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.2529020309448242,0.1342296451330185,0.29463258385658264
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.19639723002910614,0.33904364705085754,0.4248143136501312,0.22782288491725922,0.2100636214017868,0.3324260413646698
shown,0.2601207196712494,0.2509501576423645,0.3387985825538635,0.15522059798240662,0.24332952499389648,0.3387985825538635,0.22221408784389496,0.16293704509735107,0.2433658242225647
clearly,0.5452611446380615,0.32591158151626587,0.37195420265197754,0.17228777706623077,0.2792348265647888,0.37195420265197754,0.239496648311615,0.20445410907268524,0.40760257840156555
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.2313520312309265,0.1768527776002884,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2858807146549225,0.25456464290618896,0.22068053483963013
third,0.2033906877040863,0.31551501154899597,0.4229298532009125,0.19535920023918152,0.30602210760116577,0.4229298532009125,0.23820281028747559,0.25209957361221313,0.15394791960716248
timeline,0.3205328583717346,0.1609574407339096,0.314031720161438,0.2137593924999237,0.24939803779125214,0.314031720161438,0.36818191409111023,0.28545913100242615,0.28771132230758667
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.2313520312309265,0.1768527776002884,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2858807146549225,0.25456464290618896,0.22068053483963013
right,0.38502591848373413,0.22718656063079834,0.33901116251945496,0.121669702231884,0.22473211586475372,0.33901116251945496,0.18190237879753113,0.11025074869394302,0.27135515213012695
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21576641499996185,0.20115317404270172,0.31091248989105225
another,0.4190070629119873,0.41278526186943054,0.5019711852073669,0.29026278853416443,0.38147079944610596,0.5019711852073669,0.2562433183193207,0.12677250802516937,0.295511931180954
reason,0.3762516975402832,0.25543609261512756,0.29647648334503174,0.2179853469133377,0.23645815253257751,0.29647648334503174,0.19361062347888947,0.16115708649158478,0.3403966724872589
