,what,are,mps,unable,to,vote,upon,?
a,0.3320399522781372,0.265255331993103,0.13071753084659576,0.22923994064331055,0.45503583550453186,0.21813347935676575,0.17546571791172028,0.23916715383529663
procedural,0.40871375799179077,0.302814245223999,0.18891802430152893,0.2333069145679474,0.2816316485404968,0.3297654688358307,0.1878838688135147,0.2812325656414032
consequence,0.29853200912475586,0.21133092045783997,0.14425265789031982,0.2829529345035553,0.3111545145511627,0.2012503445148468,0.24775706231594086,0.196389839053154
of,0.33290785551071167,0.39081433415412903,0.18091438710689545,0.2372649908065796,0.41548454761505127,0.19845709204673767,0.3224298357963562,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.18443430960178375,0.29094135761260986,0.535392165184021,0.22779929637908936,0.28184252977371216,0.22068053483963013
establishment,0.1702135056257248,0.15019364655017853,0.18067686259746552,0.12657198309898376,0.17847758531570435,0.19062906503677368,0.13939425349235535,0.1661023646593094
of,0.33290785551071167,0.39081433415412903,0.18091438710689545,0.2372649908065796,0.41548454761505127,0.19845709204673767,0.3224298357963562,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.18443430960178375,0.29094135761260986,0.535392165184021,0.22779929637908936,0.28184252977371216,0.22068053483963013
scottish,0.13777151703834534,0.15686963498592377,0.3312152028083801,0.0504685714840889,0.1268421709537506,0.21137574315071106,0.14950676262378693,0.06442669779062271
parliament,0.21650300920009613,0.09480422735214233,0.5268880128860474,0.21278508007526398,0.20290622115135193,0.4532986879348755,0.2168634980916977,0.1586504578590393
is,0.28837618231773376,0.5330929756164551,0.09088493138551712,0.11479603499174118,0.42745086550712585,0.2031867355108261,0.1675044447183609,0.22961433231830597
that,0.6297725439071655,0.45265161991119385,0.1310511976480484,0.3581840395927429,0.5436353087425232,0.3025372624397278,0.2909981608390808,0.32716336846351624
scottish,0.13777151703834534,0.15686963498592377,0.3312152028083801,0.0504685714840889,0.1268421709537506,0.21137574315071106,0.14950676262378693,0.06442669779062271
mps,0.13408011198043823,0.1928001493215561,0.9999998807907104,0.1556006819009781,0.11862298101186752,0.35073211789131165,0.043525584042072296,0.1502685397863388
sitting,0.2409040778875351,0.19820302724838257,0.18982477486133575,0.29669684171676636,0.24549341201782227,0.22747179865837097,0.19602446258068085,0.1758238524198532
in,0.30808621644973755,0.3841303884983063,0.16134501993656158,0.21687452495098114,0.45010748505592346,0.21458156406879425,0.20347267389297485,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,0.18443430960178375,0.29094135761260986,0.535392165184021,0.22779929637908936,0.28184252977371216,0.22068053483963013
uk,0.17163191735744476,0.14764739573001862,0.4324274957180023,0.114560067653656,0.18409153819084167,0.18894410133361816,0.23020702600479126,0.20222434401512146
house,0.200801283121109,0.15609823167324066,0.29595568776130676,0.18138423562049866,0.23688754439353943,0.25846466422080994,0.16021868586540222,0.13736455142498016
of,0.33290785551071167,0.39081433415412903,0.18091438710689545,0.2372649908065796,0.41548454761505127,0.19845709204673767,0.3224298357963562,0.1826142966747284
commons,0.25517043471336365,0.19914905726909637,0.41675639152526855,0.20201338827610016,0.2583205997943878,0.34002962708473206,0.12978963553905487,0.27964192628860474
are,0.29724663496017456,1.0,0.1928001493215561,0.13948975503444672,0.3504326641559601,0.20448122918605804,0.16674627363681793,0.24591213464736938
able,0.3404487371444702,0.2283707559108734,0.14031833410263062,0.6619425415992737,0.529755175113678,0.2581579089164734,0.18106533586978912,0.260649710893631
to,0.455847829580307,0.3504326641559601,0.11862298101186752,0.47413626313209534,1.0,0.2892617881298065,0.2616317570209503,0.29463258385658264
vote,0.30723845958709717,0.20448122918605804,0.35073211789131165,0.21737419068813324,0.2892617881298065,1.0,0.13144691288471222,0.2888886630535126
on,0.34226128458976746,0.268924742937088,0.14830677211284637,0.24035683274269104,0.41031414270401,0.23685438930988312,0.3876325786113739,0.2714994251728058
domestic,0.11560896784067154,0.17983417212963104,0.15576869249343872,0.16053251922130585,0.22657187283039093,0.13397179543972015,0.1100413054227829,0.1850636899471283
legislation,0.26615777611732483,0.18590028584003448,0.35481637716293335,0.22029514610767365,0.25758448243141174,0.4404451549053192,0.16964618861675262,0.21123437583446503
that,0.6297725439071655,0.45265161991119385,0.1310511976480484,0.3581840395927429,0.5436353087425232,0.3025372624397278,0.2909981608390808,0.32716336846351624
applies,0.31565672159194946,0.3666144013404846,0.14161881804466248,0.26991087198257446,0.3004893660545349,0.2687714099884033,0.22897472977638245,0.3131009638309479
