,what,is,the,name,of,the,country,'s,longest,continuously,running,student,film,society,?
among,0.21154822409152985,0.21956473588943481,0.3507058024406433,0.11765395849943161,0.3679063022136688,0.3507058024406433,0.15550369024276733,0.01186611782759428,0.22601017355918884,0.1973528414964676,0.0912889838218689,0.22751973569393158,0.18166258931159973,0.25035157799720764,0.14343059062957764
notable,0.31026893854141235,0.20672309398651123,0.20948168635368347,0.23603951930999756,0.1985267549753189,0.20948168635368347,0.25066089630126953,0.003200544510036707,0.19399939477443695,0.19994153082370758,0.15670090913772583,0.1773979514837265,0.2025858610868454,0.09155219048261642,0.31928157806396484
rsos,0.13808974623680115,0.13123655319213867,0.18950283527374268,0.10818254202604294,0.16024649143218994,0.18950283527374268,0.15013302862644196,0.04050904139876366,0.10514494776725769,0.11443567276000977,0.12696930766105652,0.11071557551622391,0.11271427571773529,0.1422489434480667,0.18762946128845215
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.40399202704429626,0.1952878087759018,-0.008927806280553341,0.13011480867862701,0.2531755268573761,0.2282930463552475,0.1161111518740654,0.14901332557201385,0.16677267849445343,0.24591213464736938
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.30432501435279846,-0.01540423184633255,0.36807993054389954,0.3446447253227234,0.28883472084999084,0.21259291470050812,0.2824619710445404,0.2789285480976105,0.22068053483963013
nation,0.21990635991096497,0.2303507775068283,0.39486879110336304,0.19457928836345673,0.3102196156978607,0.39486879110336304,0.49281540513038635,0.033554114401340485,0.2255687564611435,0.2623607814311981,0.18134213984012604,0.17340703308582306,0.19097451865673065,0.3339783549308777,0.17865248024463654
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.0747150406241417,0.9999999403953552,0.0136581901460886,-0.04641196131706238,-0.07519974559545517,0.018150636926293373,0.055141352117061615,-0.027537118643522263,-0.023395681753754616
longest,0.13152959942817688,0.28321096301078796,0.36807993054389954,0.15935303270816803,0.32879963517189026,0.36807993054389954,0.18860022723674774,0.0136581901460886,0.9999999403953552,0.2850230038166046,0.3187505304813385,0.05799374356865883,0.11357571929693222,0.05463473126292229,0.1404971331357956
continuously,0.2850121855735779,0.26402992010116577,0.3446447253227234,0.06410463154315948,0.27010056376457214,0.3446447253227234,0.20825743675231934,-0.04641196131706238,0.2850230038166046,1.0,0.3309733271598816,0.20511572062969208,0.13052980601787567,0.20509342849254608,0.12734593451023102
running,0.2357972115278244,0.23768527805805206,0.28883472084999084,0.07677140086889267,0.2329012006521225,0.28883472084999084,0.20071768760681152,-0.07519974559545517,0.3187505304813385,0.3309733271598816,1.0,0.09556221961975098,0.11666247248649597,0.11474110931158066,0.15679655969142914
student,0.20548318326473236,0.18911804258823395,0.21259291470050812,0.07360304892063141,0.20310284197330475,0.21259291470050812,0.15519678592681885,0.018150636926293373,0.05799374356865883,0.20511572062969208,0.09556221961975098,1.0000001192092896,0.1978967785835266,0.25657913088798523,0.13282090425491333
film,0.17437689006328583,0.21704672276973724,0.2824619710445404,0.12912005186080933,0.22166931629180908,0.2824619710445404,0.12482384592294693,0.055141352117061615,0.11357571929693222,0.13052980601787567,0.11666247248649597,0.1978967785835266,0.9999999403953552,0.21415863931179047,0.16369038820266724
society,0.23231269419193268,0.15995073318481445,0.2789285480976105,0.12767525017261505,0.23646748065948486,0.2789285480976105,0.22110380232334137,-0.027537118643522263,0.05463473126292229,0.20509342849254608,0.11474110931158066,0.25657913088798523,0.21415863931179047,0.9999998807907104,0.1373005360364914
doc,0.21350088715553284,0.1359642893075943,0.22223278880119324,0.25369811058044434,0.09344803541898727,0.22223278880119324,0.29900604486465454,-0.04307769611477852,0.0938432514667511,0.10542690008878708,0.09113883227109909,0.05979698896408081,0.1524217128753662,0.07568656653165817,0.30210837721824646
films,0.19852851331233978,0.16306833922863007,0.23072484135627747,0.1187257170677185,0.2151229828596115,0.23072484135627747,0.14344386756420135,0.029887473210692406,0.13636498153209686,0.13611344993114471,0.16057007014751434,0.20959071815013885,0.706394612789154,0.13306677341461182,0.20618696510791779
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.27878350019454956,-0.0016132977325469255,0.21878951787948608,0.2415655255317688,0.24165967106819153,0.2261858433485031,0.2552308440208435,0.20629194378852844,0.31091248989105225
organizing,0.25591719150543213,0.1200474351644516,0.31940990686416626,0.013832316733896732,0.33243584632873535,0.31940990686416626,0.25223085284233093,0.06600023806095123,0.12642338871955872,0.2958657443523407,0.2637060284614563,0.3167811930179596,0.15824203193187714,0.3083217442035675,0.14538010954856873
committee,0.18195343017578125,0.1410297304391861,0.24322165548801422,0.14093075692653656,0.2920650243759155,0.24322165548801422,0.32126981019973755,0.04900093004107475,0.13026924431324005,0.11001643538475037,0.20303680002689362,0.24287372827529907,0.13412322103977203,0.30371761322021484,0.12144632637500763
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.2644098401069641,-0.07241261005401611,0.23358364403247833,0.2726513147354126,0.3230443000793457,0.20500831305980682,0.24293163418769836,0.21769006550312042,0.264628142118454
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.30432501435279846,-0.01540423184633255,0.36807993054389954,0.3446447253227234,0.28883472084999084,0.21259291470050812,0.2824619710445404,0.2789285480976105,0.22068053483963013
