,how,many,of,the,six,total,packages,available,to,broadcasters,was,setanta,awarded,?
in,0.2601168751716614,0.41474202275276184,0.5696388483047485,0.6662389636039734,0.3013422191143036,0.27667245268821716,0.18722760677337646,0.1939793825149536,0.45010748505592346,0.2702135443687439,0.45514053106307983,0.2587471604347229,0.25735601782798767,0.20430970191955566
may,0.22490409016609192,0.29758191108703613,0.26447007060050964,0.2694292366504669,0.15171578526496887,0.16476646065711975,0.22389160096645355,0.25284212827682495,0.391582727432251,0.2175939977169037,0.3388521671295166,0.21487845480442047,0.18252165615558624,0.2768254578113556
2006,0.10067587345838547,0.10145369172096252,0.10009169578552246,0.11294147372245789,0.06780126690864563,0.05036858469247818,0.14285950362682343,0.03705860301852226,0.012056082487106323,0.008599981665611267,-0.08876620978116989,-0.07595241069793701,-0.014178045094013214,-0.1194092258810997
",",0.22659391164779663,0.40610817074775696,0.4946078956127167,0.4933079481124878,0.2737274467945099,0.25815486907958984,0.2114521563053131,0.2614012062549591,0.44245919585227966,0.28777721524238586,0.45456063747406006,0.3244000971317291,0.2723027765750885,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.3614266812801361,0.27068960666656494,0.1993655115365982,0.26723232865333557,0.535392165184021,0.27276062965393066,0.48711544275283813,0.23956644535064697,0.24971646070480347,0.22068053483963013
irish,0.1544826775789261,0.17314890027046204,0.1534920334815979,0.20936301350593567,0.1523321568965912,0.07013846188783646,0.0831189677119255,0.09094126522541046,0.19614946842193604,0.2913595139980316,0.2472245693206787,0.23437905311584473,0.14307276904582977,0.09232300519943237
broadcaster,0.14436306059360504,0.1343635767698288,0.15151214599609375,0.1970033198595047,0.15498866140842438,0.09394703060388565,0.17873850464820862,0.1598154455423355,0.15827877819538116,0.8911710977554321,0.2724062502384186,0.24234984815120697,0.26305148005485535,0.13187550008296967
setanta,0.12596943974494934,0.19944506883621216,0.24849773943424225,0.23956644535064697,0.2199828326702118,0.2243875116109848,0.183079332113266,0.1788315773010254,0.2352461814880371,0.2813010513782501,0.2215076982975006,1.0,0.19284169375896454,0.1556110829114914
sports,0.10512971878051758,0.18239200115203857,0.24392472207546234,0.20313861966133118,0.10079964995384216,0.1559472233057022,0.19525600969791412,0.2095705270767212,0.1915440857410431,0.4168190658092499,0.19941140711307526,0.2971038520336151,0.12807144224643707,0.04557104781270027
was,0.16678167879581451,0.260356068611145,0.4069072902202606,0.48711544275283813,0.3042767345905304,0.14069223403930664,0.176748588681221,0.1657772958278656,0.3636345863342285,0.24629826843738556,1.0000001192092896,0.2215076982975006,0.30614012479782104,0.18412111699581146
awarded,0.09981115907430649,0.14274966716766357,0.2630610167980194,0.24971646070480347,0.20720162987709045,0.13469836115837097,0.18960680067539215,0.20543654263019562,0.17180772125720978,0.27143633365631104,0.30614012479782104,0.19284169375896454,1.0,0.1431703418493271
two,0.2499001920223236,0.5147606730461121,0.37726253271102905,0.43858039379119873,0.6386139392852783,0.31595906615257263,0.25251254439353943,0.19488383829593658,0.3343428373336792,0.20396921038627625,0.27166637778282166,0.24346671998500824,0.2187136858701706,0.19645625352859497
of,0.2480744868516922,0.37253960967063904,1.0,0.733189046382904,0.3317931592464447,0.29045331478118896,0.1885240226984024,0.2416580766439438,0.41548454761505127,0.21280793845653534,0.4069072902202606,0.24849773943424225,0.2630610167980194,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.3614266812801361,0.27068960666656494,0.1993655115365982,0.26723232865333557,0.535392165184021,0.27276062965393066,0.48711544275283813,0.23956644535064697,0.24971646070480347,0.22068053483963013
six,0.20644865930080414,0.37673795223236084,0.3317931592464447,0.3614266812801361,1.0,0.33902785181999207,0.1800522655248642,0.18400581181049347,0.2762264311313629,0.22220265865325928,0.3042767345905304,0.2199828326702118,0.20720162987709045,0.15298804640769958
premier,0.055021628737449646,0.11073308438062668,0.17136150598526,0.22658593952655792,0.10850103944540024,0.1550338715314865,0.09392337501049042,0.13456417620182037,0.170038640499115,0.2593478262424469,0.205341175198555,0.14026552438735962,0.15813444554805756,0.1292608082294464
league,0.04579940438270569,0.15746146440505981,0.23588460683822632,0.2724147439002991,0.20264381170272827,0.15879303216934204,0.15836690366268158,0.10353022068738937,0.18720030784606934,0.4259948134422302,0.21425791084766388,0.23202592134475708,0.22396719455718994,0.15941482782363892
packages,0.2817632257938385,0.2780434787273407,0.1885240226984024,0.1993655115365982,0.1800522655248642,0.13903483748435974,1.0000001192092896,0.4803856611251831,0.3064035177230835,0.255429208278656,0.176748588681221,0.183079332113266,0.18960680067539215,0.2038814127445221
that,0.557814359664917,0.5391656160354614,0.41498205065727234,0.5473989248275757,0.2478054314851761,0.25605857372283936,0.32005447149276733,0.2840282618999481,0.5436353087425232,0.28455498814582825,0.33670201897621155,0.21167609095573425,0.13811200857162476,0.32716336846351624
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.3614266812801361,0.27068960666656494,0.1993655115365982,0.26723232865333557,0.535392165184021,0.27276062965393066,0.48711544275283813,0.23956644535064697,0.24971646070480347,0.22068053483963013
english,0.18202126026153564,0.24654172360897064,0.17198967933654785,0.23982001841068268,0.13018502295017242,0.09533150494098663,0.08814238011837006,0.15360336005687714,0.21984367072582245,0.3127932548522949,0.23000946640968323,0.15153789520263672,0.12140870094299316,0.23251567780971527
fa,0.10066459327936172,0.12605857849121094,0.16236062347888947,0.22381247580051422,0.13378222286701202,0.07579832524061203,0.09232226759195328,0.11542091518640518,0.14400863647460938,0.19629602134227753,0.13952648639678955,0.2633323669433594,0.2011910080909729,0.25038349628448486
offered,0.17280827462673187,0.23884113132953644,0.2674071192741394,0.270993173122406,0.21592648327350616,0.0729202926158905,0.34195056557655334,0.3958701491355896,0.28788384795188904,0.2156447023153305,0.39858749508857727,0.2159888595342636,0.35183772444725037,0.22244536876678467
to,0.44169697165489197,0.40243685245513916,0.41548454761505127,0.535392165184021,0.2762264311313629,0.22792020440101624,0.3064035177230835,0.2394571453332901,1.0,0.2560518682003021,0.3636345863342285,0.2352461814880371,0.17180772125720978,0.29463258385658264
broadcasters,0.2223011553287506,0.2494187355041504,0.21280793845653534,0.27276062965393066,0.22220265865325928,0.19426590204238892,0.255429208278656,0.2113780826330185,0.2560518682003021,1.0,0.24629826843738556,0.2813010513782501,0.27143633365631104,0.20347130298614502
.,0.3287222981452942,0.3974229395389557,0.5352458953857422,0.5934505462646484,0.3090869188308716,0.2295650690793991,0.20038819313049316,0.3383464217185974,0.4645031690597534,0.2741623818874359,0.40146201848983765,0.28406819701194763,0.25280869007110596,0.4130953550338745
