,during,what,time,did,civilization,in,the,amazon,was,flourishing,when,orellana,made,his,observations,?
the,0.4838213622570038,0.42745697498321533,0.43061500787734985,0.34736719727516174,0.3128751516342163,0.6662389636039734,1.0,0.260541707277298,0.48711544275283813,0.2924032211303711,0.5091903209686279,0.23356853425502777,0.3885267674922943,0.4394008219242096,0.2542272210121155,0.22068053483963013
bbc,0.1864195168018341,0.20634698867797852,0.2386435568332672,0.1677953153848648,0.15797200798988342,0.22430340945720673,0.2735401690006256,0.2269744724035263,0.19087861478328705,0.12333148717880249,0.19045519828796387,0.19199806451797485,0.16275472939014435,0.19246523082256317,0.21585813164710999,0.20556949079036713
's,0.011294117197394371,0.02692362666130066,0.01301188487559557,0.05069678649306297,0.04152505099773407,-0.037580832839012146,-0.01540423184633255,0.062328040599823,0.008974763564765453,0.031308360397815704,-0.03368149697780609,0.004268844146281481,0.08483956009149551,0.047556519508361816,0.0005481301341205835,-0.023395681753754616
unnatural,0.13339456915855408,0.2698628306388855,0.1504645198583603,0.16728775203227997,0.2717229127883911,0.2826608419418335,0.23628538846969604,0.09678008407354355,0.12793827056884766,0.27251115441322327,0.26600903272628784,0.09624243527650833,0.17211656272411346,0.26108884811401367,0.2844614088535309,0.19113509356975555
histories,0.2739856243133545,0.3272237777709961,0.34900590777397156,0.2993425130844116,0.3281683623790741,0.25515782833099365,0.3027343153953552,0.16938833892345428,0.2079448103904724,0.274435430765152,0.20001758635044098,0.09235967695713043,0.2352539747953415,0.28522807359695435,0.3395848870277405,0.27780789136886597
presents,0.19155453145503998,0.2846953272819519,0.19701826572418213,0.18697667121887207,0.17073851823806763,0.23149815201759338,0.3075920641422272,0.21903623640537262,0.2255340963602066,0.16234736144542694,0.1690315455198288,0.135217547416687,0.2199341505765915,0.22178222239017487,0.2077820897102356,0.20020639896392822
evidence,0.19417545199394226,0.33425694704055786,0.23989234864711761,0.24616770446300507,0.2783273756504059,0.16157563030719757,0.25031140446662903,0.13041843473911285,0.19407325983047485,0.21257497370243073,0.20756776630878448,0.11261408030986786,0.2032642513513565,0.20981228351593018,0.4143601953983307,0.24151235818862915
that,0.31487685441970825,0.6297725439071655,0.388528436422348,0.47518548369407654,0.2619774639606476,0.435920387506485,0.5473989248275757,0.2228476107120514,0.33670201897621155,0.27240926027297974,0.5860282182693481,0.14231957495212555,0.3437977731227875,0.3173833191394806,0.3103509843349457,0.32716336846351624
orellana,0.1337323635816574,0.14244788885116577,0.0971856340765953,0.12893511354923248,0.13218271732330322,0.22684058547019958,0.23356853425502777,0.2791232764720917,0.22343869507312775,0.12852352857589722,0.1226309984922409,1.0,0.1483171582221985,0.18709887564182281,0.19218291342258453,0.14185306429862976
",",0.3225448727607727,0.3087472915649414,0.3029961884021759,0.3015086054801941,0.22940866649150848,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.45456063747406006,0.26302996277809143,0.36674630641937256,0.30001547932624817,0.32507219910621643,0.3378419280052185,0.26223039627075195,0.31091248989105225
rather,0.2095978856086731,0.3923804461956024,0.28793007135391235,0.3137456178665161,0.17689146101474762,0.26646825671195984,0.31983619928359985,0.2098468542098999,0.23478160798549652,0.3070979416370392,0.3541174829006195,0.03207425773143768,0.2017371505498886,0.2579367458820343,0.23962479829788208,0.3053998053073883
