,constructing,a,project,that,fails,to,adhere,to,codes,does,not,benefit,whom,?
constructing,1.0000001192092896,0.24801573157310486,0.42464810609817505,0.2788917124271393,0.1352534145116806,0.2744004726409912,0.29888030886650085,0.2744004726409912,0.22237563133239746,0.12410159409046173,0.23619703948497772,0.21068309247493744,0.11031966656446457,0.1620766967535019
a,0.24801573157310486,1.0,0.2328382134437561,0.47537946701049805,0.28418266773223877,0.45503583550453186,0.2292526662349701,0.45503583550453186,0.23610927164554596,0.38201746344566345,0.3791346549987793,0.23359325528144836,0.21455949544906616,0.23916715383529663
project,0.42464810609817505,0.2328382134437561,1.0,0.29938963055610657,0.19386568665504456,0.28750085830688477,0.18927761912345886,0.28750085830688477,0.10160766541957855,0.19799275696277618,0.2549518346786499,0.38502028584480286,0.15097956359386444,0.30569031834602356
that,0.2788917124271393,0.47537946701049805,0.29938963055610657,1.0,0.30676591396331787,0.5436353087425232,0.37901806831359863,0.5436353087425232,0.22861547768115997,0.4764937460422516,0.6600887179374695,0.3780049681663513,0.3278515338897705,0.32716336846351624
fails,0.1352534145116806,0.28418266773223877,0.19386568665504456,0.30676591396331787,1.0000001192092896,0.3298555612564087,0.24028532207012177,0.3298555612564087,0.13614246249198914,0.47713807225227356,0.380565881729126,0.2533472776412964,0.16611875593662262,0.27496176958084106
to,0.2744004726409912,0.45503583550453186,0.28750085830688477,0.5436353087425232,0.3298555612564087,1.0,0.31780561804771423,1.0,0.223367840051651,0.4391997456550598,0.5149973034858704,0.29776766896247864,0.3108522593975067,0.29463258385658264
adhere,0.29888030886650085,0.2292526662349701,0.18927761912345886,0.37901806831359863,0.24028532207012177,0.31780561804771423,0.9999998807907104,0.31780561804771423,0.2059800624847412,0.3791133463382721,0.39735910296440125,0.23471927642822266,0.16646362841129303,0.3102562129497528
to,0.2744004726409912,0.45503583550453186,0.28750085830688477,0.5436353087425232,0.3298555612564087,1.0,0.31780561804771423,1.0,0.223367840051651,0.4391997456550598,0.5149973034858704,0.29776766896247864,0.3108522593975067,0.29463258385658264
codes,0.22237563133239746,0.23610927164554596,0.10160766541957855,0.22861547768115997,0.13614246249198914,0.223367840051651,0.2059800624847412,0.223367840051651,1.0000001192092896,0.2400585561990738,0.22013741731643677,0.1503104269504547,0.13676908612251282,0.16803960502147675
does,0.12410159409046173,0.38201746344566345,0.19799275696277618,0.4764937460422516,0.47713807225227356,0.4391997456550598,0.3791133463382721,0.4391997456550598,0.2400585561990738,1.0,0.6355478763580322,0.29666152596473694,0.1626478135585785,0.338003009557724
not,0.23619703948497772,0.3791346549987793,0.2549518346786499,0.6600887179374695,0.380565881729126,0.5149973034858704,0.39735910296440125,0.5149973034858704,0.22013741731643677,0.6355478763580322,0.9999999403953552,0.39115750789642334,0.28049328923225403,0.41942933201789856
benefit,0.21068309247493744,0.23359325528144836,0.38502028584480286,0.3780049681663513,0.2533472776412964,0.29776766896247864,0.23471927642822266,0.29776766896247864,0.1503104269504547,0.29666152596473694,0.39115750789642334,1.0,0.20770883560180664,0.31136202812194824
the,0.2565261423587799,0.5829201340675354,0.2027820199728012,0.5473989248275757,0.2538469433784485,0.535392165184021,0.24263660609722137,0.535392165184021,0.2820484936237335,0.35928019881248474,0.4310511648654938,0.24974633753299713,0.23752936720848083,0.22068053483963013
owner,0.12430921941995621,0.24004080891609192,0.1479983627796173,0.18439500033855438,0.048871174454689026,0.203524649143219,0.15025195479393005,0.203524649143219,0.15504570305347443,0.1345638483762741,0.1588241308927536,0.15639273822307587,0.23410286009311676,0.1461835652589798
.,0.23431140184402466,0.50484299659729,0.23938670754432678,0.4460422694683075,0.2585117220878601,0.4645031690597534,0.2236611545085907,0.4645031690597534,0.22005680203437805,0.3022993505001068,0.4824007451534271,0.2692491412162781,0.26115289330482483,0.4130953550338745
