,what,happens,if,a,member,does,n't,vote,the,party,line,?
errant,0.25412872433662415,0.16932891309261322,0.29012224078178406,0.30141887068748474,0.18142281472682953,0.20084065198898315,0.049081478267908096,0.22127437591552734,0.21253575384616852,0.11495994031429291,0.016408530995249748,0.27880483865737915
members,0.16873176395893097,0.11251195520162582,0.15416181087493896,0.1873859316110611,0.7046385407447815,0.1685360074043274,-0.041286543011665344,0.2641376256942749,0.3321719169616699,0.3031155467033386,0.11954007297754288,0.10212311148643494
can,0.34502777457237244,0.4516991674900055,0.5903681516647339,0.3915780484676361,0.09298814088106155,0.5156301856040955,-0.13075803220272064,0.20820198953151703,0.312528520822525,0.14286378026008606,0.1918898969888687,0.3226337134838104
be,0.3929833769798279,0.3273678421974182,0.5628611445426941,0.39883795380592346,0.15509481728076935,0.28696945309638977,-0.08962184190750122,0.276218980550766,0.4248143136501312,0.18923810124397278,0.21854959428310394,0.3324260413646698
deselected,0.27039623260498047,0.22108066082000732,0.3006640672683716,0.2673918902873993,0.34663379192352295,0.19950714707374573,0.10482054948806763,0.36798813939094543,0.3391575217247009,0.3081802725791931,0.12244647741317749,0.3038846254348755
as,0.31749409437179565,0.1480354368686676,0.3354816734790802,0.39550232887268066,0.2264706939458847,0.31202155351638794,-0.08284513652324677,0.20532511174678802,0.48381632566452026,0.17884716391563416,0.22621846199035645,0.27043893933296204
official,0.18967986106872559,0.09190463274717331,0.14741864800453186,0.19875815510749817,0.18413254618644714,0.16098397970199585,0.11596785485744476,0.0919794887304306,0.3133983910083771,0.241717129945755,0.12138775736093521,0.18097688257694244
party,0.2398013323545456,0.13375221192836761,0.1515721082687378,0.20141370594501495,0.35102561116218567,0.12533284723758698,0.04986001178622246,0.3373773694038391,0.23779736459255219,0.9999999403953552,0.13667425513267517,0.19031576812267303
candidates,0.21254537999629974,0.16855809092521667,0.27679938077926636,0.22368954122066498,0.3007970154285431,0.22724249958992004,0.0195353664457798,0.5197057127952576,0.2590187191963196,0.3894738256931305,0.1511668711900711,0.2568073272705078
during,0.24137552082538605,0.3367655575275421,0.2040780633687973,0.30341604351997375,0.2318158894777298,0.15165476500988007,-0.0201399028301239,0.14643460512161255,0.4838213622570038,0.19235707819461823,0.1404837816953659,0.1325719803571701
future,0.29700374603271484,0.2286328673362732,0.26627117395401,0.16284751892089844,0.18654362857341766,0.23526257276535034,-0.022080913186073303,0.19012905657291412,0.2337762415409088,0.17656150460243225,0.21561706066131592,0.3367180824279785
elections,0.2432289719581604,0.177826926112175,0.22187229990959167,0.21575452387332916,0.2797008156776428,0.1325477510690689,0.05812479928135872,0.5807546973228455,0.23646192252635956,0.5309614539146423,0.10726389288902283,0.2319818139076233
",",0.3087472915649414,0.24968470633029938,0.257730096578598,0.427140474319458,0.25757819414138794,0.28617382049560547,0.11016341298818588,0.27201512455940247,0.4933079481124878,0.21963930130004883,0.22637072205543518,0.31091248989105225
and,0.31309178471565247,0.23238006234169006,0.3498523235321045,0.3739250600337982,0.28606608510017395,0.3461615741252899,-0.0602874718606472,0.1828758865594864,0.5171257257461548,0.20650289952754974,0.24584348499774933,0.20544172823429108
",",0.3087472915649414,0.24968470633029938,0.257730096578598,0.427140474319458,0.25757819414138794,0.28617382049560547,0.11016341298818588,0.27201512455940247,0.4933079481124878,0.21963930130004883,0.22637072205543518,0.31091248989105225
in,0.30808621644973755,0.2737985849380493,0.2589588761329651,0.539380669593811,0.20856694877147675,0.214483380317688,-0.0012929976219311357,0.21458156406879425,0.6662389636039734,0.20446790754795074,0.2258777767419815,0.20430970191955566
serious,0.3481818735599518,0.3474132716655731,0.33666303753852844,0.2764679193496704,0.15214841067790985,0.25031471252441406,0.06189499422907829,0.19265827536582947,0.2602829933166504,0.1322784423828125,0.16271880269050598,0.23093265295028687
cases,0.2612028121948242,0.3815567195415497,0.45987358689308167,0.3244450092315674,0.07611023634672165,0.3112744688987732,-0.04655037820339203,0.2298632711172104,0.33415094017982483,0.13097140192985535,0.15159346163272858,0.25599566102027893
",",0.3087472915649414,0.24968470633029938,0.257730096578598,0.427140474319458,0.25757819414138794,0.28617382049560547,0.11016341298818588,0.27201512455940247,0.4933079481124878,0.21963930130004883,0.22637072205543518,0.31091248989105225
may,0.25739946961402893,0.2597687542438507,0.3125908374786377,0.29255667328834534,0.1533735990524292,0.35508081316947937,0.14091402292251587,0.20811447501182556,0.2694292366504669,0.1924455314874649,0.15032292902469635,0.2768254578113556
