,in,what,decade,did,the,rankine,cycle,create,90,%,of,electric,power,?
in,1.0,0.30808621644973755,0.2119923084974289,0.2593238651752472,0.6662389636039734,0.20086932182312012,0.20483464002609253,0.21287982165813446,0.022158663719892502,0.19465309381484985,0.5696388483047485,0.19779469072818756,0.16666220128536224,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.2552448511123657,0.34736719727516174,1.0,0.22060109674930573,0.2701641917228699,0.25265660881996155,-0.08136876672506332,0.21490740776062012,0.733189046382904,0.21345196664333344,0.2647338807582855,0.22068053483963013
1990s,-0.1172933429479599,0.05660831928253174,-0.07694884389638901,0.1284751147031784,-0.09473290294408798,-0.11377433687448502,-0.22511674463748932,0.007728287484496832,0.06070329248905182,-0.16311347484588623,-0.1590232104063034,-0.038904283195734024,-0.009002553299069405,0.11282819509506226
",",0.5201468467712402,0.3087472915649414,0.18535472452640533,0.3015086054801941,0.4933079481124878,0.2938905656337738,0.16122886538505554,0.2240353375673294,-0.05062086880207062,0.22757403552532196,0.4946078956127167,0.22981849312782288,0.2231994867324829,0.31091248989105225
rankine,0.20086932182312012,0.14446263015270233,0.15894821286201477,0.13979408144950867,0.22060109674930573,1.0000001192092896,0.2285865843296051,0.08644018322229385,-0.15003639459609985,0.22089210152626038,0.22334030270576477,0.2226884365081787,0.20409034192562103,0.15256094932556152
steam,0.19852672517299652,0.15672586858272552,0.13959118723869324,0.19902050495147705,0.23105813562870026,0.2536572813987732,0.24528048932552338,0.19531357288360596,-0.12955141067504883,0.11721061915159225,0.20239725708961487,0.3633075952529907,0.35972869396209717,0.113324373960495
cycles,0.22146432101726532,0.22229748964309692,0.2766822874546051,0.1357264369726181,0.2874864637851715,0.2538294792175293,0.8055317401885986,0.2133333384990692,-0.1550765335559845,0.1583130806684494,0.2640573978424072,0.2031932920217514,0.2279803603887558,0.10661901533603668
generated,0.19890514016151428,0.2341722995042801,0.19185593724250793,0.14731889963150024,0.27684199810028076,0.22546707093715668,0.2321912795305252,0.3612494468688965,-0.2168765664100647,0.18285958468914032,0.27549460530281067,0.2947510778903961,0.3117973208427429,0.28358349204063416
about,0.39797019958496094,0.47976887226104736,0.2317996472120285,0.28723078966140747,0.37995871901512146,0.08642596006393433,0.17250698804855347,0.21132472157478333,0.06447644531726837,0.2035314440727234,0.40939709544181824,0.11895308643579483,0.21299073100090027,0.302409827709198
90,0.022158663719892502,-0.03224492445588112,-0.06901388615369797,-0.021803488954901695,-0.08136876672506332,-0.15003639459609985,-0.07904819399118423,-0.13137565553188324,1.0000001192092896,-0.014750397764146328,-0.06715171784162521,-0.09569496661424637,-0.07385910302400589,-0.0034062080085277557
%,0.19465309381484985,0.20738190412521362,0.11034584790468216,0.1450016051530838,0.21490740776062012,0.22089210152626038,0.16274899244308472,0.11244642734527588,-0.014750397764146328,1.0,0.19953428208827972,0.12211231142282486,0.15953417122364044,0.21441808342933655
of,0.5696388483047485,0.33290785551071167,0.15614621341228485,0.2513895630836487,0.733189046382904,0.22334030270576477,0.255176842212677,0.23675619065761566,-0.06715171784162521,0.19953428208827972,1.0,0.17329032719135284,0.25273123383522034,0.1826142966747284
all,0.3335905969142914,0.41981086134910583,0.28054189682006836,0.33943864703178406,0.4860881567001343,0.1791410893201828,0.182824969291687,0.28288307785987854,-0.15625660121440887,0.294431209564209,0.42798417806625366,0.20235323905944824,0.23566703498363495,0.29575422406196594
electric,0.19779469072818756,0.15451551973819733,0.157413512468338,0.12459144741296768,0.21345196664333344,0.2226884365081787,0.09935235232114792,0.16893690824508667,-0.09569496661424637,0.12211231142282486,0.17329032719135284,1.0000001192092896,0.34122735261917114,0.15674720704555511
power,0.16666220128536224,0.22216427326202393,0.15868227183818817,0.2120266556739807,0.2647338807582855,0.20409034192562103,0.2041603922843933,0.1815311461687088,-0.07385910302400589,0.15953417122364044,0.25273123383522034,0.34122735261917114,1.0000001192092896,0.15304024517536163
used,0.3090210556983948,0.27546408772468567,0.17572222650051117,0.30443844199180603,0.3718377649784088,0.14842726290225983,0.15923969447612762,0.32549139857292175,-0.11608780175447464,0.14191214740276337,0.3075267970561981,0.2558768689632416,0.21249571442604065,0.22430120408535004
throughout,0.46596065163612366,0.2130906730890274,0.26232269406318665,0.194510817527771,0.4158564507961273,0.19836747646331787,0.18599611520767212,0.1323034167289734,-0.12793752551078796,0.11755974590778351,0.35374847054481506,0.2043187916278839,0.22272275388240814,0.12665234506130219
the,0.6662389636039734,0.42745697498321533,0.2552448511123657,0.34736719727516174,1.0,0.22060109674930573,0.2701641917228699,0.25265660881996155,-0.08136876672506332,0.21490740776062012,0.733189046382904,0.21345196664333344,0.2647338807582855,0.22068053483963013
world,0.3038199245929718,0.21669597923755646,0.177058607339859,0.1944720596075058,0.33604270219802856,0.2938811182975769,0.2071453034877777,0.17887330055236816,-0.031455956399440765,0.14207711815834045,0.2828933000564575,0.1332201212644577,0.16244404017925262,0.17579582333564758
",",0.5201468467712402,0.3087472915649414,0.18535472452640533,0.3015086054801941,0.4933079481124878,0.2938905656337738,0.16122886538505554,0.2240353375673294,-0.05062086880207062,0.22757403552532196,0.4946078956127167,0.22981849312782288,0.2231994867324829,0.31091248989105225
including,0.35857823491096497,0.18328791856765747,0.19810353219509125,0.26678287982940674,0.3738902807235718,0.145561084151268,0.12193728238344193,0.1954490691423416,-0.1290937066078186,0.18311315774917603,0.44195112586021423,0.17690622806549072,0.19224673509597778,0.1633303165435791
virtually,0.2896645963191986,0.2943752110004425,0.1932595670223236,0.1915593445301056,0.29132160544395447,0.1305525153875351,0.2652818560600281,0.22159571945667267,-0.12552183866500854,0.23255567252635956,0.2850329577922821,0.10982678830623627,0.21498849987983704,0.18244148790836334
all,0.3335905969142914,0.41981086134910583,0.28054189682006836,0.33943864703178406,0.4860881567001343,0.1791410893201828,0.182824969291687,0.28288307785987854,-0.15625660121440887,0.294431209564209,0.42798417806625366,0.20235323905944824,0.23566703498363495,0.29575422406196594
solar,0.2295871526002884,0.19109857082366943,0.1579163819551468,0.1203337088227272,0.2513602674007416,0.3028148114681244,0.29627299308776855,0.21480171382427216,-0.05543873459100723,0.19965411722660065,0.22685161232948303,0.3032807409763336,0.4036041796207428,0.18617206811904907
",",0.5201468467712402,0.3087472915649414,0.18535472452640533,0.3015086054801941,0.4933079481124878,0.2938905656337738,0.16122886538505554,0.2240353375673294,-0.05062086880207062,0.22757403552532196,0.4946078956127167,0.22981849312782288,0.2231994867324829,0.31091248989105225
biomass,0.2415466457605362,0.22379423677921295,0.2300676852464676,0.11261822283267975,0.2455909252166748,0.34960323572158813,0.3520342707633972,0.20713220536708832,-0.24540898203849792,0.3110586404800415,0.2884552776813507,0.30430838465690613,0.28536075353622437,0.17773602902889252
",",0.5201468467712402,0.3087472915649414,0.18535472452640533,0.3015086054801941,0.4933079481124878,0.2938905656337738,0.16122886538505554,0.2240353375673294,-0.05062086880207062,0.22757403552532196,0.4946078956127167,0.22981849312782288,0.2231994867324829,0.31091248989105225
coal,0.25431546568870544,0.15859243273735046,0.13119453191757202,0.12918034195899963,0.23263108730316162,0.24486900866031647,0.19906964898109436,0.11562808603048325,-0.14644500613212585,0.17948518693447113,0.2543368637561798,0.21066662669181824,0.31303882598876953,0.10339318215847015
and,0.4954058527946472,0.31309178471565247,0.14070798456668854,0.34479495882987976,0.5171257257461548,0.2593007981777191,0.2020994871854782,0.290901243686676,-0.021620480343699455,0.24616369605064392,0.5116966962814331,0.212884783744812,0.27496716380119324,0.20544172823429108
nuclear,0.2580479681491852,0.23862333595752716,0.13215786218643188,0.1408974975347519,0.23911187052726746,0.17596696317195892,0.18648292124271393,0.19206209480762482,-0.11977795511484146,0.12088287621736526,0.2591283917427063,0.24960649013519287,0.41085806488990784,0.1865687519311905
power,0.16666220128536224,0.22216427326202393,0.15868227183818817,0.2120266556739807,0.2647338807582855,0.20409034192562103,0.2041603922843933,0.1815311461687088,-0.07385910302400589,0.15953417122364044,0.25273123383522034,0.34122735261917114,1.0000001192092896,0.15304024517536163
plants,0.2697395086288452,0.25144460797309875,0.14263734221458435,0.15856826305389404,0.29499560594558716,0.1993984878063202,0.28131577372550964,0.1923009306192398,-0.10757819563150406,0.19948729872703552,0.29386165738105774,0.19813087582588196,0.3196038007736206,0.1473488062620163
.,0.5591574311256409,0.3567904531955719,0.1714698225259781,0.35288307070732117,0.5934505462646484,0.24286073446273804,0.19143328070640564,0.2916513681411743,-0.002472283085808158,0.29872366786003113,0.5352458953857422,0.23612159490585327,0.2141435295343399,0.4130953550338745
