,what,are,the,biggest,game,animals,of,kenya,called,?
the,0.42745697498321533,0.40399202704429626,1.0,0.3799763321876526,0.285271555185318,0.2939487397670746,0.733189046382904,0.21657514572143555,0.489897221326828,0.22068053483963013
``,0.008517155423760414,0.12624181807041168,0.029072100296616554,-0.02156936377286911,-0.06292625516653061,0.0818617045879364,0.06780257821083069,0.06875105202198029,0.00907047651708126,0.0685480609536171
big,0.2788069546222687,0.22227714955806732,0.308749794960022,0.4982573688030243,0.20332641899585724,0.22614343464374542,0.2513701021671295,0.13476471602916718,0.2661399245262146,0.20497842133045197
five,0.18688078224658966,0.35638514161109924,0.41977158188819885,0.2225130796432495,0.22464454174041748,0.16093134880065918,0.3980514109134674,0.16444720327854156,0.2968750596046448,0.18342848122119904
'',0.08143015950918198,0.0263817198574543,0.041273195296525955,0.06972826272249222,0.07443881779909134,0.033727724105119705,0.13035868108272552,-0.08265174180269241,0.021102847531437874,0.018684765323996544
game,0.2246788740158081,0.2047397643327713,0.285271555185318,0.17717991769313812,0.9999998807907104,0.18921783566474915,0.2298848181962967,0.09808872640132904,0.18780666589736938,0.1829071193933487
animals,0.26212990283966064,0.37765127420425415,0.2939487397670746,0.12496102601289749,0.18921783566474915,1.0000001192092896,0.2599885165691376,0.19450241327285767,0.24818751215934753,0.16430135071277618
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.35091954469680786,0.2298848181962967,0.2599885165691376,1.0,0.22226637601852417,0.4222904443740845,0.1826142966747284
africa,0.19696469604969025,0.19885441660881042,0.2903064787387848,0.22805769741535187,0.13455551862716675,0.30879464745521545,0.2694264054298401,0.4904056489467621,0.20620591938495636,0.12926554679870605
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.28671082854270935,0.2653886377811432,0.23067066073417664,0.4946078956127167,0.23432263731956482,0.26549121737480164,0.31091248989105225
that,0.6297725439071655,0.45265161991119385,0.5473989248275757,0.24041053652763367,0.27499276399612427,0.3000275194644928,0.41498205065727234,0.18006594479084015,0.41604554653167725,0.32716336846351624
is,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.3216690123081207,0.21222543716430664,0.2262406051158905,0.4854315221309662,0.17591087520122528,0.430266410112381,0.22961433231830597
the,0.42745697498321533,0.40399202704429626,1.0,0.3799763321876526,0.285271555185318,0.2939487397670746,0.733189046382904,0.21657514572143555,0.489897221326828,0.22068053483963013
lion,0.15693210065364838,0.16331472992897034,0.2764444947242737,0.16750165820121765,0.1203417256474495,0.27687177062034607,0.20189277827739716,0.2198467254638672,0.1871066391468048,0.13262073695659637
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.28671082854270935,0.2653886377811432,0.23067066073417664,0.4946078956127167,0.23432263731956482,0.26549121737480164,0.31091248989105225
leopard,0.11610668897628784,0.21979859471321106,0.20293891429901123,0.14435334503650665,0.18750490248203278,0.3772529363632202,0.1426246017217636,0.24019207060337067,0.17878954112529755,0.15125463902950287
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.28671082854270935,0.2653886377811432,0.23067066073417664,0.4946078956127167,0.23432263731956482,0.26549121737480164,0.31091248989105225
buffalo,0.15750785171985626,0.13617020845413208,0.2457614243030548,0.1407671421766281,0.230579674243927,0.3355916142463684,0.18910054862499237,0.20575857162475586,0.17400535941123962,0.13041602075099945
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.28671082854270935,0.2653886377811432,0.23067066073417664,0.4946078956127167,0.23432263731956482,0.26549121737480164,0.31091248989105225
rhinoceros,0.14991982281208038,0.2875823676586151,0.29083573818206787,0.20769794285297394,0.19839921593666077,0.4662145972251892,0.2743771970272064,0.3187845051288605,0.2168487012386322,0.14517775177955627
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.28671082854270935,0.2653886377811432,0.23067066073417664,0.4946078956127167,0.23432263731956482,0.26549121737480164,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.2873573303222656,0.25192898511886597,0.3589221239089966,0.5116966962814331,0.20742860436439514,0.3251761794090271,0.20544172823429108
elephant,0.19460220634937286,0.12504257261753082,0.17150750756263733,0.13359884917736053,0.14642874896526337,0.37013885378837585,0.157477468252182,0.30523091554641724,0.13324569165706635,0.12334275990724564
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.28671082854270935,0.2653886377811432,0.23067066073417664,0.4946078956127167,0.23432263731956482,0.26549121737480164,0.31091248989105225
can,0.34502777457237244,0.5408529043197632,0.312528520822525,0.1726347655057907,0.23146793246269226,0.30804094672203064,0.2603091299533844,0.1082535833120346,0.306973397731781,0.3226337134838104
be,0.3929833769798279,0.5556803941726685,0.4248143136501312,0.10325917601585388,0.24152140319347382,0.2701433002948761,0.33904364705085754,0.11485160887241364,0.2761072516441345,0.3324260413646698
found,0.1796332150697708,0.2740558087825775,0.3452354073524475,0.2813550531864166,0.12578612565994263,0.23615117371082306,0.2982911467552185,0.16272814571857452,0.28498178720474243,0.16790300607681274
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.33434951305389404,0.23986028134822845,0.26300355792045593,0.5696388483047485,0.23621977865695953,0.40847352147102356,0.20430970191955566
kenya,0.18398970365524292,0.1597108691930771,0.21657514572143555,0.14455613493919373,0.09808872640132904,0.19450241327285767,0.22226637601852417,1.0,0.20875558257102966,0.17197901010513306
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.2873573303222656,0.25192898511886597,0.3589221239089966,0.5116966962814331,0.20742860436439514,0.3251761794090271,0.20544172823429108
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.33434951305389404,0.23986028134822845,0.26300355792045593,0.5696388483047485,0.23621977865695953,0.40847352147102356,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,1.0,0.3799763321876526,0.285271555185318,0.2939487397670746,0.733189046382904,0.21657514572143555,0.489897221326828,0.22068053483963013
masai,0.12811823189258575,0.13070131838321686,0.17241929471492767,0.09630034863948822,0.2582381069660187,0.1688443124294281,0.19395092129707336,0.37148407101631165,0.15318156778812408,0.12548209726810455
