,what,was,believed,to,be,the,cause,of,devastation,to,the,civilization,?
it,0.45803478360176086,0.4577186405658722,0.30581751465797424,0.513711154460907,0.5203388929367065,0.6251175999641418,0.26461511850357056,0.38761502504348755,0.2433721423149109,0.513711154460907,0.6251175999641418,0.31116044521331787,0.25732165575027466
is,0.28837618231773376,0.5810302495956421,0.25439924001693726,0.42745086550712585,0.4819129705429077,0.5823672413825989,0.218277707695961,0.4854315221309662,0.17110927402973175,0.42745086550712585,0.5823672413825989,0.23660865426063538,0.22961433231830597
believed,0.32626157999038696,0.3758357763290405,1.0,0.35322412848472595,0.32833608984947205,0.324635773897171,0.27930060029029846,0.2945859134197235,0.24561162292957306,0.35322412848472595,0.324635773897171,0.30332058668136597,0.17606885731220245
that,0.6297725439071655,0.33670201897621155,0.4644409120082855,0.5436353087425232,0.6036020517349243,0.5473989248275757,0.40003344416618347,0.41498205065727234,0.18633806705474854,0.5436353087425232,0.5473989248275757,0.2619774639606476,0.32716336846351624
the,0.42745697498321533,0.48711544275283813,0.324635773897171,0.535392165184021,0.4248143136501312,1.0,0.2551237642765045,0.733189046382904,0.2789474129676819,0.535392165184021,1.0,0.3128751516342163,0.22068053483963013
civilization,0.2616437077522278,0.2154090255498886,0.30332058668136597,0.2131376415491104,0.19533732533454895,0.3128751516342163,0.15655846893787384,0.2698599398136139,0.29003068804740906,0.2131376415491104,0.3128751516342163,1.0,0.17937326431274414
was,0.22111038863658905,1.0000001192092896,0.3758357763290405,0.3636345863342285,0.42228707671165466,0.48711544275283813,0.1555917114019394,0.4069072902202606,0.21592164039611816,0.3636345863342285,0.48711544275283813,0.2154090255498886,0.18412111699581146
later,0.2517229914665222,0.5684447288513184,0.2830796241760254,0.393297016620636,0.3267292380332947,0.4060266613960266,0.15042254328727722,0.3458743393421173,0.19776074588298798,0.393297016620636,0.4060266613960266,0.21755020320415497,0.1417175978422165
devastated,0.2422323226928711,0.2759751081466675,0.31022316217422485,0.1583004891872406,0.08877000957727432,0.25732824206352234,0.3223918378353119,0.24836573004722595,0.8406600952148438,0.1583004891872406,0.25732824206352234,0.25739091634750366,0.16371417045593262
by,0.2455483376979828,0.4752357602119446,0.3129139244556427,0.33534231781959534,0.43158695101737976,0.4408751428127289,0.20837076008319855,0.3646814823150635,0.21878290176391602,0.33534231781959534,0.4408751428127289,0.18413163721561432,0.17966607213020325
the,0.42745697498321533,0.48711544275283813,0.324635773897171,0.535392165184021,0.4248143136501312,1.0,0.2551237642765045,0.733189046382904,0.2789474129676819,0.535392165184021,1.0,0.3128751516342163,0.22068053483963013
spread,0.22287604212760925,0.16506560146808624,0.26159247756004333,0.2748686373233795,0.2378535121679306,0.28994160890579224,0.35008475184440613,0.2895529866218567,0.36593371629714966,0.2748686373233795,0.28994160890579224,0.29514366388320923,0.16482828557491302
of,0.33290785551071167,0.4069072902202606,0.2945859134197235,0.41548454761505127,0.33904364705085754,0.733189046382904,0.25979894399642944,1.0,0.27899491786956787,0.41548454761505127,0.733189046382904,0.2698599398136139,0.1826142966747284
diseases,0.276649534702301,0.1552831530570984,0.25031694769859314,0.27645206451416016,0.24889184534549713,0.2655201852321625,0.4931325614452362,0.25425323843955994,0.37055087089538574,0.27645206451416016,0.2655201852321625,0.22442243993282318,0.1916700154542923
from,0.2737620174884796,0.31171464920043945,0.24962472915649414,0.4069952368736267,0.3107333183288574,0.40150508284568787,0.2778934836387634,0.4249346852302551,0.2138243019580841,0.4069952368736267,0.40150508284568787,0.12140977382659912,0.19969791173934937
europe,0.17179538309574127,0.2931758761405945,0.2131880223751068,0.24889446794986725,0.21410541236400604,0.34463706612586975,0.1598946899175644,0.29299741983413696,0.21373584866523743,0.24889446794986725,0.34463706612586975,0.3252727687358856,0.18278923630714417
",",0.3087472915649414,0.45456063747406006,0.2386300414800644,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.2546827793121338,0.4946078956127167,0.27734190225601196,0.44245919585227966,0.4933079481124878,0.22940866649150848,0.31091248989105225
such,0.23989605903625488,0.12487147748470306,0.20951882004737854,0.2871878743171692,0.5239806771278381,0.3575236201286316,0.27554231882095337,0.3209529519081116,0.14736756682395935,0.2871878743171692,0.3575236201286316,0.21539847552776337,0.17851735651493073
as,0.31749409437179565,0.3677520453929901,0.21480624377727509,0.42092081904411316,0.5230465531349182,0.48381632566452026,0.22159208357334137,0.3886612355709076,0.15346354246139526,0.42092081904411316,0.48381632566452026,0.19706755876541138,0.27043893933296204
smallpox,0.178948312997818,0.28933435678482056,0.2820097804069519,0.25794196128845215,0.18752926588058472,0.21845638751983643,0.35018426179885864,0.27702125906944275,0.3945128619670868,0.25794196128845215,0.21845638751983643,0.27169063687324524,0.201049342751503
.,0.3567904531955719,0.40146201848983765,0.26106974482536316,0.4645031690597534,0.4383580684661865,0.5934505462646484,0.267557293176651,0.5352458953857422,0.2422713339328766,0.4645031690597534,0.5934505462646484,0.23833215236663818,0.4130953550338745
