,what,do,tribes,use,google,earth,and,gps,for,?
using,0.27984681725502014,0.31007856130599976,0.1375453770160675,0.7256444692611694,0.21403691172599792,0.20712430775165558,0.33157408237457275,0.33617541193962097,0.3806014060974121,0.2804589569568634
handheld,0.2139415740966797,0.2032158374786377,0.07631251215934753,0.31205272674560547,0.25428858399391174,0.21567504107952118,0.21286717057228088,0.4794687032699585,0.24472026526927948,0.2075120061635971
gps,0.2518748939037323,0.23195621371269226,0.10004915297031403,0.3628453314304352,0.36856257915496826,0.34951961040496826,0.19629047811031342,1.0,0.21940869092941284,0.1711064726114273
devices,0.2216251939535141,0.2762604057788849,0.14187945425510406,0.45379525423049927,0.25671565532684326,0.20142385363578796,0.22865693271160126,0.5276874303817749,0.2581363916397095,0.10574188083410263
and,0.31309178471565247,0.276123583316803,0.2041163444519043,0.34145063161849976,0.18370391428470612,0.27524080872535706,1.0,0.19629047811031342,0.5064792633056641,0.20544172823429108
programs,0.23178155720233917,0.25158262252807617,0.12371136248111725,0.2787289619445801,0.23725441098213196,0.1578500121831894,0.334749311208725,0.28536751866340637,0.3644469678401947,0.16452431678771973
like,0.4320242702960968,0.4615015685558319,0.1552852839231491,0.4426271915435791,0.25404998660087585,0.23556412756443024,0.46997135877609253,0.15509824454784393,0.35140180587768555,0.3268813192844391
google,0.22121621668338776,0.18802376091480255,0.061431072652339935,0.20729278028011322,1.0,0.26988109946250916,0.18370391428470612,0.36856257915496826,0.18175223469734192,0.33158186078071594
earth,0.25883176922798157,0.19425350427627563,0.17421112954616547,0.2093004435300827,0.26988109946250916,1.0,0.27524080872535706,0.34951961040496826,0.20491120219230652,0.17717236280441284
",",0.3087472915649414,0.3283645510673523,0.19590550661087036,0.3276674151420593,0.26654380559921265,0.23186853528022766,0.6633074283599854,0.18558256328105927,0.4464869201183319,0.31091248989105225
members,0.16873176395893097,0.14750126004219055,0.23164477944374084,0.17077744007110596,0.0976582020521164,0.12075372040271759,0.2994427978992462,0.12653324007987976,0.2612179219722748,0.10212311148643494
of,0.33290785551071167,0.26150479912757874,0.21502000093460083,0.2750902473926544,0.11514776945114136,0.2329314798116684,0.5116966962814331,0.08580594509840012,0.4185989499092102,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,0.26830655336380005,0.34342584013938904,0.15672807395458221,0.2801888585090637,0.5171257257461548,0.16737867891788483,0.4739971458911896,0.22068053483963013
trio,0.16976548731327057,0.14240887761116028,0.23793281614780426,0.13406604528427124,0.14213959872722626,0.15515190362930298,0.21455565094947815,0.08908873796463013,0.16558828949928284,0.10676770657300949
tribe,0.2215883582830429,0.1524045467376709,0.8192340731620789,0.06258179992437363,0.07108895480632782,0.15620039403438568,0.1568450778722763,0.07495709508657455,0.0773274376988411,0.11037874221801758
",",0.3087472915649414,0.3283645510673523,0.19590550661087036,0.3276674151420593,0.26654380559921265,0.23186853528022766,0.6633074283599854,0.18558256328105927,0.4464869201183319,0.31091248989105225
who,0.40942975878715515,0.2662210166454315,0.2694885730743408,0.2265424281358719,0.17297613620758057,0.15992608666419983,0.41279885172843933,0.11513732373714447,0.37110671401023865,0.26220351457595825
live,0.20532001554965973,0.2297554910182953,0.1929004192352295,0.17711880803108215,0.09590048342943192,0.201178640127182,0.29040172696113586,0.1026521772146225,0.22377748787403107,0.19481121003627777
in,0.30808621644973755,0.23402775824069977,0.19281157851219177,0.2715643048286438,0.1203395277261734,0.18566735088825226,0.4954058527946472,0.08951815962791443,0.4322226941585541,0.20430970191955566
the,0.42745697498321533,0.30239659547805786,0.26830655336380005,0.34342584013938904,0.15672807395458221,0.2801888585090637,0.5171257257461548,0.16737867891788483,0.4739971458911896,0.22068053483963013
rainforests,0.226042240858078,0.26966819167137146,0.3225192725658417,0.21220740675926208,0.14876486361026764,0.3396197557449341,0.2924107611179352,0.25565487146377563,0.1810770332813263,0.17730745673179626
of,0.33290785551071167,0.26150479912757874,0.21502000093460083,0.2750902473926544,0.11514776945114136,0.2329314798116684,0.5116966962814331,0.08580594509840012,0.4185989499092102,0.1826142966747284
southern,0.18679563701152802,0.12368836998939514,0.23893073201179504,0.10204636305570602,0.05404544249176979,0.1445036083459854,0.24232792854309082,0.16760841012001038,0.14496514201164246,0.11225555837154388
suriname,0.15138784050941467,0.15120622515678406,0.19494038820266724,0.17619122564792633,0.1340521275997162,0.10699797421693802,0.26977986097335815,0.20965880155563354,0.1957520693540573,0.132745161652565
",",0.3087472915649414,0.3283645510673523,0.19590550661087036,0.3276674151420593,0.26654380559921265,0.23186853528022766,0.6633074283599854,0.18558256328105927,0.4464869201183319,0.31091248989105225
map,0.23936687409877777,0.14591610431671143,0.17663076519966125,0.27293187379837036,0.3016655147075653,0.2020764797925949,0.20491088926792145,0.333238422870636,0.16703267395496368,0.1548176109790802
out,0.3633197546005249,0.30558764934539795,0.1984158307313919,0.3067348599433899,0.2113477736711502,0.2047126442193985,0.3881998062133789,0.22580021619796753,0.3312093913555145,0.22020699083805084
their,0.35142919421195984,0.35424983501434326,0.26845473051071167,0.3415622115135193,0.08759759366512299,0.14081214368343353,0.45114588737487793,0.12545353174209595,0.3406745493412018,0.1898253709077835
ancestral,0.17634287476539612,0.17321372032165527,0.34563151001930237,0.11957095563411713,0.1415647566318512,0.1991301327943802,0.22265371680259705,0.14418435096740723,0.13714490830898285,0.11722901463508606
lands,0.16376858949661255,0.08750343322753906,0.3522934913635254,0.170279860496521,0.1050749346613884,0.3265354335308075,0.2984853982925415,0.2215835303068161,0.19053864479064941,0.10082722455263138
to,0.455847829580307,0.38876664638519287,0.23350952565670013,0.47261837124824524,0.18934260308742523,0.2486501932144165,0.48971283435821533,0.23210853338241577,0.4451248347759247,0.29463258385658264
help,0.3728281855583191,0.40743157267570496,0.17662830650806427,0.44175291061401367,0.16177137196063995,0.15989866852760315,0.34926167130470276,0.1844833791255951,0.33200904726982117,0.28403452038764954
strengthen,0.23504552245140076,0.2525481581687927,0.16527360677719116,0.2854817509651184,0.04947175458073616,0.15097686648368835,0.3442591726779938,0.15393920242786407,0.2479357272386551,0.11156164109706879
their,0.35142919421195984,0.35424983501434326,0.26845473051071167,0.3415622115135193,0.08759759366512299,0.14081214368343353,0.45114588737487793,0.12545353174209595,0.3406745493412018,0.1898253709077835
territorial,0.21081089973449707,0.1818697601556778,0.25173234939575195,0.16804398596286774,0.13405728340148926,0.14015372097492218,0.28447896242141724,0.16242994368076324,0.23136629164218903,0.10118355602025986
claims,0.2397100329399109,0.23898081481456757,0.15423692762851715,0.1602206826210022,0.24051272869110107,0.18494051694869995,0.23295684158802032,0.12451572716236115,0.19757677614688873,0.18741291761398315
.,0.3567904531955719,0.3613996207714081,0.10744687169790268,0.3711656630039215,0.2515013813972473,0.2542925775051117,0.588965117931366,0.16256919503211975,0.4726039469242096,0.4130953550338745
