,who,created,an,engine,using,high,pressure,steam,in,1801,?
around,0.2775672674179077,0.21911893784999847,0.25606366991996765,0.1440555453300476,0.2690593898296356,0.21711164712905884,0.24203500151634216,0.16918978095054626,0.41294145584106445,0.1150282546877861,0.14729668200016022
1800,0.141702339053154,0.004815665073692799,0.09448273479938507,0.06820642203092575,0.03526553884148598,0.09604679048061371,0.08828498423099518,0.07006735354661942,0.10485468804836273,-0.01065783016383648,0.12716752290725708
richard,0.27835920453071594,0.08293981105089188,0.1830136924982071,0.14558422565460205,0.13063885271549225,0.07592549175024033,0.06568768620491028,0.17245730757713318,0.23321768641471863,-0.035325851291418076,0.15003317594528198
trevithick,0.33277788758277893,0.17554263770580292,0.21274051070213318,0.25889694690704346,0.19429324567317963,0.20428748428821564,0.18984273076057434,0.35976073145866394,0.3304753005504608,0.05563812330365181,0.2125524878501892
and,0.41279885172843933,0.2873832881450653,0.2838519215583801,0.18437977135181427,0.33157408237457275,0.2911888659000397,0.2595808804035187,0.24133789539337158,0.4954058527946472,0.00110258674249053,0.20544172823429108
",",0.3365725874900818,0.2755771577358246,0.3581022024154663,0.19789794087409973,0.27050045132637024,0.27938312292099,0.21867604553699493,0.2264556586742401,0.5201468467712402,-0.01944272592663765,0.31091248989105225
separately,0.22830964624881744,0.18754513561725616,0.19859449565410614,0.18106813728809357,0.3207452893257141,0.1806805282831192,0.23076693713665009,0.22051693499088287,0.28512102365493774,0.10564513504505157,0.13878987729549408
",",0.3365725874900818,0.2755771577358246,0.3581022024154663,0.19789794087409973,0.27050045132637024,0.27938312292099,0.21867604553699493,0.2264556586742401,0.5201468467712402,-0.01944272592663765,0.31091248989105225
oliver,0.2527284026145935,0.14519958198070526,0.14570105075836182,0.16719292104244232,0.060970328748226166,0.10268373787403107,0.14999453723430634,0.08224816620349884,0.18508405983448029,0.006493689026683569,0.20260699093341827
evans,0.2537245452404022,0.08182313293218613,0.23036563396453857,0.14500479400157928,0.19278769195079803,0.13493436574935913,0.09091299772262573,0.11210701614618301,0.22539855539798737,-0.05238702893257141,0.1579946130514145
in,0.2792111933231354,0.2843434810638428,0.2605783939361572,0.18885408341884613,0.2717311978340149,0.2652597725391388,0.16116683185100555,0.19852672517299652,1.0,0.032881155610084534,0.20430970191955566
1801,-0.020194372162222862,0.10272887349128723,0.06595069169998169,0.22442364692687988,0.22726571559906006,0.06490153074264526,0.14163097739219666,0.12273218482732773,0.032881155610084534,1.0,0.11624469608068466
introduced,0.18349657952785492,0.3989526927471161,0.13903290033340454,0.1675797700881958,0.285725861787796,0.12453354895114899,0.15741516649723053,0.2068471610546112,0.2614979147911072,0.13623781502246857,0.16386865079402924
engines,0.15887244045734406,0.15723951160907745,0.1675238460302353,0.8767010569572449,0.24968454241752625,0.18357564508914948,0.26596060395240784,0.4903687536716461,0.18084456026554108,0.21816878020763397,0.18940703570842743
using,0.24094825983047485,0.2563478648662567,0.2321343868970871,0.22176316380500793,1.0,0.16734972596168518,0.21879690885543823,0.250103622674942,0.2717311978340149,0.22726571559906006,0.2804589569568634
high-pressure,0.21241861581802368,0.20677809417247772,0.2624928653240204,0.32135528326034546,0.2447851449251175,0.4829231798648834,0.9004937410354614,0.37557870149612427,0.27036017179489136,0.14359833300113678,0.23668110370635986
steam,0.1786653995513916,0.14006958901882172,0.13589277863502502,0.4921848475933075,0.250103622674942,0.17955797910690308,0.32320529222488403,1.0000001192092896,0.19852672517299652,0.12273218482732773,0.113324373960495
;,0.007937713526189327,0.006454478483647108,-0.0424368716776371,0.0016585135599598289,0.06117796525359154,-0.012911408208310604,-0.004491996020078659,-0.0341496504843235,0.092739537358284,-0.03389587625861168,0.10349778085947037
trevithick,0.33277788758277893,0.17554263770580292,0.21274051070213318,0.25889694690704346,0.19429324567317963,0.20428748428821564,0.18984273076057434,0.35976073145866394,0.3304753005504608,0.05563812330365181,0.2125524878501892
obtained,0.1461256444454193,0.1979260891675949,0.16314911842346191,0.1059795618057251,0.31908199191093445,0.15563611686229706,0.1044265478849411,0.1121600791811943,0.25752922892570496,0.11332565546035767,0.10347618907690048
his,0.44966956973075867,0.1766064465045929,0.24025635421276093,0.16806639730930328,0.21453166007995605,0.14233462512493134,0.17197009921073914,0.13870766758918762,0.3598145842552185,0.011399800889194012,0.18075084686279297
high-pressure,0.21241861581802368,0.20677809417247772,0.2624928653240204,0.32135528326034546,0.2447851449251175,0.4829231798648834,0.9004937410354614,0.37557870149612427,0.27036017179489136,0.14359833300113678,0.23668110370635986
engine,0.1543407142162323,0.17584098875522614,0.18337401747703552,1.0,0.22176316380500793,0.14603596925735474,0.2742706835269928,0.4921848475933075,0.18885408341884613,0.22442364692687988,0.17739196121692657
patent,0.21797259151935577,0.2130337357521057,0.1411449909210205,0.3063247501850128,0.25925323367118835,0.1344473510980606,0.18527163565158844,0.2789400815963745,0.18244080245494843,0.12053966522216797,0.13298413157463074
in,0.2792111933231354,0.2843434810638428,0.2605783939361572,0.18885408341884613,0.2717311978340149,0.2652597725391388,0.16116683185100555,0.19852672517299652,1.0,0.032881155610084534,0.20430970191955566
1802,0.07633370161056519,0.06578640639781952,0.02505621500313282,0.07441574335098267,0.15383398532867432,0.044417720288038254,0.15921048820018768,0.0909886509180069,0.06742782890796661,0.12030080705881119,0.09405338019132614
.,0.3541337847709656,0.3230568766593933,0.3581749200820923,0.21814921498298645,0.3629456162452698,0.24301011860370636,0.22055423259735107,0.22855372726917267,0.5591574311256409,0.14065305888652802,0.4130953550338745
