,where,was,the,feb,2010,call,for,change,published,?
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.14008425176143646,0.2692960798740387,0.2520289719104767,0.4322226941585541,0.2510564923286438,0.26697060465812683,0.20430970191955566
february,0.18131472170352936,0.446986585855484,0.26483774185180664,0.38152045011520386,0.13249562680721283,0.07278978824615479,0.2791854739189148,0.2049398273229599,0.1863275170326233,0.29594847559928894
2010,0.2357739508152008,0.23825319111347198,0.31722962856292725,0.003970018588006496,1.0000001192092896,0.14681372046470642,0.15196888148784637,0.2345055788755417,0.03197941929101944,0.21232788264751434
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.2816077768802643,0.24006164073944092,0.2670435905456543,0.4464869201183319,0.2752361297607422,0.2937801778316498,0.31091248989105225
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.14008425176143646,0.2692960798740387,0.2520289719104767,0.4322226941585541,0.2510564923286438,0.26697060465812683,0.20430970191955566
response,0.16500894725322723,0.2303798496723175,0.28909924626350403,0.12968693673610687,0.09944754093885422,0.3246020972728729,0.2802165448665619,0.3333420157432556,0.15726613998413086,0.2007838636636734
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.1664871871471405,0.3413967490196228,0.27641981840133667,0.4451248347759247,0.3581787943840027,0.12403073906898499,0.29463258385658264
controversies,0.28194400668144226,0.25223925709724426,0.2970908582210541,0.04951132461428642,0.2797428369522095,0.23761029541492462,0.2810652256011963,0.2526153326034546,0.31388527154922485,0.28375184535980225
regarding,0.27238357067108154,0.19990648329257965,0.29280903935432434,0.13546249270439148,0.18231083452701569,0.2375313937664032,0.3162982165813446,0.33223652839660645,0.22637663781642914,0.36967232823371887
claims,0.18693886697292328,0.178767129778862,0.24698559939861298,0.09954790025949478,0.19441910088062286,0.19573833048343658,0.19757677614688873,0.10750909894704819,0.23209026455879211,0.18741291761398315
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.14008425176143646,0.2692960798740387,0.2520289719104767,0.4322226941585541,0.2510564923286438,0.26697060465812683,0.20430970191955566
the,0.5003893971443176,0.48711544275283813,1.0,0.1535518914461136,0.31722962856292725,0.26640447974205017,0.4739971458911896,0.3641999065876007,0.22017472982406616,0.22068053483963013
fourth,0.2012963891029358,0.35251522064208984,0.40804702043533325,0.12106428295373917,0.08519599586725235,0.1738458275794983,0.23288244009017944,0.15160220861434937,0.18826016783714294,0.13791213929653168
assessment,0.17333701252937317,0.1369474083185196,0.28427207469940186,0.13095201551914215,0.05275435000658035,0.16337800025939941,0.2666030526161194,0.23811079561710358,0.3234805762767792,0.22666098177433014
report,0.13514968752861023,0.19926786422729492,0.2556745111942291,0.21084660291671753,0.1325688362121582,0.31359773874282837,0.2216007560491562,0.24036449193954468,0.3798125088214874,0.3138936758041382
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.2816077768802643,0.24006164073944092,0.2670435905456543,0.4464869201183319,0.2752361297607422,0.2937801778316498,0.31091248989105225
five,0.19254247844219208,0.310379296541214,0.41977158188819885,0.13388431072235107,0.16067445278167725,0.19643336534500122,0.30701300501823425,0.16511505842208862,0.21007589995861053,0.18342848122119904
climate,0.21806944906711578,0.14714933931827545,0.2693597674369812,0.2096768617630005,0.16406632959842682,0.062058255076408386,0.17355333268642426,0.3181478679180145,0.1336456835269928,0.19998492300510406
scientists,0.20989133417606354,0.21144776046276093,0.25988271832466125,0.10723882913589478,0.14944857358932495,0.23194187879562378,0.17087750136852264,0.19323815405368805,0.21070687472820282,0.16597221791744232
–,0.10786791145801544,0.30754852294921875,0.2607575058937073,0.2941308617591858,0.05133252590894699,0.1318971961736679,0.2408909648656845,0.1257815957069397,0.18755033612251282,0.2714554965496063
all,0.36365973949432373,0.23179835081100464,0.4860881567001343,0.13178588449954987,0.2576361298561096,0.27686041593551636,0.41144001483917236,0.3071799874305725,0.18508489429950714,0.29575422406196594
contributing,0.17298267781734467,0.17692260444164276,0.2776218056678772,0.13323043286800385,0.1689598262310028,0.21902355551719666,0.3318781554698944,0.2911633551120758,0.18087248504161835,0.30185750126838684
or,0.3651050925254822,0.2330796718597412,0.4174870550632477,0.1601550579071045,0.22861367464065552,0.27637729048728943,0.4111599624156952,0.3169957101345062,0.1315283328294754,0.32389625906944275
lead,0.16483327746391296,0.1970783770084381,0.21995973587036133,0.09061123430728912,0.09333033114671707,0.17955267429351807,0.29822173714637756,0.2059970647096634,0.04276521876454353,0.14552436769008636
ipcc,0.14421039819717407,0.16744299232959747,0.24925659596920013,0.20908914506435394,0.18147490918636322,0.11290864646434784,0.19251582026481628,0.34827950596809387,0.33862897753715515,0.22295254468917847
report,0.13514968752861023,0.19926786422729492,0.2556745111942291,0.21084660291671753,0.1325688362121582,0.31359773874282837,0.2216007560491562,0.24036449193954468,0.3798125088214874,0.3138936758041382
authors,0.1341787576675415,0.12312142550945282,0.198689267039299,0.12479384243488312,0.14331355690956116,0.11665989458560944,0.21385852992534637,0.18571408092975616,0.3315591812133789,0.19121912121772766
–,0.10786791145801544,0.30754852294921875,0.2607575058937073,0.2941308617591858,0.05133252590894699,0.1318971961736679,0.2408909648656845,0.1257815957069397,0.18755033612251282,0.2714554965496063
wrote,0.18577523529529572,0.40092042088508606,0.2426944375038147,0.10961063206195831,0.09595350176095963,0.18334068357944489,0.3117217421531677,0.13968190550804138,0.4751642644405365,0.19322504103183746
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.14008425176143646,0.2692960798740387,0.2520289719104767,0.4322226941585541,0.2510564923286438,0.26697060465812683,0.20430970191955566
the,0.5003893971443176,0.48711544275283813,1.0,0.1535518914461136,0.31722962856292725,0.26640447974205017,0.4739971458911896,0.3641999065876007,0.22017472982406616,0.22068053483963013
journal,0.14663581550121307,0.20567549765110016,0.20882099866867065,0.2289721816778183,0.04702640324831009,0.1997615396976471,0.15530851483345032,0.1468447893857956,0.4533917307853699,0.11746427416801453
nature,0.17503981292247772,0.16693586111068726,0.19596898555755615,0.1350855529308319,0.14612390100955963,0.10620103031396866,0.18949057161808014,0.2782815396785736,0.2468176633119583,0.17397694289684296
